"iWAT_M03(r1)"	"iWAT_M03(r2)"	"Beige/brite (RG on iWAT)_M03(r1)"	"Beige/brite (RG on iWAT)_M03(r2)"
"ENSMUSG00000054759"	4.81011	4.97129	4.90612	4.82901
"ENSMUSG00000054764"	5.6331	5.75752	5.7628	5.77921
"ENSMUSG00000054766"	11.8034766666667	11.72776	11.6712833333333	11.5417866666667
"ENSMUSG00000054793"	7.35106	7.45754	7.41785	7.37538
"ENSMUSG00000054808"	12.56849	12.48144	12.3838	12.31397
"ENSMUSG00000054827"	4.92477	4.71126	4.7423	4.80968
"ENSMUSG00000054863"	7.250665	7.260495	7.119685	7.32326
"ENSMUSG00000054871"	6.953405	7.00915	7.10277	7.282695
"ENSMUSG00000054874"	9.24261	9.30424	9.23488	9.15397
"ENSMUSG00000054889"	4.40795666666667	4.47323666666667	4.44503333333333	4.45549
"ENSMUSG00000054892"	4.34991	4.48812	4.38357	4.50823
"ENSMUSG00000054894"	7.39571	7.54985	7.92321	7.67687
"ENSMUSG00000054905"	4.20582	4.16832	4.30999	4.4434
"ENSMUSG00000054909"	5.19973	5.49098	5.38685	5.28564
"ENSMUSG00000054920"	10.51065	10.60218	10.91145	10.86862
"ENSMUSG00000054932"	4.48054	4.54767333333333	4.48193333333333	4.49208666666667
"ENSMUSG00000054934"	5.81979	5.779	5.78766	5.90567
"ENSMUSG00000054942"	5.37296	5.55641	5.52853	5.59927
"ENSMUSG00000054994"	4.1434	4.0619	3.93055	3.82466
"ENSMUSG00000055013"	5.93235	5.99064	5.90013	5.84619
"ENSMUSG00000055022"	5.709435	5.98956	5.51565	5.637765
"ENSMUSG00000055026"	4.34397	4.13172	4.49534	4.56173
"ENSMUSG00000055027"	5.349735	5.216325	5.16319	5.44953
"ENSMUSG00000055041"	8.810735	8.794075	8.708085	8.752525
"ENSMUSG00000055044"	10.96162	10.93341	10.59418	10.34602
"ENSMUSG00000055053"	7.618075	7.597265	7.525385	7.40109
"ENSMUSG00000055065"	9.68082	9.69251666666667	9.5606	9.48774666666667
"ENSMUSG00000055093"	14.41393	14.32403	14.18768	14.29819
"ENSMUSG00000055108"	4.13306	4.10132	4.07951	4.16145
"ENSMUSG00000055114"	5.08104	4.93857	5.11716	4.85837
"ENSMUSG00000055116"	8.41869	8.29931	8.33462	8.32295
"ENSMUSG00000055137"	5.53708	5.70114	5.44103	5.44264
"ENSMUSG00000055148"	8.52556	8.38187	8.05341	7.85814
"ENSMUSG00000055170"	4.3264	4.22316	4.4135	4.28971
"ENSMUSG00000055172"	9.719085	9.54665	9.214305	9.37634
"ENSMUSG00000055197"	5.09766	5.13059	5.19615	5.41892
"ENSMUSG00000055200"	8.213135	8.33685	7.818355	7.98907
"ENSMUSG00000055204"	8.93715	8.9502175	9.08402	9.0203575
"ENSMUSG00000055210"	5.00101	5.05013	5.58612	5.29564
"ENSMUSG00000055235"	4.59243	4.69453	4.61387	4.75955
"ENSMUSG00000055239"	8.8475	8.91161666666667	9.16074666666667	9.14313
"ENSMUSG00000055240"	6.718965	6.73712	6.803895	6.732505
"ENSMUSG00000055254"	6.70358	6.696265	6.280815	6.537605
"ENSMUSG00000055296"	6.57745	6.87737	7.25187	7.40146
"ENSMUSG00000055298"	4.89305	5.03375	4.97797	5.11044
"ENSMUSG00000055301"	5.875785	5.83096	5.840435	5.867885
"ENSMUSG00000055302"	12.80782	12.80391	12.64847	12.60569
"ENSMUSG00000055305"	6.55046	6.505	6.35165	5.99897
"ENSMUSG00000055319"	10.84155	10.84069	10.49363	10.50723
"ENSMUSG00000055320"	6.65132	6.68149	6.4852	6.59049
"ENSMUSG00000055322"	10.07404	10.062005	10.366155	10.30718
"ENSMUSG00000055357"	4.65335	4.6109	4.41233	4.49684
"ENSMUSG00000055360"	8.55126	8.32051	11.1089	11.11001
"ENSMUSG00000055368"	4.79636	4.77452	4.77872	4.77557
"ENSMUSG00000055371"	7.54662	7.6365275	7.6456075	7.616
"ENSMUSG00000055373"	3.92135	4.01461	3.93909	4.03313
"ENSMUSG00000055401"	9.82641	9.74691	9.74542	9.78846
"ENSMUSG00000055407"	8.43918	8.33524	8.36136	8.22491
"ENSMUSG00000055413"	12.43453	12.50037	12.22851	12.45913
"ENSMUSG00000055430"	6.28259	6.29601	6.22839	6.2622
"ENSMUSG00000055435"	6.09927	6.06472	6.01388	6.02777
"ENSMUSG00000055436"	10.33871	10.444	10.32688	10.180025
"ENSMUSG00000055447"	11.31824	11.3676666666667	11.08732	11.0759833333333
"ENSMUSG00000055452"	7.03157	6.93769	6.93201	7.12527
"ENSMUSG00000055471"	4.54695	4.66102	4.94277	4.75673
"ENSMUSG00000055491"	9.37611	9.44474	9.24455	9.31022
"ENSMUSG00000055493"	6.35812	5.95226	6.05218	5.91398
"ENSMUSG00000055540"	4.70787	4.83184	4.79892	4.7727
"ENSMUSG00000055541"	4.93228	5.08117	4.93532	4.96596
"ENSMUSG00000055553"	14.45089	14.439145	14.42409	14.43575
"ENSMUSG00000055602"	5.0867375	5.0934	5.1374775	5.2541075
"ENSMUSG00000055609"	5.59866	5.604	5.59866	5.59333
"ENSMUSG00000055612"	7.61004	7.51869	7.7647	7.72194
"ENSMUSG00000055639"	4.50739	4.462165	4.50362	4.69372
"ENSMUSG00000055652"	7.89151	7.9875	8.39453	8.34267
"ENSMUSG00000055653"	7.78022	7.68481	7.53535	7.57512
"ENSMUSG00000055679"	4.55043	4.50608	4.76341	4.50086
"ENSMUSG00000055681"	11.99389	11.91371	11.94488	11.96765
"ENSMUSG00000055692"	5.32148333333333	5.27892333333333	5.45970333333333	5.32615666666667
"ENSMUSG00000055707"	9.71118	9.59227	9.49797	9.24174
"ENSMUSG00000055717"	4.72890333333333	4.73081666666667	4.83255666666667	4.89844
"ENSMUSG00000055720"	8.03666	8.14887	7.97092	8.07769
"ENSMUSG00000055723"	11.15346	11.125825	11.13564	11.09903
"ENSMUSG00000055730"	5.30053	5.5309	5.25402	5.47354
"ENSMUSG00000055733"	4.69558	4.59336	4.12167	4.42155
"ENSMUSG00000055737"	11.5764833333333	11.6236533333333	11.2917	11.2599466666667
"ENSMUSG00000055745"	6.53935	6.66267	6.49256	6.41124
"ENSMUSG00000055746"	4.51383	4.57631	4.46842	4.57666
"ENSMUSG00000055760"	8.82657	8.8255	8.83412	8.73312
"ENSMUSG00000055762"	10.1406833333333	10.05871	10.0257033333333	9.86593666666667
"ENSMUSG00000055763"	7.28705	7.18228	6.97948	7.13896
"ENSMUSG00000055775"	4.24894	4.3179	4.1434	4.31812
"ENSMUSG00000055780"	4.37628	4.28962	4.27285	4.39551
"ENSMUSG00000055782"	9.07556	9.16808	9.57979	9.49128
"ENSMUSG00000055799"	8.89213	8.961305	8.720985	8.741525
"ENSMUSG00000055805"	6.11118	6.07212	6.00525	6.02523
"ENSMUSG00000055817"	8.789115	8.748085	9.035835	8.85718
"ENSMUSG00000055826"	5.83578	5.81387	5.83873	5.99729
"ENSMUSG00000055835"	6.7416	6.54444	6.70409	6.6931
"ENSMUSG00000055839"	12.84737	12.744415	12.672215	12.767255
"ENSMUSG00000055850"	12.07154	12.09005	11.88706	11.86971
"ENSMUSG00000055866"	5.844515	5.653865	5.639585	5.63403
"ENSMUSG00000055884"	6.69874	6.59594	6.4935	6.4256
"ENSMUSG00000055891"	4.40674	4.473885	4.45959	4.56387
"ENSMUSG00000055912"	8.93096	8.91955	8.58275	8.41486
"ENSMUSG00000055917"	8.81408	8.77219	8.61069	8.56253
"ENSMUSG00000055932"	7.021205	6.945385	6.874775	6.850585
"ENSMUSG00000055943"	8.95968	9.04433	8.99628	9.218805
"ENSMUSG00000055976"	5.91841	6.24757	8.73226	8.80001
"ENSMUSG00000055978"	5.92837	5.91374	5.88384	5.87375
"ENSMUSG00000055980"	11.04156	11.24145	10.39933	10.46214
"ENSMUSG00000055991"	6.86567	7.00256	7.17262	7.1183
"ENSMUSG00000056018"	4.01897	3.97461	3.93496	3.9151
"ENSMUSG00000056019"	6.08724	6.1358	6.02003	5.66243
"ENSMUSG00000056025"	4.54306333333333	4.51800333333333	4.6245	4.53960666666667
"ENSMUSG00000056032"	4.831745	4.741835	4.886445	4.81447
"ENSMUSG00000056035"	4.31737	4.15699	4.4016	4.28502
"ENSMUSG00000056050"	10.14013	10.153945	10.07543	10.034585
"ENSMUSG00000056054"	7.19089	7.32053	6.70283	6.8636
"ENSMUSG00000056055"	5.13774	5.18925	5.27275	5.27845
"ENSMUSG00000056069"	7.58995	7.5519	7.48446	7.51915
"ENSMUSG00000056071"	4.77317	4.58664	4.57294	4.66086
"ENSMUSG00000056073"	4.9163	5.11382	5.18113	5.19769
"ENSMUSG00000056076"	11.3683	11.29802	11.21467	11.17496
"ENSMUSG00000056091"	7.644535	7.564145	7.609165	7.52754
"ENSMUSG00000056116"	9.46799	9.45698	9.42506	9.2742
"ENSMUSG00000056121"	9.35827	9.33211	9.5287	9.48498
"ENSMUSG00000056124"	11.02571	10.99131125	11.07086	11.06001
"ENSMUSG00000056144"	5.74714	5.7908275	5.80075	5.6424775
"ENSMUSG00000056148"	4.83518	4.73397	4.85376	4.75255
"ENSMUSG00000056153"	7.214285	7.0898	7.215995	7.41288
"ENSMUSG00000056158"	4.36454	4.20842	4.26371	4.15132
"ENSMUSG00000056197"	5.47764	5.3519	5.3976	5.39296
"ENSMUSG00000056201"	11.80043	11.736015	11.6186	11.554835
"ENSMUSG00000056204"	8.55776	8.58764	8.57488	8.49441
"ENSMUSG00000056209"	9.78022	9.62161	9.40285	9.41358
"ENSMUSG00000056211"	10.16761	10.20665	10.11214	10.06131
"ENSMUSG00000056214"	7.21606	7.290355	6.88849	6.974335
"ENSMUSG00000056216"	7.97888	8.01946333333333	8.02177666666667	8.00144333333333
"ENSMUSG00000056220"	10.03032	9.84921	9.72194	9.58165
"ENSMUSG00000056222"	4.522995	4.558625	4.55096	4.5405
"ENSMUSG00000056234"	9.79064	9.833725	10.40042	10.453495
"ENSMUSG00000056267"	5.90295	6.171265	6.172025	6.26971
"ENSMUSG00000056268"	5.30062	5.58468	5.75416	5.47235
"ENSMUSG00000056271"	5.34698	5.29998	5.23984	5.26007
"ENSMUSG00000056290"	4.63395	4.61749	4.571285	4.65609
"ENSMUSG00000056296"	4.20578	4.25237	4.16042	4.20814
"ENSMUSG00000056305"	9.99634	9.99495	9.787865	9.682465
"ENSMUSG00000056310"	7.47069	7.44392	7.68202	7.74874
"ENSMUSG00000056313"	9.42319	9.41962	9.05056	9.08529
"ENSMUSG00000056328"	6.35616	6.515105	5.7545	6.02844
"ENSMUSG00000056342"	9.41525	9.403355	9.37056	9.36539
"ENSMUSG00000056350"	5.77896	5.70071	5.83567	5.89053
"ENSMUSG00000056366"	6.39232	6.72148	9.78617	9.85275
"ENSMUSG00000056370"	7.24759	7.39553	7.33784	7.68511
"ENSMUSG00000056379"	4.73686	4.7181	4.72748	4.72748
"ENSMUSG00000056380"	4.75192	4.84522	4.89997	4.86295
"ENSMUSG00000056394"	8.25455	8.11205	8.21727	8.06915
"ENSMUSG00000056412"	11.92267	11.9256	11.93281	12.05624
"ENSMUSG00000056426"	4.13385	4.2249	4.23946	4.2238
"ENSMUSG00000056427"	11.06388	11.02019	10.73126	10.58259
"ENSMUSG00000056429"	9.516335	9.536785	10.1716775	10.16666
"ENSMUSG00000056436"	4.91618	4.98642	4.96713	4.90535
"ENSMUSG00000056457"	8.55126	8.32051	11.1089	11.11001
"ENSMUSG00000056458"	6.84127	6.84274	6.85948	7.0649
"ENSMUSG00000056459"	8.11574	8.10253	7.95861	7.87939
"ENSMUSG00000056476"	7.07427	7.03252	7.6161	7.65939
"ENSMUSG00000056481"	10.64393	10.50706	10.27282	10.2106
"ENSMUSG00000056486"	5.01693	5.21927	5.14013	5.14463
"ENSMUSG00000056487"	9.03731	9.18499333333333	7.34551	7.54400333333333
"ENSMUSG00000056493"	5.22306	5.33049	5.296625	5.45356
"ENSMUSG00000056494"	4.33436	4.23959	4.26371	4.37766
"ENSMUSG00000056501"	11.645255	11.613895	12.064995	12.06757
"ENSMUSG00000056508"	5.5994	5.48096	5.56419	5.4786
"ENSMUSG00000056515"	7.55302	7.56709	7.24806	7.18897
"ENSMUSG00000056536"	5.5920275	5.704965	5.714195	5.6627525
"ENSMUSG00000056537"	7.85544	7.81584	7.7321875	7.730095
"ENSMUSG00000056553"	5.41026	5.47034	5.44773	5.39172
"ENSMUSG00000056569"	5.4946	5.36907	5.43629	5.49721
"ENSMUSG00000056579"	9.89482	9.86355	9.71849	9.67772
"ENSMUSG00000056598"	6.15512	6.21759	6.22506	6.16235
"ENSMUSG00000056605"	5.72324	5.75858	5.89873	5.8507
"ENSMUSG00000056612"	12.18057	12.0595	12.20914	12.18975
"ENSMUSG00000056629"	10.04723	10.06989	10.04599	10.07455
"ENSMUSG00000056648"	6.53186	6.66082	7.38062	7.47781
"ENSMUSG00000056666"	8.585775	8.70966	10.3675	10.25294
"ENSMUSG00000056673"	6.453085	6.48311	6.487015	6.40975
"ENSMUSG00000056692"	8.6214	8.56716	8.73576	8.70753
"ENSMUSG00000056698"	5.94243	5.97118	6.72761	6.74217
"ENSMUSG00000056708"	7.64373333333333	7.53436333333333	7.46914	7.35008
"ENSMUSG00000056724"	5.31169	5.27639	5.39047	5.45294
"ENSMUSG00000056728"	5.12132	5.1092	5.05159	5.10891
"ENSMUSG00000056737"	10.94399	10.76087	10.42542	10.48548
"ENSMUSG00000056749"	9.7212	9.6524	9.4217	9.4415
"ENSMUSG00000056758"	8.71337666666667	8.61269333333333	8.16071333333333	7.91412666666667
"ENSMUSG00000056763"	5.663795	5.63197	5.43087	5.469075
"ENSMUSG00000056770"	9.5994	9.61943	9.45267	9.38665
"ENSMUSG00000056777"	13.63659	13.45655	13.21823	13.22466
"ENSMUSG00000056812"	5.3971	5.41468	5.48213	5.67699
"ENSMUSG00000056820"	10.04142	10.03387	9.96192	9.96372
"ENSMUSG00000056829"	5.56021	5.57554	5.7658	5.7873
"ENSMUSG00000056849"	13.7066	13.56504	13.32438	13.326975
"ENSMUSG00000056851"	11.009115	11.01798	10.898985	10.877955
"ENSMUSG00000056854"	5.59774	5.540695	5.77629	5.813905
"ENSMUSG00000056888"	8.31461	8.27249	8.14773	7.95527
"ENSMUSG00000056895"	5.95737	5.69018	5.57761	5.59284
"ENSMUSG00000056899"	7.10236	7.22954	7.27172	7.67297
"ENSMUSG00000056900"	6.39454	6.37362	6.29444	6.29899
"ENSMUSG00000056904"	14.27291	14.2743	14.29095	14.28914
"ENSMUSG00000056917"	7.39632	7.38521	7.24718	7.00074
"ENSMUSG00000056941"	9.87855	9.7614	9.61809	9.55088
"ENSMUSG00000056947"	5.273635	5.248525	5.2583	5.192875
"ENSMUSG00000056962"	9.66645	9.67859	9.94734	9.944315
"ENSMUSG00000056966"	4.92667	4.84654	5.13607	4.97754
"ENSMUSG00000056972"	6.1961	6.05399	6.44254	6.4755
"ENSMUSG00000056973"	6.92384333333333	7.05863666666667	9.26788	9.43417333333333
"ENSMUSG00000056978"	4.51794	4.7828	4.87576	4.6553
"ENSMUSG00000056999"	8.147515	8.2264375	8.22501	8.22698
"ENSMUSG00000057003"	4.22366	4.30863	4.26731	4.238
"ENSMUSG00000057021"	4.34811	4.17512	4.28401	4.23889
"ENSMUSG00000057036"	13.72904	13.69396	13.58028	13.59909
"ENSMUSG00000057037"	4.49288	4.55964	4.43877	4.45308
"ENSMUSG00000057054"	6.81662	7.00742	6.92521	6.99269
"ENSMUSG00000057069"	5.25752333333333	5.33802	5.26370666666667	5.26766666666667
"ENSMUSG00000057074"	4.10593	4.26397	4.24986	4.22763
"ENSMUSG00000057092"	5.82597	5.82445	5.66535	5.64753
"ENSMUSG00000057098"	10.2022266666667	10.1574633333333	10.0116633333333	9.93537666666667
"ENSMUSG00000057103"	6.92607	6.98519	6.96019	7.0904
"ENSMUSG00000057110"	5.48965	5.48001	5.46796	5.62153
"ENSMUSG00000057113"	13.179685	13.05557	12.853755	12.794535
"ENSMUSG00000057123"	4.81578	4.81331	4.84459	4.86656
"ENSMUSG00000057130"	7.77101	7.7391	7.93608	7.88681
"ENSMUSG00000057132"	5.8783975	5.831875	5.861415	5.8988325
"ENSMUSG00000057133"	6.91312	6.85801	6.50674	6.58419
"ENSMUSG00000057137"	8.74876	8.81202	10.34147	10.42656
"ENSMUSG00000057147"	8.67413	8.72751	8.81457	8.78571
"ENSMUSG00000057157"	13.16657	13.10427	12.79065	12.83099
"ENSMUSG00000057163"	5.5565825	5.6215725	5.7394325	5.873155
"ENSMUSG00000057170"	5.24292	5.33366	5.40813	5.432275
"ENSMUSG00000057174"	5.51527	5.45822	5.60039	5.51332
"ENSMUSG00000057177"	9.19899	9.3251	9.54559	9.4812
"ENSMUSG00000057179"	4.23264	4.31336	4.36729	4.32083
"ENSMUSG00000057182"	4.33335	4.22962	4.36109	4.24841
"ENSMUSG00000057193"	8.31119333333333	8.24211333333333	7.86787666666667	7.8478
"ENSMUSG00000057219"	6.78371	6.92643	6.92185	6.80495
"ENSMUSG00000057228"	4.86258	4.82563	4.81187	5.17704
"ENSMUSG00000057229"	7.24585	7.23347	7.81419	7.63547
"ENSMUSG00000057230"	7.88155	7.85100666666667	7.69464666666667	7.76060333333333
"ENSMUSG00000057236"	10.8883666666667	10.8588366666667	10.7260466666667	10.5280266666667
"ENSMUSG00000057244"	14.42436	14.41988	14.33518	14.3059933333333
"ENSMUSG00000057262"	14.11556	14.09447	13.94358	13.93103
"ENSMUSG00000057278"	12.051555	12.056915	11.77382	11.77452
"ENSMUSG00000057280"	5.80332	5.63649	5.80317	5.73991
"ENSMUSG00000057286"	5.02151	5.051095	5.044505	5.019745
"ENSMUSG00000057315"	8.85146	8.81322	8.34907	8.10814
"ENSMUSG00000057321"	4.118695	4.296435	4.28714	4.10772
"ENSMUSG00000057322"	14.28003	14.2792	14.21315	14.2345
"ENSMUSG00000057329"	6.56217	6.69816	6.79884	6.71135
"ENSMUSG00000057337"	5.45472	5.53528	5.35163	5.57645
"ENSMUSG00000057342"	7.184065	7.11986	7.137955	7.32669
"ENSMUSG00000057346"	8.02695	7.86156	7.99098	7.80462
"ENSMUSG00000057363"	9.88126	9.817165	9.544165	9.455395
"ENSMUSG00000057367"	8.92826	8.92049	8.74795	8.68079
"ENSMUSG00000057375"	9.64846	9.63861	9.48296	9.46317
"ENSMUSG00000057378"	4.54833	4.55673	4.543845	4.6636
"ENSMUSG00000057388"	11.27334	11.19596	11.74353	11.81607
"ENSMUSG00000057396"	6.04698	5.95532	5.76018	5.64034
"ENSMUSG00000057400"	4.68606	4.61711	4.66099	4.62515
"ENSMUSG00000057409"	7.6975	7.61771	7.19889	6.96709
"ENSMUSG00000057411"	10.31245	10.34124	10.15648	10.36203
"ENSMUSG00000057417"	5.48595	5.45023	5.53315	5.60942
"ENSMUSG00000057421"	9.21947	9.18789	9.51042	9.41206
"ENSMUSG00000057425"	4.1443	4.19082	4.22515	4.13134
"ENSMUSG00000057440"	8.13513	8.31181	8.55822	8.58628
"ENSMUSG00000057446"	4.17355	4.22241	4.1562	4.10643
"ENSMUSG00000057454"	4.71611	4.69888	4.62503	4.77506
"ENSMUSG00000057455"	4.582295	4.61212	4.506995	4.509765
"ENSMUSG00000057457"	4.33123	4.220745	4.240295	4.421825
"ENSMUSG00000057465"	7.9839	7.69622	5.432095	5.47363
"ENSMUSG00000057469"	9.52083	9.56809	9.51342	9.35276
"ENSMUSG00000057497"	10.23011	10.27009	10.83157	10.90377
"ENSMUSG00000057522"	10.691395	10.775475	10.459135	10.30136
"ENSMUSG00000057530"	8.75585	8.75149	8.428645	8.235075
"ENSMUSG00000057531"	10.3237	10.30766	10.48668	10.50191
"ENSMUSG00000057541"	9.36285	9.34762	9.2317	9.10223
"ENSMUSG00000057554"	8.78439	8.773835	8.911615	8.823725
"ENSMUSG00000057561"	11.15536	11.150965	11.309585	11.30181
"ENSMUSG00000057564"	5.14125	5.2399	5.24019	5.54867
"ENSMUSG00000057572"	6.04798	5.96992	5.89455666666667	5.91912666666667
"ENSMUSG00000057592"	5.24694	5.26714	5.27045	5.33231
"ENSMUSG00000057594"	8.3401	8.42716	7.99522	8.09825
"ENSMUSG00000057596"	7.25601	7.19233	7.307275	7.03316
"ENSMUSG00000057604"	8.52217	8.55634	8.13465	7.93143
"ENSMUSG00000057605"	13.87055	13.81472	13.67092	13.60008
"ENSMUSG00000057609"	4.902465	4.9533	5.004495	4.98246
"ENSMUSG00000057614"	9.49653	9.56226666666667	11.3549233333333	11.38371
"ENSMUSG00000057626"	14.23276	14.221475	14.120555	14.10493
"ENSMUSG00000057650"	4.22493	4.2017	4.22493	4.23271
"ENSMUSG00000057657"	14.1223466666667	14.0868266666667	13.92959	13.9136233333333
"ENSMUSG00000057666"	14.2850275	14.2834075	14.6719	14.6676625
"ENSMUSG00000057667"	7.61471	7.60128	7.87699	7.70481
"ENSMUSG00000057672"	6.17767	6.16149	6.74525	6.77357
"ENSMUSG00000057691"	8.72065	8.73883	8.5586	8.59258
"ENSMUSG00000057696"	13.83893	13.77006	13.50151	13.56136
"ENSMUSG00000057697"	4.12063	4.14435	4.29652	4.31151
"ENSMUSG00000057722"	4.88688666666667	4.89078	4.89523666666667	5.07353333333333
"ENSMUSG00000057723"	5.84587	6.09533	6.09583	6.40924
"ENSMUSG00000057726"	4.83155	4.95265	8.92026	8.57484
"ENSMUSG00000057729"	7.35401	7.37163	6.20763	6.27369
"ENSMUSG00000057738"	11.06671	11.101205	10.951495	10.867155
"ENSMUSG00000057762"	11.21755	11.10236	10.879	10.77135
"ENSMUSG00000057777"	5.00224	5.15577	5.15072	5.16503
"ENSMUSG00000057788"	8.04502	8.13109	8.364075	8.3349
"ENSMUSG00000057789"	6.97034	6.898995	7.00871	7.03797
"ENSMUSG00000057835"	5.77297	5.93423	5.52335	5.46676
"ENSMUSG00000057836"	6.52911	6.777	6.65208	6.55785
"ENSMUSG00000057855"	4.34269	4.1071	4.27455	4.52208
"ENSMUSG00000057863"	13.0826066666667	13.0059766666667	12.96148	12.9770633333333
"ENSMUSG00000057880"	7.0087	7.09345	6.90793	6.89181
"ENSMUSG00000057886"	10.64121	10.6412866666667	10.47021	10.4312566666667
"ENSMUSG00000057894"	6.923745	6.87347	6.4338	6.209
"ENSMUSG00000057895"	6.97088	6.84719	6.81932	6.77265
"ENSMUSG00000057897"	6.33753	6.40522	6.52443	6.18506
"ENSMUSG00000057914"	4.16826	4.22988	4.20084	4.17351
"ENSMUSG00000057933"	4.58226	4.65266	4.66994	4.64641
"ENSMUSG00000057963"	9.92147	10.04032	11.23449	11.40969
"ENSMUSG00000057967"	8.75141	8.47543	8.50769	8.30311
"ENSMUSG00000057969"	5.31616	5.21598333333333	5.37249666666667	5.32422
"ENSMUSG00000057990"	14.41626	14.40177	14.44667	14.42424
"ENSMUSG00000058006"	8.44171	8.40629	8.36782	8.38569
"ENSMUSG00000058013"	10.33743	10.34743	9.99234	9.86846
"ENSMUSG00000058022"	5.52628	5.73031	6.8761	6.99983
"ENSMUSG00000058028"	4.81053	5.00668	4.93521	5.22051
"ENSMUSG00000058050"	14.41626	14.40177	14.44667	14.42424
"ENSMUSG00000058052"	4.72178	4.64252	4.90951	4.76378
"ENSMUSG00000058056"	12.20993	12.15707	11.70023	11.65749
"ENSMUSG00000058057"	8.43465	8.6702	7.31174	7.42562
"ENSMUSG00000058063"	4.88539	4.73507	4.7085	4.71783
"ENSMUSG00000058064"	13.98998	13.95027	13.86486	13.87737
"ENSMUSG00000058073"	10.24487	10.23099	10.20589	10.1514
"ENSMUSG00000058076"	10.55605	10.62529	10.93079	10.98244
"ENSMUSG00000058099"	5.59046	5.5811	5.49173	5.526595
"ENSMUSG00000058119"	4.40204	4.12842	4.23142	4.29904
"ENSMUSG00000058126"	11.05086	11.0394033333333	10.7860666666667	10.5692666666667
"ENSMUSG00000058135"	9.63221	9.688075	8.978125	8.989415
"ENSMUSG00000058147"	6.52911	6.777	6.65208	6.55785
"ENSMUSG00000058153"	5.09873	5.17859	5.50838	5.29665
"ENSMUSG00000058159"	6.68778	6.59889	6.48175	6.67323
"ENSMUSG00000058172"	5.33997	5.29806	5.27793	5.3558
"ENSMUSG00000058173"	7.91023	7.85137	7.48722	7.52967
"ENSMUSG00000058183"	4.85134	4.86927	4.97431	5.14396
"ENSMUSG00000058200"	4.413965	4.536075	4.64119	4.795085
"ENSMUSG00000058207"	4.572665	4.781355	4.435155	4.55958
"ENSMUSG00000058216"	5.36448	5.41167	5.54186	5.71934
"ENSMUSG00000058230"	9.16641	9.27047	8.88332	8.84215
"ENSMUSG00000058239"	7.98079	8.00842	7.98387	8.16217
"ENSMUSG00000058240"	9.44467	9.4517	9.47609	9.46083
"ENSMUSG00000058248"	5.66243	5.71029	5.96102	5.96455
"ENSMUSG00000058254"	7.86167	7.89207	8.603635	8.493315
"ENSMUSG00000058258"	9.990915	9.95815	10.407	10.37895
"ENSMUSG00000058267"	10.04472	10.037105	10.236575	10.370285
"ENSMUSG00000058291"	7.89968	7.88049	7.68005	7.65626
"ENSMUSG00000058295"	5.33981	5.46836	5.67379	5.58363
"ENSMUSG00000058297"	4.673365	4.793525	4.961195	4.83453
"ENSMUSG00000058301"	7.64198	7.63894	7.29311	7.28342
"ENSMUSG00000058317"	9.47831	9.4499	9.24556	9.39636
"ENSMUSG00000058318"	8.28562	8.315255	7.783235	7.81617
"ENSMUSG00000058325"	9.65315	9.6531	9.381	9.30506
"ENSMUSG00000058328"	4.71205	4.73898	4.82242	5.18492
"ENSMUSG00000058354"	5.23027666666667	5.16167666666667	5.22549333333333	5.39635333333333
"ENSMUSG00000058355"	10.7292	10.67415	10.67677	10.645505
"ENSMUSG00000058368"	6.17769	6.06079	6.09384	6.0939
"ENSMUSG00000058385"	13.81399	13.822	13.79407	13.77562
"ENSMUSG00000058388"	8.79339	8.67893	8.33732	8.28141
"ENSMUSG00000058392"	8.26914	8.30933333333333	8.12289333333333	8.17427
"ENSMUSG00000058396"	4.60685	4.59607	4.7954	4.81172
"ENSMUSG00000058407"	11.225785	11.21827	11.28531	11.24941
"ENSMUSG00000058420"	5.185165	5.331745	5.27575	5.349125
"ENSMUSG00000058427"	5.24819	5.05837	5.38187	5.2041
"ENSMUSG00000058440"	6.85617666666667	6.90580666666667	7.11743333333333	7.01934
"ENSMUSG00000058443"	14.23276	14.221475	14.120555	14.10493
"ENSMUSG00000058444"	7.27082333333333	7.25686	7.59888666666667	7.65222666666667
"ENSMUSG00000058446"	7.663066	7.632478	7.64185	7.734074
"ENSMUSG00000058447"	6.30914	6.14634	6.03438	5.93159
"ENSMUSG00000058454"	9.01777	8.98758	10.28594	10.4406
"ENSMUSG00000058463"	13.3468	13.27381	13.10088	13.21686
"ENSMUSG00000058488"	4.434965	4.4519	4.507435	4.710145
"ENSMUSG00000058492"	13.4074	13.43384	13.485455	13.59068
"ENSMUSG00000058498"	4.18543	4.28019	4.44148	4.37377
"ENSMUSG00000058499"	4.56878	4.501125	4.576985	4.64807
"ENSMUSG00000058503"	7.086835	7.008025	6.87743	6.96974
"ENSMUSG00000058523"	4.54249	4.55744	4.346	4.12259
"ENSMUSG00000058542"	14.01979	13.928295	14.03364	14.010855
"ENSMUSG00000058546"	14.35698	14.3613775	14.269715	14.2560125
"ENSMUSG00000058550"	5.64071	5.5487	5.38943	5.57018
"ENSMUSG00000058558"	10.36674	10.2710133333333	10.15287	10.11241
"ENSMUSG00000058569"	11.916425	11.89642	11.67124	11.60994
"ENSMUSG00000058571"	9.04135	9.11323	8.79408	8.72037
"ENSMUSG00000058579"	5.11416	5.26163	5.26678	5.45962
"ENSMUSG00000058581"	10.67152	10.66002	10.76285	10.73696
