"Beige/brite (cold on sWAT)_M10(r1)"	"Beige/brite (cold on sWAT)_M10(r2)"	"Beige/brite (cold on sWAT)_M10(r3)"	"Treated BAT (cold)_M10(r1)"	"Treated BAT (cold)_M10(r2)"	"Treated BAT (cold)_M10(r3)"	"sWAT_M10(r1)"	"sWAT_M10(r2)"	"sWAT_M10(r3)"	"mWAT_M10(r1)"	"mWAT_M10(r2)"	"Beige/brite (cold on mWAT)_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r2)"	"BAT_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r3)"	"mWAT_M10(r3)"	"BAT_M10(r2)"	"BAT_M10(r3)"
"ENSMUSG00000059810"	8.3308225	8.2885425	8.4541225	9.06251	8.7923175	9.1050525	7.99373	8.3608975	8.2384125	8.0956425	7.6231225	8.355325	8.386875	8.821455	7.812045	8.184635	8.8591625	8.79923
"ENSMUSG00000059811"	9.4276675	9.3140675	9.56053	10.0275475	10.078085	10.1719775	8.93863	9.44542	9.1377225	9.12486	9.336025	9.057125	8.9264625	9.6145075	9.2898675	9.0461925	9.82882	9.6791425
"ENSMUSG00000059820"	8.59922	8.88104	8.92848	8.67637	8.779605	8.722245	8.858965	8.932215	8.704275	8.790515	8.58237	8.54296	8.47652	8.76915	8.56536	8.660915	8.806035	8.71453
"ENSMUSG00000059824"	10.638855	11.065615	11.681985	9.59056	10.13283	10.663805	8.44014	8.95272	8.76237	8.79352	9.093105	11.67674	10.71244	8.97377	10.79583	9.612865	8.43099	9.03807
"ENSMUSG00000059830"	8.84978	8.88255	8.63069	8.87238	8.78695	8.97329	9.24772	8.76245	8.75201	8.79682	9.3241	8.91579	8.89563	9.6536	9.17802	8.85069	9.76453	9.59641
"ENSMUSG00000059832"	3.2622	2.95973	2.92938	3.48183	3.41391	3.59648	3.05506	3.11916	2.98722	3.16943	3.01303	3.1629	3.0896	3.69353	3.32961	3.07482	3.65516	3.34316
"ENSMUSG00000059834"	5.527735	5.333295	5.38813	5.81034	5.79701	5.765745	5.647045	5.63412	5.463275	5.51682	5.37546	5.46728	5.23526	5.67464	5.281015	5.41925	5.939775	5.608495
"ENSMUSG00000059835"	13.7952733333333	13.83598	13.81288	13.1116666666667	13.1950933333333	13.0992166666667	13.9977633333333	13.91601	14.01071	13.94548	13.82139	13.94355	13.9175333333333	13.6169166666667	13.7662766666667	13.96168	13.61456	13.63674
"ENSMUSG00000059839"	7.55901	7.6646	7.73785	7.91295	8.06285	8.1418	7.59126	7.43858	7.81262	7.53695	7.62728	7.527	7.60426	7.6944	7.62398	7.37658	7.66247	7.71995
"ENSMUSG00000059842"	6.52027	6.42008	6.25796	6.43541	6.27676	6.49124	6.57373	6.48716	6.49691	6.42051	6.56204	6.37891	6.80661	6.69	6.38922	6.67329	6.55983	6.69204
"ENSMUSG00000059845"	5.17501	5.44219	5.410315	5.705065	5.727605	5.684775	5.12826	5.184705	5.274665	5.122855	4.87811	5.08556	5.242665	5.357905	5.0223	5.095235	5.55163	5.53264
"ENSMUSG00000059851"	9.55319	9.23057	9.23716	9.93908	9.80922	9.81641	9.47667	9.35746	9.40225	8.89771	8.94087	9.09019	9.23381	10.10571	9.05082	9.05899	9.98797	9.89312
"ENSMUSG00000059852"	6.41049	6.31667	6.30551	6.91848	6.75036	6.77865	6.18348	6.24485	6.29919	6.33572	6.40736	6.26348	6.42144	6.75226	6.70577	6.4935	6.60454	6.62696
"ENSMUSG00000059854"	3.67489	3.8897	3.80338	3.7292	4.06936	4.00559	3.5783	3.51529	3.57693	3.53566	3.53426	3.65308	3.53265	3.96658	3.59228	3.72062	3.77404	3.62717
"ENSMUSG00000059857"	5.16723	5.325905	5.3186725	5.1924625	5.2276375	4.9432425	5.8281375	5.3997725	5.1914125	5.0857625	5.6083625	5.1822975	5.245805	5.374945	5.5776425	5.1043075	5.413605	5.2912675
"ENSMUSG00000059866"	7.591555	7.795865	7.707365	7.36514	7.303215	7.17511	7.597785	7.94408	7.794115	7.581295	7.317745	7.6907	7.416225	7.472205	7.32478	7.51455	7.366315	7.499565
"ENSMUSG00000059878"	11.87763	11.88747	12.12316	11.89069	11.89611	11.94446	12.18949	11.98822	12.11729	12.18201	12.08755	12.06752	12.09148	11.90611	12.08154	12.26032	11.83366	11.82701
"ENSMUSG00000059883"	6.83359	6.64506333333333	6.91187666666667	7.38141333333333	7.32649666666667	7.29462	6.60602666666667	6.84939333333333	6.77811666666667	6.95757666666667	6.45621666666667	6.90476666666667	6.71631333333333	6.70001666666667	6.68524	6.68877333333333	6.70445333333333	6.71336
"ENSMUSG00000059887"	3.37374	3.11952	3.16644	3.17658	3.11394	3.19289	3.14695	3.14512	3.31865	3.01492	3.25727	3.20472	3.15847	3.27142	2.951	3.11603	3.19536	3.11813
"ENSMUSG00000059890"	7.06901	6.79585666666667	6.9486	7.70145	7.40643	7.70240333333333	6.84512333333333	6.76117333333333	6.75315333333333	6.62187666666667	6.24646	6.71152333333333	6.67614666666667	7.18789666666667	6.32593666666667	6.42389666666667	7.28537333333333	7.28707666666667
"ENSMUSG00000059891"	5.53742	5.76702	5.63711	6.18211	5.73449	6.31097	5.67721	5.47756	5.66279	5.51868	5.73753	5.89158	5.72906	5.96411	5.84539	5.95465	5.999	5.99535
"ENSMUSG00000059895"	7.935135	7.848755	7.99221	8.7481	8.34114	8.609405	7.908715	7.75988	7.932625	8.242185	8.01081	8.21348	8.48166	8.204425	7.977265	8.26033	7.82728	8.301155
"ENSMUSG00000059897"	9.41613	9.68409	9.78428	9.72076	9.59874	10.04349	9.85303	9.69296	9.82643	9.71231	9.42886	9.60285	9.52834	9.89004	9.45196	9.6399	9.98219	10.02149
"ENSMUSG00000059898"	8.16038	8.80236	9.53017	4.66915	4.91834	5.09924	9.05727	8.0226	10.23197	10.79699	6.7373	11.06733	10.46119	5.54665	6.92375	10.74117	4.96319	4.82313
"ENSMUSG00000059900"	9.23199	8.83954666666667	8.75063666666667	6.59609	6.55335333333333	6.56899333333333	8.89010666666667	9.11886333333333	9.02211666666667	6.47998666666667	6.86705666666667	6.21486	7.04733666666667	6.66725666666667	6.57248333333333	6.47929666666667	6.53516333333333	6.68745333333333
"ENSMUSG00000059908"	4.02096	4.04059	4.122435	4.625445	4.74132	4.70626	4.01997	4.063215	3.84439	5.94886	4.069465	4.147725	3.77035	4.37636	4.04277	4.006875	4.27074	4.27527
"ENSMUSG00000059912"	13.50194	13.57471	13.65498	13.136845	13.21045	13.165425	13.75303	13.712805	13.832055	13.81025	13.70936	13.79198	13.659595	13.439325	13.56996	13.731545	13.473405	13.518505
"ENSMUSG00000059920"	8.2256575	8.277025	8.2394325	8.98709	8.9773875	9.271215	7.99745	8.1793975	7.9934625	7.9390225	8.1522475	7.884605	7.99831	8.51216	8.112445	7.88765	8.572725	8.411185
"ENSMUSG00000059921"	4.51414	4.67509	4.77123	4.51523	4.43023	4.255575	4.70472	4.43619	5.2783	5.53322	5.51331	5.68036	6.247465	4.46469	5.508395	5.483005	4.306265	4.22774
"ENSMUSG00000059923"	10.930655	10.91879	11.000195	10.46849	10.47548	10.449615	10.92078	10.872625	11.251785	11.49631	10.83655	11.43635	11.390285	10.4152	10.78873	11.303515	10.40448	10.485245
"ENSMUSG00000059934"	3.41336	3.59302	3.37518	3.4946	3.53761	3.37518	3.54269	3.20305	3.44167	3.32859	3.22961	3.1802	3.33543	3.44053	3.14815	3.41764	3.64898	3.26564
"ENSMUSG00000059939"	8.05427	8.0916	8.06634	7.15885	7.23202	7.05147	8.79967	8.11153	8.9694	8.72933	7.28472	8.56481	8.66289	7.35133	7.29657	8.41466	7.31816	7.17212
"ENSMUSG00000059956"	3.3026	3.39921	3.204145	3.794235	3.543815	3.510005	3.18294	3.379825	3.19108	3.140205	3.34731	3.296755	3.25076	3.258315	3.127925	3.089075	3.56762	3.353815
"ENSMUSG00000059970"	8.92719	8.83484	8.78964	8.18737	8.1643	8.18418	8.51595	9.01253	9.09595	10.97281	12.00262	11.22964	10.74696	8.15502	11.7929	11.70066	8.13895	8.54293
"ENSMUSG00000059974"	4.70319333333333	5.27450666666667	4.87258333333333	4.1061	4.37743666666667	4.04574	5.07394333333333	5.16412	5.26480666666667	6.34985333333333	7.57123666666667	5.96827666666667	5.78105333333333	5.11669666666667	7.10834666666667	6.40335333333333	4.93237333333333	4.92019666666667
"ENSMUSG00000059975"	7.94127	8.10051	8.22161	8.09947	8.13576	8.15059	8.24837	8.06664	8.18053	8.28284	8.46863	8.24505	8.07138	8.56757	8.54536	8.38023	8.81042	8.60911
"ENSMUSG00000059981"	6.93358	6.89562	6.97162	6.87942	6.78964666666667	7.00415666666667	6.95622	6.94748	6.96394333333333	6.81941333333333	6.94526	6.87512666666667	6.87123333333333	7.03865333333333	6.86146333333333	6.98531666666667	6.99863	6.91426333333333
"ENSMUSG00000059991"	4.972605	4.58249	4.552215	4.613255	4.937755	4.399175	4.52664	4.628135	4.602045	7.17491	8.0716	7.23125	6.846275	4.765495	8.150595	7.40719	4.5102	4.942705
"ENSMUSG00000059994"	7.553025	8.379385	8.772335	4.734875	5.105135	5.18586	8.554945	7.42427	9.59188	10.042365	5.074325	10.16199	9.86251	5.316065	5.16616	9.87867	5.246365	4.66852
"ENSMUSG00000059995"	9.85486	10.30456	10.20013	9.93256	9.88235	10.01131	10.27437	10.06973	10.30239	10.28743	9.81939	10.16353	10.36142	9.65829	9.92625	10.30633	10.00337	9.86273
"ENSMUSG00000060002"	11.89657	12.1338525	12.120745	12.345205	12.3010825	12.24821	11.3424625	11.78042	11.2505625	11.2916825	11.4392125	11.4898825	11.514705	11.7709575	11.839605	11.3081725	11.939925	11.9468525
"ENSMUSG00000060012"	5.36964	4.98874	5.0957	4.67489	4.34638	4.59343	4.86672	5.07315	5.0514	4.08996	5.02738	4.65975	4.96132	4.76694	4.86725	4.61437	4.84113	4.82889
"ENSMUSG00000060019"	13.75178	13.79373	13.78682	13.49744	13.52321	13.51145	13.90723	13.8748	13.93958	13.92149	13.88516	13.92977	13.86579	13.66934	13.83942	13.91035	13.69233	13.72011
"ENSMUSG00000060029"	4.24993	4.14701	4.094	4.11068	4.50966	4.10558	3.95243	3.96347	3.97502	3.96555	4.02825	3.9019	3.90958	3.75241	4.04507	3.78817	4.41939	3.94656
"ENSMUSG00000060032"	9.700735	9.605875	9.703845	9.37552	9.424325	9.553345	9.666875	9.6738	9.86433	9.8293	9.110715	9.684555	9.538565	9.028885	8.977325	9.388615	9.05044	9.10393
"ENSMUSG00000060036"	13.72769	13.8201	13.82572	13.36054	13.25821	13.31783	13.94196	13.87765	13.90292	13.86114	13.8075	13.85941	13.85146	13.65199	13.76646	13.85799	13.6154	13.66052
"ENSMUSG00000060038"	10.088985	10.02922	9.969205	9.90814	9.89641	9.9418	10.00026	9.9147	10.17687	10.004135	9.733945	10.11619	10.07339	10.012825	9.8178	10.05987	10.077575	10.054085
"ENSMUSG00000060044"	5.20416	5.18471	4.94038	4.380555	4.26889	3.399555	5.59769	4.99087	5.70157	6.50442	6.443215	6.108385	6.19889	4.537705	5.788655	6.5116	4.17209	3.63161
"ENSMUSG00000060063"	10.14868	9.58905	9.41525	7.97809	8.02932	7.84371	9.96123	10.10117	10.17137	9.86774	9.55623	9.56814	9.81766	8.67268	9.75531	9.90698	8.03957	8.3061
"ENSMUSG00000060073"	10.46942	10.090835	10.385415	10.351135	10.319195	10.36885	10.341425	10.399415	10.396575	10.448125	10.335885	10.44022	10.40368	10.12628	10.266555	10.28421	10.344385	10.26404
"ENSMUSG00000060090"	7.42294	7.33208	7.426116	7.132956	7.127694	7.119954	7.514192	7.544212	7.965616	8.174382	8.084848	8.052458	7.790688	7.504232	8.021906	8.147982	7.614858	7.58314
"ENSMUSG00000060093"	6.571115	6.51186	6.31934	7.07231	6.998605	7.040005	5.99426	6.283005	6.488725	6.457795	6.614575	6.28221	6.19216	6.91458	6.676595	5.80931	6.788075	6.90227
"ENSMUSG00000060096"	10.5281	10.27943	10.32363	9.64683	9.65246	9.60994	10.02974	10.77217	10.25662	9.70717	10.29402	9.75666	9.76056	9.11016	9.99959	9.80924	9.55567	9.30992
"ENSMUSG00000060098"	7.76891	7.82443	7.78682	7.951145	8.07532	7.91157	7.88267	7.66989	7.904835	7.69841	7.56413	7.88861	7.68051	8.14822	7.519115	7.748145	8.07339	8.011155
"ENSMUSG00000060121"	9.51657	9.27129	9.5856	9.8558	9.81394	9.97663	9.57249	9.5176	9.41807	9.37941	9.32466	9.44356	9.60926	10.10646	9.36869	9.42188	10.12503	10.10048
"ENSMUSG00000060126"	13.75022	13.8213	13.8499	13.73092	13.72855	13.7226	13.8627	13.85491	13.87011	13.84352	13.78363	13.82482	13.8294	13.78718	13.83062	13.8899	13.78673	13.80879
"ENSMUSG00000060128"	11.9466933333333	11.9612433333333	12.0976	11.6582466666667	11.6502933333333	11.50869	12.2791966666667	12.1269833333333	12.1264266666667	12.1793066666667	12.03514	12.16772	12.06986	11.9403733333333	11.9819133333333	12.1821466666667	11.9797166666667	11.9728366666667
"ENSMUSG00000060131"	6.386575	6.478475	6.70777	5.302165	5.34534	5.08509	6.35534	6.54657	7.48281	6.871025	4.63128	6.571325	6.75472	5.07788	4.7436	6.663415	4.77634	5.063065
"ENSMUSG00000060147"	11.90891	11.89216	11.58526	10.54142	10.82912	10.6507	11.94775	11.91746	12.04853	11.57062	12.03183	11.64972	11.56486	11.10501	12.0953	11.7604	10.8143	11.05236
"ENSMUSG00000060149"	9.05548	9.07016	9.13416	8.6376	8.79227	8.80437	9.33656	9.21408	9.23562	9.07595	8.8557	9.09017	9.02521	9.29526	8.99588	9.02794	9.34057	9.31256
"ENSMUSG00000060152"	7.867305	7.867785	8.0186	8.392755	8.493015	8.457035	7.860125	7.8682	7.697315	7.82131	7.89723	7.675775	7.826505	8.236855	7.816855	7.768035	8.40991	8.27702
"ENSMUSG00000060161"	4.00177	4.2042	4.26651	5.19861	4.79456	4.96463	3.9655	3.93819	3.95355	4.02827	3.87667	4.28439	4.46515	4.98658	4.07965	4.09294	4.79824	4.66312
"ENSMUSG00000060166"	7.58164	7.574185	7.37459	7.30406	7.482475	7.20284	7.49176	7.466465	7.524735	7.546435	7.886665	7.711795	7.634785	7.56363	8.129755	7.748045	7.444655	7.403325
"ENSMUSG00000060176"	4.63689	4.26125	4.54941	4.9812	4.49139	4.78204	4.68252	4.45447	4.26722	4.29489	5.45682	4.46427	4.81128	5.19281	4.48613	4.93289	5.46505	4.95935
"ENSMUSG00000060177"	10.73973	10.18836	11.00802	9.67378	10.06122	10.49478	10.18709	9.7913	9.99495	10.00315	8.88018	11.16399	12.95915	9.65028	9.09263	9.39237	9.30563	8.77532
"ENSMUSG00000060181"	11.35192	11.21334	11.18991	11.19287	11.09229	11.1721	11.41934	11.39749	11.26476	11.31794	11.28723	11.24449	11.11441	11.39719	11.25231	11.26545	11.59854	11.41352
"ENSMUSG00000060183"	4.11172	4.093205	4.411715	4.437275	4.094275	4.295635	4.131335	4.210265	4.377465	4.15888	4.203775	4.450585	4.227465	4.81297	4.10263	4.023605	4.755665	4.94581
"ENSMUSG00000060188"	8.95955	9.07796	8.50285	6.17196	5.72412	6.46411	6.3791	8.53789	7.89409	5.50053	5.84406	5.70406	5.66848	6.05446	5.59818	5.32906	5.86052	5.82781
"ENSMUSG00000060198"	13.30341	13.32316	13.295205	12.532645	12.55679	12.47195	13.626875	13.47149	13.593295	13.51155	13.29485	13.496985	13.43959	13.04085	13.12099	13.512595	12.987225	13.111755
"ENSMUSG00000060204"	3.10597	3.27266	3.15422	3.03505	3.49989	3.71856	3.00077	3.15212	3.19237	6.91567	8.53667	7.00645	7.28849	3.57368	8.5685	7.7032	3.13938	3.41082
"ENSMUSG00000060206"	9.59141	9.29136	9.336695	8.064815	8.37252	8.17633	9.866005	10.03034	9.407625	10.102355	10.994005	9.78533	9.652385	8.671585	10.649795	10.31955	8.410225	8.787515
"ENSMUSG00000060212"	3.79532	4.06322	3.895265	4.51067	4.153235	4.335035	3.69708	3.782565	3.76874	4.59186	5.505025	4.49131	4.49909	4.07569	5.302665	4.614165	4.273	4.11981
"ENSMUSG00000060216"	9.801105	9.999	9.843875	8.05386	8.189665	8.21075	9.981415	9.81863	10.586085	10.541015	9.48164	10.46569	10.55216	8.70496	9.404005	10.42808	8.605965	8.628155
"ENSMUSG00000060224"	8.763705	8.689015	8.42394	7.51181	7.5671	6.993155	8.39929	8.80557	8.37751	8.02112	8.618255	8.150275	8.296125	7.885755	8.41045	8.151305	7.52406	7.917145
"ENSMUSG00000060227"	7.43585	7.436115	7.70217	6.39267	6.18322	6.368615	8.183705	7.781085	7.809365	8.23341	8.870835	8.232835	8.177185	6.27628	8.796215	8.242475	6.152535	6.32304
"ENSMUSG00000060240"	5.769025	5.4159375	5.8654875	8.493105	8.01274	9.014755	5.18867	5.11288	4.933915	6.69532	7.9739675	7.028375	6.683535	6.701205	7.950165	7.0225025	6.3265925	6.1042725
"ENSMUSG00000060244"	9.39065	8.92074	8.9516	9.27347	9.34443	9.27488	9.27309	9.16049	9.30604	9.13069	9.17159	9.24775	9.12548	9.1354	8.93418	9.05043	9.16446	9.02984
"ENSMUSG00000060257"	4.60894333333333	4.55806	4.39492333333333	4.89142666666667	4.99567333333333	5.17289666666667	4.31333666666667	4.36117666666667	4.26981333333333	4.40876	4.51444666666667	4.33629	4.42935	4.66882	4.63707333333333	4.47453	4.93091666666667	4.88631
"ENSMUSG00000060260"	7.711965	7.45728	7.634995	8.379425	8.19741	8.462245	6.97402	7.410405	6.669555	6.213185	7.016085	6.7931	6.798755	8.62676	7.107565	6.5266	8.613755	8.563465
"ENSMUSG00000060261"	10.0519375	9.903385	9.863555	9.9821625	9.9917175	9.8562875	10.13584	9.943085	9.879015	9.9497825	10.2064075	10.0518525	9.9263075	9.89888	10.073005	9.9349275	10.09541	10.0150275
"ENSMUSG00000060275"	4.83683	4.60393	4.62614	5.23931	5.2876	5.19077	4.59945	4.81067	4.50848	4.43987	4.82371	4.56009	4.45469	5.09463	4.55793	4.34799	4.90993	5.08752
"ENSMUSG00000060279"	9.47544	9.45927	9.35041	9.49281	9.50591	9.69197	9.22428	9.14307	9.27939	9.13863	9.30301	9.24106	9.16584	9.49655	9.41258	9.1461	9.45119	9.32285
"ENSMUSG00000060284"	3.92533	4.08236	4.10615	4.1665	4.47122	4.82427	4.55154	4.27679	4.12811	3.68597	3.99625	3.68392	3.80152	4.07953	3.73737	4.09206	3.94545	4.00558
"ENSMUSG00000060288"	7.780655	7.579705	7.9201075	8.0843925	8.059325	7.971495	7.744885	7.370835	7.5888025	7.7254775	7.2509525	7.7678725	7.757265	7.38387	7.53534	7.3219875	7.808125	7.7375575
"ENSMUSG00000060301"	9.94213	10.13949	10.26385	9.63469	9.713	9.68925	10.36141	10.36819	10.31616	10.51211	10.53908	10.34497	10.39923	10.58158	10.55642	10.52347	10.57271	10.67333
"ENSMUSG00000060311"	8.20568	6.95921	6.3632	5.12114	4.65913	4.80723	6.43837	6.34462	6.90164	4.54235	4.99612	4.61859	4.17618	5.74425	4.81215	4.32169	4.73198	4.77397
"ENSMUSG00000060314"	4.45991	4.419485	4.557645	4.79362	4.69665	4.839465	4.57377	4.48938	4.547935	4.841185	5.651295	4.82586	4.74852	4.5595	5.62431	5.33067	4.721855	4.38329
"ENSMUSG00000060317"	3.56165	3.44705	3.29444	3.56757	3.96486	3.58333	3.1692	3.20029	3.0259	2.87617	3.11068	3.16136	2.97208	3.49886	3.23127	3.1349	3.8163	3.51643
"ENSMUSG00000060332"	3.17187	3.21857	3.04495	3.40254	3.63891	3.39482	2.92108	2.94432	3.03597	3.02186	3.06503	3.06317	2.82721	3.84116	2.97003	3.07741	3.15114	3.04863
"ENSMUSG00000060371"	3.33994333333333	3.27479333333333	3.41559	4.42356666666667	4.83736333333333	4.21532	3.20519333333333	3.29144333333333	3.20129333333333	3.24922	3.30717666666667	3.23317333333333	3.31702333333333	3.66602666666667	3.27535	3.33732333333333	3.86548666666667	3.53101
"ENSMUSG00000060373"	11.079925	11.18247	11.350975	10.99395	11.097065	11.06175	11.57536	11.38954	11.527325	11.572155	11.396575	11.456335	11.35743	11.447195	11.30122	11.548385	11.43551	11.465125
"ENSMUSG00000060375"	4.22973	4.20636	4.61054	4.37197	4.9482	4.35421	3.9896	4.08386	4.37309	4.11	4.07953	4.16716	3.92629	4.40547	4.29647	3.7976	4.7648	4.41873
"ENSMUSG00000060376"	11.34007	11.0975	11.06187	12.0887	12.1747	12.08093	9.82713	10.17368	9.70617	9.45997	9.89922	9.9521	10.35375	11.64154	10.44744	9.39346	11.74712	11.46603
"ENSMUSG00000060380"	7.35895	7.33818	7.27829	7.52295	7.73048	7.37944	7.22894	7.2005	7.22834	6.83558	6.60111	6.81909	7.0338	7.72849	6.70987	6.71566	7.2752	7.2401
"ENSMUSG00000060397"	5.66469	5.668695	5.80109	5.96017	5.808725	5.70753	5.544555	5.69024	5.59762	5.701545	5.78359	5.70186	5.682155	5.962495	5.83632	5.650075	6.100155	5.93028
"ENSMUSG00000060402"	5.68631	5.78507	5.72149	6.84084	6.21363	6.74851	5.00748	5.08201	5.87561	5.6485	5.66043	5.52271	5.48121	5.79549	6.09637	5.77799	5.97967	5.27627
"ENSMUSG00000060407"	2.90106	3.31358	3.34526	3.59401	3.17874	3.38672	3.16341	3.17351	3.24009	3.2555	2.87308	2.95989	3.26459	3.25691	3.09579	2.99276	3.53207	3.10631
"ENSMUSG00000060411"	6.05542	5.53113	5.8612	5.80173	5.79985	5.49334	5.58765	5.8948	5.62852	5.89181	6.75637	5.86709	5.36494	5.74425	6.30968	6.03385	5.58131	5.82462
"ENSMUSG00000060416"	4.03238	3.53238	4.02997	5.09068	4.71038	4.88351	3.78924	3.82605	3.84368	3.86182	4.16541	3.96233	3.8405	4.34704	3.87218	3.94581	4.02133	4.41657
"ENSMUSG00000060419"	13.613195	13.7391	13.713025	13.24739	13.223965	13.26147	13.83257	13.746795	13.82658	13.769915	13.59053	13.767375	13.768485	13.48695	13.5768	13.80414	13.500365	13.528535
"ENSMUSG00000060424"	3.16943	3.10154	3.00958	3.22581	3.34245	3.50264	2.99522	2.91756	3.02612	3.46131	3.97479	3.24092	3.31443	3.02612	3.54447	3.64308	3.14967	3.40703
"ENSMUSG00000060427"	8.76392	9.48551	9.31964	9.20988	9.17785	9.29855	9.40939	9.11245	9.65004	9.52908	8.94851	9.37224	9.42676	9.40856	8.99549	9.4991	9.32571	9.12851
"ENSMUSG00000060429"	7.516435	7.45862	7.491305	7.220615	7.1966	7.46703	7.13714	7.55475	7.16761	6.99774	7.20221	7.04098	6.89222	7.00041	7.095765	6.722415	7.372855	7.42556
"ENSMUSG00000060438"	13.505945	13.6234225	13.606385	12.9931175	13.0115975	13.0051825	13.767735	13.6979825	13.79257	13.7303075	13.5582975	13.7287575	13.65669	13.3183425	13.5147575	13.71118	13.34923	13.4175875
"ENSMUSG00000060441"	3.50776	3.6006	3.55143	3.80101	3.99383	4.17951	3.54964	3.56887	3.48469	3.71175	3.38902	3.43865	3.49964	4.3033	3.59229	3.64373	3.66048	3.67468
"ENSMUSG00000060445"	7.29938	6.91676	7.55385	9.18773	9.19078	9.40729	6.66443	7.52355	7.09604	7.44328	7.12051	6.54451	6.05012	8.25158	7.20936	6.68217	8.56833	7.77567
"ENSMUSG00000060450"	9.63265	9.32442	9.54853666666667	9.7899	9.90418	9.79178666666667	9.15404666666667	9.38893333333333	9.19010333333333	9.42040666666667	9.67288	9.48939	9.17033333333333	9.55563333333333	9.77584666666667	9.21369666666667	9.72029666666667	9.71703333333333
"ENSMUSG00000060459"	10.11316	8.75045	10.05024	12.70753	12.69381	12.83033	6.14365	7.07512	6.78269	7.48011	6.96182	7.84493	7.30581	12.36375	7.42624	6.92896	12.50144	12.32548
"ENSMUSG00000060461"	6.34304	6.70278	6.29343	6.72757	6.46019	6.46645	6.17957	6.28014	6.36797	6.5471	7.06107	6.57317	6.47284	6.42312	7.04732	6.89343	6.43632	6.31063
"ENSMUSG00000060467"	13.607845	13.602065	13.5702	13.36209	13.351285	13.321725	13.63665	13.69871	13.678905	13.970805	14.15931	13.94647	13.89293	13.532635	14.175185	14.0693	13.467655	13.45854
"ENSMUSG00000060469"	3.14263	2.95351	3.02942	3.83744	3.38088	3.06632	3.01208	2.91253	2.80655	2.69585	2.98268	2.81677	2.94594	3.07224	2.88402	2.97667	3.16606	3.08063
"ENSMUSG00000060470"	6.04458	6.58836	6.18907	6.80365	6.0922	6.29762	6.76278	5.93524	6.60201	7.08559	6.57168	7.77077	8.0235	5.59363	7.51579	7.01749	5.47865	5.14915
"ENSMUSG00000060475"	8.77483666666667	9.0609	9.13728333333333	9.12696666666667	8.97012333333333	9.24576666666667	8.95603	9.20425666666667	9.19566333333333	9.16538666666667	8.83782666666667	9.14514333333333	9.02366666666667	9.12926333333333	8.74918666666667	9.07841666666667	9.37177333333333	9.24532
"ENSMUSG00000060477"	9.19664	8.85486	9.11927	10.0619	9.76392	10.03776	8.0257	8.91283	8.47288	8.61461	8.46561	8.34923	8.56808	8.80313	8.8909	8.6266	8.89725	9.24725
"ENSMUSG00000060487"	7.88632	7.87134	7.64602	6.614005	6.834695	6.50237	7.289205	7.781815	7.76949	7.02707	7.58076	6.897205	6.84517	7.44262	7.527	7.265235	7.495515	7.387815
"ENSMUSG00000060491"	3.42814	3.62978	3.76091	4.36625	4.20736	3.65713	3.58872	3.54708	3.68549	3.6481	3.65535	3.72617	3.47176	3.53711	3.45298	3.42771	3.65582	3.66732
"ENSMUSG00000060508"	4.11095	3.88487	4.15164	4.4224	4.1721	4.04651	6.52704	4.18981	4.17369	3.72112	3.80324	3.87293	3.92176	4.10391	3.96146	4.01002	3.83213	4.05905
"ENSMUSG00000060509"	4.62913	4.1282	4.46213	4.09003	4.05336	4.3477	4.38237	4.16084	4.70949	5.47713	4.01038	5.78264	5.321	3.91479	3.55359	5.24301	4.29073	4.09824
"ENSMUSG00000060510"	8.37702333333333	8.15623333333333	8.53088	8.40398	8.33348	8.39412666666667	8.59782	8.54969	8.58893333333333	8.36504666666667	8.30173333333333	8.26980666666667	8.08390333333333	8.63304333333333	8.30786333333333	8.39647	8.82428333333333	8.75798666666667
"ENSMUSG00000060512"	7.64852	7.31841	7.11433	4.97925	5.47095	5.1468	9.23769	7.8088	7.56039	6.66693	7.70388	6.98415	7.60403	5.83648	7.83271	7.14159	4.88055	5.51501
"ENSMUSG00000060519"	8.03373	8.10529333333333	8.00063	7.46121333333333	7.60045333333333	7.34612666666667	7.92859333333333	7.95241	8.29882333333333	8.19743	7.66253	8.12564333333333	8.18456333333333	7.45142333333333	7.73931	7.87218333333333	7.40693333333333	7.37363333333333
"ENSMUSG00000060534"	5.91329	6.16475	6.18972	6.84913	6.77013	6.64699	6.26869	6.07138	6.23631	6.0138	6.0879	5.84716	6.07101	6.56904	6.37904	6.26443	6.41886	6.55759
"ENSMUSG00000060538"	8.44740666666667	8.41306333333333	8.41906333333333	8.29259666666667	8.27822333333333	8.26344	8.41108	8.56965333333333	8.52508333333333	8.39966	8.35478666666667	8.34346	8.39608	8.47627666666667	8.29806333333333	8.31501333333333	8.52705	8.49843333333333
"ENSMUSG00000060548"	5.42028666666667	5.51667333333333	5.39183666666667	4.94893666666667	4.93411	4.61972	6.24684	5.44204333333333	5.28516	6.59210666666667	7.30066	6.64215666666667	6.43544333333333	5.53902	7.47606	6.87754333333333	4.59338666666667	5.61278666666667
"ENSMUSG00000060550"	9.52574	9.8251	9.87011	6.855755	7.000945	7.139525	9.954085	9.393235	10.44516	10.498275	8.38544	10.75076	10.57983	7.672565	8.93244	10.27427	8.18894	7.26985
