"Beige/brite (cold on sWAT)_M10(r1)"	"Beige/brite (cold on sWAT)_M10(r2)"	"Beige/brite (cold on sWAT)_M10(r3)"	"Treated BAT (cold)_M10(r1)"	"Treated BAT (cold)_M10(r2)"	"Treated BAT (cold)_M10(r3)"	"sWAT_M10(r1)"	"sWAT_M10(r2)"	"sWAT_M10(r3)"	"mWAT_M10(r1)"	"mWAT_M10(r2)"	"Beige/brite (cold on mWAT)_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r2)"	"BAT_M10(r1)"	"Beige/brite (cold on mWAT)_M10(r3)"	"mWAT_M10(r3)"	"BAT_M10(r2)"	"BAT_M10(r3)"
"ENSMUSG00000000600"	7.194526	7.275916	7.376994	7.243716	7.17676	7.20042	7.377582	7.414948	7.53523	7.65025	7.273982	7.609912	7.460444	7.396212	7.180866	7.45217	7.52251	7.483418
"ENSMUSG00000000605"	10.17168	10.2159	10.142855	10.490885	10.463295	10.4635	10.21688	10.246625	10.29588	10.244905	10.31075	10.20417	10.162165	10.264985	10.238185	10.074255	10.159785	10.059575
"ENSMUSG00000000606"	3.087245	3.042735	2.99376	3.116585	3.24728	3.16253	2.99663	3.000855	2.970585	2.8524	2.93535	2.95279	2.8982	3.1961	2.96524	3.05535	3.244065	3.245705
"ENSMUSG00000000627"	6.16992	7.42726	7.21285	5.257455	5.84839	5.84667	6.59843	6.26082	7.671625	7.51688	6.33712	7.693285	7.75909	5.67926	6.75821	7.70077	5.504435	5.7606
"ENSMUSG00000000628"	13.15306	12.75848	13.16742	13.68298	13.73895	13.89273	12.58571	13.42785	12.80294	12.83652	12.73148	12.30357	11.71474	13.57298	12.39696	12.77899	13.63136	13.60043
"ENSMUSG00000000631"	9.61178	9.73665	9.56491	9.67333	9.73029	9.8317	9.70548	9.5085	9.62215	9.23392	8.99748	9.17579	9.31476	9.85883	9.04391	9.29852	9.71988	9.77527
"ENSMUSG00000000632"	5.51282	5.738025	5.488475	5.616775	5.89237	5.887845	5.263395	5.32362	5.36923	5.334375	5.80888	5.340345	5.53302	5.76611	5.716895	5.45025	6.081985	5.71173
"ENSMUSG00000000673"	8.14507	8.63498	8.93768	6.35262	6.55889	6.41256	8.57444	7.81583	9.47662	9.74678	6.46614	9.832	9.95622	6.41398	6.49697	9.65535	6.00279	6.23089
"ENSMUSG00000000682"	12.4494	12.96662	13.07003	9.09751	9.37477	9.10199	12.99126	12.52076	13.49618	13.54119	10.77269	13.53262	13.54215	10.07488	10.57479	13.5121	9.43071	9.54151
"ENSMUSG00000000686"	8.338505	8.2764	8.04947	8.875265	8.68941	8.89701	7.562715	8.1198	7.733535	7.590485	7.73466	7.4608	7.923035	8.08932	7.66435	7.27437	8.49932	8.245625
"ENSMUSG00000000690"	7.83965	7.26579	7.27032	7.15822	7.24763	7.08307	7.33494	8.14567	7.51184	9.6191	10.06723	8.70464	8.30532	7.54937	10.07186	9.5815	7.59309	7.76065
"ENSMUSG00000000693"	8.8182	8.19444	7.98159	6.80365	7.14212	6.94779	8.72478	8.44086	8.34319	7.7208	8.20796	8.05704	8.10997	7.33629	8.42097	7.78712	6.66539	7.08917
"ENSMUSG00000000706"	5.71994666666667	5.55371	5.65776666666667	3.95464333333333	3.96437	4.11343333333333	6.63673666666667	7.09578333333333	5.90560666666667	3.55436666666667	3.71515666666667	3.58437	3.57974666666667	3.9323	3.60066666666667	3.79758666666667	3.86530333333333	4.01342666666667
"ENSMUSG00000000708"	9.04141	8.756175	9.009515	9.264145	9.40628	9.261215	8.5635	9.05057	8.88262	8.96633	9.22016	8.852625	8.95273	9.15327	9.043625	9.00839	9.411495	9.255415
"ENSMUSG00000000711"	7.48052	7.45801	7.50281	7.53243	7.85496	7.82769	7.1114	7.37866	7.24382	7.41746	7.69755	7.23538	7.34225	7.65005	7.62179	7.3367	7.91492	7.8474
"ENSMUSG00000000724"	4.68724	4.76479	4.61871	5.23794	5.30644	5.4821	4.63734	4.81719	4.73713	4.4751	4.98561	4.54862	4.70685	5.20391	4.81151	4.79405	4.99788	5.07962
"ENSMUSG00000000730"	8.7186	8.32037	8.32901	6.44094	6.8028	7.36964	8.43265	9.23147	8.64471	8.35824	8.18362	6.96439	6.19823	7.2747	7.52087	7.89125	6.93608	8.05413
"ENSMUSG00000000731"	6.2829	6.56801	6.84064	6.5051	5.97216	6.5695	6.89692	6.38044	7.10959	7.58741	5.90627	7.74215	7.95576	6.08254	6.00504	7.55043	6.19068	6.28917
"ENSMUSG00000000732"	10.47482	10.88091	11.25091	8.22226	8.38674	8.31108	10.87804	10.72782	11.72888	11.81964	9.69439	11.74795	11.80549	8.86977	9.86461	11.7052	8.45828	9.11381
"ENSMUSG00000000738"	9.98426	9.89234	9.5143	10.69575	10.62955	10.7371	9.09408	9.24919	9.30532	9.05824	9.36251	9.09062	9.19991	10.4891	9.35484	9.00575	10.40618	10.02122
"ENSMUSG00000000739"	9.82297	9.07872	9.4123	10.65544	11.26673	11.48796	9.23462	8.77131	9.18302	9.18001	9.65458	9.5756	9.16359	8.80397	9.75923	8.9573	8.44411	8.37473
"ENSMUSG00000000740"	13.7952733333333	13.83598	13.81288	13.1116666666667	13.1950933333333	13.0992166666667	13.9977633333333	13.91601	14.01071	13.94548	13.82139	13.94355	13.9175333333333	13.6169166666667	13.7662766666667	13.96168	13.61456	13.63674
"ENSMUSG00000000743"	11.41555	11.4634	11.24355	11.19864	11.20152	11.2829	11.33238	11.378	11.38737	11.17879	11.08792	11.30974	11.22351	11.03621	11.1864	11.23565	11.00832	11.01313
"ENSMUSG00000000751"	10.345825	10.521495	10.494885	10.074245	10.05415	10.060725	10.941705	10.305675	10.80899	10.874375	10.2245	10.895665	10.860175	10.57978	10.27273	10.77104	10.47587	10.52102
"ENSMUSG00000000753"	11.66803	11.74559	11.17974	10.059725	10.497595	10.004835	11.654175	11.439745	11.681315	10.56555	10.71881	10.05083	10.290315	10.525705	11.074545	10.11189	10.28361	10.49237
"ENSMUSG00000000759"	8.90508	9.08891	8.99759	8.74503	8.72392	8.77766	9.21681	9.09983	9.24488	9.13154	8.83079	9.17523	9.02458	8.80528	9.01686	9.21493	8.99909	9.0748
"ENSMUSG00000000766"	3.509245	3.697455	3.5842425	3.8097875	4.05866	3.8942625	3.5245625	3.5575	3.44453	3.6095775	3.751625	3.636055	3.6484575	3.9379175	3.9440725	3.6975425	3.540895	3.73103
"ENSMUSG00000000776"	7.001155	6.94335	6.872255	7.45349	7.42289	7.61387	7.023815	7.05769	6.95196	6.702925	6.873135	6.826415	6.657495	7.253325	6.86121	6.75085	7.34202	7.360545
"ENSMUSG00000000782"	8.331355	8.67989	8.924065	5.990555	6.197165	5.96377	8.608855	8.131925	9.733165	9.679815	6.46697	9.775105	9.503505	6.140465	6.42683	9.47523	5.756235	5.69234
"ENSMUSG00000000787"	12.5701	12.6476166666667	12.63196	12.79875	12.8086	12.8256966666667	12.6341766666667	12.76063	12.58916	12.71944	12.80434	12.6574433333333	12.5823266666667	12.6992566666667	12.7331233333333	12.73342	12.80246	12.85362
"ENSMUSG00000000791"	5.76944	5.63377	5.81512	5.75911	5.95522	6.28788	5.68314	5.32283	5.859	5.86862	5.20551	6.0408	5.72039	5.77838	5.4848	5.90815	5.84407	5.91676
"ENSMUSG00000000792"	10.46771	10.3657	10.377305	5.58272	5.67984	5.877395	7.442715	10.667975	10.8001	5.77631	6.537115	5.844625	5.87648	5.250295	6.30502	6.132025	5.21953	5.471515
"ENSMUSG00000000794"	5.72779	5.72441	5.75348	6.44681	6.25233	6.43354	5.99211	6.1912	5.70585	6.13378	7.12175	6.27282	6.14989	6.36355	6.85994	6.50235	6.17295	6.21634
"ENSMUSG00000000804"	9.21542	9.186325	9.219735	9.375805	9.41041	9.39199	9.047235	9.29726	9.149315	9.176715	9.255025	9.076495	9.1167	9.065125	9.117705	9.12789	9.18562	9.17335
"ENSMUSG00000000805"	11.038145	11.36868	10.42087	11.33679	11.30994	11.16635	9.707575	10.70597	9.57102	9.115225	9.36567	8.8782	9.544045	11.52063	9.57384	8.99056	11.40899	11.401315
"ENSMUSG00000000811"	8.54552333333333	8.25835666666667	8.39047	9.24938333333333	9.14761333333333	9.03326	8.01112	8.01746	7.65610666666667	7.33441333333333	7.52476666666667	7.47109333333333	7.58147666666667	8.67954333333333	7.96950333333333	7.30529333333333	8.61203	8.46233333333333
"ENSMUSG00000000817"	4.03975	4.59644	4.623855	3.650505	3.39133	3.589545	4.523655	4.066405	5.38498	4.98165	3.89802	5.10675	5.33758	3.62836	3.779525	4.906315	3.77452	3.68222
"ENSMUSG00000000823"	8.928895	8.789535	8.62751	8.198055	8.465815	7.76133	8.7317	8.9045	8.80938	8.584615	8.661495	8.41969	8.457135	8.11317	8.69705	8.468275	8.74397	8.595955
"ENSMUSG00000000826"	9.853218	9.818532	9.947386	10.14893	10.116118	10.169016	9.675842	9.828814	9.809438	9.761932	9.675124	9.745932	9.68684	10.158548	9.6325	9.70683	10.221116	10.222998
"ENSMUSG00000000827"	10.12908	9.93349	10.0077033333333	10.6030766666667	10.6207066666667	10.62825	9.93375	10.0264433333333	9.89877666666667	9.91451666666667	10.34527	9.85366	9.78282333333333	10.3712133333333	10.1469066666667	9.93718	10.4679233333333	10.2608133333333
"ENSMUSG00000000838"	9.0135	9.08849	8.6025025	8.71617	8.725665	8.6592275	8.958615	9.2914275	9.417985	8.972555	8.7314675	8.59913	8.55536	8.5819225	8.5346025	8.8481075	8.777465	8.8469325
"ENSMUSG00000000861"	6.68877833333333	7.19323666666667	7.74276666666667	5.33416166666667	5.41701833333333	5.25336333333333	7.79658666666667	6.94364333333333	8.281705	8.70582666666667	8.25789166666667	8.702865	8.34373333333333	5.42341333333333	8.02536	8.66564666666667	5.19794166666667	5.09184
"ENSMUSG00000000869"	5.41567	4.82909	5.41085	4.27185	4.53089	4.72652	5.19631	4.68109	5.63881	5.81721	4.9144	5.08998	5.62272	4.57236	4.33595	5.69988	4.82916	4.79966
"ENSMUSG00000000876"	10.61066	10.57713	10.33591	10.742065	10.770955	10.566855	9.84064	10.305595	9.849715	9.707105	9.951135	9.669015	9.964255	10.367745	10.227765	9.65222	10.29896	10.2802
"ENSMUSG00000000881"	11.30375	11.2449	11.33798	11.09274	11.0923	11.01583	11.92932	11.58856	11.38263	11.42438	11.8524	11.55348	11.69208	10.88226	11.75955	11.62033	10.97313	10.88625
"ENSMUSG00000000884"	7.89079	7.91474	7.62648	6.87708	6.95977	7.09609	8.01517	7.72457	7.80306	7.43941	7.31395	7.53088	7.56993	7.72931	7.33677	7.39327	7.82338	7.914
"ENSMUSG00000000889"	3.88665	3.99925	4.05159	4.15385	4.08907	4.46143	3.88415	4.21406	3.7655	4.85052	5.94977	5.6104	5.8397	4.38924	6.12111	5.33139	3.99725	4.57202
"ENSMUSG00000000901"	8.08799	8.04114	8.21728	6.75385	6.61124	6.5553	7.21478	8.30739	7.46798	7.75013	8.64457	8.09944	7.68922	7.60931	8.6921	8.073	7.73082	7.64331
"ENSMUSG00000000902"	10.90686	10.82797	10.69762	10.7406	10.77505	10.659045	10.946245	10.85161	10.888515	10.765405	10.61435	10.775645	10.65423	10.93	10.682675	10.771255	10.90879	10.804655
"ENSMUSG00000000903"	6.97058	7.21031	7.95268	6.05925	6.52182	6.34322	7.38804	6.59961	8.27866	9.58162	5.50723	9.42862	9.29561	6.26687	5.7946	9.01661	5.47415	5.75807
"ENSMUSG00000000915"	8.54705333333333	8.58449	8.55552333333333	9.29078333333333	8.99747333333333	9.29171	8.42348	8.46474	8.75573666666667	8.45956666666667	7.43239333333333	8.50464	8.47397	7.82172333333333	7.51407666666667	8.29414333333333	8.04708666666667	7.78246333333333
"ENSMUSG00000000916"	9.53966	9.505325	9.63718	9.853085	9.92635	10.18175	9.65293	9.531785	9.59092	9.65797	9.63972	9.576095	9.519725	9.829545	9.387725	9.588265	9.826275	9.80098
"ENSMUSG00000000934"	9.81281	9.63226	9.30824	10.1344	10.07214	10.18162	9.34187	9.4105	9.21031	8.93128	9.1503	8.91186	8.73925	10.52129	9.25624	8.81322	10.48142	10.3608
"ENSMUSG00000000938"	9.59545	9.46034	9.99028	3.44228	3.37714	3.24946	9.40961	9.66219	9.47943	7.41197	3.65207	7.20294	3.63841	4.32788	3.99383	7.63066	3.16523	3.40783
"ENSMUSG00000000942"	7.88165	7.4822	7.57487	10.05828	10.18316	10.09048	6.70289	7.03736	6.47197	7.63559	8.56663	7.61492	7.82093	9.3379	8.55391	7.37249	9.79772	9.15859
"ENSMUSG00000000948"	11.008935	10.872955	10.539415	11.39707	11.504555	11.3837	10.255495	10.58064	10.25676	10.829645	11.722675	10.876395	10.876605	11.841995	11.669955	11.00404	11.801585	11.658235
"ENSMUSG00000000957"	8.22605	7.98484	7.595465	6.123455	6.493985	5.836485	8.149555	8.12631	7.98049	7.16812	7.71801	7.16746	7.009945	6.60193	7.75116	7.246605	5.97353	6.52903
"ENSMUSG00000000958"	8.421945	8.27981	8.27456	6.75308	6.868895	6.577565	8.53274	8.41076	8.8768	9.204545	8.80602	9.493795	9.414565	7.23815	8.74868	9.11886	6.855505	6.82792
"ENSMUSG00000000959"	9.81786	9.730375	9.749905	10.632005	10.66682	10.75629	9.540235	9.50683	9.44666	9.357975	9.523145	9.5214	9.349525	10.2679	9.419785	9.415475	10.33162	10.143655
"ENSMUSG00000000976"	7.6780525	7.6373025	7.582675	7.5429525	7.56619	7.4916375	7.63433	7.6242425	7.725995	7.602985	7.466605	7.568975	7.6151275	7.9011075	7.45944	7.4953875	7.7622275	7.695355
"ENSMUSG00000000982"	4.67096	4.72537	4.77664	5.24841	5.04404	5.01295	4.75933	4.91173	5.49483	5.61388	4.67064	5.85324	6.13735	5.4468	4.84422	5.11113	4.19424	5.19051
"ENSMUSG00000000983"	12.68177	12.67649	12.99666	6.61089	5.60915	7.48792	14.08714	13.45317	13.04386	7.01236	10.58539	6.46593	7.57589	11.83835	6.12837	6.25562	4.86062	8.88193
"ENSMUSG00000001014"	5.31118	5.25964	5.37697	5.53571	5.94532	5.7156	5.13189	5.09869	5.24811	5.41609	6.19815	5.97197	5.64841	6.00378	6.04227	5.53257	5.20161	5.71556
"ENSMUSG00000001016"	10.52858	10.69397	10.57043	10.37438	10.358915	10.398965	10.914115	10.69571	10.796965	10.667275	10.509645	10.61484	10.576475	10.43337	10.590885	10.598675	10.498985	10.530215
"ENSMUSG00000001017"	10.8922	11.00806	11.05298	10.87224	10.850515	10.789265	11.175885	11.093505	11.20625	11.189835	10.868385	11.168955	11.0615	11.01683	10.870375	11.159555	11.050045	11.063475
"ENSMUSG00000001018"	11.259295	11.375415	11.310005	11.307095	11.248275	11.214015	11.31695	11.34072	11.3296	11.290705	11.29767	11.302085	11.287455	11.331275	11.324815	11.215385	11.398585	11.319795
"ENSMUSG00000001020"	11.97021	11.72897	11.78931	9.72593	10.03121	9.67046	11.78665	11.73715	12.35518	12.07837	11.85157	11.80245	11.77152	10.33055	12.11262	12.05359	9.6767	9.99858
"ENSMUSG00000001021"	4.0651	4.51137	3.94471	3.98286	4.27392	4.39966	3.93401	4.21056	4.66048	4.09689	4.54587	4.32581	4.0779	4.55934	4.19302	4.13051	4.48207	4.1704
"ENSMUSG00000001023"	3.21979	3.07921	3.11449	3.30453	3.79442	3.59836	3.13873	3.13755	2.77655	3.30109	3.9835	3.45217	3.45319	3.4155	3.86554	3.78028	3.07658	3.20664
"ENSMUSG00000001025"	13.16307	13.07568	13.04307	11.41895	11.61987	11.34676	12.95266	13.20042	13.27282	13.0005	13.1918	12.97466	12.6848	11.90905	13.2491	12.94804	11.42471	11.81207
"ENSMUSG00000001027"	4.1483	4.32094	4.37392	4.42493	4.32255	4.1863	4.58301	3.97289	4.87111	4.95395	3.66612	4.48281	5.16597	4.73406	3.98543	4.80623	4.04124	5.16991
"ENSMUSG00000001029"	10.89689	11.04677	11.01878	11.22705	11.19823	11.15342	10.60954	10.76771	11.03955	11.34142	10.22581	11.2334	11.33718	10.52901	10.44897	11.14976	10.40937	10.38948
"ENSMUSG00000001034"	8.65842	8.4888	8.49151	8.05403	8.21639	8.28996	8.50864	8.65413	8.62941	8.5098	8.52	8.47587	8.63456	8.51843	8.46613	8.56382	8.47385	8.32756
"ENSMUSG00000001036"	9.77159	9.67979666666667	9.79883666666667	10.0841966666667	10.1477566666667	9.86364333333333	9.08545666666667	9.56447666666667	9.14291333333333	9.11816333333333	9.82399	9.30063	9.04627	9.89334333333333	9.79387333333333	9.29391333333333	10.1665466666667	10.17102
"ENSMUSG00000001039"	9.11014	9.0121	8.63685	8.70236	8.68754	8.61367	9.29208	9.08859	9.04159	9.34494	10.20164	9.25899	9.31274	8.71255	10.05665	9.55391	8.72585	8.56633
"ENSMUSG00000001052"	9.087255	9.29665	9.11554	9.036035	9.05523	9.037785	8.746525	8.772185	8.840585	8.849985	9.034345	9.04571	9.022925	9.04368	8.98122	8.84136	9.34232	9.039165
"ENSMUSG00000001053"	7.33947	7.51345	7.49323	7.3513	7.07298	7.17475	7.5357	7.38266	7.12261	7.05708	6.39447	7.08913	7.01264	7.80501	6.57096	6.90611	7.83591	7.7478
"ENSMUSG00000001054"	9.9404	10.11083	9.89949	9.90876	9.66827	9.8405	10.04926	9.86858	10.13438	9.9494	9.7359	10.01018	9.9185	9.80403	9.74398	10.02338	9.82528	9.66894
"ENSMUSG00000001056"	9.815805	9.729785	9.70006	9.6987	9.78361	9.871815	10.26932	9.7078	9.77235	9.50399	9.390545	9.62293	9.472375	9.8014	9.355645	9.45497	9.93591	9.90092
"ENSMUSG00000001062"	7.60623	7.616835	7.282045	7.948305	7.897655	8.02621	7.39294	7.48603	7.447695	7.318035	7.43366	7.41749	7.392875	7.789255	7.37865	7.35698	7.829665	7.676555
"ENSMUSG00000001065"	6.705445	6.73615	6.58518	6.7939975	6.8775475	6.817215	6.7792975	6.7033675	6.7090075	6.54632	6.602165	6.6770025	6.73149	6.974385	6.6173325	6.739135	6.9062525	6.8030025
"ENSMUSG00000001082"	8.80747	8.82532	8.71462	8.39816	8.23311	8.12435	8.99096	8.73675	8.68291	8.86767	8.80294	8.8003	8.82279	8.58889	8.85759	8.74507	8.72088	8.57103
"ENSMUSG00000001089"	9.80529	9.622415	9.786395	10.20396	10.14215	10.541675	9.64599	9.974455	9.48685	9.31928	10.13442	9.40576	9.092135	10.32489	9.92142	9.59976	10.490735	10.495345
"ENSMUSG00000001095"	7.05955	6.13023	5.9837	6.92991	6.57913	6.81272	5.87579	8.73029	6.8203	4.63687	4.7381	4.72187	5.09611	5.76912	4.72389	4.72295	6.0052	5.94083
"ENSMUSG00000001098"	11.19415	11.18055	11.11663	11.05449	11.02232	11.159	11.06686	11.31504	11.26638	11.81519	12.39917	11.96593	11.78828	10.87579	12.32515	12.04416	10.87302	10.88709
"ENSMUSG00000001100"	11.794885	11.57628	11.58293	12.428425	12.378105	12.417845	11.24468	11.267455	10.84836	10.6077	11.034055	10.765055	10.820475	12.01227	11.125885	10.63034	12.13207	11.91159
"ENSMUSG00000001103"	4.49346	4.427305	4.39797	4.765275	4.9221	4.73442	4.411795	4.493865	4.41553	4.276365	4.454995	4.565805	4.308985	4.64228	4.503195	4.61711	4.72095	4.83136
"ENSMUSG00000001105"	11.32922	11.08661	11.02615	11.07595	11.2959	11.17098	11.25351	11.32375	11.21558	11.1379	11.48824	11.1723	11.23029	11.38843	11.34472	11.16036	11.35131	11.25026
"ENSMUSG00000001119"	12.74958	12.66474	12.11617	11.08781	11.32826	10.8728	12.86967	12.92335	12.66013	12.44095	12.795	12.25112	12.11664	11.83046	12.82391	12.69523	11.37435	11.79869
"ENSMUSG00000001120"	8.170985	8.38083	8.00441	8.570995	8.40071	8.377245	7.97799	8.2776	8.235225	8.79201	9.511345	8.739345	8.74498	8.117215	9.56984	9.04402	8.184785	8.156655
"ENSMUSG00000001123"	10.56016	10.6376	10.51026	11.15272	11.05903	11.16681	10.54487	10.50524	10.87706	10.70451	10.32134	10.75148	10.67845	10.6118	10.36564	10.48732	10.63292	10.47973
"ENSMUSG00000001127"	9.260924	9.325636	9.359016	9.349388	9.291406	9.278256	9.327472	9.504158	9.430446	9.383436	9.5407	9.363628	9.257774	9.42187	9.454478	9.405238	9.508414	9.455032
"ENSMUSG00000001128"	11.36649	10.87795	10.54797	8.88918	9.25868	8.97404	11.17439	11.02483	11.46689	11.64558	10.77834	11.51947	11.80525	9.70629	11.22678	11.57104	9.05288	9.06272
"ENSMUSG00000001131"	8.72846	8.35971	7.47591	6.73044	7.11079	6.70748	9.78041	8.55007	8.65934	8.51143	8.90662	8.9947	8.46368	6.88726	9.99564	8.6345	6.25912	7.14742
"ENSMUSG00000001138"	7.962545	7.8054275	7.8937975	8.4834075	8.26974	8.3925475	8.002725	8.072495	7.939075	7.9547775	7.96688	7.894185	7.9891025	8.610905	8.006405	7.8385925	8.73637	8.5462325
"ENSMUSG00000001143"	8.793425	8.703655	8.697605	9.450795	9.49396	9.69108	8.761235	8.88209	8.60018	8.49707	8.92949	8.46753	8.324215	9.01893	8.62964	8.356955	9.158015	9.07252
"ENSMUSG00000001150"	10.10173	9.9756	9.87544	9.84627	9.77572	9.91534	10.02411	9.8602	10.14607	9.97629	9.85758	10.17674	10.07589	9.95289	9.87395	10.05615	9.97033	9.89778
"ENSMUSG00000001151"	10.03934	10.07682	9.97826	9.68669	9.5225	9.60795	10.23572	10.006885	10.300885	10.29298	9.88727	10.33856	10.338735	9.65008	9.94151	10.180945	9.60612	9.766655
"ENSMUSG00000001155"	5.53436	5.43491	5.45278	5.86391	5.83174	5.7776	5.10143	5.44605	5.40532	5.32681	5.47589	5.16137	5.33063	5.43682	5.18468	5.46123	5.48125	5.40149
"ENSMUSG00000001156"	7.9548	8.60325666666667	8.72178333333333	8.08859333333333	7.90245666666667	7.76758333333333	8.09076333333333	8.03405333333333	8.62162333333333	8.73356666666667	8.13206	8.83800666666667	9.13086666666667	7.75671666666667	8.14179333333333	8.60555666666667	7.97719	7.83636
"ENSMUSG00000001157"	8.33716	8.31527	8.4201725	8.2945625	8.259805	8.189075	8.39249	8.3420975	8.4344	8.46434	8.2305775	8.2903375	8.3263025	8.2437175	8.0680025	8.2629825	8.6112775	8.4145
"ENSMUSG00000001158"	12.016245	12.12623	12.07558	12.32943	12.350485	12.367685	12.07762	12.14323	12.13335	12.267395	12.435775	12.13793	12.086005	12.632615	12.31416	12.193615	12.56648	12.50529
"ENSMUSG00000001166"	7.64159	7.79315	7.95524	6.34734	6.50782	6.39197	7.70222	7.49636	8.20979	7.90103	7.49798	8.14737	7.95764	6.92001	7.4605	8.18674	6.99205	7.06479
"ENSMUSG00000001168"	5.16747	4.93367	5.16788	5.99198	5.46311	5.71746	5.34577	5.24508	5.2379	5.31275	5.26483	5.26981	5.14036	5.36491	5.2379	5.03627	5.20532	5.37334
"ENSMUSG00000001173"	7.58191	7.52601666666667	7.65176	7.13159666666667	7.23104333333333	7.12878666666667	7.74154666666667	7.98390333333333	7.61268333333333	7.63380666666667	8.22877	7.60429333333333	7.57918666666667	7.55985	8.13844	7.66378	7.3633	7.54346666666667
"ENSMUSG00000001175"	12.304552	12.539844	12.508926	12.52396	12.555218	12.628948	12.526018	12.50277	12.565098	12.803934	12.804914	12.64326	12.6396	12.172976	12.845576	12.792918	12.220666	12.242658
"ENSMUSG00000001211"	10.6477825	10.41846	10.42727	11.9172875	11.81184	11.9395425	9.77255	10.0616375	9.7814025	9.6913	9.89433	9.98471	9.913475	11.0954	10.13646	9.58351	11.23673	10.9430725
"ENSMUSG00000001225"	3.92981333333333	3.94455333333333	4.10333666666667	4.31892	4.53023333333333	4.19322333333333	3.72522666666667	3.9342	3.87334	4.11928	5.237	4.64722333333333	4.73031	4.03464666666667	4.37223333333333	4.65752666666667	4.31234	4.13293666666667
"ENSMUSG00000001227"	8.1089	8.2584	8.17975	8.5558	8.59706	8.51943	7.93582	8.3812	7.80156	7.41477	7.38841	7.5853	7.58592	9.08196	7.68993	7.28233	9.1048	9.20263
"ENSMUSG00000001228"	7.06837	6.77287	7.30078333333333	6.68762	6.98436333333333	6.70560333333333	8.90554333333333	6.75818333333333	7.60090666666667	8.00840666666667	6.36836333333333	7.88777333333333	7.60751333333333	7.15086	6.61203	7.58003	7.07781	6.92645333333333
"ENSMUSG00000001229"	8.93861	8.79362	8.6979	8.79537	8.88023	8.86616	8.92384	8.86776	8.88684	8.88783	8.85742	8.64105	8.89266	8.69984	8.7915	8.77547	8.43905	8.42444
"ENSMUSG00000001240"	11.48384	11.43163	11.37678	11.5494733333333	11.5405333333333	11.5974466666667	11.1529766666667	11.30703	11.11511	11.0630533333333	11.12514	11.22552	11.2456033333333	11.5552433333333	11.2412233333333	10.98437	11.5579533333333	11.5266266666667
"ENSMUSG00000001247"	8.7213	8.69342	8.38953	6.92743	6.61373	7.05529	9.39295	8.90844	8.76719	8.32202	8.87161	8.31748	8.40825	6.83741	9.11097	8.39866	6.68676	6.74657
"ENSMUSG00000001248"	10.46189	10.87403	10.66356	9.82075	9.8397	9.81657	10.89856	10.59752	11.55924	11.28301	10.02163	11.3037	11.38209	9.82071	10.06014	11.28352	9.81319	9.61653
"ENSMUSG00000001249"	8.49321	8.37517	7.85358	6.56693	6.58081	6.40755	8.62361	8.90005	8.55166	6.18365	6.31588	6.54053	9.08451	6.89059	6.66905	6.11859	6.49514	6.84323
"ENSMUSG00000001260"	2.765605	2.80974	2.82143	3.121065	2.937635	3.12554	2.76419	2.759435	2.648	2.73118	2.861055	2.866815	2.67426	2.87231	2.78695	2.84091	2.900085	2.87124
"ENSMUSG00000001270"	10.62206	10.30609	10.31661	11.64117	11.65239	12.31606	10.23063	10.62078	10.37224	12.88123	13.56876	13.01383	12.9649	12.25315	13.5562	13.27683	11.38703	11.75439
"ENSMUSG00000001280"	8.82914666666667	8.84632	9.18710666666667	8.97185666666667	8.91465666666667	8.94391666666667	9.16862666666667	9.11601	9.15869333333333	9.23279666666667	9.0075	9.14349	9.02929	8.94264	8.82867666666667	9.13425	9.06422	9.13074
"ENSMUSG00000001281"	10.53347	10.61146	10.55426	7.86406	7.80137	7.51627	10.55403	10.15932	11.57924	11.35683	8.21314	11.56671	11.52955	7.95713	8.36485	11.40552	7.591	7.60097
"ENSMUSG00000001285"	8.202585	8.07458	8.122335	8.30979	8.19471	8.30718	8.221725	8.08896	8.16276	7.946505	8.34277	8.176125	7.92785	8.6896	8.02596	8.05037	8.735335	8.65897
"ENSMUSG00000001288"	8.365215	8.26617	8.184715	7.447745	7.73726	7.64886	8.15617	8.45175	8.11983	7.604365	7.814745	7.72753	7.611625	7.720505	7.797205	7.56905	7.77647	7.619005
"ENSMUSG00000001289"	13.17621	13.17297	13.135715	12.88315	12.865435	12.794225	13.26095	13.31809	13.435085	13.3709	13.35531	13.385745	13.257105	13.116975	13.13528	13.38458	13.156565	13.197425
"ENSMUSG00000001300"	7.6580125	7.262745	7.54637	8.090795	8.0310975	8.355015	7.4028475	7.6371	7.2729825	7.7670925	8.607295	7.85226	7.5976575	7.79572	8.2989375	8.13881	8.2111525	8.02611
"ENSMUSG00000001305"	8.88305	8.7683	8.76507	8.92626	8.94647	8.95127	8.91808	8.95869	8.91088	8.71333	8.48405	8.69249	8.6405	8.85676	8.67259	8.83211	9.1398	8.92018
"ENSMUSG00000001313"	7.89254	7.65899	7.79335	8.28559	7.83209	8.28625	7.50051	7.74123	7.53543	8.32664	9.2544	8.13535	8.13399	7.24204	9.10353	8.52489	7.0648	7.118
"ENSMUSG00000001323"	9.013646	8.947628	8.948802	9.429668	9.349316	9.46395	8.865446	8.974784	8.880536	8.957732	9.21056	8.896932	8.742862	9.473356	9.126194	8.931548	9.516746	9.408102
