"gWAT_M02(r1)"	"gWAT_M02(r2)"	"BAT_M02(r1)"	"BAT_M02(r2)"
"ENSMUSG00000094090"	10.63234	10.74215	10.60005	10.48778
"ENSMUSG00000094103"	7.87512	8.37076	6.9491	7.54341
"ENSMUSG00000094105"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000094107"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000094111"	10.16117	10.2957366666667	10.02397	9.98056
"ENSMUSG00000094113"	4.03213	4.40379	5.01713	4.406
"ENSMUSG00000094114"	5.65486	5.32822	6.125325	5.69782
"ENSMUSG00000094116"	3.17402	3.170175	3.65302	3.31827
"ENSMUSG00000094121"	5.00927	4.93354	5.27184	4.60188
"ENSMUSG00000094122"	13.30005	13.315	13.21703	13.1870533333333
"ENSMUSG00000094125"	8.42472	8.54109	8.83726	8.64179
"ENSMUSG00000094132"	8.947965	7.856905	11.27188	10.691235
"ENSMUSG00000094135"	2.01143	2.18296	2.09281	2.44427
"ENSMUSG00000094144"	5.09306	4.66805	5.83022	6.06355
"ENSMUSG00000094151"	4.18878	3.76563666666667	6.72258333333333	6.72620333333333
"ENSMUSG00000094152"	2.31465	2.35401	2.29363	2.71313
"ENSMUSG00000094153"	10.81817	10.33007	10.900825	10.82376
"ENSMUSG00000094155"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094157"	2.8219	3.0726	3.93416	4.0325
"ENSMUSG00000094162"	7.82348	8.79638	3.57061	3.40715
"ENSMUSG00000094163"	3.30651	3.35628	3.91434	3.62471
"ENSMUSG00000094179"	10.82358	11.21827	10.5952	10.80009
"ENSMUSG00000094189"	13.1192	13.038565	12.96174	12.95282
"ENSMUSG00000094191"	13.346075	13.333695	13.256915	13.209985
"ENSMUSG00000094196"	2.6024	2.6024	2.56645	2.83694
"ENSMUSG00000094205"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000094206"	1.96846	1.96846	1.92667	2.22251
"ENSMUSG00000094208"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000094210"	6.03504	6.07963	5.89447	5.72396
"ENSMUSG00000094220"	2.27863	2.19664	2.3672	2.26376
"ENSMUSG00000094221"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000094230"	3.185685	3.639465	4.67317	4.751735
"ENSMUSG00000094237"	3.51849	3.57206	3.41064	3.43594
"ENSMUSG00000094238"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000094242"	12.36222	12.1987	11.89046	11.95522
"ENSMUSG00000094256"	12.68469	12.72202	12.49284	12.37341
"ENSMUSG00000094257"	11.68056	11.48483	11.63254	11.59924
"ENSMUSG00000094258"	9.44421	8.3481	11.63621	11.13196
"ENSMUSG00000094259"	9.02959	9.20977	8.65624	8.86781
"ENSMUSG00000094263"	10.82358	11.21827	10.5952	10.80009
"ENSMUSG00000094271"	3.59244	3.73173	3.82606	3.49653
"ENSMUSG00000094273"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094284"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000094293"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000094305"	3.23217	3.25634	3.1991	3.51748
"ENSMUSG00000094307"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094309"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094311"	2.85712	2.92174	2.67122	2.73584
"ENSMUSG00000094320"	12.47039	12.5005	12.73807	12.74536
"ENSMUSG00000094326"	12.72507	12.75671	12.507035	12.398495
"ENSMUSG00000094334"	12.47044	12.24496	12.4503	12.52093
"ENSMUSG00000094335"	5.24867	2.9541	2.4101	3.31808
"ENSMUSG00000094336"	8.42472	8.54109	8.83726	8.64179
"ENSMUSG00000094337"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000094338"	12.60383	12.78885	11.52222	11.90954
"ENSMUSG00000094344"	13.05222	13.06767	12.66561	12.6214
"ENSMUSG00000094352"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094361"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094365"	8.18709666666667	8.43722	8.35281666666667	8.12023
"ENSMUSG00000094370"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000094372"	7.49994	7.97802	7.8448	7.88408
"ENSMUSG00000094378"	3.28915	3.41125	4.8014	5.15883
"ENSMUSG00000094388"	12.07351	12.21403	12.43563	12.38142
"ENSMUSG00000094391"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094392"	12.580905	11.465945	11.38879	11.135785
"ENSMUSG00000094410"	9.221444	9.165384	8.67899	9.3574
"ENSMUSG00000094423"	4.05139	3.34536	6.18749	5.87362
"ENSMUSG00000094424"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000094437"	10.31711	10.17828	10.14769	10.33386
"ENSMUSG00000094441"	6.53395	6.68039	6.93121	6.93508
"ENSMUSG00000094446"	13.0210525	13.1196225	12.552995	12.64715
"ENSMUSG00000094447"	5.27018	5.55663	3.56772	3.69633
"ENSMUSG00000094463"	5.69557	5.613985	5.90461	5.741185
"ENSMUSG00000094474"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000094475"	10.21642	10.326555	10.327595	10.23773
"ENSMUSG00000094483"	8.105368	8.11235	8.394364	8.510208
"ENSMUSG00000094497"	13.0210525	13.1196225	12.552995	12.64715
"ENSMUSG00000094511"	2.37837	2.36552	2.69783	2.67261
"ENSMUSG00000094517"	7.94541	7.6318	7.85921	8.11527
"ENSMUSG00000094518"	12.15986	11.8475	11.7349	11.80442
"ENSMUSG00000094519"	7.94541	7.6318	7.85921	8.11527
"ENSMUSG00000094530"	12.5251566666667	12.38339	12.4074133333333	12.4756533333333
"ENSMUSG00000094544"	7.94541	7.6318	7.85921	8.11527
"ENSMUSG00000094553"	2.40799	2.41675	2.4503	2.57685
"ENSMUSG00000094557"	13.2247	13.11177	13.10209	12.99309
"ENSMUSG00000094558"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094559"	2.40066	2.16896	2.39073	2.42432
"ENSMUSG00000094560"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000094568"	10.63234	10.74215	10.60005	10.48778
"ENSMUSG00000094569"	4.31286	4.57669	4.26487	4.36689
"ENSMUSG00000094574"	9.02959	9.20977	8.65624	8.86781
"ENSMUSG00000094576"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000094578"	4.60828	4.4569	6.20213	6.14064
"ENSMUSG00000094584"	2.32634	2.15959	2.24158	2.24158
"ENSMUSG00000094586"	3.15857	3.03506	2.83685	2.53881
"ENSMUSG00000094590"	2.44532	2.46918	2.82687	2.79989
"ENSMUSG00000094594"	9.58377	7.57843	8.25058	7.69615
"ENSMUSG00000094595"	3.56105	3.74274	3.732585	4.05114
"ENSMUSG00000094596"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094601"	2.54858	2.3588	2.37068	2.72636
"ENSMUSG00000094614"	7.57668	7.22869	8.794585	8.40468
"ENSMUSG00000094615"	10.38972	10.38233	10.63963	10.73586
"ENSMUSG00000094618"	3.59244	3.73173	3.82606	3.49653
"ENSMUSG00000094620"	4.65298	4.86095	5.75407	5.24276
"ENSMUSG00000094626"	3.21256	3.12577	2.70684	2.86203
"ENSMUSG00000094627"	11.86344	11.90676	11.13878	11.3077
"ENSMUSG00000094628"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000094634"	8.947965	7.856905	11.27188	10.691235
"ENSMUSG00000094635"	3.05494	3.01711	3.10648	2.99906
"ENSMUSG00000094648"	3.59244	3.73173	3.82606	3.49653
"ENSMUSG00000094651"	2.89882	3.04499	3.03235	3.64482
"ENSMUSG00000094658"	2.37837	2.36552	2.69783	2.67261
"ENSMUSG00000094661"	7.82348	8.79638	3.57061	3.40715
"ENSMUSG00000094662"	2.85032	2.50394	3.59522	2.85756
"ENSMUSG00000094664"	13.2247	13.11177	13.10209	12.99309
"ENSMUSG00000094672"	3.34369	3.5375	3.38218	3.91285
"ENSMUSG00000094682"	2.25938	2.49161	2.78334	2.89337
"ENSMUSG00000094683"	8.276845	8.3723	7.776465	8.12301
"ENSMUSG00000094685"	11.01067	11.04044	11.05568	10.87972
"ENSMUSG00000094686"	5.00927	4.93354	5.27184	4.60188
"ENSMUSG00000094690"	3.94457	4.2643	4.06656	4.09993
"ENSMUSG00000094698"	4.05139	3.34536	6.18749	5.87362
"ENSMUSG00000094706"	4.60828	4.4569	6.20213	6.14064
"ENSMUSG00000094708"	13.0858075	13.1927225	13.3512875	13.4891125
"ENSMUSG00000094714"	4.05139	3.34536	6.18749	5.87362
"ENSMUSG00000094722"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000094724"	11.703965	11.328005	11.74303	11.61671
"ENSMUSG00000094727"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094735"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000094736"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000094737"	12.36222	12.1987	11.89046	11.95522
"ENSMUSG00000094741"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000094772"	12.91349	13.02457	12.386765	12.503005
"ENSMUSG00000094775"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000094777"	7.52119	6.01016	5.39701	5.85717
"ENSMUSG00000094784"	4.35424	4.26005	6.75591	6.70688
"ENSMUSG00000094791"	2.3173	2.14377	4.01626	3.34526
"ENSMUSG00000094793"	7.95352	7.95947	6.39357	9.25179
"ENSMUSG00000094796"	3.07892	2.89691	2.43098	2.5744
"ENSMUSG00000094797"	3.08092	3.31422	3.4352	3.44141
"ENSMUSG00000094800"	7.960485	6.716545	7.20323	7.29445
"ENSMUSG00000094804"	4.35424	4.26005	6.75591	6.70688
"ENSMUSG00000094806"	2.75017	2.4606	2.81359	2.57685
"ENSMUSG00000094808"	2.48333	2.92008	3.17347	3.11925
"ENSMUSG00000094811"	9.44421	8.3481	11.63621	11.13196
"ENSMUSG00000094814"	6.18442	7.19846	3.72007	4.31776
"ENSMUSG00000094815"	7.02336	7.03347	7.61408	7.03347
"ENSMUSG00000094817"	3.296165	3.362125	3.442655	3.54472
"ENSMUSG00000094825"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000094836"	2.3173	2.14377	4.01626	3.34526
"ENSMUSG00000094843"	8.82142	8.5051	9.87944	9.41708
"ENSMUSG00000094860"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094865"	12.1503	12.11534	12.29639	12.1095
"ENSMUSG00000094868"	2.44187	2.4929	2.34674	2.34344
"ENSMUSG00000094870"	9.35219	9.6908	9.6882	9.54813
"ENSMUSG00000094876"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000094880"	2.44532	2.46918	2.82687	2.79989
"ENSMUSG00000094885"	3.28915	3.41125	4.8014	5.15883
"ENSMUSG00000094887"	2.3173	2.14377	4.01626	3.34526
"ENSMUSG00000094904"	3.30664	3.09799	3.3855	3.16613
"ENSMUSG00000094905"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000094910"	9.58138	10.77159	7.83514	8.6005
"ENSMUSG00000094928"	2.16422	2.58569	2.26141	2.05364
"ENSMUSG00000094929"	7.103145	6.36522	8.971165	8.679255
"ENSMUSG00000094932"	10.21642	10.326555	10.327595	10.23773
"ENSMUSG00000094935"	7.32432	7.78676	7.11437	7.38734
"ENSMUSG00000094936"	5.91866	6.29885333333333	6.18028333333333	6.05504333333333
"ENSMUSG00000094941"	3.28915	3.41125	4.8014	5.15883
"ENSMUSG00000094942"	2.51178	2.59342	2.27084	2.3732
"ENSMUSG00000094945"	4.12713	4.17661	4.12713	3.95844
"ENSMUSG00000094958"	2.68485	2.68725	2.76278	2.72592
"ENSMUSG00000094975"	4.05139	3.34536	6.18749	5.87362
"ENSMUSG00000094989"	13.17477	13.15121	12.97347	13.02911
"ENSMUSG00000095017"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000095022"	5.09306	4.66805	5.83022	6.06355
"ENSMUSG00000095024"	9.44421	8.3481	11.63621	11.13196
"ENSMUSG00000095026"	3.81191	3.91501	4.20463	4.5886
"ENSMUSG00000095028"	9.40332	6.46766	6.22626	4.71329
"ENSMUSG00000095041"	9.26979875	8.98697625	9.08230875	8.9315325
"ENSMUSG00000095042"	13.0858075	13.1927225	13.3512875	13.4891125
"ENSMUSG00000095048"	3.17402	3.170175	3.65302	3.31827
"ENSMUSG00000095056"	9.44421	8.3481	11.63621	11.13196
"ENSMUSG00000095071"	3.90819	3.99593	4.03587	3.97139
"ENSMUSG00000095074"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000095078"	8.59872	8.77989	9.05772	8.73808
"ENSMUSG00000095079"	7.71136	4.18246666666667	4.91657666666667	5.69864666666667
"ENSMUSG00000095082"	3.28915	3.41125	4.8014	5.15883
"ENSMUSG00000095089"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095098"	8.40333	8.34059	9.53178	9.36312
"ENSMUSG00000095101"	3.59244	3.73173	3.82606	3.49653
"ENSMUSG00000095105"	3.12546	3.03137	3.15189333333333	3.36070333333333
"ENSMUSG00000095110"	3.18544	2.55949	2.13596	2.22153
"ENSMUSG00000095111"	7.02336	7.03347	7.61408	7.03347
"ENSMUSG00000095115"	10.91686	10.16066	10.39687	10.46962
"ENSMUSG00000095118"	11.8146633333333	11.6829666666667	12.0484633333333	11.9188066666667
"ENSMUSG00000095127"	2.87836	2.7411	2.68387	2.63006
"ENSMUSG00000095134"	4.79777	4.18933	4.05617	3.88065
"ENSMUSG00000095137"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000095139"	3.11935	3.082545	3.44917	2.993685
"ENSMUSG00000095143"	2.34693	2.35581	2.22873	2.33639
"ENSMUSG00000095152"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095159"	10.83804	11.53938	10.93919	11.23239
"ENSMUSG00000095168"	13.52433	13.62967	13.85493	13.83434
"ENSMUSG00000095180"	3.22128	3.31289	3.39293	3.11532
"ENSMUSG00000095190"	2.25938	2.49161	2.78334	2.89337
"ENSMUSG00000095195"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000095201"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095202"	12.47044	12.24496	12.4503	12.52093
"ENSMUSG00000095207"	3.2874	3.42795	3.34803	3.30874
"ENSMUSG00000095217"	12.60383	12.78885	11.52222	11.90954
"ENSMUSG00000095221"	4.55023	4.59991	4.87951	5.11668
"ENSMUSG00000095226"	2.43802	2.29539	2.68931	2.64796
"ENSMUSG00000095229"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000095247"	7.911815	9.01673	9.490805	9.79986
"ENSMUSG00000095251"	3.30651	3.35628	3.91434	3.62471
"ENSMUSG00000095253"	7.18336	7.41589	7.22615	7.18426
"ENSMUSG00000095258"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000095264"	2.54858	2.3588	2.37068	2.72636
"ENSMUSG00000095270"	3.75284	3.77727	3.31356	3.75302
"ENSMUSG00000095275"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095288"	13.197005	13.119595	13.06573	13.034285
"ENSMUSG00000095293"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095295"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000095296"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000095298"	7.82348	8.79638	3.57061	3.40715
"ENSMUSG00000095299"	13.19923	13.21529	12.9997	12.98415
"ENSMUSG00000095304"	7.960485	6.716545	7.20323	7.29445
"ENSMUSG00000095309"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095320"	5.00927	4.93354	5.27184	4.60188
"ENSMUSG00000095321"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095325"	6.49063	7.08959	7.18709	6.95477
"ENSMUSG00000095341"	3.17402	3.170175	3.65302	3.31827
"ENSMUSG00000095348"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000095356"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095358"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095360"	9.44421	8.3481	11.63621	11.13196
"ENSMUSG00000095362"	10.21642	10.326555	10.327595	10.23773
"ENSMUSG00000095363"	2.25938	2.49161	2.78334	2.89337
"ENSMUSG00000095365"	2.01143	2.18296	2.09281	2.44427
"ENSMUSG00000095368"	4.60828	4.4569	6.20213	6.14064
"ENSMUSG00000095383"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095384"	2.43802	2.29539	2.68931	2.64796
"ENSMUSG00000095385"	3.63134	3.03432	3.46601	3.98
"ENSMUSG00000095388"	2.34693	2.35581	2.22873	2.33639
"ENSMUSG00000095392"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095403"	8.35057	8.518555	8.805495	8.6520925
"ENSMUSG00000095406"	12.70029	12.77723	12.56288	12.39082
"ENSMUSG00000095407"	2.36325	2.543865	2.407055	2.537275
"ENSMUSG00000095409"	2.53608	2.93414	2.67464	2.78391
"ENSMUSG00000095413"	3.30664	3.09799	3.3855	3.16613
"ENSMUSG00000095419"	12.37813	12.01986	12.031415	12.32036
"ENSMUSG00000095423"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095427"	12.8451566666667	12.8583933333333	12.73149	12.6007033333333
"ENSMUSG00000095432"	5.98563	6.54669	6.67846	6.52559
"ENSMUSG00000095445"	3.30664	3.09799	3.3855	3.16613
"ENSMUSG00000095456"	9.88206	9.96626	9.18566	9.12506
"ENSMUSG00000095463"	9.804935	10.1626	11.480995	11.12682
"ENSMUSG00000095469"	2.44532	2.46918	2.82687	2.79989
"ENSMUSG00000095474"	4.65298	4.86095	5.75407	5.24276
"ENSMUSG00000095475"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000095478"	12.650045	12.67091	12.85122	12.888335
"ENSMUSG00000095493"	4.63175	4.84361	4.69076	4.54167
"ENSMUSG00000095494"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095498"	3.29949	3.32831	3.29949	3.68067
"ENSMUSG00000095499"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000095503"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000095505"	2.3173	2.14377	4.01626	3.34526
"ENSMUSG00000095507"	3.05278	3.11696	3.14738	2.88909
"ENSMUSG00000095514"	2.67441	2.40136	2.65903	2.17998
"ENSMUSG00000095518"	4.35424	4.26005	6.75591	6.70688
"ENSMUSG00000095523"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000095526"	13.2247	13.11177	13.10209	12.99309
"ENSMUSG00000095528"	2.43802	2.29539	2.68931	2.64796
"ENSMUSG00000095533"	4.60828	4.4569	6.20213	6.14064
"ENSMUSG00000095538"	6.246465	6.287935	6.01544	6.09174
"ENSMUSG00000095543"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095545"	8.17766	8.44533	7.29361	7.66879
"ENSMUSG00000095546"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095550"	3.26350666666667	3.38302666666667	4.37996333333333	4.14033333333333
"ENSMUSG00000095552"	4.44273	4.653805	5.091865	4.760055
"ENSMUSG00000095557"	4.26353	4.2029	4.31045	4.25082
"ENSMUSG00000095558"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000095562"	10.59918	9.85235	10.51545	9.92899
"ENSMUSG00000095567"	8.51264	8.52318	8.39002	7.66565
"ENSMUSG00000095577"	4.03213	4.40379	5.01713	4.406
"ENSMUSG00000095585"	7.82348	8.79638	3.57061	3.40715
"ENSMUSG00000095588"	12.47039	12.5005	12.73807	12.74536
"ENSMUSG00000095595"	7.016455	7.322795	6.571305	7.033815
"ENSMUSG00000095597"	12.504815	12.409745	12.221525	12.19545
"ENSMUSG00000095614"	12.0306	11.2085	12.00607	11.93103
"ENSMUSG00000095619"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095620"	3.90502	3.63892	4.55303	4.82906
"ENSMUSG00000095621"	3.28915	3.41125	4.8014	5.15883
"ENSMUSG00000095623"	9.88206	9.96626	9.18566	9.12506
"ENSMUSG00000095637"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000095648"	10.21642	10.326555	10.327595	10.23773
"ENSMUSG00000095653"	3.90819	3.99593	4.03587	3.97139
"ENSMUSG00000095655"	3.30664	3.09799	3.3855	3.16613
"ENSMUSG00000095662"	3.30664	3.09799	3.3855	3.16613
"ENSMUSG00000095666"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000095670"	2.68485	3.00158	2.88049	3.07735
"ENSMUSG00000095675"	5.00927	4.93354	5.27184	4.60188
"ENSMUSG00000095677"	12.24787	12.10772	11.20838	11.58428
"ENSMUSG00000095681"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000095683"	2.25938	2.49161	2.78334	2.89337
"ENSMUSG00000095687"	11.703965	11.328005	11.74303	11.61671
"ENSMUSG00000095689"	2.84691	2.75872	2.68359	2.66862
"ENSMUSG00000095690"	12.02371	11.96317	12.01851	12.0251
"ENSMUSG00000095692"	11.22075	11.137315	11.46208	11.393105
"ENSMUSG00000095704"	3.339425	3.50773	3.870625	3.03092
"ENSMUSG00000095710"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000095716"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000095728"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000095754"	2.54858	2.3588	2.37068	2.72636
"ENSMUSG00000095755"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000095763"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000095766"	5.6887	5.56891	6.08317	5.66445
"ENSMUSG00000095770"	2.54858	2.3588	2.37068	2.72636
"ENSMUSG00000095771"	6.87086	3.47701	2.7809	2.903
"ENSMUSG00000095779"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000095788"	9.40332	6.46766	6.22626	4.71329
"ENSMUSG00000095789"	5.18119	5.95856	5.93537	5.66844
"ENSMUSG00000095798"	3.8536	4.29792	4.19213	4.21971
"ENSMUSG00000095799"	2.74436	2.62591	3.68008	3.78656
"ENSMUSG00000095802"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095812"	11.212475	10.805475	11.379685	11.230425
"ENSMUSG00000095814"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000095821"	2.14111	2.12313	1.9257	2.22563
"ENSMUSG00000095824"	8.42472	8.54109	8.83726	8.64179
"ENSMUSG00000095829"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000095847"	13.17477	13.15121	12.97347	13.02911
"ENSMUSG00000095852"	2.37837	2.36552	2.69783	2.67261
"ENSMUSG00000095865"	9.11122	8.057665	8.74531	8.611305
"ENSMUSG00000095869"	8.82142	8.5051	9.87944	9.41708
"ENSMUSG00000095872"	3.28915	3.41125	4.8014	5.15883
"ENSMUSG00000095887"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095890"	4.05139	3.34536	6.18749	5.87362
"ENSMUSG00000095899"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095906"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000095912"	8.947965	7.856905	11.27188	10.691235
"ENSMUSG00000095914"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000095918"	2.2704	2.23506	2.6118	2.57685
"ENSMUSG00000095930"	6.97693	7.21458	7.68217	7.74965
"ENSMUSG00000095932"	2.08736	2.01561	1.75485	2.11208
"ENSMUSG00000095934"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000095935"	3.17402	3.170175	3.65302	3.31827
"ENSMUSG00000095937"	13.0858075	13.1927225	13.3512875	13.4891125
"ENSMUSG00000095940"	12.68469	12.72202	12.49284	12.37341
"ENSMUSG00000095948"	2.37837	2.36552	2.69783	2.67261
"ENSMUSG00000095954"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000095955"	11.356225	11.43763	10.89429	11.0583
"ENSMUSG00000095956"	3.37228	3.21176	3.56048	3.22153
"ENSMUSG00000095962"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095973"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000095975"	3.296165	3.362125	3.442655	3.54472
"ENSMUSG00000095976"	2.25938	2.49161	2.78334	2.89337
"ENSMUSG00000095990"	8.75305	8.79241	9.04041	8.8607
"ENSMUSG00000095992"	2.92739	3.21454	3.1616	3.24879
"ENSMUSG00000095996"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000096001"	5.3897	4.80638	5.03721	4.91016
"ENSMUSG00000096003"	7.55267	6.69871666666667	9.61662666666667	9.20300666666667
"ENSMUSG00000096006"	11.1179025	10.69151	11.2215575	11.0951275
"ENSMUSG00000096014"	3.368245	3.337875	3.442095	3.6247
"ENSMUSG00000096039"	5.40143	4.7155	7.66663	7.40884
"ENSMUSG00000096044"	3.03768	3.40952	4.36571	4.31776
"ENSMUSG00000096045"	3.26350666666667	3.38302666666667	4.37996333333333	4.14033333333333
"ENSMUSG00000096051"	2.88593	2.83268	2.68847	2.88593
"ENSMUSG00000096054"	5.92777666666667	6.05101333333333	7.08459	6.68974333333333
"ENSMUSG00000096055"	2.84691	2.75872	2.68359	2.66862
"ENSMUSG00000096056"	5.957035	6.17391	6.445895	6.26088
"ENSMUSG00000096065"	10.96374	10.48998	11.1631	11.04939
"ENSMUSG00000096066"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000096071"	2.94852	2.55573	3.96869	3.81352
"ENSMUSG00000096105"	3.9888	4.54153	5.58807	5.4359
"ENSMUSG00000096135"	13.29088	13.35123	13.26216	13.27206
"ENSMUSG00000096137"	2.437635	2.996285	4.904115	4.89519
"ENSMUSG00000096139"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000096140"	5.36169	3.9888	3.58153	3.62829
"ENSMUSG00000096141"	4.3349	4.144125	3.864775	4.05877
"ENSMUSG00000096145"	10.33502	10.51502	9.64412	9.78867
"ENSMUSG00000096146"	4.160345	4.4135	5.051615	4.48177
"ENSMUSG00000096153"	3.18544	2.55949	2.13596	2.22153
"ENSMUSG00000096154"	2.53608	2.93414	2.67464	2.78391
"ENSMUSG00000096156"	12.29426	12.123205	12.120665	12.13832
"ENSMUSG00000096160"	9.90778	9.94365	9.88549	9.8622
"ENSMUSG00000096171"	13.52433	13.62967	13.85493	13.83434
"ENSMUSG00000096173"	12.302515	12.081745	12.183575	12.110485
"ENSMUSG00000096175"	3.595665	3.557075	3.6524	3.659325
"ENSMUSG00000096177"	12.974415	13.010335	12.81441	12.69784
"ENSMUSG00000096180"	4.74021	4.08823	5.65755	5.69351
"ENSMUSG00000096188"	9.57103	9.87557	11.00133	10.98141
"ENSMUSG00000096194"	2.37867	2.46629	3.26474	2.53496
"ENSMUSG00000096199"	8.7383	8.823125	8.617775	9.05006
"ENSMUSG00000096210"	10.061265	10.337725	10.79884	10.588545
"ENSMUSG00000096215"	2.45647	2.36285	2.7254	2.23641
"ENSMUSG00000096218"	2.44532	2.46918	2.82687	2.79989
"ENSMUSG00000096221"	4.71142	4.75941	4.45396	4.47762
"ENSMUSG00000096225"	7.11251	4.64022	9.08768	8.95676
"ENSMUSG00000096230"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000096232"	8.97325666666667	9.07338	9.85668	9.96198666666667
"ENSMUSG00000096236"	2.56875	2.53808	2.54184	2.5839
"ENSMUSG00000096237"	4.60193333333333	4.93589	5.44724	5.11653333333333
"ENSMUSG00000096244"	1.85626	2.01622	2.21628	2.03083
