"sWAT_M06(r1)"	"sWAT_M06(r2)"	"sWAT_M06(r3)"	"sWAT_M06(r4)"	"BAT_M06(r1)"	"BAT_M06(r2)"	"BAT_M06(r3)"	"BAT_M06(r4)"
"ENSMUSG00000094153"	10.31841	10.070305	9.04333	10.274205	9.451735	9.36813	9.465	9.867775
"ENSMUSG00000094155"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094157"	2.20915	2.66136	2.58894	2.69335	2.98853	2.79051	2.6171	2.94211
"ENSMUSG00000094162"	11.811	11.50007	11.11882	12.01058	5.40238	5.62761	5.78766	6.90957
"ENSMUSG00000094163"	4.19996	4.24741	4.48055	4.02647	4.31789	4.30117	4.02183	4.13084
"ENSMUSG00000094179"	8.87934	8.85536	9.81178	9.0858	7.7947	7.86056	8.04	8.28972
"ENSMUSG00000094189"	13.9284	14.00213	13.940665	14.025	13.490735	13.61117	13.63786	13.89692
"ENSMUSG00000094191"	13.5365	13.509315	13.61639	13.510305	12.962605	13.09953	13.176175	13.500405
"ENSMUSG00000094196"	3.04397	3.16433	3.23717	3.28156	3.73177	3.47634	3.38703	3.51831
"ENSMUSG00000094205"	4.62879	4.52363	4.08118	4.96918	2.52	2.48964	2.46927	2.45026
"ENSMUSG00000094206"	3.26051	3.68035	3.56432	3.11476	3.49219	3.4643	3.32949	3.47686
"ENSMUSG00000094208"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000094210"	4.56914	4.97187	5.00628	4.9687	5.38064	5.01376	5.11354	5.11099
"ENSMUSG00000094220"	2.80026	2.91245	2.8079	2.87729	2.90678	2.82782	2.80609	2.51699
"ENSMUSG00000094221"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000094230"	3.764995	3.77514	4.435225	3.9544	4.685575	4.33326	4.29103	4.18171
"ENSMUSG00000094237"	4.1516	4.09891	4.46699	4.1279	4.45761	4.1124	4.20016	4.21036
"ENSMUSG00000094238"	13.34218	13.49304	13.56806	13.58081	12.60147	12.77279	12.76801	13.30186
"ENSMUSG00000094242"	11.15755	11.11722	11.0967	11.07972	11.2407	11.67208	11.37339	11.56467
"ENSMUSG00000094256"	12.9717	12.69367	13.19052	12.92184	11.42282	11.75059	11.68364	12.19085
"ENSMUSG00000094257"	11.31315	11.57203	11.7548	11.18447	11.53482	11.52031	11.75357	11.80931
"ENSMUSG00000094258"	8.6077	8.61671	8.62232	8.33819	7.04274	7.25079	8.72113	8.32405
"ENSMUSG00000094259"	8.51192	8.06595	8.84863	8.12645	8.32159	8.09538	8.39382	8.22199
"ENSMUSG00000094263"	8.87934	8.85536	9.81178	9.0858	7.7947	7.86056	8.04	8.28972
"ENSMUSG00000094271"	3.96558	4.20456	3.84639	3.97231	4.51419	4.20721	4.03735	4.20619
"ENSMUSG00000094273"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094284"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000094293"	5.81984666666667	6.31128	5.89906666666667	5.92154666666667	6.16961333333333	5.86438	5.76970666666667	5.90727
"ENSMUSG00000094305"	2.70246	2.9039	3.26057	3.22035	3.80465	3.44924	3.29681	3.36771
"ENSMUSG00000094307"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094309"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094311"	4.04201	4.09891	4.17174	3.86833	4.13141	4.23305	4.09468	4.26405
"ENSMUSG00000094320"	13.21765	13.37201	13.34913	13.14648	13.67494	13.5654	13.53254	13.53259
"ENSMUSG00000094326"	12.979475	12.615835	12.79616	12.85093	11.529775	11.87001	11.818825	12.24607
"ENSMUSG00000094334"	12.64282	12.99407	12.6578	12.5988	12.3496	12.81543	12.50992	12.15041
"ENSMUSG00000094335"	9.06851	8.93604	6.09712	8.6858	4.23128	4.9564	5.49063	4.48066
"ENSMUSG00000094336"	7.33618	7.23816	8.02761	8.03672	7.42301	6.84359	7.24054	7.43532
"ENSMUSG00000094337"	3.22562	3.68864	3.77032	3.53974	4.33137	3.55047	3.73431	3.82557
"ENSMUSG00000094338"	9.66072	10.68451	8.32294	9.98918	10.82806	10.44621	10.22574	9.71653
"ENSMUSG00000094344"	13.82149	13.7333	13.46444	13.95627	13.2431	13.40261	13.37916	13.68279
"ENSMUSG00000094352"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094361"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094365"	7.26082	6.62291666666667	5.9068	6.89286	6.39673666666667	6.37624	6.30524333333333	6.49086
"ENSMUSG00000094370"	6.89515	7.00012	7.11486333333333	6.73422333333333	6.02390666666667	6.09556666666667	6.91422666666667	6.6905
"ENSMUSG00000094372"	3.92656	3.86339	3.86602	3.88252	4.15882	4.1173	4.18905	4.47883
"ENSMUSG00000094378"	2.80043	2.32983	3.39752	2.32414	4.82896	3.44866	3.02219	2.58196
"ENSMUSG00000094388"	10.46898	10.55443	10.42581	10.30343	11.36902	11.34103	11.43523	11.82349
"ENSMUSG00000094391"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094392"	11.70697	10.996825	11.23304	11.377685	7.107815	7.860835	8.02279	9.37026
"ENSMUSG00000094410"	8.928864	8.970758	7.697106	9.00646	8.315342	8.28821	8.35467	8.239346
"ENSMUSG00000094423"	2.74401	2.50431	2.59757	2.65302	3.46397	3.08146	2.93641	2.64399
"ENSMUSG00000094424"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000094437"	9.0369	8.77337	9.01939	8.74511	8.91335	8.60717	8.96736	8.79325
"ENSMUSG00000094441"	6.72732	6.72382	6.76784	6.2848	5.77013	6.19927	6.75507	6.74784
"ENSMUSG00000094446"	12.8906	12.80054	11.9658125	12.9119925	11.63818	11.8091225	11.7730925	12.1410275
"ENSMUSG00000094447"	3.93375	3.6971	4.17174	3.89871	4.1654	3.939	3.593	3.67482
"ENSMUSG00000094463"	5.80581	5.54848	5.634695	5.82039	6.013915	5.978555	5.9754	6.122945
"ENSMUSG00000094474"	3.22562	3.68864	3.77032	3.53974	4.33137	3.55047	3.73431	3.82557
"ENSMUSG00000094475"	7.61488	8.43759	8.165925	8.07544	8.032715	8.21139	8.47502	8.92569
"ENSMUSG00000094483"	7.910546	7.502766	7.50526	7.692956	7.985852	7.546214	7.867144	7.656482
"ENSMUSG00000094497"	12.8906	12.80054	11.9658125	12.9119925	11.63818	11.8091225	11.7730925	12.1410275
"ENSMUSG00000094511"	3.21462	3.20061	3.7072	3.00395	3.38866	3.2483	3.13465	3.19064
"ENSMUSG00000094517"	8.67425	8.42204	7.85416	8.8767	8.29801	8.07538	8.26616	8.26703
"ENSMUSG00000094518"	12.110845	11.930565	11.039175	11.98964	11.062785	11.249295	11.287725	11.302925
"ENSMUSG00000094519"	8.67425	8.42204	7.85416	8.8767	8.29801	8.07538	8.26616	8.26703
"ENSMUSG00000094530"	12.1132033333333	12.2533933333333	12.35026	12.2408766666667	12.3284733333333	12.5856266666667	12.4812166666667	12.32623
"ENSMUSG00000094544"	8.67425	8.42204	7.85416	8.8767	8.29801	8.07538	8.26616	8.26703
"ENSMUSG00000094553"	2.32686	2.45198	2.58162	2.21656	2.31925	2.17836	2.37762	2.48588
"ENSMUSG00000094557"	13.45238	13.34738	13.17922	13.406	12.40322	12.50441	12.5427	13.04778
"ENSMUSG00000094558"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094559"	2.84372	3.14268	3.03334	3.08595	3.04986	3.04986	3.06638	3.01377
"ENSMUSG00000094560"	2.99782	2.40816	3.65909	2.8849	3.59102	2.68652	2.69729	2.86344
"ENSMUSG00000094568"	8.05579	7.93596	7.68736	8.03997	7.23873	7.15965	7.38431	7.29385
"ENSMUSG00000094569"	6.39402	6.37628	4.87272	6.44542	5.59168	5.24157	5.30147	5.1918
"ENSMUSG00000094574"	8.51192	8.06595	8.84863	8.12645	8.32159	8.09538	8.39382	8.22199
"ENSMUSG00000094576"	5.81984666666667	6.31128	5.89906666666667	5.92154666666667	6.16961333333333	5.86438	5.76970666666667	5.90727
"ENSMUSG00000094578"	3.04397	3.32859	3.35846	3.37177	3.71128	3.47993	3.31454	3.44273
"ENSMUSG00000094584"	2.84623	3.00036	3.1673	3.02326	3.46838	3.6357	3.37512	3.17126
"ENSMUSG00000094586"	2.42781	2.62419	2.31629	2.41633	2.69621	2.66231	2.41463	2.59372
"ENSMUSG00000094590"	2.45712	2.42674	2.23425	2.31129	2.57958	2.25557	2.76969	2.31201
"ENSMUSG00000094594"	8.99846	8.45921	8.46478	9.01395	8.24603	8.13883	8.26188	8.38759
"ENSMUSG00000094595"	4.61123	4.343	4.49241	4.042295	4.09563	3.939505	3.98181	4.14844
"ENSMUSG00000094596"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094601"	4.40844	3.86604	4.98224	4.68784	6.00831	4.82219	5.00611	4.81372
"ENSMUSG00000094614"	9.630895	9.1096	9.05682	10.07519	8.359675	8.304195	8.71301	8.396045
"ENSMUSG00000094615"	7.65541	7.44583	8.39768	7.12859	9.35519	9.14148	9.34442	7.95404
"ENSMUSG00000094618"	3.96558	4.20456	3.84639	3.97231	4.51419	4.20721	4.03735	4.20619
"ENSMUSG00000094620"	3.08307	3.30698	3.88383	3.45488	4.03813	4.21993	3.88383	3.66603
"ENSMUSG00000094626"	5.33582	5.46595	5.83365	5.69433	5.97427	5.86727	5.70467	5.79425
"ENSMUSG00000094627"	11.88826	11.52518	11.94954	11.69641	9.73828	10.46792	10.09722	9.72621
"ENSMUSG00000094628"	6.89515	7.00012	7.11486333333333	6.73422333333333	6.02390666666667	6.09556666666667	6.91422666666667	6.6905
"ENSMUSG00000094634"	8.3993	8.36153	8.330395	8.042375	6.66497	6.818935	8.32649	8.01231
"ENSMUSG00000094635"	2.71953	2.90459	2.91285	2.51836	2.83466	2.69638	2.77919	3.07518
"ENSMUSG00000094648"	3.96558	4.20456	3.84639	3.97231	4.51419	4.20721	4.03735	4.20619
"ENSMUSG00000094651"	5.67611	6.00059	5.58629	6.06752	5.58272	5.63344	5.49051	5.53577
"ENSMUSG00000094658"	3.21462	3.20061	3.7072	3.00395	3.38866	3.2483	3.13465	3.19064
"ENSMUSG00000094661"	11.811	11.50007	11.11882	12.01058	5.40238	5.62761	5.78766	6.90957
"ENSMUSG00000094662"	2.6307	2.40782	2.7591	2.58132	2.82854	2.74086	2.90946	2.68915
"ENSMUSG00000094664"	13.45238	13.34738	13.17922	13.406	12.40322	12.50441	12.5427	13.04778
"ENSMUSG00000094672"	4.53633	4.92282	4.76772	4.32202	4.98098	4.7499	4.66039	4.98963
"ENSMUSG00000094682"	3.99108	3.88532	4.26521	4.03913	4.18754	4.33233	4.01212	3.87611
"ENSMUSG00000094683"	7.056275	6.677625	5.44144	6.49964	6.547685	6.64846	6.876585	7.231955
"ENSMUSG00000094685"	9.39267	9.52639	9.79018	9.41435	9.81666	9.91154	9.83693	9.60722
"ENSMUSG00000094686"	11.25505	11.53312	8.31843	11.6399	5.71929	7.19843	7.29123	6.77576
"ENSMUSG00000094690"	5.60153	5.55184	6.14285	6.08604	6.7964	6.20576	6.13546	6.08468
"ENSMUSG00000094698"	2.74401	2.50431	2.59757	2.65302	3.46397	3.08146	2.93641	2.64399
"ENSMUSG00000094706"	3.04397	3.32859	3.35846	3.37177	3.71128	3.47993	3.31454	3.44273
"ENSMUSG00000094708"	11.2423325	11.3856725	8.3724425	11.6902225	12.9906	13.007515	12.75912	11.9804125
"ENSMUSG00000094714"	2.74401	2.50431	2.59757	2.65302	3.46397	3.08146	2.93641	2.64399
"ENSMUSG00000094722"	3.22562	3.68864	3.77032	3.53974	4.33137	3.55047	3.73431	3.82557
"ENSMUSG00000094724"	11.851685	11.52278	11.846005	11.587895	11.53872	11.416675	11.41869	11.42309
"ENSMUSG00000094727"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094735"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000094736"	3.75624	3.84897	3.83958	3.72279	3.91817	3.77476	3.73502	3.87496
"ENSMUSG00000094737"	11.15755	11.11722	11.0967	11.07972	11.2407	11.67208	11.37339	11.56467
"ENSMUSG00000094741"	2.99782	2.40816	3.65909	2.8849	3.59102	2.68652	2.69729	2.86344
"ENSMUSG00000094772"	12.75984	12.675865	11.39189	12.793425	11.50993	11.679245	11.64535	12.041375
"ENSMUSG00000094775"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000094777"	12.32754	11.74066	7.64457	12.35449	7.29093	7.1187	8.1322	9.51983
"ENSMUSG00000094784"	4.29339	4.17303	5.30706	4.35317	5.358	4.74123	4.11824	4.5256
"ENSMUSG00000094791"	2.91085	2.77553	4.35108	2.35902	3.17548	2.74074	2.60358	2.93326
"ENSMUSG00000094793"	9.19438	12.67134	10.45687	9.2557	5.65095	7.30865	7.14808	6.67108
"ENSMUSG00000094796"	5.49607	4.53463	4.81682	5.62166	3.19829	3.02499	3.1202	3.67034
"ENSMUSG00000094797"	8.99241	8.54589	5.41786	7.9628	4.69928	5.07272	4.80105	4.05178
"ENSMUSG00000094800"	6.81585	6.603575	7.37805	6.69095	6.01986	6.190445	7.08547	7.497285
"ENSMUSG00000094804"	4.29339	4.17303	5.30706	4.35317	5.358	4.74123	4.11824	4.5256
"ENSMUSG00000094806"	2.54208	2.80018	3.04683	3.0175	3.03172	2.93063	2.84585	2.99806
"ENSMUSG00000094808"	4.51069	4.39553	5.0544	4.69805	4.56926	4.65075	4.39564	4.71004
"ENSMUSG00000094811"	8.6077	8.61671	8.62232	8.33819	7.04274	7.25079	8.72113	8.32405
"ENSMUSG00000094814"	2.639	3.13467	2.93986	3.14878	3.0802	3.10907	3.19836	3.25198
"ENSMUSG00000094815"	8.04517	7.81274	8.70041	8.23628	6.4781	7.21138	7.26617	6.06786
"ENSMUSG00000094817"	3.90068	3.739905	3.903395	3.716915	4.011365	3.73257	3.86392	3.878725
"ENSMUSG00000094825"	6.89515	7.00012	7.11486333333333	6.73422333333333	6.02390666666667	6.09556666666667	6.91422666666667	6.6905
"ENSMUSG00000094836"	2.91085	2.77553	4.35108	2.35902	3.17548	2.74074	2.60358	2.93326
"ENSMUSG00000094843"	8.17369	7.91365	7.79651	7.60297	8.5081	8.6077	8.87927	8.18484
"ENSMUSG00000094860"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094865"	12.57519	12.77932	12.89857	12.93436	12.21297	12.29394	12.3272	12.58225
"ENSMUSG00000094868"	4.08719	4.42955	4.02915	4.10348	4.27141	4.47613	4.24825	4.1395
"ENSMUSG00000094870"	9.51546	9.22912	9.89946	9.0671	9.19818	8.79862	9.06198	8.76532
"ENSMUSG00000094876"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000094880"	2.45712	2.42674	2.23425	2.31129	2.57958	2.25557	2.76969	2.31201
"ENSMUSG00000094885"	2.80043	2.32983	3.39752	2.32414	4.82896	3.44866	3.02219	2.58196
"ENSMUSG00000094887"	2.91085	2.77553	4.35108	2.35902	3.17548	2.74074	2.60358	2.93326
"ENSMUSG00000094904"	4.03913	3.98891	4.07938	4.06334	4.28006	4.21845	4.23892	4.39482
"ENSMUSG00000094905"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000094910"	6.25801	5.28245	6.13183	5.11679	4.93537	4.72812	4.47082	4.43266
"ENSMUSG00000094928"	3.93033	4.10081	4.38162	3.73942	4.37863	4.14511	3.73323	4.20043
"ENSMUSG00000094929"	6.247275	6.447005	6.65306	6.228055	5.89226	5.94981	6.405415	6.185465
"ENSMUSG00000094932"	7.61488	8.43759	8.165925	8.07544	8.032715	8.21139	8.47502	8.92569
"ENSMUSG00000094935"	5.34404	5.48231	4.9647	5.53985	6.0919	5.67463	5.93507	5.65091
"ENSMUSG00000094936"	6.53037	6.36717	6.41775	6.67022	6.12838	6.60951	6.32367666666667	5.79168333333333
"ENSMUSG00000094941"	2.80043	2.32983	3.39752	2.32414	4.82896	3.44866	3.02219	2.58196
"ENSMUSG00000094942"	2.74483	2.55095	2.76728	2.24783	2.65011	2.31736	2.331	2.25515
"ENSMUSG00000094945"	3.31271	3.42221	3.75384	3.35648	3.49781	3.54048	3.6816	3.55558
"ENSMUSG00000094958"	3.76103	3.72153	4.00554	3.87568	4.12994	4.00156	4.15156	4.09891
"ENSMUSG00000094975"	2.74401	2.50431	2.59757	2.65302	3.46397	3.08146	2.93641	2.64399
"ENSMUSG00000094989"	13.51953	13.62463	13.45228	13.5092	12.95323	13.06779	13.10138	13.46384
"ENSMUSG00000095017"	13.34218	13.49304	13.56806	13.58081	12.60147	12.77279	12.76801	13.30186
"ENSMUSG00000095022"	4.7437	4.89643	5.41	5.12408	5.68366	5.50434	5.07171	5.36287
"ENSMUSG00000095024"	8.6077	8.61671	8.62232	8.33819	7.04274	7.25079	8.72113	8.32405
"ENSMUSG00000095026"	3.96391	4.42873	4.57477	4.02369	5.03737	4.74622	4.69318	4.70541
"ENSMUSG00000095028"	8.43881	7.02184	9.14766	9.44631	5.18408	6.0886	5.53426	7.91386
"ENSMUSG00000095041"	7.24721875	8.8755675	7.89424125	8.59909	7.64421125	8.1768625	8.1540225	7.62491125
"ENSMUSG00000095042"	11.2423325	11.3856725	8.3724425	11.6902225	12.9906	13.007515	12.75912	11.9804125
"ENSMUSG00000095048"	4.4185	4.702755	4.87369	4.532675	5.032425	4.842315	4.911355	4.968815
"ENSMUSG00000095056"	8.6077	8.61671	8.62232	8.33819	7.04274	7.25079	8.72113	8.32405
"ENSMUSG00000095071"	4.21184	4.19271	4.46101	4.26961	4.4213	3.94728	3.93053	3.90425
"ENSMUSG00000095074"	3.22562	3.68864	3.77032	3.53974	4.33137	3.55047	3.73431	3.82557
"ENSMUSG00000095078"	7.67967	7.20607	8.07171	7.72127	9.08722	9.33556	8.77399	8.5471
"ENSMUSG00000095079"	10.6629666666667	12.8750133333333	10.6670333333333	13.0950266666667	11.6072866666667	11.9112833333333	11.72167	10.6071666666667
"ENSMUSG00000095082"	2.80043	2.32983	3.39752	2.32414	4.82896	3.44866	3.02219	2.58196
"ENSMUSG00000095089"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095098"	5.73188	6.56126	5.79774	6.63391	6.49387	5.98655	6.31927	6.37809
"ENSMUSG00000095101"	3.96558	4.20456	3.84639	3.97231	4.51419	4.20721	4.03735	4.20619
"ENSMUSG00000095105"	4.71958	4.55194666666667	5.22851	4.61872666666667	4.17534333333333	4.13437333333333	3.95806666666667	4.01255666666667
"ENSMUSG00000095110"	2.11044	2.08992	2.35768	2.04417	2.37713	2.18207	2.33573	2.04475
"ENSMUSG00000095111"	8.04517	7.81274	8.70041	8.23628	6.4781	7.21138	7.26617	6.06786
"ENSMUSG00000095115"	8.51747	9.21685	9.02062	9.01201	7.95576	8.03111	8.1007	8.88885
"ENSMUSG00000095118"	11.10598	10.5597133333333	10.3727633333333	10.87098	10.08207	10.49492	9.65281666666667	10.03379
"ENSMUSG00000095127"	3.38866	3.2419	4.34656	3.46013	3.53997	3.20711	3.32478	3.21423
"ENSMUSG00000095134"	3.12628	3.12342	3.30064	3.70035	3.78049	3.39308	3.83814	3.77547
"ENSMUSG00000095137"	13.34218	13.49304	13.56806	13.58081	12.60147	12.77279	12.76801	13.30186
"ENSMUSG00000095139"	4.16766	4.35795	4.45699	4.10694	4.583695	4.436435	4.30347	4.41223
"ENSMUSG00000095143"	2.99465	3.29696	3.58192	3.3989	3.71526	3.67744	2.99978	3.23269
"ENSMUSG00000095152"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095159"	10.52118	10.11135	7.75971	10.46141	10.52488	10.43075	10.19123	9.41867
"ENSMUSG00000095168"	12.40121	12.1536	10.14786	12.20608	13.23039	13.25636	12.98893	12.20474
"ENSMUSG00000095180"	4.71902	4.8486	4.75116	5.00065	5.26288	4.99988	4.6912	4.88105
"ENSMUSG00000095190"	3.99108	3.88532	4.26521	4.03913	4.18754	4.33233	4.01212	3.87611
"ENSMUSG00000095195"	6.89515	7.00012	7.11486333333333	6.73422333333333	6.02390666666667	6.09556666666667	6.91422666666667	6.6905
"ENSMUSG00000095201"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000095202"	12.64282	12.99407	12.6578	12.5988	12.3496	12.81543	12.50992	12.15041
"ENSMUSG00000095207"	5.36571	5.83639	5.47944	5.58636	5.62782	5.30558	5.31208	5.55298
"ENSMUSG00000095217"	9.66072	10.68451	8.32294	9.98918	10.82806	10.44621	10.22574	9.71653
"ENSMUSG00000095221"	4.09895	4.18013	4.70792	4.39384	4.20227	4.00507	3.97359	4.22479
"ENSMUSG00000095226"	2.41156	2.82519	3.14262	2.54261	3.67439	2.58086	2.72224	2.9929
"ENSMUSG00000095229"	3.42212	3.8922	6.41552	4.49632	6.04809	4.48522	4.77107	4.39482
"ENSMUSG00000095247"	6.17506	6.24673	6.200325	6.122635	7.04108	6.878615	6.99246	7.318975
"ENSMUSG00000095251"	4.19996	4.24741	4.48055	4.02647	4.31789	4.30117	4.02183	4.13084
"ENSMUSG00000095253"	6.47026	6.13165	7.40561	5.44627	4.2932	4.40862	5.39252	4.98149
"ENSMUSG00000095258"	5.81984666666667	6.31128	5.89906666666667	5.92154666666667	6.16961333333333	5.86438	5.76970666666667	5.90727
"ENSMUSG00000095264"	4.40844	3.86604	4.98224	4.68784	6.00831	4.82219	5.00611	4.81372
"ENSMUSG00000095270"	4.20267	4.3194	4.28032	4.3867	5.04993	4.9586	4.6384	4.85399
"ENSMUSG00000095275"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000095288"	13.675475	13.75346	13.813045	13.87055	13.26163	13.43116	13.43091	13.7353
"ENSMUSG00000095293"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095295"	6.89515	7.00012	7.11486333333333	6.73422333333333	6.02390666666667	6.09556666666667	6.91422666666667	6.6905
"ENSMUSG00000095296"	4.62879	4.52363	4.08118	4.96918	2.52	2.48964	2.46927	2.45026
"ENSMUSG00000095298"	11.811	11.50007	11.11882	12.01058	5.40238	5.62761	5.78766	6.90957
"ENSMUSG00000095299"	13.06745	13.06421	12.68946	13.01766	12.24099	12.52168	12.44913	12.85645
"ENSMUSG00000095304"	6.81585	6.603575	7.37805	6.69095	6.01986	6.190445	7.08547	7.497285
"ENSMUSG00000095309"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000095320"	11.25505	11.53312	8.31843	11.6399	5.71929	7.19843	7.29123	6.77576
"ENSMUSG00000095321"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095325"	4.46611	4.28804	4.94863	4.21951	4.02192	4.16401	4.58307	4.7773
"ENSMUSG00000095341"	4.4185	4.702755	4.87369	4.532675	5.032425	4.842315	4.911355	4.968815
"ENSMUSG00000095348"	5.81984666666667	6.31128	5.89906666666667	5.92154666666667	6.16961333333333	5.86438	5.76970666666667	5.90727
"ENSMUSG00000095356"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095358"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000095360"	8.6077	8.61671	8.62232	8.33819	7.04274	7.25079	8.72113	8.32405
"ENSMUSG00000095362"	7.61488	8.43759	8.165925	8.07544	8.032715	8.21139	8.47502	8.92569
"ENSMUSG00000095363"	3.99108	3.88532	4.26521	4.03913	4.18754	4.33233	4.01212	3.87611
"ENSMUSG00000095365"	2.49222	2.63323	2.41916	2.20066	2.26516	2.26516	2.44102	2.47246
"ENSMUSG00000095368"	3.04397	3.32859	3.35846	3.37177	3.71128	3.47993	3.31454	3.44273
"ENSMUSG00000095383"	4.20241	4.35789	4.95341	4.58414	5.52512	4.89425	4.85782	4.99082
"ENSMUSG00000095384"	2.41156	2.82519	3.14262	2.54261	3.67439	2.58086	2.72224	2.9929
"ENSMUSG00000095385"	4.64956	5.29051	6.31764	5.10077	5.22089	5.51884	5.37683	6.1282
"ENSMUSG00000095388"	2.99465	3.29696	3.58192	3.3989	3.71526	3.67744	2.99978	3.23269
"ENSMUSG00000095392"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095403"	7.44422	6.815975	7.140285	7.96909	7.5354775	7.4366275	7.66681	7.5471625
"ENSMUSG00000095406"	13.29606	13.27246	12.30227	13.31253	13.25808	13.24954	13.32919	13.2657
"ENSMUSG00000095407"	3.41437	3.692385	3.504045	3.652905	4.323815	4.22075	3.878555	4.031385
"ENSMUSG00000095409"	3.7958	3.62282	4.0001	3.95053	4.46346	4.10873	4.1212	3.99439
"ENSMUSG00000095413"	4.03913	3.98891	4.07938	4.06334	4.28006	4.21845	4.23892	4.39482
"ENSMUSG00000095419"	11.49965	12.1462	9.824515	11.86	11.45016	11.95896	11.55888	11.39334
"ENSMUSG00000095423"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095427"	13.2486933333333	13.2429033333333	11.6268633333333	13.3197066666667	13.2572533333333	13.2702666666667	13.2690933333333	13.2776066666667
"ENSMUSG00000095432"	7.5277	6.89466	7.43314	6.24674	5.25669	5.71979	5.39638	5.76879
"ENSMUSG00000095445"	4.03913	3.98891	4.07938	4.06334	4.28006	4.21845	4.23892	4.39482
"ENSMUSG00000095456"	8.60514	9.4165	7.86248	8.91709	8.85909	8.68185	8.69389	9.42842
"ENSMUSG00000095463"	7.68513	7.74478	7.689765	7.645925	9.74302	10.09543	9.67115	9.748035
"ENSMUSG00000095469"	2.45712	2.42674	2.23425	2.31129	2.57958	2.25557	2.76969	2.31201
"ENSMUSG00000095474"	3.08307	3.30698	3.88383	3.45488	4.03813	4.21993	3.88383	3.66603
"ENSMUSG00000095475"	2.99782	2.40816	3.65909	2.8849	3.59102	2.68652	2.69729	2.86344
"ENSMUSG00000095478"	11.087485	10.86518	10.636975	11.20836	11.187415	10.94847	11.30502	11.714695
"ENSMUSG00000095493"	4.17174	4.08503	4.61563	4.58253	4.93107	4.87642	4.95134	4.53262
"ENSMUSG00000095494"	2.622755	2.61891	3.284445	2.568565	3.785225	3.535105	3.194845	2.66319
"ENSMUSG00000095498"	4.56245	4.96172	5.12999	4.72846	5.3282	5.09782	4.72483	4.96925
"ENSMUSG00000095499"	13.34218	13.49304	13.56806	13.58081	12.60147	12.77279	12.76801	13.30186
"ENSMUSG00000095503"	2.99782	2.40816	3.65909	2.8849	3.59102	2.68652	2.69729	2.86344
"ENSMUSG00000095505"	2.91085	2.77553	4.35108	2.35902	3.17548	2.74074	2.60358	2.93326
"ENSMUSG00000095507"	6.21219	5.87795	5.90756	5.94587	6.00504	6.07251	5.97939	5.97954
