"BAT_M09(r1)"	"BAT_M09(r2)"	"BAT_M09(r3)"	"eWAT_M09(r1)"	"eWAT_M09(r2)"	"eWAT_M09(r3)"	"pvWAT_M09(r1)"	"pvWAT_M09(r2)"	"pvWAT_M09(r3)"	"iWAT_M09(r1)"	"iWAT_M09(r2)"	"iWAT_M09(r3)"
"ENSMUSG00000001029"	8.42337	8.44723	8.57955	8.5119	8.35824	8.60781	8.48041	8.65103	8.41909	8.62848	8.65479	9.03369
"ENSMUSG00000001034"	8.59358	8.55993	8.82467	9.05385	8.80935	8.92237	8.7454	8.53708	8.38206	8.96553	8.87619	9.01106
"ENSMUSG00000001036"	10.04436	9.81679	9.80775	9.94372	9.92991	10.18939	9.83451	9.76534	9.89352	9.8906	9.64263	9.55375
"ENSMUSG00000001039"	7.84862	7.84322	8.00289	8.21652	8.09375	7.91891	7.99069	7.71156	7.78568	7.83685	7.66938	7.79335
"ENSMUSG00000001052"	9.96486	9.76882	9.77305	10.16794	10.33582	10.57143	10.00032	9.99597	10.18288	10.46784	10.41849	10.50857
"ENSMUSG00000001053"	8.52343	8.54158	8.56885	8.54289	8.48301	8.49085	8.62996	8.44699	8.41496	8.69516	8.52418	8.61445
"ENSMUSG00000001054"	9.68012	9.7839	9.34457	9.93025	10.03643	10.01292	9.84122	10.01759	9.71362	10.11618	9.97864	10.12098
"ENSMUSG00000001056"	8.29619	8.18739	8.14534	8.43658	7.99381	7.99381	8.50414	8.26564	8.30794	8.16942	7.97119	8.13607
"ENSMUSG00000001062"	8.79101	8.82409	8.8202	8.8252	8.66672	8.82524	8.6939	8.63231	8.7851	8.74569	8.79578	8.8919
"ENSMUSG00000001065"	7.76683	7.97643	7.95154	7.97934	7.72176	7.90909	7.98819	7.83891	7.95014	7.98758	7.85664	7.97253
"ENSMUSG00000001076"	8.18619	8.01687	8.22324	8.21654	8.32051	8.04183	8.29288	7.93279	7.96613	7.9893	8.05306	7.70935
"ENSMUSG00000001082"	9.15557	9.44675	9.34205	9.78498	9.90694	10.01351	9.63054	9.68922	9.54855	9.94996	9.9713	9.98078
"ENSMUSG00000001089"	9.50841	9.2737	9.40883	9.22956	9.0844	9.35685	9.40828	9.21407	9.37114	9.2325	8.90949	9.00734
"ENSMUSG00000001095"	7.31862	7.07363	7.31705	6.89379	7.09913	6.89441	7.40821	6.90904	7.06888	6.99801	6.94526	6.94744
"ENSMUSG00000001098"	8.98339	8.88622	8.89622	9.6865	9.22851	9.61801	9.06526	9.0411	9.05684	9.23269	8.93284	9.25868
"ENSMUSG00000001100"	11.72502	11.70121	11.70996	10.85529	10.58887	10.80867	11.78402	11.6582	11.64207	10.48705	10.41648	10.2393
"ENSMUSG00000001103"	7.59664	7.56355	7.60718	7.37125	7.74626	7.39507	7.48085	7.47038	7.40261	7.41474	7.50874	7.49683
"ENSMUSG00000001105"	11.1137	11.0689	11.0289	11.16405	11.41856	11.33286	11.08424	11.14764	11.17889	11.12954	11.20002	11.01844
"ENSMUSG00000001119"	9.47483	9.73847	9.37059	10.71176	10.22766	10.51188	9.26645	9.1568	9.12637	10.27494	10.49207	10.39394
"ENSMUSG00000001120"	8.18003	8.03179	8.15575	8.38961	8.3437	8.39682	8.36608	8.05593	8.11459	8.25284	8.04838	8.1391
"ENSMUSG00000001123"	10.42241	10.05304	10.09786	10.66979	10.84349	10.89762	11.16553	11.14485	11.01746	10.82957	11.16104	11.13893
"ENSMUSG00000001127"	10.04362	10.08428	10.04876	9.97544	10.0689	10.32429	10.01137	10.11815	10.09598	10.05214	10.05266	10.17131
"ENSMUSG00000001128"	9.29649	9.40571	8.92993	10.66696	10.52027	10.76274	9.44302	10.3398	9.58495	10.59208	11.11477	10.96062
"ENSMUSG00000001131"	7.22326	7.75245	7.56728	8.18259	8.06496	8.13032	7.41998	7.23905	7.40847	7.30404	8.5259	7.86898
"ENSMUSG00000001134"	10.2915866666667	10.2751266666667	10.2413866666667	9.68214666666667	9.76803333333333	9.45906666666667	10.25147	10.2295933333333	10.1765766666667	9.82991333333333	9.76967	9.54191333333333
"ENSMUSG00000001138"	8.88413	8.87186	8.79996	9.18503	9.1133	9.16125	9.04844	8.96824	9.1901	9.14081	8.96692	9.05521
"ENSMUSG00000001143"	9.58398	9.83524	9.36574	9.54188	9.2572	9.52468	9.6093	9.64061	9.86516	9.23874	9.25442	9.2171
"ENSMUSG00000001150"	8.66195	8.74793	8.51777	8.84647	8.62846	8.91287	8.58624	8.84234	8.64143	8.89186	8.81912	8.99501
"ENSMUSG00000001151"	8.03378	8.1324	8.09517	8.09965	8.08769	8.13289	8.24928	8.09436	7.88009	8.09591	8.12364	8.3
"ENSMUSG00000001155"	8.31118	8.12721	8.45207	8.1603	8.33365	8.04459	8.4149	8.14699	8.03869	8.11003	8.17233	8.06615
"ENSMUSG00000001156"	9.43255	9.27031	9.49759	9.1569	9.10867	9.45825	9.38194	9.31661	9.39632	9.5795	9.65008	9.82071
"ENSMUSG00000001157"	8.58695	8.84165	8.69913	8.65051	8.85213	8.73017	8.69615	8.80662	8.72401	8.84801	8.80348	8.90167
"ENSMUSG00000001158"	8.61430066666667	8.452372	8.61195133333333	8.15502866666667	8.24636466666667	8.28996333333333	8.36719533333333	8.401428	8.31856066666667	8.23973133333333	8.23321533333333	8.09831333333333
"ENSMUSG00000001166"	6.45779	6.50095	6.98965	7.19235	7.00916	7.20273	6.65891	6.94689	6.94116	7.21281	7.59244	7.7316
"ENSMUSG00000001168"	5.63945	5.60584	5.56133	5.32337	5.51463	5.58604	5.30006	5.54363	5.38708	5.42982	5.3287	5.58679
"ENSMUSG00000001173"	9.49417	9.54196	9.20919	9.54108	9.96533	9.95067	9.277	9.50541	9.43313	9.53907	9.67215	9.35118
"ENSMUSG00000001175"	11.46297	11.34149	11.25279	11.73572	11.47715	11.46255	11.49579	11.35525	11.13145	11.56714	11.4487	11.42618
"ENSMUSG00000001211"	11.78685	11.9818	11.97622	11.08182	10.79585	10.91554	11.96609	11.92878	11.94682	10.76844	10.70429	10.61176
"ENSMUSG00000001225"	6.03813	6.01875	6.30617	6.94951	7.44543	6.40205	7.40849	6.89357	7.34971	5.76927	5.82693	6.04956
"ENSMUSG00000001227"	8.4651	8.57779	8.61878	8.86476	8.62468	8.70879	8.62545	8.40514	8.57002	8.81029	8.6451	8.59584
"ENSMUSG00000001228"	7.52325	7.39951	7.55059	7.38887	7.11301	7.10521	7.45807	7.37475	7.49345	7.56832	7.58808	7.61388
"ENSMUSG00000001229"	8.43309	8.47364	8.45101	8.77315	8.52782	8.58833	8.57416	8.52923	8.46643	8.64537	8.65374	8.72235
"ENSMUSG00000001240"	10.603935	10.494415	10.399215	10.933085	10.867175	10.79855	10.750935	10.68397	10.748055	10.86509	10.58042	10.389125
"ENSMUSG00000001247"	7.81123	7.51936	7.73681	8.10509	8.31646	8.25185	7.90489	7.35142	7.55026	7.80145	7.8557	7.75708
"ENSMUSG00000001248"	9.27678	9.26762	9.53283	9.47746	9.23875	9.61892	9.47889	9.65296	9.87712	9.72949	9.87189	10.25226
"ENSMUSG00000001249"	7.94887	7.94567	8.28104	8.1436	8.04767	8.06505	7.97617	7.85479	7.81828	7.89477	8.06001	8.06293
"ENSMUSG00000001260"	6.21872	5.90957	6.04724	6.05924	5.9617	5.9731	6.28324	6.02529	6.37379	5.72291	5.90581	5.85732
"ENSMUSG00000001270"	9.44492	9.49393	9.58966	10.28144	10.48951	9.99255	9.70389	9.63252	9.71717	9.64005	9.49912	9.5862
"ENSMUSG00000001280"	9.67408	9.55933	9.61255	9.73061	9.79498	9.93718	9.53047	9.67736	9.6573	9.98565	9.99793	10.10047
"ENSMUSG00000001281"	7.53548	7.49954	7.46741	7.74082	7.45296	7.57116	7.60165	7.87072	7.40321	8.20838	8.40971	8.65551
"ENSMUSG00000001285"	8.80447	8.74491	8.66132	8.63744	8.69762	8.71438	8.77347	8.81485	8.86751	8.7369	8.74715	8.71765
"ENSMUSG00000001288"	8.6225	8.76179	8.89091	9.32827	9.15499	9.53168	8.94518	9.05151	9.06876	9.06912	9.13311	9.3268
"ENSMUSG00000001289"	8.89296384615385	8.98636307692308	9.08676461538461	9.31901615384615	8.73521	8.97485692307692	9.15650461538462	9.07849923076923	9.03597076923077	8.95541846153846	8.86042538461538	9.08736846153846
"ENSMUSG00000001300"	8.78504	8.63204	8.68919	9.17005	8.95483	9.00645	8.81596	8.69232	8.77729	8.92585	8.5125	8.48243
"ENSMUSG00000001305"	7.77345	7.95026	7.93421	8.07974	7.79255	7.91572	7.85093	7.73079	7.93979	7.75467	7.86471	8.03867
"ENSMUSG00000001313"	8.1808	8.35049	8.18143	8.60472	8.68806	8.58929	8.092	7.92969	8.22168	8.54177	8.29508	8.23923
"ENSMUSG00000001323"	9.8018	9.99062	10.00368	9.21796	9.3916	9.44246	9.65407	9.78689	10.01318	9.15992	9.21288	9.00599
"ENSMUSG00000001333"	9.34131	9.42831	8.96502	9.18339	9.19665	9.16555	9.02079	8.6054	8.75954	8.71728	8.5648	8.50054
"ENSMUSG00000001334"	8.49196	8.3899	8.38709	8.04156	8.2491	8.22992	8.47049	8.12899	8.27717	7.91851	7.9185	8.26723
"ENSMUSG00000001348"	10.90745	11.38332	11.35604	11.55239	11.6078	11.84868	11.07848	11.3464	11.61462	11.58786	11.6901	11.61756
"ENSMUSG00000001349"	8.34986	8.37358	8.20277	8.38306	10.96768	8.62502	8.91373	7.79985	7.89704	7.92848	8.2021	8.204
"ENSMUSG00000001366"	9.17649	9.02376	8.97458	8.79843	8.69011	8.86501	9.26152	9.32631	9.14407	8.65206	8.56648	8.55277
"ENSMUSG00000001376"	8.42641	8.57712	8.42191	8.45426	8.34957	8.47709	8.36114	8.45546	8.3554	8.39857	8.42314	8.33467
"ENSMUSG00000001380"	8.79637	8.57644	8.74019	9.10638	8.4734	8.72478	8.62355	8.64793	8.68943	8.67062	8.40293	8.52749
"ENSMUSG00000001383"	8.60215	8.51582	8.59869	9.04654	8.63106	8.99278	8.57392	8.76896	8.35215	8.64275	8.53275	8.72679
"ENSMUSG00000001403"	8.07131	7.9592	7.83999	8.04314	7.81395	8.08074	7.85795	7.77636	8.1069	8.39844	8.44907	8.44528
"ENSMUSG00000001415"	9.34012	9.46208	9.19952	9.26531	9.06057	9.16471	9.23258	9.35006	9.32701	9.3101	9.27068	9.26793
"ENSMUSG00000001416"	9.55285	9.57112	9.6142	9.58908	8.91891	9.23886	9.46914	9.71621	9.48618	9.36442	9.13284	9.3773
"ENSMUSG00000001418"	10.77229	10.89827	10.77329	11.04149	11.16584	11.10217	10.85124	10.97201	11.04216	10.98724	11.11283	10.90988
"ENSMUSG00000001419"	9.87415	10.02674	9.61217	9.503785	9.54334	9.555755	9.625825	9.844135	9.724495	9.839215	9.81711	9.842505
"ENSMUSG00000001420"	10.4818	9.89985	9.60659	8.03464	8.18037	7.84414	10.07194	10.12716	9.80695	8.02817	8.02926	8.02957
"ENSMUSG00000001424"	9.34398	9.26219	9.24053	9.98672	9.88758	9.89331	9.35534	9.57679	9.5159	9.81913	9.87725	9.8831
"ENSMUSG00000001435"	8.51537	8.46423	8.69484	9.4267	9.14276	9.28213	8.65625	8.1812	8.275	9.09003	9.18671	8.96559
"ENSMUSG00000001436"	9.89975	9.9202	9.96612	9.77785	9.6253	9.60674	10.16991	10.08987	9.92977	9.52128	9.57238	9.48734
"ENSMUSG00000001440"	9.82232	9.90462	9.91082	10.37232	10.11675	10.2191	9.80339	9.92453	9.97787	10.178	10.05079	10.01693
"ENSMUSG00000001441"	10.38467	10.35392	10.40704	10.63466	10.65415	10.68763	10.33843	10.25464	10.5156	10.34973	10.34494	10.32093
"ENSMUSG00000001444"	7.63546	7.78733	7.71448	7.44138	7.34738	7.46416	7.54814	7.57314	7.32814	7.7341	7.94117	8.17653
"ENSMUSG00000001445"	11.35885	11.34795	11.30589	10.74472	10.71338	10.80145	11.44371	11.46158	11.41451	10.73785	10.48725	10.44792
"ENSMUSG00000001467"	8.86265	8.72149	8.73625	8.40668	8.13279	8.13346	8.54209	9.07269	8.68454	8.05086	7.95004	8.08407
"ENSMUSG00000001472"	11.05478	11.20608	11.21305	11.22238	11.02789	11.26327	11.20006	11.17414	11.23027	11.03468	10.94394	11.02182
"ENSMUSG00000001473"	8.74857	9.0246	8.91104	9.52651	9.10012	9.25145	8.82124	8.98701	8.92485	8.98125	9.23919	9.00342
"ENSMUSG00000001482"	8.95646	8.94481	8.8261	8.94924	8.67447	8.94351	9.03438	8.93519	8.90668	8.77023	8.66584	8.60597
"ENSMUSG00000001493"	7.74758	7.79287	7.59196	7.81147	7.71862	7.73732	7.92881	7.72364	7.51735	7.8748	7.6979	7.95189
"ENSMUSG00000001494"	8.14289	8.0031	8.31668	8.02685	8.23242	8.00784	8.22654	8.00572	7.93944	7.9573	7.88714	7.94038
"ENSMUSG00000001496"	7.79884	7.74034	8.03185	7.76062	7.89655	7.6328	7.91712	7.66916	7.52725	7.7863	7.76118	7.60562
"ENSMUSG00000001497"	7.38247	7.46167	7.544	7.53233	7.40884	7.50708	7.55177	7.3381	7.49038	7.3054	7.41363	7.4191
"ENSMUSG00000001504"	8.30142	8.41185	8.4354	8.16516	8.28858	8.18168	8.31972	8.2609	8.3109	8.38114	8.29752	8.47224
"ENSMUSG00000001506"	9.58225	10.2163	9.94101	10.17596	10.03906	10.17733	9.50955	9.3344	9.53615	10.2916	10.95911	10.71066
"ENSMUSG00000001507"	8.17717	8.08857	7.99351	8.3163	8.40343	8.35671	8.22235	8.0271	8.04321	7.85435	7.90321	7.9157
"ENSMUSG00000001508"	8.49828	8.92399	8.06145	7.24759	7.55271	7.29538	7.85933	7.4705	7.81995	7.3265	7.26665	7.48076
"ENSMUSG00000001510"	8.01188	8.06825	8.10867	7.95404	8.05728	7.90711	8.06101	7.69267	7.91692	7.95835	7.99345	7.88646
"ENSMUSG00000001517"	7.29637	7.19713	7.28178	7.30785	7.06858	7.27896	7.34841	7.11208	6.99987	7.39893	7.57143	7.7482
"ENSMUSG00000001518"	8.70778	8.83264	8.72099	8.56026	8.49464	8.49393	8.8528	8.79284	8.58231	8.63458	8.57479	8.73051
"ENSMUSG00000001520"	8.15094	8.06853	8.28054	8.39793	8.4972	8.41297	8.25233	8.10313	8.17206	8.31087	8.20004	8.10273
"ENSMUSG00000001521"	8.63472	8.48779	8.65591	9.23563	8.80019	8.98517	8.84342	8.66333	8.63624	8.81305	8.64923	8.77361
"ENSMUSG00000001524"	9.23938	9.40111	9.14177	9.25743	9.22778	9.3384	9.12126	9.15709	9.06705	9.14563	9.10717	8.98883
"ENSMUSG00000001525"	10.57438	10.20707	10.06784	11.42766	11.15526	11.22399	10.65632	10.95381	10.67972	11.67904	11.64212	11.84734
"ENSMUSG00000001542"	10.04318	10.11388	10.14906	10.21041	10.05051	10.30545	10.01467	10.06513	10.16154	9.8238	9.74057	9.62654
"ENSMUSG00000001552"	10.34339	10.37571	10.16769	11.58568	11.29664	11.74178	10.27708	10.40929	10.43415	10.87423	10.48101	10.4698
"ENSMUSG00000001555"	8.69481	9.0638	8.79687	9.61411	9.7607	9.83006	9.06172	9.05544	8.97587	9.41972	9.73091	9.60918
"ENSMUSG00000001558"	6.69791	6.80489	6.76489	6.79653	6.76605	6.79424	6.84144	6.54405	6.87759	6.53773	6.64435	6.8456
"ENSMUSG00000001566"	6.40771	6.60707	6.58027	6.33535	6.11607	6.13992	6.56661	6.30555	6.15471	6.18272	6.12779	6.06028
"ENSMUSG00000001569"	8.38376	8.4939	8.34188	8.58966	8.34431	8.66006	8.16398	8.48337	8.33234	8.53442	8.42877	8.43511
"ENSMUSG00000001576"	11.82634	11.5705	11.38907	11.81469	11.55978	11.44882	11.73418	11.56302	11.37765	11.51218	11.21606	10.92064
"ENSMUSG00000001583"	7.30011	7.48478	7.69673	7.79838	8.02664	7.90583	7.71342	7.30006	7.41369	7.66801	7.68099	7.74112
"ENSMUSG00000001588"	7.39177	7.20266	7.3867	7.46241	7.52345	7.52891	7.49076	8.54905	7.47103	9.10827	9.16409	9.89609
"ENSMUSG00000001604"	8.37687	8.46331	8.07025	7.84928	7.97235	7.88075	8.05326	7.81694	7.71654	7.69851	7.7758	7.7819
"ENSMUSG00000001622"	5.82895	5.50679	5.87702	5.54058	5.62091	5.40451	5.71613	5.52932	5.79476	5.94434	5.83426	6.56318
"ENSMUSG00000001627"	9.22394	9.27367	8.84	9.95412	9.64195	9.7092	9.41892	9.57558	9.51541	9.64603	9.25511	9.14543
"ENSMUSG00000001630"	8.88613	8.66972	9.15837	8.54404	8.05252	8.34049	8.64201	8.39309	8.61115	8.1844	7.9602	7.69641
"ENSMUSG00000001632"	9.55779	9.66021	9.83631	9.58544	9.58641	9.68303	9.75389	9.72367	9.67497	9.65106	9.73713	9.84404
"ENSMUSG00000001642"	11.40732	11.30584	11.3250775	11.4836025	11.54187	11.44901	11.34395	11.26757	11.2595675	11.7249225	11.67559	11.4264375
"ENSMUSG00000001655"	7.1066	7.07805	7.26172	6.80268	7.13296	6.71788	7.24978	6.92538	6.95347	7.19856	6.92487	6.8168
"ENSMUSG00000001656"	6.74915	6.72072	6.91731	6.51007	6.68563	6.3546	6.6993	6.57781	6.55855	6.68016	6.63644	6.568
"ENSMUSG00000001657"	10.28833	9.80876	9.07166	12.54251	12.63691	12.81429	9.06179	8.53729	8.07794	12.30761	11.77527	11.39972
"ENSMUSG00000001661"	8.46562	8.41614	8.17439	9.24826	9.15416	9.38636	7.449	7.50364	7.33592	9.1153	9.0253	8.97835
"ENSMUSG00000001663"	9.93612	9.18001	9.73543	10.847	11.15881	11.01678	10.31319	10.08087	10.46459	11.17913	10.60128	10.72001
"ENSMUSG00000001665"	8.36569	8.45357	8.37057	8.91121	9.18129	9.4272	8.73973	8.60508	8.57326	8.91714	8.67944	8.87749
"ENSMUSG00000001666"	10.11113	10.30555	10.66403	9.58662	9.35727	9.39222	10.44761	10.68817	10.9683	9.31298	9.24616	9.22801
"ENSMUSG00000001670"	7.39591	7.42279	7.3874	7.24451	7.28799	7.15778	7.62135	7.2462	7.75322	6.99874	6.98249	7.19362
"ENSMUSG00000001672"	6.95673	7.13704	7.37926	7.10289	7.12696	6.9929	7.25049	6.86755	7.04145	6.96872	6.94371	6.97985
"ENSMUSG00000001674"	8.734065	8.809055	8.92404	9.1132	8.89853	8.99576	8.974155	8.89414	8.87104	9.014065	8.955065	9.071215
"ENSMUSG00000001687"	10.32718	10.3183	10.10798	10.32076	10.15676	10.09043	10.49614	10.36247	10.37341	10.25567	10.00787	10.02799
"ENSMUSG00000001700"	8.96626	9.09732	8.59727	9.20959	9.06015	9.13704	9.00694	9.2999	9.01346	9.72308	9.97552	10.14379
"ENSMUSG00000001707"	9.4287	9.72275	9.3588	9.79965	9.50488	9.59567	9.4764	9.74409	9.43346	9.52183	9.49059	9.48975
"ENSMUSG00000001729"	10.05552	10.49767	10.359	10.61865	10.26498	10.55839	10.34175	10.52048	10.44247	10.34613	10.46703	10.49561
"ENSMUSG00000001739"	9.01041	8.99977	8.96504	9.83264	9.85351	9.90154	9.3675	8.95576	9.33268	9.56934	9.34552	9.18723
"ENSMUSG00000001741"	7.63725	7.63375	7.66789	8.78686	8.76724	8.98574	8.32345	8.68014	8.46489	8.60101	8.63907	8.59813
"ENSMUSG00000001750"	9.17985	9.1729	9.20779	9.55208	9.52469	9.86451	9.17755	9.51023	9.39726	9.72956	10.17128	10.26993
"ENSMUSG00000001751"	8.0737	8.17422	8.10645	8.73998	8.40565	8.57333	8.28271	8.17168	8.13116	8.39549	8.30365	8.39313
"ENSMUSG00000001755"	9.70936	9.74765	10.12603	9.0943	8.69309	9.00735	9.9624	9.87545	10.12128	8.68557	8.68068	8.59757
"ENSMUSG00000001761"	9.20787	9.01358	9.3508	10.50785	10.17188	10.70953	9.45142	9.26327	9.4505	9.87967	9.78539	9.69054
"ENSMUSG00000001763"	7.99805	8.04709	8.08182	8.08626	8.17255	7.98238	8.04827	7.87541	7.90196	8.24276	8.21727	7.99221
"ENSMUSG00000001767"	8.33786	8.19241	8.05747	8.37195	8.09706	8.47943	8.28478	8.15902	8.12973	8.28392	8.25667	8.26254
"ENSMUSG00000001768"	9.25934	9.32413	9.50815	10.0817	10.41907	10.49334	9.50418	9.6729	9.837	9.92098	10.05942	9.69873
"ENSMUSG00000001773"	6.41374	6.10932	6.30653	9.58603	9.24577	9.25336	7.00912	7.00461	7.13216	8.20473	7.31361	7.65705
"ENSMUSG00000001774"	10.01894	9.88176	10.05168	9.59571	9.467	9.55146	9.26332	9.64868	9.72826	9.67046	9.51329	9.68604
"ENSMUSG00000001783"	9.97287	9.87374	9.9988	10.06856	10.114	10.20909	9.92455	10.03607	10.00357	10.0368	9.89458	10.1619
"ENSMUSG00000001785"	8.94435	9.0296	8.9582	9.4063	9.21486	9.28478	8.83642	8.99879	8.93788	9.23993	9.24917	9.17829
"ENSMUSG00000001786"	8.73545	8.53227	8.57365	8.90703	8.75579	8.92272	8.94386	8.92074	9.01642	8.96925	8.93048	9.04266
"ENSMUSG00000001794"	12.56838	12.55118	12.62534	12.56735	12.66628	12.67558	12.69466	12.60694	12.60385	12.36506	12.35461	12.17712
"ENSMUSG00000001802"	8.86149	8.96912	8.95079	8.66064	8.82677	8.88779	8.9747	8.81232	9.1193	8.81751	8.64904	8.7186
"ENSMUSG00000001804"	6.48309	6.43938	6.66861	6.25379	6.38196	6.37851	6.60395	6.19232	6.37179	6.93421	6.38685	6.38929
"ENSMUSG00000001815"	8.45345	8.63939	8.42175	8.25486	8.27786	8.24197	8.55344	8.36278	8.37444	8.19359	8.15837	8.29508
"ENSMUSG00000001819"	7.61107	7.81643	7.5281	7.61393	7.59354	7.26816	7.40518	6.8964	7.30466	7.41383	7.36053	7.27721
"ENSMUSG00000001823"	7.46123	7.35886	7.55503	6.9622	7.25837	7.01421	7.40102	7.14135	7.08695	7.02111	7.03816	7.04359
"ENSMUSG00000001827"	7.3298	7.47672	7.46117	7.83833	7.7511	7.53071	7.40489	7.32572	7.33183	7.33123	7.32559	7.31459
"ENSMUSG00000001829"	10.1581333333333	10.1509	9.85818833333333	10.2527016666667	10.0368733333333	9.86809666666667	10.1971683333333	10.217075	10.0923716666667	10.2786166666667	10.2674316666667	10.3039783333333
"ENSMUSG00000001833"	10.10894	10.34691	10.29873	10.56537	10.65598	10.501	10.08875	10.34442	10.33604	10.55504	10.54567	10.59866
"ENSMUSG00000001844"	10.53454	10.50391	10.54827	10.67178	10.73653	10.85074	10.79608	10.8141	10.84913	10.65966	10.53694	10.40645
"ENSMUSG00000001847"	11.69679	11.5245	11.50878	11.83886	11.85511	11.93542	11.79665	11.7219	11.63875	11.82718	11.64491	11.70863
"ENSMUSG00000001855"	9.56386	9.6151	9.22253	9.88089	9.99231	10.04963	9.63002	9.86155	9.76556	10.10613	10.09797	10.11504
"ENSMUSG00000001864"	8.27387	8.38223	8.58489	8.44806	8.13697	8.2965	8.42201	8.40517	8.32096	8.47486	8.44018	8.48527
"ENSMUSG00000001865"	8.43739	9.15149	7.73975	9.06211	10.08884	9.51409	9.5525	10.61298	9.88654	10.65622	11.25562	10.56688
"ENSMUSG00000001870"	8.45498	8.53728	8.68763	9.38391	9.607	9.89497	9.28627	9.13853	9.29334	9.30953	9.33544	9.2728
"ENSMUSG00000001891"	11.00016	11.16321	11.03143	10.20531	9.89226	10.05332	11.07579	10.87338	10.82265	10.02424	9.621	9.52958
"ENSMUSG00000001901"	7.59947	7.85088	7.82436	7.6784	7.6472	7.45266	7.45884	7.40569	7.45526	7.6603	7.58278	7.65999
"ENSMUSG00000001909"	9.03971	8.90885	8.97939	9.07716	8.6631	8.99246	8.93929	8.97939	8.97837	8.93516	9.04865	9.02358
"ENSMUSG00000001910"	10.28733	10.410495	10.198655	10.17876	10.344545	10.30996	10.273155	10.486165	10.215775	10.26307	10.31335	10.22909
"ENSMUSG00000001911"	11.53858	11.51309	11.33183	12.13199	11.85265	12.05466	11.43694	11.37462	11.53256	11.94895	11.72867	11.40718
"ENSMUSG00000001918"	12.35036	12.2394	12.26262	12.88015	13.17153	13.25439	12.60741	12.61442	12.79466	12.79668	12.77136	12.71305
"ENSMUSG00000001924"	11.82456	11.85495	11.7428	11.81361	11.75313	11.83567	11.89702	11.88076	11.92248	11.66246	11.73853	11.70486
"ENSMUSG00000001930"	8.65468	8.64509	8.74793	9.51904	9.52247	9.77575	8.81861	8.57533	8.8113	9.07604	8.96548	9.05207
"ENSMUSG00000001942"	9.03478	8.9091	8.73792	8.86696	8.91878	9.09121	9.01222	9.13088	9.16641	8.7866	8.88951	8.83952
"ENSMUSG00000001943"	8.91728	8.82436	8.88223	8.92001	9.05226	9.23892	8.93132	8.79047	8.96128	8.92024	8.76986	8.59544
"ENSMUSG00000001946"	9.97143	9.88043	9.84679	10.36782	10.23206	10.45525	10.12398	9.9986	10.20191	10.24525	9.74182	9.67578
"ENSMUSG00000001948"	8.68986	8.46071	8.48322	8.09606	8.47678	8.09115	8.70314	8.31936	8.25604	7.92542	7.96683	7.81241
"ENSMUSG00000001962"	8.34246	8.17623	8.23565	8.40739	8.23424	8.38611	8.20921	8.28199	8.40172	8.24469	8.27061	8.13076
"ENSMUSG00000001964"	9.84289	9.73971	9.40599	9.6738	10.15806	9.94544	9.68816	9.84242	9.86269	10.10125	10.0605	10.00508
"ENSMUSG00000001983"	9.73785	9.84937	9.51982	8.40753	8.05476	8.27235	9.62732	9.61025	9.58998	8.31433	8.22386	8.28833
"ENSMUSG00000001985"	7.40402	7.72463	7.65904	7.44586	7.67709	7.43107	7.75865	7.58388	7.36334	7.526	7.53677	7.51974
"ENSMUSG00000001986"	6.53446	6.41277	6.15366	8.09673	8.61915	8.55634	6.66488	7.80955	7.11113	8.21171	8.15376	8.32866
"ENSMUSG00000001988"	7.89188	7.81022	8.03763	7.80604	7.9067	7.77395	7.90974	7.74487	7.71551	7.82889	7.80309	7.84695
"ENSMUSG00000001995"	8.28522	8.13817	8.11038	8.42199	8.44984	8.53693	8.20378	8.38598	8.2812	8.4613	8.36493	8.56511
"ENSMUSG00000001998"	7.92564	8.12902	7.7983	8.33381	8.6857	8.60365	7.73548	8.17072	8.25649	8.28613	8.38247	8.32141
"ENSMUSG00000001999"	8.90118	8.74744	8.61535	8.74126	8.48069	8.56653	8.8721	8.78746	8.83444	8.49116	8.41611	8.32753
"ENSMUSG00000002006"	7.38871	7.15512	7.40616	7.25631	7.29112	7.23901	7.51436	6.92519	6.99388	7.1479	7.24396	7.24229
"ENSMUSG00000002007"	7.50477	7.79432	7.6505	7.38205	7.51034	7.34851	7.52406	7.74236	7.31876	7.69878	7.75831	8.01108
"ENSMUSG00000002010"	13.16086	13.11199	13.31597	11.70498	11.94776	11.84781	13.15801	13.01589	13.19299	11.86987	11.87941	11.72781
"ENSMUSG00000002012"	7.44522	7.52618	7.67439	7.40975	7.70077	7.47396	7.67849	7.24183	7.47909	7.43239	7.33631	7.474
"ENSMUSG00000002014"	10.41905	10.3356	10.08492	10.48924	10.16567	10.08404	10.54304	10.43702	10.41016	10.19658	10.17128	10.26109
"ENSMUSG00000002015"	12.03205	12.09372	11.99483	11.81594	12.07111	12.07577	11.97608	11.97812	11.95023	11.71947	11.66416	11.46666
"ENSMUSG00000002017"	9.12263	9.37112	9.43178	9.33692	8.90584	9.1767	9.12761	9.25773	9.37261	9.03701	8.97551	9.14418
"ENSMUSG00000002020"	9.56952	9.34195	9.54848	8.59562	8.72947	8.87827	9.29265	9.3566	9.19783	8.84008	8.90821	9.08712
"ENSMUSG00000002028"	9.228005	9.135785	9.13046	9.05809	9.382405	9.247425	9.197595	9.29436	9.23492	9.41979	9.51101	9.602235
