"BAT_M07(r1)"	"BAT_M07(r2)"	"BAT_M07(r3)"	"BAT_M07(r4)"	"BAT_M07(r5)"	"eWAT_M07(r1)"	"eWAT_M07(r2)"	"eWAT_M07(r3)"	"eWAT_M07(r4)"	"eWAT_M07(r5)"	"eWAT_M07(r6)"
"ENSMUSG00000084157"	8.04916	7.78776	8.10651	7.8753	7.74017	7.55552	7.41653	7.24866	6.8698	7.68991	7.04384
"ENSMUSG00000084168"	11.50664	11.4784	11.17923	11.31612	11.46236	10.98894	10.97759	10.84443	10.5681	11.23526	10.98933
"ENSMUSG00000084174"	4.49618	4.77709	4.60066	4.56065	4.67094	4.6943	4.72715	4.7666	4.7111	4.59888	4.73387
"ENSMUSG00000084178"	10.79061	10.6829	10.92148	10.86134	10.97764	10.89708	10.74647	10.91668	10.82163	10.96582	10.55713
"ENSMUSG00000084211"	9.46665	9.53742	9.26877	9.73035	9.72377	9.10122	9.31611	9.37565	9.51358	9.2629	9.49245
"ENSMUSG00000084215"	11.70392	11.68548	11.31492	11.40598	11.84365	11.23452	11.25138	10.8802	10.91278	11.29872	11.26251
"ENSMUSG00000084230"	6.95392666666667	6.79582666666667	7.04347	6.98446333333333	7.14042333333333	6.61172333333333	6.45273333333333	6.57661	6.48652333333333	6.72899333333333	6.54803
"ENSMUSG00000084235"	10.33432	10.21378	10.31422	10.32566	10.62658	10.30457	10.11037	10.40139	10.30578	10.40574	9.89769
"ENSMUSG00000084257"	3.07746	3.01502	3.08517	3.1562	3.12139	2.92878	3.10376	2.94048	3.12536	3.03624	3.41646
"ENSMUSG00000084260"	9.1683	9.15111	9.17648	9.42556	9.75896	9.20247	9.23425	9.17629	9.19243	9.20008	9.21484
"ENSMUSG00000084276"	10.79061	10.6829	10.92148	10.86134	10.97764	10.89708	10.74647	10.91668	10.82163	10.96582	10.55713
"ENSMUSG00000084279"	4.2324	4.25197	4.59889	4.28283	4.73972	4.14976	3.44666	4.22367	3.42863	4.30472	3.35162
"ENSMUSG00000084284"	12.43112	12.41225	12.45417	12.52086	12.49956	12.44131	12.40001	12.4756	12.43516	12.41199	12.39059
"ENSMUSG00000084291"	11.87892	11.62434	11.87842	11.91852	11.96305	11.76906	11.60904	11.77532	11.56426	11.92207	11.40233
"ENSMUSG00000084304"	7.95173	7.75057	7.76258	8.03845	8.41174	7.86012	7.68138	7.85581	7.61926	8.18063	7.58424
"ENSMUSG00000084314"	11.44621	11.29549	11.55211	11.61015	11.91552	11.56361	11.42075	11.46532	11.49632	11.56603	11.26029
"ENSMUSG00000084319"	12.43112	12.41225	12.45417	12.52086	12.49956	12.44131	12.40001	12.4756	12.43516	12.41199	12.39059
"ENSMUSG00000084323"	11.17742	11.11638	11.34575	11.36604	11.6805	11.35178	11.17027	11.38806	11.35394	11.45201	11.24717
"ENSMUSG00000084328"	12.21247	12.0095	12.07332	12.15369	12.42352	12.01226	11.97652	12.07001	11.88334	12.1178	11.89381
"ENSMUSG00000084333"	12.56685	12.4074	12.53011	12.58051	12.66496	12.36401	12.09795	12.27194	12.32656	12.39175	12.1362
"ENSMUSG00000084347"	9.29342	9.34486	9.1748	9.16549	9.04776	9.29842	9.44384	9.13774	9.16113	9.39623	9.4081
"ENSMUSG00000084349"	11.00854	10.69976	11.06134	11.12263	11.54862	11.1815	10.98496	11.1628	11.16208	11.18681	10.94922
"ENSMUSG00000084353"	7.7452	7.03096	7.99235	7.32733	8.22713	7.02124	5.94854	7.35144	5.95895	7.47351	5.82577
"ENSMUSG00000084363"	2.46925	2.6391	2.60401	2.6287	2.72043	2.32908	2.5451	2.41927	2.29289	2.19211	2.35455
"ENSMUSG00000084383"	11.14962	11.09876	11.33205	11.30162	11.77991	11.54737	11.41578	11.53618	11.44544	11.58875	11.2532
"ENSMUSG00000084384"	9.90139	9.82426	9.42463	9.66473	9.89077	9.01431	9.11981	8.72557	8.71211	9.37211	9.09091
"ENSMUSG00000084416"	11.20473	10.76221	11.14438	11.35381	11.5772	10.83086	10.76907	10.80258	10.93896	11.0381	10.67013
"ENSMUSG00000084535"	5.27429	5.05627	5.40047	5.73006	5.70989	7.76209	7.80488	7.52719	8.14248	7.36087	7.58794
"ENSMUSG00000084575"	3.90045	4.04163	3.93305	3.62607	3.89412	3.87942	3.79841	3.96906	4.01095	3.89128	4.01122
"ENSMUSG00000084667"	6.02027	5.82348	6.21163	6.13148	5.47707	5.94728	5.97181	5.87185	5.94056	5.96354	5.60282
"ENSMUSG00000084786"	9.52929	9.42742	9.553815	9.560015	9.9169	9.515775	9.32246	9.524655	9.39628	9.758955	9.25122
"ENSMUSG00000084796"	7.39373	7.64978	7.50655	7.4627	7.72521	7.7331	7.7744	7.77094	7.72504	7.67704	7.94194
"ENSMUSG00000084830"	11.65616	11.67785	11.37252	11.51475	11.73211	11.29622	11.31515	11.11865	10.77922	11.61772	11.09272
"ENSMUSG00000084899"	10.26277	9.99426	10.55964	10.13489	9.35608	10.5704	10.49361	10.71901	10.51464	10.67082	10.43643
"ENSMUSG00000084946"	4.68218	4.90288	4.43158	4.73876	4.62725	4.72814	4.73709	4.55114	4.75771	4.55521	4.89079
"ENSMUSG00000085042"	5.39855	5.65728	5.68515	5.51449	5.7501	6.35066	5.9685	5.881	5.84538	6.26584	5.9039
"ENSMUSG00000085079"	5.6125	5.85131	5.70794	5.45297	5.58392	5.44616	5.62255	5.59943	5.62091	5.48735	5.65673
"ENSMUSG00000085172"	8.91648	8.78275	8.91861	8.91559	9.22716	8.58186	8.37583	8.61478	8.67883	8.88659	8.53196
"ENSMUSG00000085208"	4.83557	4.62414	5.175525	4.963515	4.75973	5.248605	5.027445	5.23025	4.860255	5.45987	4.934905
"ENSMUSG00000085214"	4.95353	5.33364	4.98698	4.91534	4.78022	4.81508	5.02857	4.93635	4.91485	4.90817	5.06627
"ENSMUSG00000085300"	8.4131	8.10662	8.39999	8.33963	8.61183	8.35457	8.26456	8.4922	8.44644	8.55042	8.24089
"ENSMUSG00000085334"	3.44657	3.27667	3.45189	3.53251	2.93778	3.36871	3.53683	3.35738	3.19099	3.43934	3.09012
"ENSMUSG00000085401"	7.34759	7.4283	7.44054	7.45204	7.29627	7.12086	7.08638	7.05715	7.40517	7.11085	7.45762
"ENSMUSG00000085442"	11.50435	11.37741	11.72352	11.67719	11.91014	11.68084	11.59893	11.74292	11.65522	11.79684	11.66207
"ENSMUSG00000085521"	8.72284	8.56268	8.74261	8.65789	9.01954	8.47951	8.33082	8.52881	8.49976	8.52739	8.49004
"ENSMUSG00000085547"	3.501745	3.634925	3.46384	3.580145	3.37299	3.49661	3.50564	3.37198	3.49175	3.38755	3.515805
"ENSMUSG00000085559"	3.35925	3.42367	3.42463	3.33798	3.42659	3.06619	3.36088	3.36132	3.38888	3.38888	3.4267
"ENSMUSG00000085603"	2.66134	2.84143	2.76838	2.70191	2.75713	2.82659	2.66969	2.73983	2.75566	2.7787	2.72867
"ENSMUSG00000085611"	9.04634	8.82974	9.05543	9.09876	9.62674	8.93926	8.81993	8.72903	8.78563	9.12216	8.82728
"ENSMUSG00000085700"	6.81743	6.94768	6.94324	6.84219	6.71195	6.56369	6.54541	6.59655	6.75094	6.47393	6.71842
"ENSMUSG00000085711"	8.49531	8.47125	8.41	8.41086	8.86571	8.49792	8.42595	8.19765	8.32645	8.53361	8.44356
"ENSMUSG00000085783"	8.64248	8.37158	8.75824	8.62511	9.18612	8.80516	8.71308	8.72438	8.72143	8.90727	8.69719
"ENSMUSG00000085791"	11.50342	11.47459	11.68345	11.66416	11.74218	11.59636	11.44367	11.62257	11.38094	11.59373	11.29549
"ENSMUSG00000085795"	6.81668	6.65981	6.48613	6.46851	6.44271	6.5775	6.59152	6.28485	6.3349	6.40851	6.57119
"ENSMUSG00000085893"	12.56685	12.4074	12.53011	12.58051	12.66496	12.36401	12.09795	12.27194	12.32656	12.39175	12.1362
"ENSMUSG00000085894"	6.22814	5.85923	6.40469	6.22575	6.74757	7.43768	7.32595	7.20275	6.89413	7.34813	6.76933
"ENSMUSG00000085898"	11.14962	11.09876	11.33205	11.30162	11.77991	11.54737	11.41578	11.53618	11.44544	11.58875	11.2532
"ENSMUSG00000085939"	11.06143	10.8789	11.15072	11.27696	11.42964	10.99456	10.96509	11.15668	11.40843	11.14901	11.19875
"ENSMUSG00000086229"	6.199	6.32597	6.46667	6.55156	6.61541	5.92948	5.60716	6.02842	6.31234	5.83996	6.03148
"ENSMUSG00000086235"	6.6673	6.65371	6.5678	6.81077	6.62313	6.72372	6.57161	6.81974	6.77105	6.47191	6.57526
"ENSMUSG00000086427"	4.7932	5.19632	4.90844	4.92482	4.98301	4.89635	4.77904	4.96458	4.97739	4.88707	4.97351
"ENSMUSG00000086429"	3.65611	3.60845	3.70247	3.71706	3.76413	3.52742	3.49517	3.43523	3.24513	3.75676	3.41223
"ENSMUSG00000086503"	3.3895	3.56153	3.59466	3.54145	3.18409	3.34801	3.45241	3.51504	3.39921	3.24355	3.49781
"ENSMUSG00000086537"	5.76253	5.99295	5.7654	5.85026	5.9366	5.68169	5.7459	5.75593	5.83116	5.76039	5.88801
"ENSMUSG00000086567"	12.045	11.92552	12.15877	12.21274	12.09562	12.12948	12.07161	12.20942	11.92118	12.18727	11.87442
"ENSMUSG00000086583"	11.74637	11.59727	11.67486	11.73441	11.90254	11.8058	11.78757	11.86664	11.72991	11.76785	11.55775
"ENSMUSG00000086606"	7.56747	7.53939	7.55312	7.58114	7.67966	7.56784	7.57825	7.50147	7.63721	7.6077	7.66981
"ENSMUSG00000086691"	7.06061	7.114185	7.155825	7.059195	7.292665	7.43156	7.44035	7.526045	7.341085	7.361105	7.334565
"ENSMUSG00000086834"	2.54406	2.93164	2.68023	2.59745	2.90097	2.96601	2.80764	2.76663	2.75874	2.75087	2.72526
"ENSMUSG00000086922"	9.87223	9.61669	9.73772	9.85409	10.33262	10.00832	9.79661	10.05647	9.75123	10.22257	9.58369
"ENSMUSG00000086926"	4.9289	5.23985	5.13433	5.13982	5.2353	5.09987	5.48449	5.0636	5.15423	5.11525	5.20714
"ENSMUSG00000086984"	6.76775	6.83092	6.68367	6.58518	6.60164	6.32481	6.5508	6.36091	6.39262	6.40368	6.3887
"ENSMUSG00000087008"	6.115	5.87766	6.11891	6.201	6.29327	6.16476	5.87488	6.27353	6.22253	6.25493	6.21081
"ENSMUSG00000087034"	2.94316	3.22692	3.34587	3.18893	3.27742	3.22128	3.37235	3.14429	3.20562	3.22936	3.31194
"ENSMUSG00000087153"	5.21631	5.17914	5.39462	5.47084	4.85269	5.43242	5.70433	5.2257	5.06168	5.3106	5.44354
"ENSMUSG00000087204"	3.59831	3.50755	3.5474	3.80738	3.79611	3.42396	3.38058	3.33079	3.43248	3.34525	3.48344
"ENSMUSG00000087260"	7.505	7.28032	7.33499	7.51112	8.10162	7.01153	6.88382	7.06721	7.01946	7.21084	7.00277
"ENSMUSG00000087286"	12.56685	12.4074	12.53011	12.58051	12.66496	12.36401	12.09795	12.27194	12.32656	12.39175	12.1362
"ENSMUSG00000087331"	6.83731	7.18218	6.94936	6.90252	6.85029	6.93534	6.97028	6.88833	6.92699	6.9159	7.08093
"ENSMUSG00000087408"	6.5537	6.73865	6.64832	6.67683	6.65959	6.73318	6.75271	6.81855	6.82231	6.60253	6.81118
"ENSMUSG00000087412"	11.17742	11.11638	11.34575	11.36604	11.6805	11.35178	11.17027	11.38806	11.35394	11.45201	11.24717
"ENSMUSG00000087590"	5.56666	5.5113	5.63478	5.62907	5.36131	5.53723	5.62062	5.57756	5.45709	5.6386	5.33762
"ENSMUSG00000087635"	8.28169	8.19613	8.22475	8.39981	8.51164	8.26293	8.24863	8.29841	8.17531	8.26963	7.97356
"ENSMUSG00000087642"	4.23136	4.1496	3.92615	4.15233	4.05244	3.91157	4.09765	4.02811	3.99349	4.13517	4.05743
"ENSMUSG00000087679"	9.03366	9.01589	8.90651	8.9686	9.11587	8.96921	8.99204	8.90447	8.89947	8.98575	9.01857
"ENSMUSG00000087701"	12.21247	12.0095	12.07332	12.15369	12.42352	12.01226	11.97652	12.07001	11.88334	12.1178	11.89381
"ENSMUSG00000087993"	11.07683	11.01731	11.03309	11.04156	11.29861	10.79536	10.69135	10.66183	10.63913	10.84269	10.71988
"ENSMUSG00000088835"	9.20503	8.95803	8.75231	9.0823	9.3328	8.36038	8.28227	7.96814	8.09499	8.73991	8.29122
"ENSMUSG00000088909"	7.6171	7.13895	7.8356	7.53725	7.63149	7.05803	6.91525	7.01883	6.55919	7.20886	6.68563
"ENSMUSG00000089083"	9.57138	9.7429	9.49262	9.47566	9.93144	9.65595	9.5462	9.56561	9.50387	9.60331	9.5491
"ENSMUSG00000089571"	6.02563	5.58667	5.91511	5.79035	5.9178	5.57852	5.48336	5.4244	5.29172	5.6995	5.54617
"ENSMUSG00000089634"	6.88281	6.85802	7.00655	6.90666	7.09196	6.91174	6.90808	6.80728	6.88747	6.93132	6.80543
"ENSMUSG00000089639"	6.63988	5.90191	6.81264	6.14169	7.1066	5.98355	4.81641	6.10778	4.97776	6.36541	4.86712
"ENSMUSG00000089648"	7.16862	7.06768	7.1176	7.07784	7.06928	7.21983	7.31532	7.26945	7.15336	7.35135	7.13576
"ENSMUSG00000089661"	4.89991	4.9862	4.97188	4.86243	4.87482	4.85454	4.88156	4.88432	4.89924	4.82022	4.89443
"ENSMUSG00000089672"	3.219805	3.57929	3.140015	3.414865	3.372255	4.13635	4.67312	3.578005	4.02923	3.131185	3.45709
"ENSMUSG00000089675"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000089682"	5.84303	6.00823	6.02666	5.85996	5.6252	6.19328	6.23594	6.29129	6.09883	6.19714	6.09929
"ENSMUSG00000089698"	6.33423	6.40222	6.41099	6.35893	6.36191	6.61227	6.6133	6.54382	6.50362	6.52999	6.57133
"ENSMUSG00000089704"	8.59582	8.48994	8.72194	8.61338	8.59866	9.13649	9.09429	9.13066	8.95501	9.29134	9.21959
"ENSMUSG00000089715"	7.12382	7.0514	7.2985	7.119635	7.065995	7.9917	7.809345	7.97013	7.80686	7.86333	7.499405
"ENSMUSG00000089727"	3.54862	3.86586	3.67208	3.648685	3.64544	3.74739	3.79068	3.79324	3.726245	3.664315	3.8236
"ENSMUSG00000089731"	8.9337	9.06729	8.96273	8.94824	8.59451	8.45291	8.44723	8.53958	8.53509	8.46373	8.43943
"ENSMUSG00000089739"	8.87007	8.66119	8.96552	8.82313	9.05069	9.09654	9.04894	9.04403	8.95474	9.21758	8.92314
"ENSMUSG00000089763"	3.994825	4.12212	4.05715	3.956095	3.891455	3.862785	3.921145	3.93434	3.97232	3.870095	4.055155
"ENSMUSG00000089764"	11.1879	11.06594	11.23093	11.23409	11.35083	11.15948	10.96867	11.15741	11.16118	11.16733	11.14938
"ENSMUSG00000089782"	9.66174	9.3954	9.88663	9.93354	10.42124	9.46697	9.32219	9.48421	9.35493	9.60956	9.2315
"ENSMUSG00000089788"	6.13449	5.98332	6.33461	6.16739	4.40661	6.00413	5.94194	5.50206	5.53156	6.01821	5.79367
"ENSMUSG00000089803"	9.31664	9.1426	9.19309	9.29478	9.51025	9.01973	9.01237	8.93689	8.86423	9.21985	9.06112
"ENSMUSG00000089814"	3.94168	3.75985	4.09904	3.96267	4.19044	3.90932	3.86459	3.86418	3.92462	3.84387	4.15803
"ENSMUSG00000089832"	8.38228	8.40822	8.55687	8.50081	8.56077	8.14405	8.21259	8.17541	8.14592	8.21624	8.34229
"ENSMUSG00000089838"	10.29948	10.27382	9.66129	10.02876	10.18386	9.45969	9.28671	9.32622	9.04107	9.83282	9.38237
"ENSMUSG00000089847"	6.82281	6.775315	6.863375	6.85982	6.90898	6.60217	6.55284	6.640525	6.53405	6.652685	6.669535
"ENSMUSG00000089872"	4.05571	3.97926	4.02972	4.0589	4.07155	4.06541	4.30683	4.19548	4.057	4.18531	4.12666
"ENSMUSG00000089873"	5.94426	5.551665	5.381375	5.36599	5.478155	5.282265	5.29727	5.308025	5.29388	5.325065	5.358815
"ENSMUSG00000089911"	6.4903	6.50878	6.58937	6.7923	6.43736	6.48686	6.48066	6.54886	6.50878	6.59776	6.20567
"ENSMUSG00000089929"	6.36468	6.53071	6.44369	6.35441	6.22279	6.46391	6.79042	6.48824	6.71023	6.23726	6.42581
"ENSMUSG00000089935"	3.63724	3.87306	3.74889	3.83784	3.70675	3.71563	3.55984	3.72515	3.63292	3.68299	3.74757
"ENSMUSG00000089942"	4.507985	4.683925	4.384185	4.484735	4.290635	4.4112	4.652955	4.37316	4.445795	4.302105	4.41623
"ENSMUSG00000089943"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000089945"	6.27867	6.22951	6.21266	6.40115	6.24623	6.44401	6.63113	6.60358	6.50571	6.52212	6.56745
"ENSMUSG00000089960"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000089979"	6.64938	6.56663	6.31177	6.51093	6.77495	6.32965	6.38762	6.3393	6.19018	6.39736	6.30842
"ENSMUSG00000089992"	5.612315	5.631425	5.594655	5.662775	6.351545	5.15229	5.00116	4.83674	5.22928	5.31081	5.395795
"ENSMUSG00000089993"	12.79542	12.79018	12.89411	12.88584	13.084	12.88975	12.84586	12.84647	13.00263	12.84441	12.91364
"ENSMUSG00000090015"	3.59964	3.42373	3.5765	3.88611	3.22932	3.84159	3.49169	3.60513	3.75418	3.76012	3.36148
"ENSMUSG00000090019"	4.53845	4.65646	4.57166	4.65533	4.59387	4.40312	4.35905	4.33	4.37987	4.48228	4.46687
"ENSMUSG00000090035"	5.31067	5.07148	5.14134	5.22204	4.930985	5.185695	5.074365	5.05826	4.96063	5.10187	5.028215
"ENSMUSG00000090071"	6.15818	6.46115	6.13572	6.21061	6.21108	6.15322	6.25818	6.29011	6.02538	5.93157	6.31561
"ENSMUSG00000090083"	6.04477	5.87516	6.18095	6.36417	6.06974	6.2111	6.16222	6.06425	6.02524	6.25852	6.21811
"ENSMUSG00000090084"	8.11305	7.50729	8.21605	8.00267	7.85512	8.34286	8.10651	8.0716	7.94909	8.16855	7.97283
"ENSMUSG00000090088"	3.50773	3.40879	3.81124	3.6584	3.42711	3.4157	3.54127	3.51444	3.46734	3.41933	3.54455
"ENSMUSG00000090106"	8.4131	8.10662	8.39999	8.33963	8.61183	8.35457	8.26456	8.4922	8.44644	8.55042	8.24089
"ENSMUSG00000090110"	6.49358	6.52364	6.48924	6.46814	6.27432	6.34753	6.36108	6.313315	6.3803	6.400255	6.42889
"ENSMUSG00000090122"	5.95823	6.00888	5.93045	5.90177	5.7733	6.05664	5.96955	5.86239	5.86666	5.90915	6.16099
"ENSMUSG00000090124"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000090125"	5.01183	5.46958	5.31817	5.17256	5.21213	5.04482	5.18101	5.13724	5.06756	5.08837	5.16706
"ENSMUSG00000090136"	8.99658	8.85179	9.29851	9.18606	9.91279	9.83256	9.53235	9.90924	9.34865	9.90686	9.06795
"ENSMUSG00000090137"	5.37992	5.57412	5.33998	5.32528	5.45549	5.36256	5.58404	5.32856	5.49927	5.47091	5.38995
"ENSMUSG00000090145"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000090165"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000090166"	4.69745	4.79627	4.6834	4.67691	4.49062	4.59022	4.73552	4.49979	4.54684	4.51633	4.55418
"ENSMUSG00000090171"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000090175"	9.90487	9.7526	9.94347	9.96522	9.58846	10.95548	10.98143	10.84443	10.83818	10.79559	10.66662
"ENSMUSG00000090186"	3.994825	4.12212	4.05715	3.956095	3.891455	3.862785	3.921145	3.93434	3.97232	3.870095	4.055155
"ENSMUSG00000090223"	2.36015	2.54248	2.48883	2.65165	2.65695	2.67103	2.75792	2.66147	2.49431	2.52997	2.66253
"ENSMUSG00000090225"	7.37599	7.49117	7.30499	7.36341	7.25121	6.92728	7.07207	7.14866	7.20118	6.95745	7.17333
"ENSMUSG00000090247"	8.45905	8.25461	8.16939	8.39638	8.83586	8.44305	8.3886	8.19302	8.18255	8.51321	8.27864
"ENSMUSG00000090272"	5.49125	5.26216	5.569135	5.631315	5.66581	5.33594	5.111685	5.33849	5.24922	5.23117	5.1783
"ENSMUSG00000090305"	11.40723	11.14009	11.2824	11.3468	11.776	11.12448	10.94669	11.13467	11.15056	11.22244	10.91497
"ENSMUSG00000090323"	9.45872	9.0133	9.53779	9.37181	10.13213	9.58208	9.20356	9.43608	9.07151	9.76432	9.05233
"ENSMUSG00000090363"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000090381"	7.91249	7.8253	8.03	7.77923	7.20429	7.86553	7.73789	7.78328	7.58016	7.95128	7.70947
"ENSMUSG00000090389"	4.17312	4.07695	4.09643	4.09194	4.30332	4.26206	4.28278	4.28914	4.31006	4.26083	4.31207
"ENSMUSG00000090516"	11.70338	11.51252	11.64105	11.73618	11.82932	11.69843	11.67251	11.81276	11.60724	11.76791	11.45164
"ENSMUSG00000090539"	3.07417	3.22581	3.36787	3.23253	2.61001	2.84195	2.85335	2.71796	2.85335	2.65377	2.70051
"ENSMUSG00000090544"	12.56685	12.4074	12.53011	12.58051	12.66496	12.36401	12.09795	12.27194	12.32656	12.39175	12.1362
"ENSMUSG00000090553"	8.54667	8.11097	8.42913	8.51416	8.97525	8.25841	8.05165	8.41079	7.79342	8.58313	7.61564
"ENSMUSG00000090555"	5.162634	5.295686	5.063284	5.11399	5.237046	5.55671	5.628306	5.436762	5.447518	5.442598	5.50619
"ENSMUSG00000090556"	4.45112	4.58817	4.45085	4.36788	4.56655	4.11057	4.12539	3.89467	4.26058	4.13625	4.35075
"ENSMUSG00000090602"	10.07906	9.71765	10.09632	10.06864	9.94398	9.79802	9.55966	9.87846	9.87311	9.96977	9.5561
"ENSMUSG00000090610"	10.49595	10.51099	10.67261	10.742395	10.910955	10.23155	10.18583	10.530445	10.71979	10.65495	10.60584
"ENSMUSG00000090619"	3.60178	3.75987	3.71199	3.70544	3.61507	3.80162	3.93502	3.71147	3.69439	3.63959	3.806235
"ENSMUSG00000090623"	6.03512	5.92869	5.56669	6.03651	4.9215	6.27703	6.03822	6.18318	6.12959	6.07932	5.8624
"ENSMUSG00000090626"	2.82284	2.68215	2.94622	2.87164	3.17137	2.86839	3.0447	2.87505	2.85693	2.78	2.78285
"ENSMUSG00000090627"	3.07417	3.22581	3.36787	3.23253	2.61001	2.84195	2.85335	2.71796	2.85335	2.65377	2.70051
"ENSMUSG00000090662"	3.21897	3.194365	3.138135	3.13227	3.266245	3.100225	3.255355	3.06309	3.290615	3.05862	3.28392
"ENSMUSG00000090691"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000090693"	7.6255	7.93964	7.71888	7.50566	7.14964	7.51774	7.66626	7.58992	7.66903	7.28315	7.56282
"ENSMUSG00000090704"	6.31071	6.185465	6.483295	6.378955	6.852415	5.968115	5.920715	6.072995	6.120325	6.002505	6.0486
"ENSMUSG00000090707"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000090733"	9.34874	9.39178	9.451005	9.52676	9.69345	9.51999	9.50554	9.479895	9.516935	9.482375	9.419835
"ENSMUSG00000090737"	10.32352	10.09559	10.46498	10.4435	10.96949	10.49788	10.21759	10.54647	10.20736	10.5273	9.9712
"ENSMUSG00000090817"	3.11374	3.23969	3.19185	2.99343	3.53775	3.21376	3.32913	3.11811	3.34888	3.18823	3.0066
"ENSMUSG00000090849"	3.21897	3.194365	3.138135	3.13227	3.266245	3.100225	3.255355	3.06309	3.290615	3.05862	3.28392
"ENSMUSG00000090872"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000090877"	5.518	5.65516	5.45271	5.6891	5.84733	6.44708	6.5384	6.63757	6.4092	5.76744	5.59785
"ENSMUSG00000090935"	4.85931	4.861285	4.81277	4.85287	4.87876	4.67466	4.7142	4.89165	4.765435	4.90946	4.88914
"ENSMUSG00000090967"	3.624535	3.783455	3.667295	3.733955	3.618355	3.69502	3.81329	3.718685	3.70272	3.576	3.844905
"ENSMUSG00000090994"	8.80714	8.59937	9.04383	8.95087	8.52239	8.60174	8.22638	8.6878	8.18845	8.68486	7.98284
"ENSMUSG00000090996"	7.53178	7.72644	7.56119	7.69046	7.85247	7.78183	7.88807	7.81581	7.88283	7.73808	7.90329
"ENSMUSG00000091020"	6.62528	6.80911	6.76795	6.88192	7.20841	7.03991	7.03107	7.05161	6.98491	6.92689	7.12368
"ENSMUSG00000091022"	3.07417	3.22581	3.36787	3.23253	2.61001	2.84195	2.85335	2.71796	2.85335	2.65377	2.70051
"ENSMUSG00000091083"	7.22403	7.26442	7.35698	7.2359	7.24513	6.87548	7.00843	6.97469	7.00405	7.05782	7.01484
"ENSMUSG00000091086"	11.54948	11.34424	11.57587	11.62627	11.73301	11.19253	11.11418	11.16485	11.28008	11.27635	11.2344
"ENSMUSG00000091105"	8.10718	8.05213	8.18462	8.13754	8.40943	7.89792	7.80765	7.98025	7.9467	8.06859	7.99124
"ENSMUSG00000091114"	3.07417	3.22581	3.36787	3.23253	2.61001	2.84195	2.85335	2.71796	2.85335	2.65377	2.70051
"ENSMUSG00000091223"	5.14344	4.84238	5.17286	5.35551	5.68542	4.97078	4.24464	4.80765	5.02715	5.13375	4.37252
"ENSMUSG00000091228"	10.73488	10.57134	10.74167	10.7041	11.3585	10.85709	10.70018	10.74928	10.71203	11.05226	10.67868
"ENSMUSG00000091233"	7.88022	7.84732	7.58036	7.802	7.83796	7.44616	7.5577	7.2853	7.29919	7.55265	7.60849
"ENSMUSG00000091269"	11.88942	11.73983	12.131015	11.980155	12.33402	12.035895	11.786985	11.99041	11.826905	12.000265	11.789215
"ENSMUSG00000091277"	5.51726	5.51746	5.53351	5.56262	5.61228	5.53957	5.45812	5.4346	5.47647	5.58941	5.52757
"ENSMUSG00000091337"	7.97936	7.82954	8.06543	8.23342	8.5932	8.10118	7.82691	7.88406	7.95895	7.91766	7.52709
"ENSMUSG00000091363"	7.59291	7.37374	7.69163	7.66487	7.53664	7.52267	7.55507	7.3115	7.34944	7.50544	7.2639
"ENSMUSG00000091373"	5.41789	5.37857	5.39225	5.20841	5.06824	5.07055	5.11995	5.09346	5.31357	4.91585	5.07538
"ENSMUSG00000091383"	8.95725	9.02989	8.23465	8.80302	9.29028	8.93732	8.96738	8.78526	8.58161	8.92034	8.73697
"ENSMUSG00000091400"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000091418"	2.807805	2.969895	3.029565	2.9291	2.466745	2.671095	2.729355	2.581595	2.733255	2.51231	2.620405
"ENSMUSG00000091509"	3.42773	3.42983	3.63011	3.50696	3.30492	3.41641	3.5269	3.4255	3.42983	3.41986	3.15722
"ENSMUSG00000091510"	5.26088	5.32244	5.23666	5.24512	5.14659	5.36154	5.47307	5.34325	5.61432	5.20354	5.44375
