"Deep neck_patient 1_hM2"	"Subcutaneous neck_patient 1_hM2"	"Deep neck_patient 2_hM2"	"Subcutaneous neck_patient 2_hM2"	"Deep neck_patient 3_hM2"	"Subcutaneous neck_patient 3_hM2"	"Deep neck_patient 4_hM2"	"Subcutaneous neck_patient 4_hM2"	"Deep neck_patient 5_hM2"	"Subcutaneous neck_patient 5_hM2"	"Deep neck_patient 6_hM2"	"Subcutaneous neck_patient 6_hM2"
"ENSG00000259925"	6.27077	6.4874	6.45593	6.97758	6.84023	6.51912	6.41199	6.27556	6.25047	6.50075	6.4071	6.68009
"ENSG00000259940"	5.99521	5.7002	5.87063	5.93567	5.79771	5.62706	5.83209	5.60826	6.07776	5.81851	5.7351	5.87406
"ENSG00000259956"	8.50046	8.66052	8.20365	8.28333	8.09587	8.11821	8.34387	8.3422	8.33089	8.4478	8.37568	8.22947
"ENSG00000259982"	7.682455	7.814575	7.66492	8.02614	7.902125	7.705175	7.69399	7.7546	7.783275	7.713475	7.73756	7.98596
"ENSG00000260027"	6.29766	6.91494	6.68222	6.70484	6.50022	6.57538	6.8915	6.94429	6.63866	6.85516	6.61601	6.88741
"ENSG00000260031"	6.53465	6.55225	6.72137	6.65215	6.60263	6.52934	6.7214	6.61795	6.57743	6.59622	6.58176	6.77119
"ENSG00000260082"	7.86672	7.36844	7.70575	7.39495	7.47249	7.82565	8.10854	7.89108	7.49795	7.71139	7.58759	7.71206
"ENSG00000260092"	6.84419	7.24955	7.0142	7.10879	6.91465	6.84717	7.03367	7.10896	7.08711	7.06792	7.04805	7.17296
"ENSG00000260096"	7.23924	7.58007	7.39581	7.59367	7.36964	7.38737	7.40256	7.4879	7.53946	7.49776	7.42986	7.47498
"ENSG00000260097"	7.00566666666667	6.87179666666667	7.09853333333333	7.05587833333333	7.493685	7.46252666666667	7.20104833333333	6.94055	7.21271666666667	7.26764333333333	7.12676333333333	7.19612333333333
"ENSG00000260105"	8.12208	8.44688	8.06826	8.621	8.43761	8.15158	8.15458	8.10405	8.53404	8.56599	8.57866	8.57314
"ENSG00000260121"	7.36914	7.41944	7.4071	7.53886	7.52345	7.48432	7.75106	7.55243	7.59858	7.67465	7.66791	7.72784
"ENSG00000260157"	9.36526	9.16486	9.32957	8.99053	9.25133	9.50755	9.26166	9.10874	9.10848	9.04043	8.90731	9.13792
"ENSG00000260161"	5.05561	4.81145	4.597895	4.65703	4.865375	4.70066	5.088875	5.091215	4.99935	5.17711	4.93129	5.02491
"ENSG00000260170"	9.52243	8.69147	8.91518	7.95532	8.8266	8.08657	9.36703	9.09778	9.2669	8.22152	9.44028	8.67571
"ENSG00000260220"	7.98448	8.19019	8.09898	8.45055	8.13866	8.10836	8.13748	8.14372	8.29818	8.23443	8.25139	8.25654
"ENSG00000260230"	6.78532	6.95287	7.75682	7.21943	7.12631	6.74539	7.04717	6.84131	7.14087	6.96001	7.42766	7.21652
"ENSG00000260238"	8.66857	8.75084	8.8586	8.990185	8.748975	8.673285	8.77011	8.745425	8.865465	8.811	8.906665	8.9452
"ENSG00000260272"	11.95362	11.90355	11.74137	11.98413	11.76647	11.85298	12.00404	11.76643	11.65866	11.64741	11.67344	11.80346
"ENSG00000260280"	9.00555	8.917755	8.70834	8.48313	8.91387	8.6949	8.81433	8.562505	8.463485	8.30891	8.96162	8.81382
"ENSG00000260287"	8.51119727272727	8.52509909090909	8.70145090909091	8.12471090909091	8.31039818181818	8.13376181818182	8.77378181818182	8.26544	8.29648454545455	8.46071272727273	8.61457272727273	8.49807909090909
"ENSG00000260290"	10.3637825	10.3823891666667	10.725945	10.3490008333333	10.6512483333333	10.703645	10.6882	10.5216391666667	10.3648941666667	10.4020116666667	10.3327008333333	10.3130875
"ENSG00000260298"	13.30595	13.28308	13.40065	13.33227	13.37197	13.3986	13.38639	13.31118	13.23152	13.38084	13.26487	13.36664
"ENSG00000260314"	5.16168	5.34721	5.26547	5.40988	5.56083	5.50803	5.11347	5.24116	5.31471	5.25454	5.20539	5.26895
"ENSG00000260325"	6.24777	6.38139	6.3918	6.46243	6.25458	6.09146	6.2563	6.35677	6.25666	6.24565	6.31043	6.3508
"ENSG00000260327"	4.0983675	3.9615975	3.99837	3.9686775	5.0862	4.9296825	4.24043	4.116885	4.10395	4.1022575	4.0666025	4.078015
"ENSG00000260339"	5.63045	5.51538	5.83002	5.83889	5.57855	5.60105	5.40925	5.50156	5.41932	5.5804	5.58425	5.63726
"ENSG00000260342"	11.68591	11.8658	12.09709	12.1385	12.25918	12.47823	12.22882	12.03081	11.86329	11.81906	11.83143	11.55683
"ENSG00000260347"	5.76636	5.95203	5.95243	6.50024	6.33069	5.83531	6.00191	6.06398	5.85073	6.14079	6.19819	6.26489
"ENSG00000260357"	6.28153	6.70547	6.63609	7.16825	6.85473	7.11054	6.65192	6.64363	6.89616	6.82798	7.00318	6.94185
"ENSG00000260372"	4.67723	4.7188	4.69951	5.02231	4.84918	5.03075	4.62322	4.82951	5.02918	4.8684	4.80134	4.83712
"ENSG00000260389"	6.93448	6.88525	6.80656	6.87748	6.96929	6.98028	6.95032	6.85447	7.03302	6.75748	6.85204	6.81824
"ENSG00000260405"	10.33364	10.07769	10.28927	10.29825	10.54672	10.64795	10.52168	10.34721	10.70241	10.64523	10.29916	10.59737
"ENSG00000260413"	7.4987	7.36543	7.02785	7.59996	7.55448	7.33637	7.47901	7.4035	7.19686	7.29399	7.32282	7.40427
"ENSG00000260428"	7.67854	7.78957	7.74176	8.21056	7.54388	7.85503	7.75279	7.80908	7.82601	7.9811	7.68597	7.78489
"ENSG00000260456"	7.27475	7.31289	7.5823	7.64848	7.59777	7.46615	7.67955	7.57424	7.55982	7.61887	7.37331	7.50959
"ENSG00000260496"	6.64366	6.82272	6.5505	6.92085	6.73327	6.79618	6.88099	6.79302	6.68635	6.91382	6.8555	6.73403
"ENSG00000260521"	10.40799	10.45252	10.17484	10.01799	10.09832	10.08268	10.23308	10.41676	10.57463	10.59335	10.5705	10.44794
"ENSG00000260528"	8.51295181818182	8.25929	8.73957090909091	7.93201272727273	7.98936818181818	8.08262727272727	7.85696090909091	8.04405090909091	7.46785727272727	7.49426181818182	8.37525272727273	8.01899636363636
"ENSG00000260537"	9.08953333333333	9.05847	9.05185	9.02264666666667	9.19272	9.11173333333333	9.10301333333333	9.20082333333333	9.13021	9.12185666666667	9.02917	9.05068666666667
"ENSG00000260549"	9.85537	9.89298	10.40564	10.59424	11.24219	11.01926	11.08523	10.92271	10.25109	10.21898	10.36713	10.4249
"ENSG00000260550"	6.21371	6.1983	5.94199	6.14309	6.19298	6.39755	6.0398	6.08916	6.11934	6.09823	6.05787	6.08306
"ENSG00000260565"	8.43533	8.02879	8.01331	7.67732	7.93994	7.68559	7.96809	7.45907	7.87667	7.83415	7.84561	7.76425
"ENSG00000260596"	8.10030071428571	8.24580357142857	8.15578571428571	8.36159285714286	8.41662357142857	8.38080642857143	8.32467214285714	8.33330071428571	8.31882	8.41748	8.38893571428571	8.42511714285714
"ENSG00000260612"	4.99555	4.95121	5.08996	5.18966	5.42478	5.18531	4.93761	4.87175	4.82955	5.03882	5.09151	4.86201
"ENSG00000260630"	6.55978	6.89818	6.8593	7.07897	6.43058	6.85393	6.66697	7.03579	6.97678	7.28333	6.88453	6.85348
"ENSG00000260644"	9.6917	9.537605	9.821095	9.70551	9.478805	9.485755	9.76965	9.605485	9.605105	9.79664	9.612475	9.68409
"ENSG00000260669"	7.02418333333333	7.00083666666667	7.01094333333333	7.0071	7.05566333333333	6.93187666666667	7.14948666666667	7.04378666666667	6.94125	6.9638	7.00285333333333	6.93935
"ENSG00000260682"	13.25039	13.28689	13.28487	13.28276	13.37167	13.3206	13.47622	13.45521	13.502	13.49213	13.54411	13.47917
"ENSG00000260690"	4.0382	4.26236	4.16277	4.22323	4.0757	4.30183	4.09935	4.33711	4.47058	4.30979	4.58379	4.4193
"ENSG00000260691"	5.29925857142857	5.35330142857143	5.51198571428571	5.47235285714286	6.11447285714286	6.12978285714286	5.70409285714286	5.51378571428571	5.49537857142857	5.62640714285714	5.53252714285714	5.55907428571429
"ENSG00000260729"	6.8601	6.98808	6.98493	7.09294	6.80671	6.85647	6.99077	6.97261	7.11307	7.12852	7.18561	6.98839
"ENSG00000260776"	7.437446	7.635438	7.338518	7.580412	7.119508	7.422608	7.224712	6.999424	7.456092	7.721472	7.569224	7.604022
"ENSG00000260804"	8.08265	7.55254	8.22962	8.00384	8.06249	7.95732	8.43067	8.11057	8.2679	7.98116	8.41086	8.11872
"ENSG00000260815"	4.49614	4.47485	4.50164	4.51711	4.01932	4.05227	4.36296	4.0955	4.21289	4.3926	4.26817	4.23614
"ENSG00000260836"	6.20006	5.86857	6.0176	6.3262	6.59485	6.50065	5.89871	6.10713	6.52035	6.3616	6.59079	6.30434
"ENSG00000260852"	5.70791	5.78983	5.71336	5.77364	5.48647	5.32708	5.75014	5.63245	5.71354	5.74518	5.74233	5.67059
"ENSG00000260866"	4.84944	5.43593	4.97177	5.02694	6.24098	6.54373	5.20813	5.06386	5.53074	5.33003	5.48364	5.43337
"ENSG00000260903"	7.61839	7.75021	7.62553	8.09383	7.56287	7.56038	7.80873	7.76087	7.81419	7.89397	7.85817	7.85344
"ENSG00000260914"	10.18737	10.19312	9.83756	9.78956	9.94608	10.00616	9.82357	9.70293	9.7185	9.58601	9.65496	9.56938
"ENSG00000260916"	10.24099	10.00742	10.23186	9.59866	9.40351	9.01687	9.42733	9.27799	10.55159	10.19042	10.38577	9.69956
"ENSG00000261007"	9.75643	9.33399	9.95003	8.58703	9.75024	10.0236	9.67677	9.34144	8.65204	8.73116	8.95991	9.00406
"ENSG00000261011"	8.32187666666667	8.11202333333333	8.71637333333333	8.43572666666667	8.49038	8.44197	8.55786	8.32283666666667	8.71236333333333	8.51229333333333	8.87615	8.53508333333333
"ENSG00000261052"	9.00555	8.917755	8.70834	8.48313	8.91387	8.6949	8.81433	8.562505	8.463485	8.30891	8.96162	8.81382
"ENSG00000261067"	8.21159666666667	8.31226666666667	8.23240333333333	8.39878333333333	8.23149333333333	8.22970666666667	8.29112333333333	8.25193333333333	8.17351333333333	8.34631	8.26023333333333	8.34718333333333
"ENSG00000261069"	9.0337525	8.4831925	9.7464925	8.6945225	9.2800475	8.8262575	10.072365	9.60734	10.559315	9.785995	10.4367575	9.6585775
"ENSG00000261089"	7.682455	7.814575	7.66492	8.02614	7.902125	7.705175	7.69399	7.7546	7.783275	7.713475	7.73756	7.98596
"ENSG00000261147"	6.90879	7.03507666666667	6.81633	6.94664	6.91951666666667	6.99447	6.81476333333333	6.99381333333333	7.04461666666667	7.01206666666667	6.90625666666667	6.98672333333333
"ENSG00000261150"	8.24754	8.31309	8.0487	7.92953	7.94698	8.09422	8.06275	7.90268	7.63485	7.92177	7.87344	7.97488
"ENSG00000261192"	8.0998	8.06916	7.74527	8.04013	7.8074	7.79251	7.97934	8.06048	7.98489	7.9842	7.9286	8.02107
"ENSG00000261210"	5.4036	5.60253	5.4612	5.65951	5.60823	5.52441	5.51174	5.53796	5.58677	5.59564	5.62294	5.63009
"ENSG00000261215"	6.99907	7.23652	7.2638	7.58131	7.155	7.33793	7.08422	7.39993	7.38504	7.39917	7.36819	7.37884
"ENSG00000261221"	8.11934	8.39991	8.31698	8.27162	8.20351	7.88721	8.25522	8.06166	8.31306	8.37873	8.25738	8.37336
"ENSG00000261236"	8.662835	8.7156	8.68667	8.863935	8.91056	9.038855	8.9904	8.93431	8.661045	8.795385	8.58654	8.736645
"ENSG00000261239"	4.67734	4.68055	4.56143	4.61626	4.77278	4.66706	4.46334	4.73771	4.7439	4.76855	4.82294	4.76398
"ENSG00000261247"	7.92372333333333	7.94968666666667	7.81427333333333	7.79015	7.84758333333333	7.89018	7.71834666666667	7.70868666666667	7.82932666666667	8.05649333333333	7.97614666666667	8.05304333333333
"ENSG00000261303"	7.47513666666667	7.67225	7.29588333333333	7.57157666666667	7.16259666666667	7.38697333333333	7.2227	6.85098	7.46562333333333	7.75046333333333	7.62372666666667	7.56947666666667
"ENSG00000261308"	6.49974	6.52457	6.3564	6.90485	6.32667	6.22167	6.40414	6.41883	6.36624	6.63546	6.28037	6.32775
"ENSG00000261371"	7.22141	7.00952	5.62711	5.75556	6.22444	5.94006	5.73027	5.67038	5.96645	5.67373	5.9705	5.92701
"ENSG00000261408"	8.10096666666667	8.17906333333333	8.00469333333333	8.11225666666667	7.89802333333333	7.81257333333333	8.16606333333333	8.27593666666667	8.18403	8.39389333333333	8.27041	8.27576333333333
"ENSG00000261456"	6.961185	7.05652	6.88006	7.04531	7.07339	7.01311	7.026325	7.15349	6.997595	7.1166	7.02128	7.083065
"ENSG00000261459"	8.17727	8.45537	8.35798	8.68014	8.32171	8.03886	8.23739	8.47912	8.57306	8.49696	8.47176	8.49469
"ENSG00000261461"	7.38003	7.3497	7.23216	6.85553	6.73287	6.77088	7.8444	7.1082	6.96433	6.86463	6.9253	6.74372
"ENSG00000261487"	9.04331	9.10592	9.10363	9.11055	8.91551	8.6804	8.97946	9.09099	9.2947	9.1138	9.46483	9.08609
"ENSG00000261499"	10.64158	10.74142	10.92287	10.5688	10.61995	10.60089	10.54401	10.21379	10.24558	10.3068	10.38759	10.40901
"ENSG00000261509"	5.567705	5.6993075	5.71096	5.95533	5.9660125	6.029335	5.7199125	5.760245	5.76618	5.7974125	5.68809	5.6025825
"ENSG00000261519"	5.1182	5.23276	5.163105	5.21375	5.398845	5.341235	5.2117	5.221485	5.309565	5.21059	5.173945	5.236655
"ENSG00000261522"	7.75391	7.87922	8.115025	8.00267	7.89047	7.820375	7.966075	8.023345	8.12912	8.08773	8.256395	8.02378
"ENSG00000261553"	9.80687	9.45597	9.65165	9.52906	9.73343	9.79204	9.70193	9.87995	9.64076	9.27368	9.42033	9.30445
"ENSG00000261556"	11.657505	11.5708366666667	11.90682	11.555495	11.6232066666667	11.59415	11.707075	11.4120883333333	11.4219016666667	11.6586166666667	11.7241266666667	11.845215
"ENSG00000261588"	9.37288	9.20705	9.24417	9.09062	9.50043	9.3245	9.82694	9.78046	9.79579	10.02816	9.96502	9.77689
"ENSG00000261599"	9.6917	9.537605	9.821095	9.70551	9.478805	9.485755	9.76965	9.605485	9.605105	9.79664	9.612475	9.68409
"ENSG00000261606"	6.23235666666667	6.47673333333333	6.33350666666667	6.63154	6.35839	6.25397	6.35137333333333	6.48297666666667	6.47944333333333	6.48567666666667	6.42012666666667	6.54213666666667
"ENSG00000261609"	8.49397	8.45553	8.5573	8.44726	8.33841	8.53038	8.30298	8.43888	8.54967	8.77097	8.38716	8.48392
"ENSG00000261611"	7.175235	7.14938	6.960945	6.94228	6.942385	7.008845	7.017415	7.249195	7.20431	7.29581	7.19033	7.107905
"ENSG00000261612"	5.87073	5.81424	6.0377	5.77297	5.63821	5.73855	5.86553	6.1808	5.86523	5.84365	5.95704	5.91289
"ENSG00000261613"	8.90854	8.8881	8.38272	7.98308	8.47221	8.29604	8.16515	7.92148	8.09483	7.56287	8.66639	8.70959
"ENSG00000261635"	11.93467	11.82534	12.23855	12.27476	12.41105	12.39677	12.31022	12.36517	12.09947	11.89932	12.10772	12.15949
"ENSG00000261649"	6.32969	6.61535	6.55932	6.81334	6.5997	6.57801	6.48744	6.63804	6.72496	6.7362	6.70479	6.92166
"ENSG00000261678"	6.783705	6.793175	6.74054	6.881015	6.84648	6.698935	6.847485	6.857075	6.89778	6.942775	6.8791	6.836985
"ENSG00000261701"	5.33975	5.4114	5.44941	5.43129	5.81809	5.75854	5.34921	5.40573	5.37324	5.49016	5.61914	5.59915
"ENSG00000261713"	8.296575	8.206985	8.107055	8.166855	8.105075	7.92698	8.13482	8.255885	8.241245	8.310955	8.241055	8.352665
"ENSG00000261739"	8.06756666666667	8.31723333333333	8.05949	8.12660333333333	8.07941	8.22528333333333	7.91057333333333	7.98435	8.11284666666667	8.27426333333333	8.24822333333333	8.32421666666667
"ENSG00000261740"	11.7382466666667	11.66021	12.0218633333333	11.6674433333333	11.9491233333333	11.9040733333333	11.8721733333333	11.65027	11.54333	11.68169	11.83133	11.9015766666667
"ENSG00000261747"	5.69284	5.785	5.79275	5.85947	5.69643	5.77188	5.74801	5.91315	5.90948	5.74197	5.75122	5.72543
"ENSG00000261764"	11.86699	11.045235	12.21445	9.136865	10.516515	9.38278	12.112585	10.07338	11.684925	10.77886	11.19037	10.598845
"ENSG00000261771"	8.03865	7.934065	8.00294	7.69632	7.612385	7.357365	7.62106	7.553845	8.37354	8.063035	8.293595	7.82133
"ENSG00000261787"	9.47644	9.66411	9.49089	9.63417	9.54894	9.43076	9.34586	9.40863	9.41814	9.4229	9.46165	9.55427
"ENSG00000261793"	8.82724	9.00121	8.83921	9.32674	8.96739	8.74567	8.91123	8.93134	9.04691	9.01808	9.0286	9.09603
"ENSG00000261794"	7.92372333333333	7.94968666666667	7.81427333333333	7.79015	7.84758333333333	7.89018	7.71834666666667	7.70868666666667	7.82932666666667	8.05649333333333	7.97614666666667	8.05304333333333
"ENSG00000261796"	8.198555	8.213115	7.907935	7.749755	7.891235	7.869225	7.91839	8.038705	7.784515	7.93078	7.67817	7.951355
"ENSG00000261812"	8.17727	8.21062	8.09205	8.21644	8.29747	8.42776	8.27781	8.32753	8.19797	8.26985	8.24126	8.27604
"ENSG00000261819"	10.38534	10.4901	10.11777	10.30765	10.28217	10.11946	10.13202	10.26463	10.13437	10.33193	10.1458	10.20512
"ENSG00000261832"	8.98671	8.92145	8.92702	8.8878	8.87566	8.80503	8.74784	8.50547	8.60486	8.67478	8.56788	8.61649
"ENSG00000261845"	6.3541	6.38119	6.59347	6.61814	6.48372	6.52007	6.50039	6.6439	6.80876	6.46047	6.57309	6.64809
"ENSG00000261857"	7.72791	7.94392	7.82049	8.2054	7.83926	7.73904	7.7783	7.86205	7.94385	7.91793	7.86885	7.93555
"ENSG00000261884"	7.33059	7.299835	7.09213	7.29128	7.222925	7.165025	7.325655	7.186165	7.18861	7.19202	7.217075	7.24271
"ENSG00000261904"	5.45471	5.18299666666667	5.24151	5.26138333333333	5.34157666666667	5.38135	5.38612333333333	5.06300666666667	5.28593333333333	5.30425	5.41575666666667	5.33287
"ENSG00000261914"	10.02862	10.09189	10.09046	9.93892	9.98587	10.14592	9.86271	10.15693	9.90724	10.05892	9.84848	9.85432
"ENSG00000261915"	9.2145	9.24519	9.26904	9.22	9.24162	9.17838	9.38249	9.13513	9.26761	9.16869	9.32046	9.23272
"ENSG00000261924"	6.64944	6.75253	6.67806	6.96371	6.65037	6.62533	6.57592	6.68713	6.57841	6.77434	6.5186	6.70036
"ENSG00000261965"	10.86577	10.98177	10.65545	10.01753	10.45088	10.53209	10.17285	10.29397	10.77505	10.53259	10.55092	10.09867
"ENSG00000262074"	8.61586	8.28192	9.81537	9.38112	9.60754	9.61117	10.84804	10.90707	10.22689	9.9886	9.58506	9.83173
"ENSG00000262085"	6.41864	6.43088	6.43779	6.68711	7.09197	7.0349	6.24479	6.23095	6.38089	6.39821	6.38756	6.39813
"ENSG00000262095"	3.91097	3.82112	3.87623	3.83149	4.07153	4.26916	3.83149	4.05046	3.82583	3.98463	3.89887	3.87623
"ENSG00000262107"	3.81203	3.81862	3.88456	3.75144	3.99737	3.91612	3.92194	3.86367	3.78225	3.7431	3.90797	3.88442
"ENSG00000262158"	3.506255	3.4444075	3.5274775	3.4686325	3.581015	3.65792	3.5301575	3.498985	3.546625	3.54403	3.4851425	3.5369725
"ENSG00000262180"	7.38221	7.17775	7.58511	7.14987	7.6003	7.64382	7.1958	6.45753	7.01638	7.10985	6.92733	7.01355
"ENSG00000262202"	8.61586	8.28192	9.81537	9.38112	9.60754	9.61117	10.84804	10.90707	10.22689	9.9886	9.58506	9.83173
"ENSG00000262223"	7.79951	7.91089	7.86154	8.20217	7.90496	7.83701	7.81627	7.77487	7.90648	7.86322	7.91473	7.94748
"ENSG00000262228"	6.0885	6.13702	6.70754	6.34417	6.53003	7.23505	6.3826	6.23227	6.28642	6.38462	6.41522	6.65375
"ENSG00000262246"	7.76936	7.9513	7.80988	8.11692	7.83097	7.98444	7.88317	7.84599	7.93801	7.95059	7.83514	8.00586
"ENSG00000262251"	6.07985	5.70051	6.30266	5.77663	5.84895	5.80033	5.95932	5.36571	5.89447	5.92042	5.99559	5.75096
"ENSG00000262259"	3.506255	3.4444075	3.5274775	3.4686325	3.581015	3.65792	3.5301575	3.498985	3.546625	3.54403	3.4851425	3.5369725
"ENSG00000262302"	10.1725466666667	10.06423	10.12791	9.76097333333333	9.92473333333333	9.96796666666667	9.97297	9.72814333333333	9.67692	9.42106666666667	9.6794	9.67139333333333
"ENSG00000262304"	8.00778	8.00994	7.963865	7.939635	8.0192	7.72557	8.12066	8.08354	8.29789	8.144215	8.29031	8.05505
"ENSG00000262316"	4.84716	4.81748	4.79465	4.7852	4.91967	4.95958	4.97974	4.87433	4.80339	4.91096	4.93435	4.92356
"ENSG00000262322"	5.45471	5.18299666666667	5.24151	5.26138333333333	5.34157666666667	5.38135	5.38612333333333	5.06300666666667	5.28593333333333	5.30425	5.41575666666667	5.33287
"ENSG00000262333"	10.6633	10.5601	10.95944	10.17913	10.85234	10.98184	10.60724	10.50071	10.37691	10.1242	10.31432	9.95416
"ENSG00000262406"	4.81406	4.84478	4.83415	4.94362	4.9545	5.08424	4.73508	5.38131	4.82712	4.94037	4.91644	4.92428
"ENSG00000262420"	7.50808	7.59647	7.61089	7.67834	7.5029	7.39601	7.67692	7.7496	7.81912	7.69217	7.69459	7.90297
"ENSG00000262461"	6.96639875	7.00545125	7.06237375	7.19738125	7.53272625	7.61332	7.1811125	7.07045125	7.18059	7.2987825	7.1950725	7.3183325
"ENSG00000262481"	9.354215	9.33053	9.246655	9.28901	9.30661	9.273285	9.36369	9.270665	9.00839	8.938985	8.809115	9.139155
"ENSG00000262500"	7.74912	7.94335	7.7195	7.967865	8.44739	8.32804	7.81943	7.843495	8.06909	7.935095	8.04379	8.008755
"ENSG00000262519"	4.74324	4.67497	4.62399	4.56979	4.59438	4.52047	4.9529	4.5959	4.81468	4.59516	4.82544	4.69253
"ENSG00000262526"	11.51949	11.598335	11.38953	11.46397	11.43899	11.35705	11.44975	11.36365	11.38719	11.3331	11.32432	11.428065
"ENSG00000262554"	7.05937	7.08074	7.12012	6.99393	7.03342	7.0611	6.90669	6.94114	6.89813	6.98696	6.86355	6.72272
"ENSG00000262560"	6.39087	6.2485	6.34166	6.42275	6.28248	6.36767	6.26286	6.38374	6.33509	6.33135	6.32678	6.52973
"ENSG00000262587"	6.96613	6.9945	7.10936	6.94887	6.89492	6.86138	6.6477	7.02635	6.79559	6.82138	6.81224	6.84398
"ENSG00000262621"	6.33089	6.29334	6.13239	6.16433	6.30677	6.30466	6.06247	5.95691	6.44965	6.2004	6.66106	6.47396
"ENSG00000262628"	6.57297	6.26468	6.053085	6.37513	7.000155	6.887325	6.215115	6.137805	6.298385	6.34664	6.30997	6.26125
"ENSG00000262655"	7.26182	7.7423	6.88184	8.1527	6.92892	7.03818	7.08072	8.38307	10.22102	8.28376	8.98595	7.41273
"ENSG00000262660"	8.461585	8.464295	8.28259	8.57803	8.42909	8.47579	8.636	8.669455	8.453025	8.440455	8.46204	8.426065
"ENSG00000262670"	6.800245	6.630625	6.362175	6.82863	6.816495	6.87358	6.58706	6.799015	6.71202	6.527335	6.76529	6.62945
"ENSG00000262708"	11.10986	10.881	11.26435	10.85503	11.55615	11.6992	11.24107	10.69614	10.90393	11.00034	11.01201	11.07953
"ENSG00000262814"	9.41479	9.45407	9.30288	9.48679	9.44306	9.60059	9.55476	9.66177	9.39501	9.41049	9.43786	9.47492
"ENSG00000262879"	10.04899	10.06846	10.4992	10.49283	11.20953	10.99208	10.64579	9.94875	10.38247	10.25329	10.57794	10.60375
"ENSG00000262880"	8.01996	8.88875	8.2138	7.91389	7.69789	7.26507	7.94145	7.72374	7.3748	7.89055	7.24769	7.38849
"ENSG00000262919"	8.17725	8.435655	8.28264	8.4324	8.37172	8.53935	8.37946	8.53947	8.0868	8.39042	7.97839	8.38313
"ENSG00000262921"	4.74324	4.67497	4.62399	4.56979	4.59438	4.52047	4.9529	4.5959	4.81468	4.59516	4.82544	4.69253
"ENSG00000262943"	5.5512	5.69406	5.48424	5.89093	5.74577	5.70459	5.6942	5.70328	5.83962	5.96076	5.66739	5.73167
"ENSG00000262962"	5.31152	5.33943	5.05491	4.17599	4.82289	4.99848	5.45559	4.94577	4.81254	5.2834	5.07828	3.99709
"ENSG00000262980"	4.95305	5.06273	4.88772	5.21662	5.47707	5.48794	5.14838	4.90405	5.19803	5.22468	5.00314	4.96385
"ENSG00000263001"	9.98835	9.84082	10.1151	9.51233	9.63361	9.68116	9.95604	9.85056	9.68226	9.75394	9.70282	9.64412
"ENSG00000263002"	8.21786	8.15786	8.2997	7.86704	8.00914	8.02228	8.11426	8.08137	8.38711	8.31937	8.35853	8.3462
"ENSG00000263006"	4.55159	4.47765	5.31756	4.81531	6.99726	7.35251	5.13598	5.45588	5.39089	5.15112	5.07521	4.98134
"ENSG00000263020"	11.191302	11.12912	11.271282	11.18273	11.314734	11.386368	11.32448	10.883118	10.830158	10.845376	10.984766	11.187876
"ENSG00000263069"	6.68657	6.8315	6.61054	6.96242	6.52604	6.64825	6.74253	6.73752	6.84842	7.13341	6.82147	6.86821
"ENSG00000263126"	7.01388	7.1214	7.25939	7.43717	7.27171	7.15809	7.20341	7.20766	7.27951	7.23171	7.3866	7.31997
"ENSG00000263142"	9.730435	9.262705	9.54017166666667	8.78689666666667	9.685485	9.4801	9.34595	8.95261833333333	9.48895166666667	9.36182333333333	9.52700666666667	9.29070166666667
"ENSG00000263155"	5.93628	6.10016	5.75967	6.02209	5.78151	5.89921	5.77991	5.88944	5.9834	6.08819	5.91872	5.95761
"ENSG00000263177"	4.55315666666667	4.55580666666667	4.53994666666667	4.49152666666667	4.58889	4.65628333333333	4.62459	4.52572666666667	4.53574333333333	4.55974666666667	4.57254666666667	4.59973
"ENSG00000263179"	11.453306	11.455374	11.175874	11.099252	11.188448	11.273218	11.570154	11.62166	11.289454	11.190446	11.241452	11.228468
"ENSG00000263196"	3.506255	3.4444075	3.5274775	3.4686325	3.581015	3.65792	3.5301575	3.498985	3.546625	3.54403	3.4851425	3.5369725
"ENSG00000263241"	3.82502	3.64311	3.74139	3.81492	3.79105	3.81062	3.92512	3.80192	3.86348	3.93482	3.80157	3.74513
"ENSG00000263266"	10.585915	10.4733933333333	10.723935	10.5484866666667	10.7904616666667	10.7645483333333	10.791995	11.04391	10.6976133333333	10.79583	10.6393616666667	10.7753216666667
"ENSG00000263278"	4.63861	4.60599	4.75566	4.84444	4.53288	4.38493	4.77813	4.88767	4.59828	4.78503	4.7221	4.92335
"ENSG00000263327"	7.94567	8.09883	8.0032	7.70113	7.80785	7.58902	7.6616	7.64426	7.90283	7.83814	7.97339	7.75747
"ENSG00000263353"	7.74860857142857	7.73726285714286	7.80139571428571	7.87753857142857	8.33257142857143	8.43533571428571	7.85590142857143	7.84092142857143	7.72040285714286	7.76296285714286	7.75309857142857	7.76112428571429
"ENSG00000263366"	9.86578	9.8410925	9.5628075	9.7059	9.5893975	9.5610675	9.790525	9.7635475	9.7395725	9.7904625	9.753405	9.8195975
"ENSG00000263417"	4.77206	4.80551	4.74942	4.9079	4.90358	4.76816	4.88887	4.86601	4.77931	4.79965	4.84185	4.86305
"ENSG00000263426"	9.01859	9.24366	8.8815	9.09885	9.02288	9.01624	9.48131	9.43133	9.23314	9.37931	9.42011	9.50248
"ENSG00000263432"	6.4515	6.50025	6.53708	6.14994	6.21545	6.21995	6.21345	6.38153	6.55171	6.30362	6.26935	6.20628
