"Deep neck_patient 1_hM2"	"Subcutaneous neck_patient 1_hM2"	"Deep neck_patient 2_hM2"	"Subcutaneous neck_patient 2_hM2"	"Deep neck_patient 3_hM2"	"Subcutaneous neck_patient 3_hM2"	"Deep neck_patient 4_hM2"	"Subcutaneous neck_patient 4_hM2"	"Deep neck_patient 5_hM2"	"Subcutaneous neck_patient 5_hM2"	"Deep neck_patient 6_hM2"	"Subcutaneous neck_patient 6_hM2"
"ENSG00000263464"	7.74860857142857	7.73726285714286	7.80139571428571	7.87753857142857	8.33257142857143	8.43533571428571	7.85590142857143	7.84092142857143	7.72040285714286	7.76296285714286	7.75309857142857	7.76112428571429
"ENSG00000263465"	10.19568	9.9839	10.36903	10.25166	10.17863	10.1652	10.14878	10.26811	10.29537	10.25649	10.17306	10.1375
"ENSG00000263479"	6.78657	6.8708	6.82048	7.08473	6.5628	6.66808	6.9276	7.0554	7.02477	7.24161	6.97026	6.72081
"ENSG00000263483"	3.90697	3.88096	3.884475	3.857715	3.96046	3.908135	4.0379	3.97694	3.880755	3.935725	3.842965	3.89877
"ENSG00000263494"	3.946555	4.007115	4.30404	4.234285	4.64703	5.11453	4.264955	4.11908	4.01274	4.164655	4.00442	4.04674
"ENSG00000263503"	7.74912	7.94335	7.7195	7.967865	8.44739	8.32804	7.81943	7.843495	8.06909	7.935095	8.04379	8.008755
"ENSG00000263511"	12.73554	12.7762	12.87717	12.6578	13.09062	13.03774	12.96076	12.66073	12.81459	12.84406	12.87553	12.8561
"ENSG00000263513"	6.2594225	6.159995	6.83292	7.16862	8.08583	8.738045	7.8398675	7.67624	7.0422875	6.5489425	7.0635375	6.8674275
"ENSG00000263528"	8.17001	8.17865	8.27859	8.28279	8.27757	8.12484	8.49505	8.56696	8.36661	8.40308	8.20239	8.22113
"ENSG00000263529"	7.37189	7.46121	7.31834	7.89269	7.94796	7.69134	7.8706	7.91847	7.93982	8.01218	7.82671	8.00494
"ENSG00000263535"	10.81688	11.19471	10.01499	10.26026	9.67248	10.12378	10.07576	10.493	9.59154	10.14873	9.89913	10.00657
"ENSG00000263556"	4.80744	5.09504	4.79982	4.98982	4.81906	4.90135	5.02337	5.238	5.15192	5.24592	5.20535	5.30183
"ENSG00000263563"	11.99889	11.81988	12.08185	11.95725	12.09639	12.03664	12.14545	12.11541	12.10936	11.98302	12.1902	12.07109
"ENSG00000263590"	7.239555	7.076345	7.14973	6.96956	7.30135	7.34134	7.25301	6.99197	7.24035	7.02115	7.317125	7.067595
"ENSG00000263595"	5.180555	5.281925	5.38911	5.397415	5.305475	5.28549	5.500065	5.494815	5.518695	5.55851	5.506415	5.477185
"ENSG00000263603"	8.59186	8.5853	8.597	8.57568	8.47108	8.4751	9.12428	9.07927	8.99861	8.91331	9.07101	9.17968
"ENSG00000263616"	6.79784	7.12166	7.02092	7.23032	7.17284	6.88806	7.25591	7.20901	7.38291	7.386	7.39159	7.30205
"ENSG00000263620"	9.23258	9.33987	9.24527	9.26236	8.78675	8.81746	9.05263	8.72819	8.82586	8.92604	8.62757	8.83942
"ENSG00000263639"	4.31529	4.44831	4.20352	4.35124	4.26105	4.28026	4.12769	4.23459	4.31439	4.28164	4.2208	4.14709
"ENSG00000263666"	6.71469	6.90065	6.64758	6.93932	6.96767	6.8876	6.93275	6.85625	6.94028	6.96194	7.12629	7.04961
"ENSG00000263697"	8.82724	9.00121	8.83921	9.32674	8.96739	8.74567	8.91123	8.93134	9.04691	9.01808	9.0286	9.09603
"ENSG00000263715"	6.29359	6.70414	6.61464	6.84975	6.66785	6.4385	6.5558	6.57111	6.72892	6.53136	6.62875	6.69123
"ENSG00000263740"	9.641335	9.74227	9.67273	9.61808	10.071855	10.19814	10.028555	9.779525	9.87806	9.94679	9.944065	10.031125
"ENSG00000263755"	6.59451	7.10141	7.09038	7.31677	6.90057	6.79961	7.25708	7.3139	7.31076	7.2289	7.19919	7.33194
"ENSG00000263761"	6.6929	6.82817	6.81305	7.13429	6.88371	6.70052	6.6471	6.88614	6.8722	6.89843	6.87236	6.94178
"ENSG00000263764"	7.96994	7.82968	7.79646	7.64029	7.86017	8.10775	8.28868	7.97565	7.80891	8.01098	7.91594	7.94477
"ENSG00000263776"	7.18539	6.84336	7.69358	6.97228	7.40141	7.51158	8.19288	8.44974	7.73709	7.86626	7.76281	7.38263
"ENSG00000263781"	6.73781	6.86283	6.58534	6.98697	6.82164	6.72052	6.72954	6.81133	6.62056	6.54877	6.61455	6.78146
"ENSG00000263794"	5.85225	6.18388	6.09878	6.35126	6.43323	6.15735	6.27952	6.52762	6.18298	6.3734	6.39632	6.36035
"ENSG00000263809"	6.48859	6.84127	6.56267	6.59189	6.57361	6.49194	6.39144	6.57435	6.68164	6.58343	6.82001	6.55552
"ENSG00000263815"	7.58263	7.80514	7.55706	7.70549	7.86476	7.6354	7.87355	7.80245	8.22596	8.13252	8.10202	8.10942
"ENSG00000263829"	8.17418	8.35511	8.25929	7.38979	8.19706	8.45484	7.94403	8.38524	7.90597	8.31556	7.41583	7.848
"ENSG00000263841"	5.12618	5.47305	5.25263	5.69278	5.38762	5.48565	5.5971	5.67365	5.82054	5.81633	5.63418	6.05722
"ENSG00000263900"	13.5095	13.54884	13.44386	13.46718	13.54557	13.56242	13.5012	13.53223	13.40389	13.52061	13.4131	13.5229
"ENSG00000263905"	7.52855	7.84823	7.77307	8.08063	7.88859	7.82174	7.88401	7.97648	7.83967	8.00071	7.89025	7.92446
"ENSG00000263914"	5.091285	5.121105	5.210415	4.96185	5.118655	5.294585	5.34303	5.48115	5.343725	5.300435	5.3995	5.32034
"ENSG00000263917"	5.80429	5.85402	5.41088	5.48249	5.72728	6.10362	5.62802	5.95471	5.53895	5.66552	5.50218	5.78599
"ENSG00000263934"	8.61586	8.28192	9.81537	9.38112	9.60754	9.61117	10.84804	10.90707	10.22689	9.9886	9.58506	9.83173
"ENSG00000263944"	5.80273	6.16271	5.75826	6.05958	6.08792	5.58812	6.05848	6.15954	6.23332	6.06763	6.02852	6.20317
"ENSG00000263956"	11.2645033333333	11.0448966666667	11.3210941666667	10.9871325	11.1619491666667	11.1517583333333	11.4664383333333	11.3464466666667	11.368045	11.2974708333333	11.3322983333333	11.1566783333333
"ENSG00000263961"	6.16943	6.15151	5.97513	6.32537	6.32585	6.13813	6.12816	6.16456	6.26607	6.21487	6.22809	6.2516
"ENSG00000263968"	5.17617	5.16276	5.40026	5.49002	5.38177	5.37561	5.72467	5.26649	5.36166	5.26808	5.38009	5.50961
"ENSG00000263969"	6.18794	6.44072	6.75476	6.42577	6.58474	6.56902	6.7443	6.67998	6.63623	6.65826	6.53457	6.47947
"ENSG00000263988"	8.48757	8.88587	8.76806	9.07347	8.72468	8.78549	9.01247	9.19105	9.04523	9.26516	9.10396	9.11414
"ENSG00000263989"	6.03077	6.25389	6.37608	5.96172	6.41983	6.38599	6.42545	6.4713	6.37746	6.48921	6.48936	6.48838
"ENSG00000263993"	6.56562	6.61928	6.94128	6.77561	7.05205	6.85623	6.82137	6.97849	6.74874	6.76467	6.89489	6.83623
"ENSG00000263999"	6.05349	6.18784	6.2828	6.73052	6.30692	6.30176	6.34158	6.29387	6.35236	6.46235	6.47061	6.58244
"ENSG00000264002"	4.29888	4.16427	4.563465	4.416375	5.1356	5.14764	4.758595	4.668265	4.573325	4.752535	4.542415	4.57148
"ENSG00000264006"	6.48414	6.46736	6.44209	6.33364	6.44663	6.43865	6.29302	6.4499	6.3242	6.58216	6.41958	6.56813
"ENSG00000264017"	4.15263	4.18815	4.15795	4.45544	4.32659	4.25922	4.34456	4.36675	4.53634	4.46726	4.39699	4.33285
"ENSG00000264052"	6.83429666666667	6.79911333333333	7.21404666666667	7.12985833333333	7.13843833333333	7.22592833333333	7.25581333333333	7.16332666666667	6.957195	7.15638166666667	7.17805	7.20874666666667
"ENSG00000264058"	4.31854	4.33462	4.40945	4.49015	4.33939	4.36532	4.4374	4.49611	4.36255	4.5552	4.42717	4.44681
"ENSG00000264061"	10.7891325	10.95882	8.7638825	10.8632525	10.340335	11.02196	9.0955525	10.2269975	10.2507125	10.38703	9.85726	10.558885
"ENSG00000264066"	3.83849	3.80942	3.833925	3.797585	3.710755	3.755065	3.855505	3.826325	3.843635	3.910305	3.945655	3.9303
"ENSG00000264128"	6.41156	6.35548	6.49379	6.52941	6.53601	6.48091	6.29878	6.45714	6.3914	6.39524	6.36799	6.39395
"ENSG00000264145"	7.20818	7.3665525	7.1008375	7.44335	7.46991	7.51405	7.0937	7.2608025	7.3118825	7.32746	7.45313	7.3595875
"ENSG00000264147"	7.88323	7.85497	7.86636	8.0359	7.99387	7.76219	7.84084	7.99325	7.69	7.91438	7.95009	8.00682
"ENSG00000264168"	6.24925	6.27776	6.381275	6.288155	6.27003	6.46752	6.560395	6.77139	6.480245	6.572795	6.50852	6.46748
"ENSG00000264169"	3.98196	4.00891	4.06065	4.10902	4.04317	4.05979	4.1512	4.15761	4.02044	4.08916	4.1066	4.07331
"ENSG00000264192"	7.16568	7.22935	7.19238	7.41513	7.76063	7.40108	7.40572	7.55354	7.3184	7.59081	7.3177	7.42758
"ENSG00000264204"	8.989872	8.727441	9.51651	9.053315	9.225942	9.161776	9.217085	8.883727	9.381796	9.179953	9.612868	9.223274
"ENSG00000264216"	7.77829	8.03522	7.77252	8.03288	7.90553	7.69832	7.7556	7.81321	7.84138	7.73656	7.82736	7.99383
"ENSG00000264229"	9.17812	9.2136	10.4044	10.07386	10.32744	10.08597	10.98597	10.8774	10.59669	10.50258	10.62131	10.63993
"ENSG00000264230"	6.8942575	6.9764925	7.0776925	7.2051	6.898825	6.901785	6.8091975	7.005995	7.4543425	7.1461725	7.2663	7.06177
"ENSG00000264242"	6.93444	6.94986	6.86481	7.00031	6.87849	6.98991	6.99251	6.89763	6.89458	7.06198	6.82937	7.14983
"ENSG00000264243"	5.85045	5.96529	5.99824	6.00947	5.98328	5.78441	5.79948	5.90937	5.80942	5.91005	5.82524	5.87912
"ENSG00000264247"	6.21317	6.25361	6.27693	6.27611	6.49613	6.18585	6.03324	6.02925	6.40854	6.17099	6.32585	6.31347
"ENSG00000264257"	7.25508	7.03941	7.4515	7.77379	7.79832	7.77982	6.99619	7.38704	7.23923	7.48428	7.25725	7.32623
"ENSG00000264275"	4.22195	4.16405	4.24553	4.24337	4.17157	4.1001	4.18536	4.16157	4.09326	4.24354	4.20789	4.16845
"ENSG00000264281"	12.916154	12.939724	12.988908	12.844082	12.988318	13.006976	12.978392	12.956096	12.92788	12.888862	12.948592	12.989334
"ENSG00000264293"	6.21698	6.09195	6.26723	5.86639	6.14361	6.21268	6.25401	5.91257	6.06785	6.09129	6.05392	6.12862
"ENSG00000264294"	8.01257	8.00816	8.57394	8.356455	8.38537	8.34794	8.939205	8.903825	9.03133	9.073975	8.992195	8.70434
"ENSG00000264302"	9.51232	9.30184	9.22306	9.39825	9.38947	9.48799	9.44315	9.60161	9.67739	9.58305	9.50246	9.39515
"ENSG00000264315"	10.44186	10.41049	10.59954	9.42326	10.47649	10.40515	10.59102	10.381	10.12225	9.95991	10.13081	10.0046
"ENSG00000264316"	3.670255	3.708695	3.71009	3.63771	3.70478	3.704015	3.75943	3.775725	3.64113	3.745935	3.65538	3.726175
"ENSG00000264322"	5.16006	5.24372	5.34542	5.23985	5.4969	5.22056	5.24601	5.51447	5.47058	5.58247	5.60425	5.63767
"ENSG00000264323"	6.86049	6.98994	6.80389	6.94308	6.7995	6.92337	6.88525	7.04537	6.99246	6.98751	7.01845	6.97726
"ENSG00000264324"	5.61161	5.7494	5.61687	5.60415	5.82261	5.62089	5.83383	5.42377	5.64909	5.78614	5.69958	5.71364
"ENSG00000264338"	14.0507633333333	14.0739633333333	14.0919833333333	14.0442366666667	14.1011733333333	14.02689	14.10555	14.09886	14.10997	14.0968333333333	14.1115066666667	14.0976266666667
"ENSG00000264343"	11.21565	10.96518	11.11243	10.71399	10.9021	10.8474	11.37152	11.0323	11.18341	11.10397	11.14155	10.80454
"ENSG00000264364"	10.39689	10.3693	10.3724	10.48417	10.47738	10.4392	10.36614	10.25929	10.3205	10.16744	10.24871	10.33933
"ENSG00000264391"	6.89584	7.0745	7.19825	7.11423	7.09592	7.02675	6.99019	7.0784	6.92128	7.01243	7.06571	6.81614
"ENSG00000264424"	4.6237	4.81887	4.59685	4.91739	4.8431	4.79324	4.64902	4.81597	4.62403	4.8155	4.78019	4.81894
"ENSG00000264522"	7.919605	7.80257	8.026365	8.204155	7.983475	7.835385	7.913335	7.9238	7.89018	7.952	7.870245	7.863395
"ENSG00000264538"	8.59186	8.5853	8.597	8.57568	8.47108	8.4751	9.12428	9.07927	8.99861	8.91331	9.07101	9.17968
"ENSG00000264549"	9.14587	9.17596	9.17932	9.06946	9.26384	9.37236	9.24348	9.30142	9.37721	9.3492	9.38699	9.02903
"ENSG00000264554"	5.55439	5.46384	5.47692	5.49659	5.67494	5.65211	5.64678	5.77589	5.68557	5.87846	5.79625	5.84841
"ENSG00000264570"	4.69585	4.69428	4.52011	5.18248	4.91509	4.83542	4.88492	4.60048	4.43225	4.42153	4.63339	4.84819
"ENSG00000264573"	7.07793	7.16558	7.08181	7.33376	7.21321	7.17272	7.31216	7.44958	7.34157	7.42035	7.42216	7.49359
"ENSG00000264575"	5.71925	5.92185	5.83941	5.78473	5.88544	5.78281	5.94866	6.10991	6.25444	6.05157	6.06308	6.09363
"ENSG00000264582"	5.94179	6.0968	6.24921	6.3249	6.37172	5.86625	6.2697	6.37033	6.42682	6.35907	6.45374	6.51393
"ENSG00000264589"	6.10519	6.26879	6.28615	6.44929	6.30939	5.92166	6.34054	6.43061	6.48331	6.54068	6.42369	6.43686
"ENSG00000264613"	5.04741	5.08582	5.17169	5.56993	5.30137	5.31118	5.2051	5.20295	5.26488	5.13779	5.02816	5.49183
"ENSG00000264618"	8.72633	8.97372	9.01246	9.0563	9.10667	8.89824	9.25865	9.46356	9.31502	9.38211	9.41559	9.23901
"ENSG00000264668"	7.35785	7.65034	7.36215	7.91568	7.41368	7.26118	7.63809	7.67146	7.67804	7.68203	7.68699	7.55305
"ENSG00000264706"	5.62894	6.00201	5.96325	6.06766	6.02103	5.91709	5.97794	6.14057	6.1516	6.27071	6.23707	6.34642
"ENSG00000264717"	6.18813	6.39148	7.84192	5.60936	5.52003	5.07622	6.42659	7.33739	7.26159	6.32062	6.35628	5.24039
"ENSG00000264735"	5.93253	6.51665	6.30051	6.76858	6.46951	6.3022	6.26489	6.16561	6.09811	6.21432	6.45043	6.62112
"ENSG00000264748"	5.3213	5.28145	5.7596	5.58962	5.7993	5.66452	5.41164	5.98712	5.68393	5.79814	5.72032	5.17179
"ENSG00000264767"	5.69261	5.79971	5.84298	6.20714	6.11906	5.94585	5.87507	5.90124	5.99128	6.06772	5.90974	6.16595
"ENSG00000264768"	7.01816	7.25334	7.15688	7.03023	7.12636	6.75738	7.20256	6.75203	7.18046	6.93317	7.21853	6.80581
"ENSG00000264772"	10.6720466666667	10.6393566666667	10.6326833333333	10.76898	10.79902	10.80162	11.0790666666667	11.0314233333333	10.7421633333333	10.5806966666667	10.8378766666667	11.1027766666667
"ENSG00000264780"	9.47185	9.44551	9.3538	9.6136	9.53218	9.29084	9.79452	9.37063	10.66605	9.58601	9.68935	9.33286
"ENSG00000264813"	7.61205	7.50772	7.42248	7.63588	7.54099	7.40726	7.89615	7.91375	7.94153	7.58012	7.96579	7.7504
"ENSG00000264823"	4.40955	4.65185	4.45154	4.51981	4.31685	4.35831	4.24829	4.40153	4.36412	4.31251	4.30655	4.34574
"ENSG00000264833"	6.05815	6.34225	6.37795	6.42861	6.43082	6.3835	6.41059	6.36031	6.38731	6.36554	6.3255	6.52159
"ENSG00000264840"	5.90321	5.9304	6.41616	6.60471666666667	6.75534666666667	6.51516	6.35240333333333	6.3119	6.57382333333333	6.35559333333333	6.53908333333333	6.54145
"ENSG00000264862"	7.49375	7.54132	7.60183	7.58371	7.54535	7.52081	7.76607	7.94263	7.88884	7.93617	7.88935	7.64395
"ENSG00000264908"	9.84963	9.65633	10.66341	10.28656	9.6733	8.93922	11.00751	9.79217	9.71283	9.31392	9.76161	10.11763
"ENSG00000264916"	5.69256	6.02075	6.84138	6.25035	6.65992	6.66684	6.18592	6.50896	6.45047	6.50294	6.59994	6.79471
"ENSG00000264932"	3.86678	3.84028	3.82194	3.80782	3.80535	3.8432	3.83135	3.98522	3.78082	4.03339	3.836	3.94173
"ENSG00000264940"	8.61586	8.28192	9.81537	9.38112	9.60754	9.61117	10.84804	10.90707	10.22689	9.9886	9.58506	9.83173
"ENSG00000264944"	12.42532	12.41609375	12.5631325	12.7211075	12.58234875	12.674275	12.58572875	12.56246375	12.5008675	12.42296625	12.49581125	12.51742125
"ENSG00000264952"	9.20763	9.39782	9.23558	9.36344	9.73856	9.42465	10.16024	10.23138	9.88114	10.04223	9.823	9.69705
"ENSG00000264963"	4.6224	4.73718	4.60229	4.87005	4.84174	4.75487	4.87803	4.79093	4.81299	5.2106	4.7064	4.96733
"ENSG00000264978"	7.48	7.85424	7.67124	7.96131	7.77062	7.73991	7.8014	7.79946	7.90863	8.15223	8.17042	8.14554
"ENSG00000265018"	8.989872	8.727441	9.51651	9.053315	9.225942	9.161776	9.217085	8.883727	9.381796	9.179953	9.612868	9.223274
"ENSG00000265019"	9.36526	9.16486	9.32957	8.99053	9.25133	9.50755	9.26166	9.10874	9.10848	9.04043	8.90731	9.13792
"ENSG00000265032"	3.65923	3.62023	3.72241	3.60433	3.55149	3.62809	3.59154	3.60601	3.58233	3.69801	3.61887	3.69573
"ENSG00000265060"	6.19387	6.44969	6.2982	6.70002	6.55376	6.23823	6.25484	6.2548	6.45328	6.37405	6.47804	6.43897
"ENSG00000265073"	11.52859	11.58834	11.98764	11.61957	12.23465	12.26416	12.05258	11.62047	11.79546	11.81776	11.97191	11.98722
"ENSG00000265078"	5.28647	5.32959	5.24759	5.37665	5.22234	5.15014	5.46741	5.28746	5.43669	5.59369	5.5567	5.42503
"ENSG00000265093"	7.53195	7.21711	7.47522	7.25993	7.28122	7.54673	7.26244	7.33685	7.26697	7.23674	7.30031	7.35518
"ENSG00000265107"	6.31742	6.37572	5.34502	6.01652	5.83048	5.86476	5.34575	5.47012	5.7945	6.28944	5.59884	5.96442
"ENSG00000265118"	5.10937	5.34578	4.90195	5.23065	5.35328	5.50733	5.38961	5.54765	6.39929	5.82533	6.05109	5.68156
"ENSG00000265123"	5.8094	5.62673	7.52058	6.32781	7.03216	6.9949	6.28965	5.73798	6.10847	6.29728	5.94542	6.13547
"ENSG00000265141"	5.29579	4.79688	5.12607	5.3621	5.01898	5.10951	4.99073	5.0897	5.25009	5.30569	5.12134	4.95843
"ENSG00000265142"	3.97513	3.94577	3.840905	3.88149	3.822385	3.88078	4.144785	4.04083	4.069695	4.169055	4.04689	4.15634
"ENSG00000265145"	7.631145	7.53995	7.68212	7.43094	7.711905	7.9154	7.777505	7.481785	7.706955	7.791025	7.863145	7.91777
"ENSG00000265185"	8.61586	8.28192	9.81537	9.38112	9.60754	9.61117	10.84804	10.90707	10.22689	9.9886	9.58506	9.83173
"ENSG00000265190"	6.8942575	6.9764925	7.0776925	7.2051	6.898825	6.901785	6.8091975	7.005995	7.4543425	7.1461725	7.2663	7.06177
"ENSG00000265203"	6.60941	6.89848	6.64205	6.7436	6.65949	6.62273	6.61638	6.74967	6.81864	6.72265	6.96644	6.70375
"ENSG00000265206"	4.11942	4.12456	4.08736	4.15648	4.035	3.87425	4.1201	4.19931	4.12458	4.18049	4.18316	4.09538
"ENSG00000265218"	12.73554	12.7762	12.87717	12.6578	13.09062	13.03774	12.96076	12.66073	12.81459	12.84406	12.87553	12.8561
"ENSG00000265236"	9.73402	9.60122666666667	9.92020666666667	9.98490666666667	9.82353333333333	9.6708	9.89834666666667	9.82135	9.60821666666667	9.39913	9.54025666666667	9.46164
"ENSG00000265241"	8.50029	8.64289	8.047705	7.83887	7.89363	7.960645	8.045765	7.94456	8.12341	7.968925	7.860115	7.67485
"ENSG00000265243"	7.27336	7.39962	7.28327	7.499	7.38555	7.33772	7.25421	7.33697	7.39051	7.47561	7.32849	7.54046
"ENSG00000265250"	4.96475	4.84773	4.91596	4.99132	4.95306	4.68047	4.81656	4.85875	5.09544	4.93395	4.87135	5.161
"ENSG00000265257"	10.15217	9.86977	10.249605	9.87981	10.17969	10.157865	10.238605	10.20396	9.879615	9.932085	9.841395	9.96204
"ENSG00000265260"	4.93733	5.15243	5.13179	4.99595	5.17985	4.95319	5.11985	5.03933	5.29075	5.19477	5.085	5.27197
"ENSG00000265264"	9.76145	9.92264	9.98325	10.01881	9.85413	9.78139	9.70518	9.81365	10.07991	9.91785	9.99298	9.80145
"ENSG00000265267"	10.6074533333333	10.13788	10.91504	8.86895666666667	9.73000333333333	8.91854333333333	10.8481366666667	9.44964333333333	10.5694033333333	9.89527333333333	10.1688833333333	9.81686666666667
"ENSG00000265280"	7.68064	7.75993	7.72025	8.15738	7.86308	7.79861	7.69544	7.63256	7.6509	7.67171	7.77213	7.72633
"ENSG00000265289"	5.23927	5.3792	5.52364	6.15028	6.02459	6.11105	5.43751	5.3219	5.33485	4.95632	6.09426	5.82767
"ENSG00000265298"	9.05842	9.181005	9.03445	9.09374666666667	9.19225166666667	9.26648	9.1435	8.94573	8.94801166666667	8.94555833333333	8.95613833333333	9.00069666666667
"ENSG00000265300"	11.86699	11.045235	12.21445	9.136865	10.516515	9.38278	12.112585	10.07338	11.684925	10.77886	11.19037	10.598845
"ENSG00000265301"	3.6376	3.8632	3.87413	3.63841	3.54063	3.80722	3.62313	3.92467	3.89551	4.1737	3.56473	3.87886
"ENSG00000265315"	6.19921666666667	6.28955	6.67833666666667	6.77072	7.01798333333333	6.78511333333333	6.70230666666667	6.74228666666667	6.96858333333333	6.82225333333333	6.98058666666667	6.84937
"ENSG00000265327"	5.82896	5.78841	5.85594	5.86909	5.97481	6.01203	5.82892	5.73353	5.92687	5.81309	5.76704	5.857
"ENSG00000265354"	11.49944	11.45809	11.525455	11.46841	11.562215	11.59953	11.258565	11.311385	11.226185	11.119935	11.001145	11.11319
"ENSG00000265369"	5.21319	5.27902	5.16484	5.58394	5.41622	5.34502	5.22752	5.34656	5.44904	5.35478	5.38617	5.39157
"ENSG00000265386"	6.74184	6.78238	6.98699	7.20121	7.36087	7.29153	7.03198	6.86039	7.00378	7.09336	7.18778	7.13801
"ENSG00000265411"	6.19921666666667	6.28955	6.67833666666667	6.77072	7.01798333333333	6.78511333333333	6.70230666666667	6.74228666666667	6.96858333333333	6.82225333333333	6.98058666666667	6.84937
"ENSG00000265437"	8.9424	8.99444	8.69683	8.7398	8.80242	8.94924	8.74209	9.00686	8.41457	8.75081	8.42825	8.9443
"ENSG00000265479"	10.3674175	10.2883475	10.822095	10.4799575	10.70383375	10.6100075	10.3920575	10.207655	10.37301375	10.391175	10.38174125	10.32892375
"ENSG00000265480"	8.163585	7.668305	8.082145	7.13057	7.23395	6.91007	7.83493	7.284535	7.704405	7.3993	7.597015	7.28104
"ENSG00000265486"	6.77014	6.96457	6.88077	6.78213	6.96042	7.01084	7.01489	7.2576	7.44536	7.25575	7.33924	7.29923
"ENSG00000265491"	9.87084	10.15297	10.12081	10.33483	10.1735	10.36427	10.18141	10.32392	9.81274	10.10843	9.75486	10.39417
"ENSG00000265516"	9.73408	8.68717	9.53439	7.79687	8.02923	7.42165	9.19167	8.07096	8.83972	8.2124	8.5662	8.19769
"ENSG00000265522"	8.06619	7.74506	8.37278	7.90656	8.75339	9.06512	8.51269	8.07092	8.29752	8.18267	8.46143	8.84573
"ENSG00000265531"	4.65571333333333	4.84858	4.72496333333333	4.85975666666667	5.21854	5.23850666666667	4.78903666666667	4.91777666666667	4.90547	4.87001	4.97109	4.92324
"ENSG00000265535"	5.11846	5.06139	5.00487	5.14413	5.23727	5.1746	5.13474	5.31802	4.9886	5.39105	5.1784	5.32867
"ENSG00000265554"	10.44259	10.19175	10.75537	10.34662	11.27203	11.17018	10.61838	10.22725	10.27715	10.34109	10.52635	10.67255
"ENSG00000265559"	6.70885	6.85489	6.97052	6.87297	7.01518	6.79656	6.73758	6.77867	6.90138	7.05302	7.17554	6.95052
"ENSG00000265590"	8.24153	7.87304	8.11876	7.82804	7.94027	7.78705	8.27416	8.16678	8.00902	8.01552	8.10109	7.95195
"ENSG00000265675"	5.57366	5.54353	5.63595	5.94644	5.66649	5.74904	5.57363	5.66368	5.6309	5.61934	5.83696	5.71067
"ENSG00000265681"	10.2219178571429	10.0465021428571	10.1043728571429	9.47853642857143	9.93794571428571	10.1152864285714	10.226565	10.28727	10.0050464285714	9.94457428571429	9.99055642857143	10.0191907142857
"ENSG00000265684"	5.12176	5.06894	5.66978	5.49311	5.40279	5.78261	5.95086	5.39405	5.6015	5.66464	5.56488	5.54727
"ENSG00000265695"	11.1635766666667	11.1029033333333	11.4754566666667	11.17196	10.94447	11.21527	11.0210433333333	11.0970266666667	10.8296866666667	10.87927	11.00519	10.7713133333333
"ENSG00000265706"	7.83945	7.47298	7.71608	7.52153	7.78865	8.09605	7.94628	7.33442	7.70127	7.77592	7.96307	8.03031
"ENSG00000265727"	10.65867	10.01097	11.42338	10.8567	11.25671	10.92095	11.01178	10.00216	10.92666	11.0891	11.21908	11.28145
"ENSG00000265733"	8.236	7.94137	8.6481	8.26831	8.4858	8.57372	8.72117	7.57995	7.96856	7.97827	8.02166	8.28167
"ENSG00000265735"	9.74955	9.683705	9.639705	9.5099	9.68501	9.59601	9.930135	9.85661	9.633565	9.91846	9.853685	9.887325
"ENSG00000265745"	6.37626	6.41188	6.60324	6.72629	6.6687	6.73553	6.8493	6.6337	6.71541	6.60731	6.65405	6.65885
"ENSG00000265753"	5.15294	4.98153	5.29053	5.20286	4.98111	4.84514	5.43244	5.09214	5.13174	5.24618	5.36314	5.40537
"ENSG00000265758"	5.24972	4.99175	5.00379	5.08015	5.02361	5.42273	4.92579	5.3286	4.97697	5.13383	4.83656	5.38487
"ENSG00000265763"	7.02652	7.19533	7.11403	7.38426	7.39658	7.20303	7.06905	7.32458	7.41285	7.06249	7.28413	7.28796
"ENSG00000265787"	5.01038	4.955635	5.000415	5.257995	5.33155	5.190645	5.275625	5.164835	5.060165	5.33325	5.04943	5.044505
