"iWAT_M08(r1)"	"iWAT_M08(r2)"	"iWAT_M08(r3)"	"Beige/brite (cold on iWAT)_M08(r1)"	"Beige/brite (cold on iWAT)_M08(r2)"	"Beige/brite (cold on iWAT)_M08(r3)"	"iWAT_M08(r4)"	"iWAT_M08(r5)"	"iWAT_M08(r6)"	"Beige/brite (cold on iWAT)_M08(r4)"	"Beige/brite (cold on iWAT)_M08(r5)"	"Beige/brite (cold on iWAT)_M08(r6)"
"ENSMUSG00000065979"	6.50986	6.54905	6.49727	6.780265	6.749645	6.89205	6.91048	6.670965	6.61597	6.768745	6.810185	6.833475
"ENSMUSG00000065987"	9.853365	9.724465	9.843295	8.633335	8.675335	8.59415	9.41723	9.1525	9.297165	8.669865	8.7636	8.97152
"ENSMUSG00000065990"	10.33282	10.34829	10.30927	10.43194	10.47617	10.23652	10.39622	10.29601	10.28617	10.87408	10.85247	10.70153
"ENSMUSG00000066000"	5.9361	6.12913	5.98632	6.05294	6.1433	6.21109	6.3833	6.02848	5.91485	5.64119	5.19924	5.82573
"ENSMUSG00000066007"	4.64086	4.63879	4.63852	4.67804	4.84715	4.69719	4.71283	4.76975	4.6928	4.75013	4.68802	4.58381
"ENSMUSG00000066026"	9.63647	9.56653	9.39171	9.92989	9.76739	9.84237	10.3002	10.16234	9.8876	9.74896	10.11638	9.14086
"ENSMUSG00000066027"	4.713295	4.73111	4.67016	4.756895	4.64595	4.70875	4.76567	4.764285	4.77772	4.866605	4.967855	4.93064
"ENSMUSG00000066030"	4.46736	4.53718	4.53773	4.56882	4.44687	4.52956	4.52041	4.45774	4.48143	4.4756	4.52108	4.55793
"ENSMUSG00000066031"	4.38859	4.36264	4.35486	4.32518	4.32672	4.38924	4.38621	4.38609	4.32307	4.41693	4.40509	4.42416
"ENSMUSG00000066036"	9.12149	9.11906	9.18787	9.10478	9.21068	8.92498	9.07285	9.10415	9.20629	9.02987	9.205	9.01173
"ENSMUSG00000066037"	7.75028333333333	7.75415833333333	7.80335166666667	7.53440666666667	7.57498833333333	7.65869	7.73419333333333	7.75367666666667	7.75786333333333	7.31756	7.21571833333333	7.42807
"ENSMUSG00000066042"	9.44275	9.38855	9.34198	9.50433	9.57462	9.73444	9.40505	9.34527	9.33574	9.4913	9.40551	9.54097
"ENSMUSG00000066043"	7.34433	7.33314	7.34122	7.34245	7.19349	7.48817	7.33122	7.47929	7.26159	7.10163	7.00886	7.0525
"ENSMUSG00000066057"	4.89481	4.90986	5.01947	4.96899	5.06093	5.16088	4.91382	4.82302	4.94061	4.96797	4.94591	4.94088
"ENSMUSG00000066058"	5.73845	5.56693	5.87636	5.84477	5.72184	5.70579	5.69259	5.67471	5.8141	5.86846	5.90784	5.96727
"ENSMUSG00000066068"	11.9470866666667	12.0301266666667	12.1767033333333	11.55042	11.5685533333333	11.20019	12.07304	12.23998	12.31049	11.5667633333333	11.7533033333333	11.3270066666667
"ENSMUSG00000066071"	4.80906	4.98151	4.84828	4.86704	4.95249	4.80866	4.82701	4.90126	4.86328	4.9641	4.814	4.89347
"ENSMUSG00000066072"	4.93669	4.99818	4.93748	5.1302	5.15582	5.01896	5.02327	4.9619	5.05116	5.03498	4.95521	5.05416
"ENSMUSG00000066090"	5.10562	5.06034	5.06334	5.25458	5.24401	5.15184	5.17057	5.04418	5.09986	5.12463	5.22846	5.15865
"ENSMUSG00000066097"	5.58106	5.56338	5.62245	5.62076	5.67167	5.77384	5.62625	5.52903	5.62181	5.96431	5.99874	5.91568
"ENSMUSG00000066100"	6.33285	6.357145	6.49172	6.510355	6.424295	6.336065	6.42198	6.39803	6.37994	6.707765	6.43681	6.505295
"ENSMUSG00000066108"	6.46766	6.56883	6.56754	6.77483	6.69397	6.58101	6.73124	6.45709	6.61917	6.92906	6.91709	7.11195
"ENSMUSG00000066113"	5.50683	5.54513	5.50060333333333	5.46363333333333	5.45033666666667	5.39709	5.40550666666667	5.61554333333333	5.46197333333333	5.58013333333333	5.42673333333333	5.4814
"ENSMUSG00000066116"	13.082655	13.067615	13.11948	12.709465	12.69301	12.513455	13.051415	13.20285	13.314625	12.50667	12.70822	12.339865
"ENSMUSG00000066129"	4.98791	5.04711	5.02708	5.080805	5.079125	5.06163	5.073495	5.0676	5.082775	5.174055	5.139395	5.209345
"ENSMUSG00000066137"	5.45393	5.414	5.43823	5.60136	5.50205	5.46891	5.40655	5.44829	5.50042	5.53004	5.71741	5.63042
"ENSMUSG00000066148"	6.497595	6.58195	6.53738	6.286755	6.47293	6.484155	6.58084	6.58415	6.504685	6.612745	6.627535	6.79333
"ENSMUSG00000066149"	6.98511	6.94839	6.91448	6.93096666666667	6.90179333333333	6.87031333333333	6.97589666666667	6.99105333333333	6.92017666666667	6.94899	7.06372	7.02156666666667
"ENSMUSG00000066150"	6.297745	6.27094	6.294605	6.33011	6.43665	6.40856	6.30844	6.17453	6.35321	6.63379	6.816275	6.65468
"ENSMUSG00000066151"	5.96695	6.02827333333333	5.99014333333333	5.8067	5.81115333333333	5.77073666666667	5.86912666666667	5.83140333333333	5.75679666666667	5.78306666666667	5.75179333333333	5.83327
"ENSMUSG00000066152"	8.077785	8.131175	8.059555	7.718665	7.760975	7.465185	7.92414	7.931015	7.8156	8.03013	7.96978	7.9946
"ENSMUSG00000066154"	5.0003	5.11878	5.26363	5.5168	5.50678	5.42489	5.42574	5.27161	5.29601	5.50325	5.72563	5.81484
"ENSMUSG00000066175"	5.91802	5.80879	6.01464	6.11827	6.22174	6.06107	5.83336	5.93341	5.98693	6.06501	6.03977	5.93601
"ENSMUSG00000066178"	5.06639	5.19656	5.09469	5.21046	5.14999	5.2319	5.15528	5.32083	5.15097	5.24617	5.23117	5.4114
"ENSMUSG00000066180"	12.932315	12.97491	13.029005	12.648595	12.69047	12.69374	12.999005	13.126995	13.118695	12.31117	12.46434	12.192925
"ENSMUSG00000066189"	5.25538	5.17894	5.12914	5.22061	5.21244	5.24027	5.30285	5.27438	5.23455	5.45831	5.43726	5.31415
"ENSMUSG00000066196"	5.75221	5.63128	5.59337	5.87047	5.65751	5.71449	5.75735	5.75097	5.82562	6.09366	5.84101	6.00198
"ENSMUSG00000066232"	9.37171	9.49311	9.18306	9.2012	9.35608	9.27758	10.03875	10.08222	9.96654	9.78097	9.33117	10.04687
"ENSMUSG00000066233"	7.42805	7.65856	7.63378	7.60059	7.59766	7.64768	7.72678	7.74494	7.76379	7.76002	7.69308	7.73654
"ENSMUSG00000066235"	6.71034	6.851805	6.902445	6.734965	6.82673	6.70443	6.920785	6.75809	6.76659	6.84301	6.878395	6.82026
"ENSMUSG00000066245"	11.98671	11.98723	11.95158	11.7309	11.57871	11.46797	11.54187	11.75312	11.97475	11.58529	11.69493	11.44689
"ENSMUSG00000066258"	6.609625	6.58626	6.55439	6.054785	6.04817	6.273165	6.56644	6.737895	6.843165	6.01811	5.97319	6.035585
"ENSMUSG00000066278"	7.26317	7.33982	7.27456	7.15701	7.18919	7.08687	7.40377	7.10119	7.26414	7.15243	7.32248	7.09958
"ENSMUSG00000066306"	9.38765	9.24804	9.238475	8.801965	8.914565	8.65837	9.354715	9.12973	8.837185	8.90568	8.99505	8.774185
"ENSMUSG00000066315"	13.0812033333333	13.0753566666667	13.1477066666667	12.6819866666667	12.7137233333333	12.6088	13.0775233333333	13.1965333333333	13.2575	12.4691766666667	12.7221766666667	12.4301266666667
"ENSMUSG00000066319"	5.22781	5.33733	5.22977	5.29053	5.37633	5.34229	5.3585	5.20424	5.18724	5.24124	5.4154	5.44813
"ENSMUSG00000066324"	8.30498333333333	8.17586333333333	8.10189333333333	8.41014666666667	8.33364666666667	8.4499	8.2513	8.06001333333333	7.97525	8.26282	8.09842333333333	8.24761666666667
"ENSMUSG00000066357"	9.122655	9.253575	9.13684	8.706685	8.78592	8.919215	9.02777	9.36995	9.092685	8.56584	8.737225	8.451545
"ENSMUSG00000066359"	7.17223	7.13977	7.11238	7.13941	7.10909	7.0512	7.08314	7.14537	7.08041	7.24425	7.2077	7.33277
"ENSMUSG00000066361"	10.62543	10.743	10.69115	9.60987	9.58378	9.66689	10.78453	10.52357	10.48686	9.72668	9.46542	9.49047
"ENSMUSG00000066362"	12.3332566666667	12.33548	12.3719966666667	11.8583933333333	11.90703	11.8330866666667	12.22339	12.3960033333333	12.44205	11.6980966666667	11.7576766666667	11.42005
"ENSMUSG00000066366"	4.6715	4.69412	4.70523	4.93272	5.11664	5.04034	4.58982	4.56956	4.61351	4.79972	4.71291	4.81697
"ENSMUSG00000066368"	5.47615	5.48125	5.53947	5.50291	5.69913	5.48218	5.61912	5.53416	5.38678	5.76959	5.83522	5.80139
"ENSMUSG00000066382"	5.18157	5.14562	5.11351	5.46448	5.25529	5.33177	5.18871	5.26249	5.29739	5.41532	5.31443	5.44122
"ENSMUSG00000066383"	4.94512	4.93399	4.94172	4.96096	4.96116	5.03519	4.97675	4.94317	5.08585	5.10494	5.13445	5.13545
"ENSMUSG00000066392"	5.864148	5.872308	5.878612	6.001788	6.024846	5.950448	5.949376	5.901714	5.88805	5.98712	6.006062	6.034792
"ENSMUSG00000066406"	7.10542	7.0763575	7.0995925	7.028735	7.136865	7.0975375	7.01385	7.19943	7.0549325	6.90895	6.9457875	6.9942525
"ENSMUSG00000066407"	13.3637	13.440595	13.48394	13.21703	13.17078	13.2634	13.31832	13.391545	13.377855	12.85831	12.91188	12.84783
"ENSMUSG00000066415"	6.5665	6.51049666666667	6.59468666666667	6.15085666666667	6.34771333333333	6.40033666666667	6.9696	7.13277666666667	7.17279333333333	6.07087666666667	6.43409666666667	6.36784
"ENSMUSG00000066438"	5.0375	5.03599	5.074	5.31766	5.14863	5.23345	5.07567	5.07124	5.052	5.08605	5.28511	5.12811
"ENSMUSG00000066440"	7.47356	7.43392	7.2311	7.67179	7.40912	7.66179	7.4512	7.5595	7.67282	7.06369	7.70481	7.45335
"ENSMUSG00000066441"	6.81369	6.79243	6.76486	6.870345	6.659005	6.629605	7.210005	6.79801	6.626705	6.815725	7.3944	7.20214
"ENSMUSG00000066442"	6.967115	6.954095	6.82569	6.663455	6.59242	6.54038	6.89726	6.933995	6.934235	6.75433	6.8017	6.519965
"ENSMUSG00000066443"	12.932315	12.97491	13.029005	12.648595	12.69047	12.69374	12.999005	13.126995	13.118695	12.31117	12.46434	12.192925
"ENSMUSG00000066456"	9.65891	9.768465	9.828895	9.44744	9.50858	9.64824	9.671845	9.688295	9.703055	8.99353	8.98289	8.808835
"ENSMUSG00000066463"	4.698415	4.694865	4.69444	4.7823	4.759305	4.734055	4.74019	4.72026	4.782015	4.813295	4.794605	4.82402
"ENSMUSG00000066475"	13.03027	13.027875	13.10729	12.84279	12.830675	12.83044	12.9885	13.15456	13.13646	12.498525	12.571255	12.42759
"ENSMUSG00000066477"	4.89542	4.83445	4.79498	4.89241	4.91125	4.83693	4.85329	4.82115	4.83393	4.93116	4.97231	5.00981
"ENSMUSG00000066478"	12.40187	12.486275	12.6199	11.973505	11.99549	11.53846	12.58783	12.70044	12.76479	12.15582	12.271825	11.91248
"ENSMUSG00000066487"	12.9973	12.99995	13.010635	12.57219	12.592845	12.247205	13.011065	12.94869	12.92218	12.89833	12.929035	12.89956
"ENSMUSG00000066500"	5.08931	5.07908	4.99914	5.18083	5.07318	5.10875	5.01574	5.07318	5.08072	5.19977	5.20377	5.30017
"ENSMUSG00000066515"	4.7466	4.84399	4.82747	4.79406	4.81671	4.86091	4.78038	4.82369	4.83977	4.92313	4.92998	4.95964
"ENSMUSG00000066516"	6.2581	6.321715	6.2784	6.42481	6.35106	6.37741	6.3296	6.249825	6.31158	6.5817	6.45951	6.506695
"ENSMUSG00000066538"	10.88343	10.91923	10.87475	10.07403	10.32193	10.28444	11.22622	11.50419	11.61734	10.48943	10.01177	10.44985
"ENSMUSG00000066543"	13.0732066666667	13.06006	13.1412266666667	12.8222333333333	12.8155566666667	12.7294833333333	13.0183233333333	13.2003033333333	13.19598	12.59102	12.6588166666667	12.5122866666667
"ENSMUSG00000066551"	10.668996	10.597924	10.37552	9.865352	9.945786	9.84596	10.645268	10.75754	10.81061	10.281096	10.28892	10.35815
"ENSMUSG00000066553"	10.6536633333333	10.6855	10.7270566666667	10.4211	10.4888866666667	10.4432166666667	10.6253966666667	10.7660533333333	10.76276	10.4334333333333	10.5925833333333	10.3505633333333
"ENSMUSG00000066554"	8.89041	8.90411	8.85523	8.17026	8.52167	8.33034	9.13809	9.75296	9.66165	8.689	8.68973	8.66722
"ENSMUSG00000066568"	9.62715333333333	9.55420666666667	9.52863	9.13003	9.19902666666667	9.41101	9.55073333333333	9.67514666666667	9.73419	9.00592	9.08234666666667	8.91764333333333
"ENSMUSG00000066571"	6.74901666666667	6.73713	6.56970666666667	6.61084666666667	6.5472	6.82060666666667	6.47904666666667	6.49565333333333	6.37056666666667	6.18636	6.20371333333333	6.19164
"ENSMUSG00000066583"	6.15308	6.31964	6.1011	6.21015	6.33899	6.32517	6.25575	6.14896	6.2079	6.41649	6.36214	6.33572
"ENSMUSG00000066584"	4.65006	4.71547	4.75855	4.71773	4.69623	4.73184	4.76932	4.59388	4.70023	4.8749	4.88255	4.79985
"ENSMUSG00000066595"	6.42956	6.46209	6.51485	6.451465	6.37705	6.415955	6.444355	6.53784	6.5436	6.15657	6.305485	6.22723
"ENSMUSG00000066613"	7.67625	7.622	7.77337	7.26029	7.41479	7.85271	7.87778	8.01153	7.79292	6.5945	5.7865	6.73974
"ENSMUSG00000066621"	7.54668	7.61716333333333	7.59124333333333	8.12525666666667	8.115	8.15969333333333	7.55249	7.67174	7.65401333333333	7.64900333333333	7.7253	7.54250333333333
"ENSMUSG00000066626"	12.75053	12.78957	12.72726	11.75102	11.50532	11.37074	11.99267	12.18289	12.65746	11.46958	11.74205	12.21329
"ENSMUSG00000066629"	11.382245	11.45422	11.626665	11.009455	11.019805	10.74049	11.452685	11.68553	11.771585	10.884935	11.11453	10.63574
"ENSMUSG00000066632"	11.26842	11.29241	11.29471	12.31928	12.37236	12.28394	11.33306	11.13026	11.28525	12.62164	12.57796	12.66345
"ENSMUSG00000066637"	7.32733	7.5789	7.36867	7.67914	7.87248	7.73922	7.56605	7.14598	7.37487	7.51255	7.49171	7.41949
"ENSMUSG00000066640"	5.79979	5.89029	5.79927	5.82348	5.71752	5.8287	5.72974	5.8472	5.6835	5.88839	5.8442	5.97648
"ENSMUSG00000066643"	5.53587	5.50265	5.62475	5.58618	5.544475	5.706575	5.646825	5.621005	5.621405	5.72253	5.651015	5.603925
"ENSMUSG00000066647"	4.86005	4.91709	4.9367	4.84664	4.86601	4.88787	4.87435	4.74296	4.75334	4.92338	4.89357	5.05863
"ENSMUSG00000066652"	5.16354	5.05389	5.09595	5.30804	5.21304	5.05389	5.03382	5.15347	5.04737	5.24682	5.2395	5.10678
"ENSMUSG00000066677"	4.87645	4.91481	4.74089	4.72186	4.7291	4.72105	4.77101	4.80259	5.02223	4.6219	4.6924	4.6792
"ENSMUSG00000066682"	6.71662	6.83291	6.7329	6.55982	6.58834	6.6491	6.82638	6.77282	6.67723	6.6927	6.64912	6.53488
"ENSMUSG00000066684"	6.71662	6.83291	6.7329	6.55982	6.58834	6.6491	6.82638	6.77282	6.67723	6.6927	6.64912	6.53488
"ENSMUSG00000066687"	8.024654	7.837456	7.804116	7.24334	7.320062	7.342544	7.960676	7.40902	7.186856	7.186504	7.08058	6.965706
"ENSMUSG00000066693"	10.961	11.0651	11.12899	11.7636	11.69327	11.60081	11.20378	11.2067	11.18066	11.77742	11.75716	11.79167
"ENSMUSG00000066704"	4.88778	4.81084	4.77238	5.08689	4.89853	4.82475	4.7392	4.86994	4.81319	5.02653	4.87403	4.91934
"ENSMUSG00000066705"	6.00276	6.01155	6.07539	5.8619	5.85335	5.83933	5.99973	6.0791	5.78565	5.79225	5.89633	5.85273
"ENSMUSG00000066714"	13.2322	13.20105	13.29557	13.06743	13.07877	12.96629	13.15361	13.28757	13.26477	12.8348	12.86704	12.75598
"ENSMUSG00000066720"	5.144575	5.127065	5.18623	5.244125	5.19411	5.20049	5.248375	5.20198	5.29	5.356805	5.377195	5.34731
"ENSMUSG00000066721"	6.29648	6.4055	6.52846	6.436	6.63012	6.51738	6.31583	6.44023	6.50453	6.54029	6.56944	6.97886
"ENSMUSG00000066724"	10.97891	11.0202	11.02844	10.8696	10.9317	9.97246	10.97097	10.70423	10.60244	11.38558	11.49368	11.3556
"ENSMUSG00000066735"	7.86604	7.90411	8.002695	8.365305	8.26165	8.623255	8.079715	7.9266	7.874095	8.021575	8.20343	8.19124
"ENSMUSG00000066760"	4.6924	4.69092	4.75056	4.83652	4.72531	4.79542	4.80766	4.72967	4.82095	4.90749	4.90359	4.86145
"ENSMUSG00000066771"	11.382245	11.45422	11.626665	11.009455	11.019805	10.74049	11.452685	11.68553	11.771585	10.884935	11.11453	10.63574
"ENSMUSG00000066772"	4.96412	4.87246	5.00617	5.16129	5.11255	5.01744	5.05596	5.02621	5.0465	5.07578	5.03084	5.13777
"ENSMUSG00000066798"	8.14121	8.09947	8.20344	7.91767	7.91127	8.0165	8.21485	8.48937	8.03074	7.58493	7.62021	7.81211
"ENSMUSG00000066800"	6.55485333333333	6.47345333333333	6.47972333333333	6.13492333333333	6.13626333333333	6.27111666666667	6.29096333333333	6.37936333333333	6.35049333333333	5.87183333333333	5.95003666666667	5.96106
"ENSMUSG00000066807"	5.85033	5.83262	5.76984	5.53652	5.61738	5.40451	5.72824	5.47292	5.40427	5.91861	6.16344	6.29059
"ENSMUSG00000066809"	13.39333	13.430635	13.402495	13.131465	12.97617	12.81265	13.4776	13.48324	13.632705	13.051705	13.279445	12.92549
"ENSMUSG00000066828"	4.91311	5.08845	5.13073	5.2154	5.13982	5.16066	5.20417	5.16785	5.3589	5.17138	5.18811	5.23198
"ENSMUSG00000066829"	7.1027	7.2084	7.13987	7.13115	7.17748	7.53301	7.10538	7.052	7.21195	6.43907	6.30572	6.43726
"ENSMUSG00000066838"	4.80638	4.84099	4.732045	4.758595	4.770615	4.706055	4.8081	4.754555	4.857485	4.79233	4.95224	4.80472
"ENSMUSG00000066839"	8.14294	8.0785	8.03648	8.6318	8.52395	8.25277	8.43016	8.07933	8.09785	9.05554	8.95646	8.9397
"ENSMUSG00000066842"	4.7331	4.73385	4.88992	4.79667	4.79741	4.75629	4.67479	4.74267	4.68227	4.66621	4.70594	4.60573
"ENSMUSG00000066850"	5.84218	5.81055	5.73747	5.80969	5.9494	5.87919	5.77377	5.94249	5.93192	5.94697	6.05104	6.02393
"ENSMUSG00000066861"	8.8297	8.53834	8.67842	8.11283	8.17395	7.97894	8.83762	8.75267	8.93046	8.25286	8.29149	8.338
"ENSMUSG00000066867"	6.372635	6.31019	6.29212	6.348555	6.293055	6.22007	6.370415	6.344675	6.2892	6.433025	6.477215	6.53378
"ENSMUSG00000066877"	6.16455	6.14431666666667	6.16246666666667	6.01782	6.14195	6.12195	6.27212	6.19991666666667	6.21118	6.11573666666667	6.34393	6.16912333333333
"ENSMUSG00000066878"	9.59036	9.60617	9.67336	9.00725	9.09178	9.25643	9.38953	9.47354	9.57238	8.858	9.21635	9.13728
"ENSMUSG00000066880"	8.27341	8.24349	8.277575	8.562305	8.46952	8.643985	7.989135	8.143605	8.197915	7.697005	7.047475	7.73272
"ENSMUSG00000066892"	7.61176	7.53005	7.61426	6.94471	6.8637	6.8887	7.38803	7.50048	7.95874	7.17044	7.02553	6.93594
"ENSMUSG00000066894"	5.71437	5.78836	5.61371	5.51206	5.62016	5.64109	5.64345	5.70908	6.04558	5.57277	5.70964	5.42619
"ENSMUSG00000066899"	5.61814	5.56232	5.59976	5.61007	5.63803	5.56071	5.62371	5.6782	5.58669	5.83192	5.72602	5.75304
"ENSMUSG00000066900"	8.85854	8.91374	8.822095	8.984675	9.024305	9.190475	9.016905	8.822265	8.88586	9.08273	9.24201	8.863225
"ENSMUSG00000066902"	13.32643	13.38304	13.38761	13.07378	13.09186	13.26038	13.2921	13.47305	13.45675	12.82242	12.93159	12.68705
"ENSMUSG00000066944"	4.92029	4.8345	4.79942	4.93075	4.96468	5.14914	4.85646	4.8856	4.84524	4.95284	4.87207	5.14879
"ENSMUSG00000066952"	5.31961	5.41791	5.45829	5.63598	5.60947	5.80546	5.54023	5.44245	5.53489	5.4777	5.57547	5.60099
"ENSMUSG00000066975"	5.05295	4.98897	5.06939	5.18081	4.89462	4.96319	5.13461	5.01208	5.08252	5.02277	5.17932	5.20169
"ENSMUSG00000066979"	8.691485	8.788035	8.820665	8.42589	8.53863	8.515245	8.79	8.79037	8.881875	8.527015	8.79467	8.560305
"ENSMUSG00000067001"	4.64831	4.56702	4.74744	4.72813	4.70598	4.79716	4.70489	4.7592	4.63796	4.61337	4.64167	4.65299
"ENSMUSG00000067006"	4.6898875	4.657075	4.66464	4.801265	4.76707	4.7092925	4.66288	4.686555	4.6707375	4.76783	4.778495	4.7939075
"ENSMUSG00000067010"	4.61738	4.53735	4.61315	4.74323	4.69013	4.65153	4.6203	4.65796	4.57376	4.59983	4.57381	4.70094
"ENSMUSG00000067017"	10.695935	10.68863	10.612175	10.212485	10.16371	10.367665	10.58138	10.777595	10.953855	10.293945	10.41514	10.38804
"ENSMUSG00000067038"	12.56307	12.57919	12.6329866666667	12.24127	12.2078233333333	12.01738	12.5641433333333	12.64677	12.6545433333333	12.0912	12.24474	12.03002
"ENSMUSG00000067058"	13.06918	13.08412	13.16546	12.58238	12.63027	12.29684	13.11898	13.26498	13.30839	12.61166	12.84323	12.51727
"ENSMUSG00000067071"	6.528415	6.60822	6.528835	6.318585	6.23835	6.073945	6.396565	6.23139	6.38611	6.389445	6.54239	6.321855
"ENSMUSG00000067081"	5.6171	5.72643	5.69106	5.948705	5.72521	5.70945	5.72149	5.723765	5.66766	5.87387	5.767945	5.852815
"ENSMUSG00000067101"	4.94457666666667	4.93598	4.95892666666667	5.00822333333333	5.00431333333333	4.97742666666667	4.98350666666667	4.95707	4.93181	5.07560333333333	5.03665	5.09574666666667
"ENSMUSG00000067103"	5.00955	5.0226	5.04286	4.97025	4.98042	5.03429	4.88506	4.95544	4.93744	5.17103	5.01999	5.0899
"ENSMUSG00000067106"	11.6231233333333	11.6712	11.7414983333333	11.9626766666667	11.9429866666667	11.8148816666667	11.7964866666667	11.737845	11.715855	12.2600366666667	12.1363183333333	12.1984033333333
"ENSMUSG00000067121"	12.79367	12.79183	12.80003	12.1642	12.21171	12.15128	12.7496	12.95851	13.02755	12.22105	12.37058	12.26051
"ENSMUSG00000067144"	5.98508	6.15925	5.89777	6.15891	6.07977	5.98168	6.06627	6.09876	6.06425	6.24022	6.05071	6.21402
"ENSMUSG00000067147"	13.18186	13.1387	13.19265	12.97741	12.92624	12.84672	13.27663	13.30227	13.31302	12.98788	13.07508	12.94576
"ENSMUSG00000067148"	8.286685	8.35975	8.35915	7.818715	7.97422	8.01986	8.55264	8.62387	8.468115	7.98813	8.29532	7.915395
"ENSMUSG00000067149"	12.04544	12.1287	12.22071	11.26976	11.40199	11.55202	11.33405	9.70145	11.63297	9.44923	11.08289	9.79317
"ENSMUSG00000067150"	7.21083	7.12108	7.03634	7.03742	7.16491	6.86621	7.1097	6.83015	6.83844	7.31976	7.25033	7.24275
"ENSMUSG00000067158"	5.62973666666667	5.58419333333333	5.50844	5.53381333333333	5.55913666666667	5.703	5.43491666666667	5.61939	5.57879	5.46649	5.45196	5.42651333333333
"ENSMUSG00000067161"	11.4691	11.509488	11.593572	11.824774	11.81245	11.653206	11.646066	11.590892	11.561934	12.124602	11.999428	12.06031
"ENSMUSG00000067173"	4.84093	4.70711	4.86682	4.80122	4.82084	4.80948	4.75787	4.80416	4.69698	4.88656	4.8662	4.87977
"ENSMUSG00000067189"	8.77687	8.648585	8.7511	9.18599	9.016355	8.80004	8.95235	8.76584	8.76244	8.787045	8.740525	8.88829
"ENSMUSG00000067194"	7.14251333333333	7.18277666666667	7.12584	7.18808666666667	7.24889333333333	7.24027333333333	7.24662333333333	7.17376	7.22679333333333	7.15017	7.27958666666667	7.17013333333333
"ENSMUSG00000067201"	5.63425	5.6687	5.61296	5.64814	5.6541	5.46557	5.72283	5.58352	5.63117	5.66295	5.78055	5.67562
"ENSMUSG00000067206"	5.59159	5.63786	5.7046	5.70029	5.72913	5.656	5.61495	5.67681	5.67548	5.77384	5.79029	5.90765
"ENSMUSG00000067212"	11.94617	12.0336	12.15409	11.4067	11.48487	11.52026	12.07567	12.242	12.2624	10.94115	11.20264	10.89749
"ENSMUSG00000067219"	5.19102	5.2647	5.22087	5.25699	5.274165	5.21637	5.161305	5.20134	5.27668	5.22788	5.256515	5.30915
"ENSMUSG00000067220"	4.97842	4.92335	5.007065	4.96162	4.929865	4.985905	4.98135	5.0414	4.962365	4.97845	4.995375	5.06573
"ENSMUSG00000067224"	13.27151	13.3312	13.34499	13.60006	13.59197	13.2654	13.23212	12.72949	12.82331	13.98234	13.91128	14.00566
"ENSMUSG00000067225"	5.74856	5.75788	5.74086	5.93425	5.87905	5.76747	5.80099	5.63867	5.81565	5.85325	5.79743	5.77978
"ENSMUSG00000067229"	5.01928	5.00492	4.85639	5.07736	5.09176	5.04767	4.97826	5.10748	5.14434	5.15779	5.04157	5.00151
"ENSMUSG00000067231"	5.01928	5.00492	4.85639	5.07736	5.09176	5.04767	4.97826	5.10748	5.14434	5.15779	5.04157	5.00151
"ENSMUSG00000067235"	9.46448	9.51105	9.399445	9.161475	9.15049	9.06137	9.30553	8.94683	9.010225	9.15146	9.366385	9.376245
"ENSMUSG00000067242"	5.14025	5.20944333333333	5.22076666666667	5.25358333333333	5.25156333333333	5.3173	5.24751666666667	5.19485333333333	5.27760666666667	5.31718	5.19918666666667	5.27663333333333
"ENSMUSG00000067261"	5.66172	5.71858	5.76556	5.77652	5.83401	5.78512	5.76916	5.79321	5.8683	5.85735	6.0007	5.93126
"ENSMUSG00000067262"	4.72467	4.73126	4.76631	4.89746	4.79628	4.81633	4.82863	4.81747	4.79542	4.85405	4.87247	4.9409
"ENSMUSG00000067274"	13.41624	13.43866	13.49988	12.80924	12.85497	12.63343	13.37406	13.45069	13.48466	13.00501	13.09996	12.89833
"ENSMUSG00000067276"	5.659045	5.69875	5.74132	5.84085	5.841725	5.734885	5.725815	5.73142	5.75779	5.85767	5.827845	5.786745
"ENSMUSG00000067279"	9.08407	9.106845	9.21397	8.45019	8.47143	8.074805	8.59888	8.89067	7.75509	9.517765	9.525665	9.964775
"ENSMUSG00000067288"	13.3122766666667	13.3883133333333	13.4249666666667	13.1682366666667	13.1269266666667	13.21502	13.2449966666667	13.3433766666667	13.3223233333333	12.80135	12.84757	12.7875633333333
"ENSMUSG00000067297"	4.732935	4.781495	4.79273	4.78178	4.874935	4.83728	4.69389	4.741005	4.858095	4.902325	4.85601	4.74685
"ENSMUSG00000067299"	5.13187	5.31355	5.17117	5.43591	5.39111	5.43991	5.42314	5.33045	5.39305	5.53354	5.49572	5.5827
"ENSMUSG00000067321"	11.69848	11.52479	11.65753	10.9861	10.98396	11.08947	11.55491	11.53303	11.62847	10.63976	10.90188	10.33775
"ENSMUSG00000067336"	6.77443333333333	6.76022333333333	6.80337666666667	6.94858	6.91535	6.94006666666667	6.84493	6.85394	6.82590666666667	6.81262666666667	6.54425666666667	6.81851333333333
"ENSMUSG00000067338"	7.9904	7.944455	7.78245	7.176525	7.14526	6.6293	8.18859	7.417135	7.44926	7.08546	7.53063	7.14294
"ENSMUSG00000067341"	7.89721	7.81573	7.89018	7.7597	7.87624	7.78319	7.53765	7.69221	7.98602	7.4949	7.60892	7.50941
"ENSMUSG00000067360"	4.41106	4.44155	4.39272	4.39861	4.40544	4.42362	4.39514	4.40517	4.4069	4.39161	4.40238	4.43615
