"BAT_M05(r1)"	"BAT_M05(r2)"	"BAT_M05(r3)"	"eWAT_M05(r1)"	"eWAT_M05(r2)"	"eWAT_M05(r3)"
"ENSMUSG00000089812"	4.35093	4.25285	4.26949	4.43135	4.35093	4.45375
"ENSMUSG00000089814"	5.07641	5.01522	5.15689	5.10819	5.11466	5.17413
"ENSMUSG00000089815"	6.45432	6.34212	6.54605	6.20194	6.26612	6.12233
"ENSMUSG00000089824"	5.06291	5.02535	4.99141666666667	5.38679	5.26197	5.25847666666667
"ENSMUSG00000089827"	7.42082	7.61266	7.43658	7.4072	7.26814	7.36865
"ENSMUSG00000089832"	8.95391	8.90443	9.1949	9.10826	9.03773	8.97159
"ENSMUSG00000089837"	5.29726	5.6489	5.46399	5.5705	5.20286	5.43431
"ENSMUSG00000089838"	13.075445	12.961515	13.052875	11.86426	12.005115	11.924225
"ENSMUSG00000089840"	3.7891	3.76964	3.66993	3.6688	3.54384	3.7497
"ENSMUSG00000089847"	8.4262375	8.41239	8.445465	7.99951	8.0444275	7.9834975
"ENSMUSG00000089857"	4.88177	4.83303	4.726	4.57973	4.54607	4.68621
"ENSMUSG00000089862"	6.88403	6.86071	6.881095	7.15726	6.98485	7.04491
"ENSMUSG00000089865"	7.48436	7.39125	7.43209	7.00383	7.10748	7.1258
"ENSMUSG00000089871"	4.412155	4.52017	4.316715	4.17237	4.23309	4.20666
"ENSMUSG00000089872"	5.9091	5.70293	5.736	5.8021	5.99953	5.67814
"ENSMUSG00000089873"	10.52777	10.88229	10.75108	7.76557	7.49773	7.38457
"ENSMUSG00000089875"	5.42377	5.67019	5.38323	5.42162	5.65431	5.84064
"ENSMUSG00000089876"	7.35978	7.43088	7.44016	6.99065	7.06982	7.02124
"ENSMUSG00000089883"	11.40422	11.17542	11.42252	11.89856	12.16682	12.07932
"ENSMUSG00000089884"	6.28711	6.38767	6.24435	5.72291	5.58155	5.42844
"ENSMUSG00000089889"	6.585495	6.561595	6.5782	6.194705	5.93138	6.255005
"ENSMUSG00000089890"	6.34354	6.44022	6.36653	6.06559	5.86493	5.9621
"ENSMUSG00000089900"	5.41248	5.84451	5.57278	5.33522	5.28974	5.28974
"ENSMUSG00000089911"	8.604205	8.32554	8.59548	8.98413	8.88445	8.89146
"ENSMUSG00000089917"	9.13717	8.98033	9.05959	8.53164	8.47534	8.57289
"ENSMUSG00000089929"	6.55654	6.73081	6.63708	7.4679	7.60265	7.50998
"ENSMUSG00000089931"	8.92592	8.76629	8.90792	8.02316	8.28442	8.41392
"ENSMUSG00000089935"	4.22264	4.21733	4.27369	4.21818	4.32935	4.26608
"ENSMUSG00000089936"	9.16068	8.87439	9.06762	9.19221	9.32808	9.18181
"ENSMUSG00000089940"	7.02413	7.09573	6.90775	7.08965	6.90773	6.87708
"ENSMUSG00000089942"	4.97128	4.870545	4.599785	6.025135	6.03601	6.067785
"ENSMUSG00000089943"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000089945"	8.650295	8.68227	8.62381	8.67856	8.8095	8.831615
"ENSMUSG00000089951"	6.60322	6.64197	6.69039	7.10006	7.05653	7.06893
"ENSMUSG00000089952"	5.56596	5.89359	5.58342	5.0505	5.60001	5.43755
"ENSMUSG00000089960"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000089967"	7.3428	7.38319	7.37883	7.42982	7.49281	7.49661
"ENSMUSG00000089968"	5.53012	5.33907	5.48445	4.75086	5.36195	4.92155
"ENSMUSG00000089972"	10.24998	10.29994	10.34352	10.46526	10.76905	10.72244
"ENSMUSG00000089979"	9.547855	9.405875	9.583585	8.563045	8.654195	8.597685
"ENSMUSG00000089983"	3.897	4.08865	4.05392	4.02344	4.05637	4.18045
"ENSMUSG00000089984"	5.97032	5.84058	6.3318	5.95028	5.91697	5.91749
"ENSMUSG00000089987"	6.75006	6.7451	6.82297	6.50801	6.25966	6.36005
"ENSMUSG00000089989"	4.66224	4.62119	4.77048	5.04499	4.84735	4.83432
"ENSMUSG00000089992"	6.81556	6.37938	6.71424	6.59465	6.54603	6.41495
"ENSMUSG00000089996"	5.46479	5.39842	5.49966	5.88356	5.95375	6.2173
"ENSMUSG00000089999"	10.50143	10.47881	10.61907	11.28469	11.52	11.37381
"ENSMUSG00000090000"	8.0462	8.09942	8.13714	7.783095	7.87417	7.88144
"ENSMUSG00000090005"	8.43316	8.33519	8.41191	8.52814	8.42815	8.47027
"ENSMUSG00000090015"	5.8724	6.01823	5.92959	6.87203	6.62057	6.63484
"ENSMUSG00000090019"	5.49548	5.45744	5.69856	5.96116	5.82203	5.90075
"ENSMUSG00000090021"	8.24941	8.32164	8.22067	7.79304	7.70297	7.6957
"ENSMUSG00000090031"	3.98371	4.17236	4.13747	3.87433	3.77817	3.92693
"ENSMUSG00000090035"	6.73384	6.7892	6.727485	7.47238	7.45086	7.414265
"ENSMUSG00000090053"	5.51245	5.16082	5.32188	5.30832	5.18179	5.12274
"ENSMUSG00000090061"	4.75751	4.84976	4.71558	4.80357	4.49539	4.55625
"ENSMUSG00000090063"	4.35019	4.28775	4.28775	4.184	4.0877	3.94964
"ENSMUSG00000090066"	6.81369	7.069615	6.585085	6.660985	6.492995	6.572705
"ENSMUSG00000090069"	7.17056	7.52494	7.3292	7.00532	6.7984	6.94695
"ENSMUSG00000090071"	5.479215	5.56744	5.57775	5.37863	5.29534	5.22982
"ENSMUSG00000090077"	6.7739475	6.6827075	6.727705	6.5750225	6.729735	6.7409775
"ENSMUSG00000090083"	7.91118	7.81529	7.81161	7.88534	8.17193	8.176
"ENSMUSG00000090084"	6.20905	6.2652	6.04066	8.10965	8.17441	7.9453
"ENSMUSG00000090086"	9.04353	8.94933	8.9627	9.38743	9.46015	9.51854
"ENSMUSG00000090088"	5.26064	5.5175	5.36909	5.23371	5.2546	5.3691
"ENSMUSG00000090098"	5.40259	5.01123	5.14355	5.25161	5.26629	5.49618
"ENSMUSG00000090100"	5.7810425	5.73669	5.74187	5.6314275	5.5497875	5.6219425
"ENSMUSG00000090110"	7.713315	7.503345	7.602245	7.922205	8.057445	7.926355
"ENSMUSG00000090112"	6.298588	6.084918	6.096338	6.141052	6.139834	6.076382
"ENSMUSG00000090115"	6.610405	6.45267	6.502225	6.695525	6.677175	6.59803
"ENSMUSG00000090122"	5.31676	5.45139	5.0694	5.32624	5.25194	5.34553
"ENSMUSG00000090124"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000090125"	6.03271	6.234515	5.98432	5.942855	5.767215	5.83129
"ENSMUSG00000090128"	6.17768	6.13993	6.22384	6.168845	6.180635	6.07696
"ENSMUSG00000090136"	9.0426	8.99206	9.04145	9.40065	9.55929	9.51272
"ENSMUSG00000090137"	13.364165	13.312505	13.40874	13.115135	13.141775	13.12305
"ENSMUSG00000090141"	5.558	5.74717	5.50423	5.57511	5.62636	5.34707
"ENSMUSG00000090142"	6.55952	6.84017	6.54237	6.92195	7.05672	7.11245
"ENSMUSG00000090145"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000090146"	5.36033	5.28314	5.41502	5.03258	5.12364	5.15437
"ENSMUSG00000090150"	11.119255	10.9847	10.995215	9.905115	10.01934	9.939215
"ENSMUSG00000090159"	10.613	10.39824	10.56324	11.28617	11.31559	11.24238
"ENSMUSG00000090160"	3.94541	4.04943	3.87508	3.85398	3.93602	3.70305
"ENSMUSG00000090164"	5.31655	5.23164	5.48177	5.768	5.79012	5.55555
"ENSMUSG00000090165"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000090166"	4.4056	4.29994	4.43665	8.92798	9.22712	8.96637
"ENSMUSG00000090171"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000090173"	4.51493	4.2701	4.49654	4.07586	4.1169	4.01082
"ENSMUSG00000090175"	7.94747333333333	7.88343666666667	7.94828666666667	11.18646	11.2515233333333	11.20787
"ENSMUSG00000090185"	4.63338	4.75907	5.10345	4.51443	4.43844	4.72662
"ENSMUSG00000090186"	4.66234	4.73134	4.717685	4.66615	4.68672	4.63234
"ENSMUSG00000090193"	4.40356	4.48311	4.72362	4.90196	4.78587	4.93677
"ENSMUSG00000090197"	8.24019	8.43078	8.36953	9.27531	9.34249	9.59736
"ENSMUSG00000090202"	3.979545	3.95699	3.958335	3.89627	4.043325	3.958725
"ENSMUSG00000090203"	5.04829	5.17016	5.15261	4.8473	4.86157	4.9751
"ENSMUSG00000090206"	4.85531	4.92479	4.74581	4.55521	4.61521	4.71831
"ENSMUSG00000090207"	5.86623666666667	5.90699	5.78560333333333	5.70327333333333	5.67942333333333	5.56517
"ENSMUSG00000090210"	5.46646	5.49466	5.43739	5.57909	5.47963	5.60717
"ENSMUSG00000090211"	6.19453	6.45299	6.12807	6.27668	6.38045	6.24324
"ENSMUSG00000090213"	7.52828333333333	7.34850666666667	7.51651	7.65589	7.69257666666667	7.68564333333333
"ENSMUSG00000090215"	5.57198	5.6225	5.52823	5.94083	5.917685	5.816515
"ENSMUSG00000090220"	7.63895	7.67799	7.74305	7.44458	7.60413	7.48832
"ENSMUSG00000090223"	5.37074	5.38494	5.51964	5.22254	5.27352	5.2954
"ENSMUSG00000090225"	4.730005	4.63286	4.747	4.66373	4.71023	4.74268
"ENSMUSG00000090231"	6.956045	6.84892	6.760255	10.19542	10.26768	10.26476
"ENSMUSG00000090236"	6.26576	6.34935	6.2741	6.31463	6.31012	6.26958
"ENSMUSG00000090247"	9.49965	9.43341	9.42471	9.28798	9.4737	9.38708
"ENSMUSG00000090254"	5.6736	5.53867	5.67097	5.44106	5.37157	5.35279
"ENSMUSG00000090255"	5.28218	5.54986	5.14914	4.84379	4.85864	4.82287
"ENSMUSG00000090256"	5.40259	5.01123	5.14355	5.25161	5.26629	5.49618
"ENSMUSG00000090258"	7.693225	7.691605	7.76996	7.29485	7.343065	7.38581
"ENSMUSG00000090263"	5.72306	5.62709	5.78891	5.82187	5.85299	5.60602
"ENSMUSG00000090264"	8.97926	8.79203	8.8562	9.22664	9.2758	9.18572
"ENSMUSG00000090266"	8.5406	8.4309	8.668075	7.774095	7.868065	7.9311
"ENSMUSG00000090272"	6.66783	6.536895	6.591675	7.95652	8.079125	8.0657525
"ENSMUSG00000090273"	7.50579	7.25304	7.5747	7.27135	7.11922	7.16896
"ENSMUSG00000090291"	6.99436	7.24032	7.17196	7.00301	7.22466	6.83476
"ENSMUSG00000090305"	12.61588	12.41311	12.70493	12.85475	12.93576	12.86052
"ENSMUSG00000090306"	4.17884	4.12349	4.21895	4.16477	4.16889	4.06281
"ENSMUSG00000090314"	4.95335	4.75452	4.85123	4.81507	5.12224	4.82375
"ENSMUSG00000090319"	10.74791	10.42714	10.69633	11.20528	11.44077	11.26311
"ENSMUSG00000090330"	7.28559	7.30583	7.42127	7.67686	7.88101	7.65295
"ENSMUSG00000090356"	6.2355	6.16304	6.26321	6.31934	6.39495	6.36556
"ENSMUSG00000090363"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000090369"	6.79556	7.0865	6.76246	6.40358	6.30513	6.35292
"ENSMUSG00000090381"	9.58914	9.42224	9.47358	9.78863	9.93046	9.88155
"ENSMUSG00000090386"	5.28191	5.138025	5.02988	5.760515	6.221095	5.77668
"ENSMUSG00000090389"	5.77868	5.41619	5.65907	5.119	4.88904	5.0372
"ENSMUSG00000090394"	6.51075	6.368726	6.45626	6.781122	6.72969	6.6579
"ENSMUSG00000090404"	7.50859	7.36011	7.63182	8.13982	8.02648	8.04069
"ENSMUSG00000090411"	5.14411	5.37634	5.21487	5.24749	4.93584	5.08643
"ENSMUSG00000090439"	8.43244	8.27596	8.41622	7.8653	7.93738	7.83887
"ENSMUSG00000090440"	6.24465333333333	6.31770666666667	6.34752666666667	5.59066666666667	5.78491333333333	5.78873333333333
"ENSMUSG00000090451"	10.86232	10.89278	10.86865	11.56719	11.88227	11.82496
"ENSMUSG00000090455"	6.87442	6.540625	6.797165	6.918235	7.013055	6.78054
"ENSMUSG00000090457"	7.22849	6.97811	7.2318	6.95201	6.98233	6.93491
"ENSMUSG00000090458"	6.8071	6.89571	6.82754	6.76381	6.54189	6.49596
"ENSMUSG00000090461"	3.95667	3.9159	3.88683	3.9545	3.79801	3.83375
"ENSMUSG00000090462"	5.53187	5.43416	5.68949	5.34737	5.48484	5.42551
"ENSMUSG00000090467"	12.050875	11.97694	12.05309	12.77647	12.93553	12.88395
"ENSMUSG00000090470"	5.31266	5.62623	5.38384	5.16307	5.45947	5.20387
"ENSMUSG00000090471"	6.30488	6.47436	6.25801	5.78459	5.72064	5.58457
"ENSMUSG00000090487"	6.14261	6.04066	6.36275	6.821305	6.80906	7.12953
"ENSMUSG00000090505"	4.16223	4.15956	3.97512	3.88009	3.83194	3.94586
"ENSMUSG00000090516"	12.23935	12.11694	12.29636	12.58629	12.71483	12.63651
"ENSMUSG00000090523"	9.13115	8.90827	9.06228	8.14061	7.97648	8.05534
"ENSMUSG00000090544"	12.79833	12.59076	12.82526	13.03626	13.13898	13.07669
"ENSMUSG00000090553"	9.74225	9.71539	9.82005	9.43365	9.72048	9.65782
"ENSMUSG00000090585"	5.268025	5.1821725	5.21818	5.101935	5.1084475	5.12887
"ENSMUSG00000090602"	9.271615	9.036925	9.244575	9.37179	9.63696	9.455245
"ENSMUSG00000090610"	8.90682	8.79523	9.0669	8.5346	8.43064	8.28109
"ENSMUSG00000090622"	7.18196	7.402	7.2809	7.44343	7.3146	7.430625
"ENSMUSG00000090626"	4.94624333333333	4.90626	4.91912333333333	4.95167	5.03794333333333	5.05259666666667
"ENSMUSG00000090629"	4.63099	4.9397	4.7172	4.60258	4.51265	4.66888
"ENSMUSG00000090634"	4.46934	3.95605	4.32228	3.53382	3.72211	3.6983
"ENSMUSG00000090639"	8.09947333333333	7.67085333333333	8.03694333333333	9.57069	9.58893666666667	9.54966333333333
"ENSMUSG00000090641"	5.41957	5.373	5.04406	5.20874	5.05651	5.03709
"ENSMUSG00000090643"	6.070175	6.17307	6.19779	6.35449	6.18836	6.258795
"ENSMUSG00000090659"	5.87288	5.766555	5.90121	5.432705	5.88634	5.713765
"ENSMUSG00000090662"	5.64245	5.53259	5.77611	5.38989	5.46839	5.26919
"ENSMUSG00000090667"	6.2731	6.20734	6.15294	6.1149	6.0235	6.28538
"ENSMUSG00000090671"	7.316815	7.453295	7.230725	8.36918	8.54388	8.504225
"ENSMUSG00000090691"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000090693"	7.17228	7.29709	7.18281	6.64313	6.72546	6.72011
"ENSMUSG00000090698"	7.64101	7.74305	7.70783	7.57891	7.6823	7.75084
"ENSMUSG00000090707"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000090714"	4.64507	4.60406	4.33854	4.37611	4.39865	4.44057
"ENSMUSG00000090724"	4.47603	4.44649	4.39817	4.26737	4.23985	4.27315
"ENSMUSG00000090733"	9.45222	9.43367	9.4871	9.73256	9.87432	9.814235
"ENSMUSG00000090737"	10.799805	10.78692	10.83559	11.43903	11.55546	11.412265
"ENSMUSG00000090750"	4.16149	4.10009	4.17689	3.97654	3.91399	4.06886
"ENSMUSG00000090764"	4.63176	4.98603	4.76376	4.56916	4.35024	4.4769
"ENSMUSG00000090779"	6.04537	6.28585	5.99177	5.67537	5.67429	5.66205
"ENSMUSG00000090790"	6.11723	6.11458	5.99031	6.64128	6.65704	6.55987
"ENSMUSG00000090817"	5.42251	5.2954	5.58408	5.04683	4.94321	4.87326
"ENSMUSG00000090818"	5.61769	6.04034	5.68268	5.72791	5.4011	5.67194
"ENSMUSG00000090827"	7.50859	7.36011	7.63182	8.13982	8.02648	8.04069
"ENSMUSG00000090841"	11.83748	11.719505	11.846635	12.48992	12.639365	12.61914
"ENSMUSG00000090849"	5.64245	5.53259	5.77611	5.38989	5.46839	5.26919
"ENSMUSG00000090854"	5.26976	5.18333	5.30142	5.07237	5.0745	5.13078
"ENSMUSG00000090862"	9.1864225	9.16001	9.193265	9.542975	9.635805	9.6350675
"ENSMUSG00000090863"	5.41471	5.50491	5.94519	5.15757	4.94695	5.27438
"ENSMUSG00000090864"	5.64245	5.53259	5.77611	5.38989	5.46839	5.26919
"ENSMUSG00000090872"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000090877"	7.03464	7.11596	7.27270666666667	8.3466	8.32236	8.29095666666667
"ENSMUSG00000090891"	4.36071	4.47876	4.5295	4.4611	4.3411	4.49655
"ENSMUSG00000090892"	5.64245	5.53259	5.77611	5.38989	5.46839	5.26919
"ENSMUSG00000090919"	3.84979	4.00167	3.95572	3.89978	3.95335	4.09462
"ENSMUSG00000090925"	8.74031	8.63681	8.62657	8.45766	8.45235	8.41835
"ENSMUSG00000090935"	9.47624666666667	9.22572	9.40966333333333	8.98705666666667	8.99727666666667	8.85374666666667
"ENSMUSG00000090941"	11.97896	11.79203	12.01668	12.61077	12.70558	12.58285
"ENSMUSG00000090946"	7.056345	7.122415	6.8881	8.06042	8.00333	8.056735
"ENSMUSG00000090957"	8.99015	8.754	9.02194	8.57894	8.72329	8.70364
"ENSMUSG00000090994"	8.757	8.69472	8.80168	9.22131	9.64127	9.34668
"ENSMUSG00000090996"	7.124005	7.19299	7.279465	7.041195	7.06652	7.197145
"ENSMUSG00000091002"	5.91384	5.97743	6.131355	5.813485	5.747435	5.780325
"ENSMUSG00000091017"	5.83259	5.92487	6.05142	5.85892	5.80309	5.8731
"ENSMUSG00000091019"	12.79833	12.59076	12.82526	13.03626	13.13898	13.07669
"ENSMUSG00000091037"	3.72021	3.55503	3.84485	3.73881	3.89257	3.83996
"ENSMUSG00000091049"	4.0479	4.05995666666667	4.02977666666667	4.01161333333333	4.00863	3.94611666666667
"ENSMUSG00000091058"	7.1594	6.76049	6.91449	7.09426	6.99892	7.05447
"ENSMUSG00000091061"	6.47361	6.54842	6.44569	5.83945	6.06787	6.12979
"ENSMUSG00000091083"	6.92469	6.91433	6.87544	6.55379	6.69399	6.89242
"ENSMUSG00000091086"	12.11013	11.94987	12.13523	12.90931	13.0626	12.9249
"ENSMUSG00000091105"	8.75893	8.74657	8.68786	8.62228	8.60854	8.56238
"ENSMUSG00000091110"	6.24465333333333	6.31770666666667	6.34752666666667	5.59066666666667	5.78491333333333	5.78873333333333
"ENSMUSG00000091133"	5.345605	5.33809	5.447155	5.07144	5.08376	5.190025
"ENSMUSG00000091154"	9.64721	9.42394	9.75664	8.41246	8.3857	8.38631
"ENSMUSG00000091175"	4.39739	4.34279	4.46768	4.10401	4.02707	4.13999
"ENSMUSG00000091183"	4.210375	4.254455	4.098565	4.350695	4.282215	4.376865
"ENSMUSG00000091185"	6.23974	6.18436	6.31297	6.35488	6.18066	6.22748
"ENSMUSG00000091198"	11.33834	11.17392	11.325295	12.082525	12.196735	12.092905
"ENSMUSG00000091199"	4.84135	4.78096	4.71681	4.77669	4.74087	4.73871
"ENSMUSG00000091212"	5.36588	5.70636	5.39677	5.32096	5.56375	5.37967
"ENSMUSG00000091223"	8.57425	8.50078	8.53093	8.9965	9.13175	9.16832
"ENSMUSG00000091227"	6.23974	6.18436	6.31297	6.35488	6.18066	6.22748
"ENSMUSG00000091228"	10.9283	10.81433	10.945315	10.256065	10.415295	10.351835
"ENSMUSG00000091243"	4.56667	4.51993	4.36475	6.29377	6.084105	6.310445
"ENSMUSG00000091255"	4.16149	4.10009	4.17689	3.97654	3.91399	4.06886
"ENSMUSG00000091264"	7.82671	7.85265	7.79209	7.85529	7.92567	7.9238
"ENSMUSG00000091275"	7.261685	7.074065	7.299815	7.54822	7.38864	7.346015
"ENSMUSG00000091277"	9.79787	9.49518	9.80542	8.28187	8.36953	8.25686
"ENSMUSG00000091292"	4.20329	4.31917	4.43903	4.22601	4.22235	4.20688
"ENSMUSG00000091296"	4.16223	4.15956	3.97512	3.88009	3.83194	3.94586
"ENSMUSG00000091304"	3.70395	3.84297	3.71746	3.63165	3.76596	3.59634
"ENSMUSG00000091318"	4.95261	4.99017	5.1036	4.73946	4.68022	4.71307
"ENSMUSG00000091325"	7.50859	7.36011	7.63182	8.13982	8.02648	8.04069
"ENSMUSG00000091337"	7.86133666666667	7.75583666666667	7.82001	9.12359666666667	9.35127333333333	9.18763333333333
"ENSMUSG00000091358"	4.01284	4.20684	4.16142	3.94754	3.94793	3.9563
"ENSMUSG00000091363"	9.84569	9.86517	10.00579	10.34045	10.50783	10.46981
"ENSMUSG00000091396"	4.2473	4.18155	4.07217	4.01166	3.83368	3.98459
"ENSMUSG00000091401"	5.1042	4.70175	4.71849	10.19015	10.17096	10.05816
"ENSMUSG00000091408"	10.01863	9.79501	9.93766	9.59186	9.72755	9.56283
"ENSMUSG00000091410"	13.23593	13.06402	13.20278	13.47321	13.54832	13.48685
"ENSMUSG00000091411"	4.13569	4.28117	4.12012	4.13553	4.00216	4.11171
"ENSMUSG00000091418"	6.14261	6.04066	6.36275	6.821305	6.80906	7.12953
"ENSMUSG00000091421"	9.12949	8.862545	9.1636	10.009445	10.077955	9.99693
"ENSMUSG00000091422"	3.65604	3.63389	3.68362	3.6409	3.64371	3.5958
"ENSMUSG00000091423"	6.30495	6.34342	6.42346	6.28883	6.2222	6.02438
"ENSMUSG00000091443"	4.13035	3.90535	4.11991	4.11991	4.19726	4.14693
"ENSMUSG00000091449"	11.275495	11.1438925	11.2716125	11.76457	11.9121075	11.7600825
"ENSMUSG00000091460"	12.66088	12.57422	12.70484	12.34339	12.41007	12.33095
"ENSMUSG00000091462"	7.27983	7.337465	7.217155	8.291645	8.167585	8.10629
"ENSMUSG00000091472"	7.01478	6.78802	6.96781	6.95662	6.7508	6.65134
"ENSMUSG00000091474"	4.16363	4.22599	4.01015	4.264375	4.360485	4.4796
"ENSMUSG00000091475"	6.00577	5.67793	6.00922	5.99719	5.70625	5.86456
"ENSMUSG00000091476"	4.67764	4.50504	4.5602	4.3067	4.24719	4.13402
"ENSMUSG00000091477"	4.46934	3.95605	4.32228	3.53382	3.72211	3.6983
"ENSMUSG00000091478"	6.98796	6.93767	6.92983	9.64014	9.58388	9.78871
"ENSMUSG00000091491"	4.04354	4.26451	4.06614	4.01286	4.06467	3.92013
"ENSMUSG00000091494"	7.50859	7.36011	7.63182	8.13982	8.02648	8.04069
"ENSMUSG00000091498"	13.08874	12.85921	13.15856	11.91367	12.10704	12.02975
"ENSMUSG00000091509"	6.10682	6.085425	6.110625	6.323425	6.034715	6.095885
"ENSMUSG00000091510"	4.77433	4.57879	4.75818	4.63023	4.56074	4.5373
"ENSMUSG00000091512"	10.52372	10.38343	10.45971	10.52279	10.47849	10.46478
"ENSMUSG00000091523"	6.50805	6.56335	6.60099	6.38052	6.21897	6.14454
"ENSMUSG00000091537"	12.54354	12.37436	12.55034	12.63086	12.70145	12.54962
"ENSMUSG00000091541"	4.88445	4.89648	5.00331	4.89408	4.77588	4.70814
"ENSMUSG00000091542"	7.81918333333333	7.79128666666667	7.83873666666667	7.75029666666667	7.66514333333333	7.62582
"ENSMUSG00000091558"	4.64367	4.56647	4.4657	4.22656	4.4801	4.58593
"ENSMUSG00000091563"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000091568"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000091577"	6.72759	6.79704	6.77061	6.59437	6.59976	6.56543
"ENSMUSG00000091580"	10.448805	10.32459	10.48015	9.637045	9.726245	9.800035
"ENSMUSG00000091604"	5.67562	5.70422	5.74426	5.49317	5.43862	5.16068
"ENSMUSG00000091617"	5.895705	5.754615	6.030745	6.229705	6.17122	6.434855
"ENSMUSG00000091618"	5.93622	6.01889	6.04509	5.89759	5.68505	5.48389
"ENSMUSG00000091623"	6.59975	6.71161	6.63109	6.56211	6.47381	6.47452
"ENSMUSG00000091625"	7.25257	7.21551	7.38568	6.95231	7.01275	7.1053
"ENSMUSG00000091636"	6.471095	6.647575	6.44931	6.398295	6.411955	6.34155
"ENSMUSG00000091655"	9.643215	9.601635	9.745585	9.67348	9.675705	9.659455
"ENSMUSG00000091694"	3.788365	3.797655	3.761325	3.89078	3.836265	3.83335
"ENSMUSG00000091695"	11.1718925	10.9944325	11.18457	11.9349325	12.06804	11.9421375
"ENSMUSG00000091697"	9.31801	9.46311	9.57953	9.87253	10.08527	10.18024
"ENSMUSG00000091703"	4.40525	4.24673	4.31301	4.28958	4.21557	4.15404
"ENSMUSG00000091705"	3.53862	3.60582	3.62081	3.55521	3.67548	3.58563
"ENSMUSG00000091709"	5.87841	5.72791	5.95355	5.73645	5.73618	5.64158
"ENSMUSG00000091734"	3.94478	3.95987	3.95928	3.85712	3.88164	3.7487
"ENSMUSG00000091735"	4.6487	4.73063	4.62855	4.52042	4.42419	4.61579
"ENSMUSG00000091736"	4.18963	4.38953	4.15041	4.30982	4.35019	4.58723
"ENSMUSG00000091749"	6.88382	6.99907	7.24541	6.63087	6.6274	6.70514
"ENSMUSG00000091754"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000091756"	6.43333333333333	6.28978	6.56443666666667	6.86641	6.78964	6.97013333333333
"ENSMUSG00000091779"	5.26976	5.18333	5.30142	5.07237	5.0745	5.13078
"ENSMUSG00000091780"	8.31726	8.39331	8.27022	7.13275	7.11264	7.0041
"ENSMUSG00000091785"	11.010975	10.857615	11.029975	11.762115	11.86998	11.743815
"ENSMUSG00000091792"	4.16223	4.15956	3.97512	3.88009	3.83194	3.94586
"ENSMUSG00000091803"	6.64782	6.701995	6.70424	6.26555	6.32739	6.29125
"ENSMUSG00000091811"	8.44599	8.42444	8.56459	8.65107	8.85084	8.66181
"ENSMUSG00000091814"	6.23974	6.18436	6.31297	6.35488	6.18066	6.22748
"ENSMUSG00000091827"	4.16149	4.10009	4.17689	3.97654	3.91399	4.06886
"ENSMUSG00000091834"	4.20329	4.31917	4.43903	4.22601	4.22235	4.20688
"ENSMUSG00000091845"	10.8899633333333	10.7834366666667	10.90298	11.0426866666667	11.27517	11.0931866666667
"ENSMUSG00000091849"	5.268025	5.1821725	5.21818	5.101935	5.1084475	5.12887
"ENSMUSG00000091866"	4.79978	5.20975	5.16175	4.99606	4.97104	5.03313
"ENSMUSG00000091867"	7.06587	7.08288	6.67838	6.45142	6.44122	6.47282
"ENSMUSG00000091874"	5.04449	5.14739	5.30438	4.72644	4.90036	4.76754
"ENSMUSG00000091876"	10.4064333333333	10.3935866666667	10.48642	10.74566	10.9838066666667	11.0061466666667
"ENSMUSG00000091896"	8.789255	8.6635825	8.7965075	9.2156	9.354545	9.3251775
"ENSMUSG00000091897"	4.16149	4.10009	4.17689	3.97654	3.91399	4.06886
"ENSMUSG00000091898"	5.25991	5.4122	5.3438	5.24493	5.17314	5.23845
"ENSMUSG00000091900"	7.19804	7.3429	6.96577	7.5475	7.32472	7.45387
"ENSMUSG00000091903"	3.65604	3.63389	3.68362	3.6409	3.64371	3.5958
"ENSMUSG00000091905"	8.108815	8.02854	8.14124	8.07927	8.00006	8.04438
"ENSMUSG00000091906"	4.20447	4.05038	4.2782	3.84126	3.90842	4.04771
"ENSMUSG00000091923"	6.24465333333333	6.31770666666667	6.34752666666667	5.59066666666667	5.78491333333333	5.78873333333333
"ENSMUSG00000091933"	3.65604	3.63389	3.68362	3.6409	3.64371	3.5958
