"BAT_M05(r1)"	"BAT_M05(r2)"	"BAT_M05(r3)"	"eWAT_M05(r1)"	"eWAT_M05(r2)"	"eWAT_M05(r3)"
"ENSMUSG00000001729"	7.90105666666667	7.59199	7.89437666666667	7.93905333333333	7.9569	7.84348666666667
"ENSMUSG00000001739"	7.4896	7.67211	7.6493	8.64406	8.49725	8.7128
"ENSMUSG00000001741"	5.75231	5.67399333333333	5.78181333333333	6.21332	6.09013333333333	6.09339333333333
"ENSMUSG00000001750"	6.95132	6.86376	7.0905	7.26487	7.59168	7.53025
"ENSMUSG00000001751"	7.05894	7.23608	7.26999	8.06533	8.05597	7.95997
"ENSMUSG00000001755"	8.638375	8.551275	8.63271	7.494445	7.793715	7.688265
"ENSMUSG00000001761"	6.77174333333333	6.88964666666667	6.8764	7.54851666666667	7.38411666666667	7.36052
"ENSMUSG00000001763"	5.780676	5.823058	5.830834	5.678554	5.743274	5.745854
"ENSMUSG00000001767"	6.08245	5.90935	6.08615	6.0565	6.15221	6.0981
"ENSMUSG00000001768"	8.50161	8.11016	8.37827	8.90295	9.07253	8.88154
"ENSMUSG00000001773"	3.96574	3.9421	3.82934	4.61655	4.15268	4.2926
"ENSMUSG00000001774"	8.5164	8.2091	8.47768	8.44965	8.62846	8.48032
"ENSMUSG00000001783"	7.37645666666667	7.28506666666667	7.32459666666667	7.35793	7.47475666666667	7.42489
"ENSMUSG00000001785"	7.550705	7.303935	7.33945	7.4038	7.458625	7.486555
"ENSMUSG00000001786"	8.35258	8.29684	8.433	8.39333	8.37955	8.35198
"ENSMUSG00000001794"	11.99991	11.74405	12.04972	11.81306	11.92784	11.70886
"ENSMUSG00000001802"	7.326	7.20956	7.27023	6.71793	6.66046	6.71626
"ENSMUSG00000001815"	6.72323	6.78052	6.71979	6.42007	6.37051	6.34999
"ENSMUSG00000001819"	5.67527	5.561355	5.603265	5.362085	5.266805	5.273985
"ENSMUSG00000001823"	4.77545	4.73499	4.57186	4.32445	4.41113	4.25526
"ENSMUSG00000001827"	6.10636	6.13479	6.10772	6.16002	6.17465	6.16952
"ENSMUSG00000001829"	10.42789	10.15129	10.3968625	9.8138375	9.9111075	9.8273575
"ENSMUSG00000001833"	9.8647	9.737445	9.91642	10.62989	10.722165	10.677975
"ENSMUSG00000001844"	8.90733	8.67857	8.88972	8.95554	8.94491	8.96394
"ENSMUSG00000001847"	11.05047	10.72479	10.9974	11.965455	11.959865	11.88518
"ENSMUSG00000001855"	6.91239	6.91819	7.062415	7.245055	7.42206	7.332525
"ENSMUSG00000001864"	7.64284	7.68398333333333	7.54461333333333	7.49293	7.48297333333333	7.49279
"ENSMUSG00000001865"	7.06212	6.87311	7.1087	7.50883	7.57542	7.57668
"ENSMUSG00000001870"	4.958725	4.931805	4.89904	5.3863875	5.495845	5.4689875
"ENSMUSG00000001891"	9.684346	9.436122	9.571918	9.351792	9.326762	9.352704
"ENSMUSG00000001909"	7.34019333333333	7.15025666666667	7.43487666666667	7.27248	7.43235333333333	7.29268
"ENSMUSG00000001910"	7.86996333333333	7.82077	7.91264	7.75304	7.88364333333333	7.77354333333333
"ENSMUSG00000001911"	8.983318	8.693554	9.014704	9.332164	9.406802	9.334268
"ENSMUSG00000001918"	12.27841	11.77949	12.13978	13.70749	13.76566	13.73633
"ENSMUSG00000001924"	7.56049	7.37966	7.43371	7.621415	7.58478	7.59937
"ENSMUSG00000001930"	6.8896	6.57513	6.91079	8.84313	8.73478	8.78058
"ENSMUSG00000001942"	7.29727	7.15317333333333	7.33531333333333	7.27328	7.07262333333333	7.11593333333333
"ENSMUSG00000001943"	7.68225	7.62377	7.76311	7.61335	7.82728	7.54419
"ENSMUSG00000001946"	9.87633	9.67285	9.78435	10.90938	10.9285	10.87399
"ENSMUSG00000001948"	6.31038	6.45314	6.30634	5.89525	5.91217	5.62472
"ENSMUSG00000001962"	8.57643	8.40623	8.4712	8.32314	8.47405	8.47839
"ENSMUSG00000001964"	10.02944	10.174225	10.189775	10.36841	10.344685	10.34171
"ENSMUSG00000001985"	4.98941	5.088015	5.1936	4.965305	4.791915	4.92607
"ENSMUSG00000001986"	4.640455	4.624955	4.60983	4.66029	4.748515	4.740675
"ENSMUSG00000001988"	5.22889	5.44367	5.44342	5.06114	4.98043	4.99433
"ENSMUSG00000001995"	6.62532	6.56162	6.59874	7.72757	7.58046	7.51192
"ENSMUSG00000001998"	6.45918	6.397685	6.301905	6.996655	6.998835	7.099635
"ENSMUSG00000001999"	9.84156	9.60191	9.81503	9.0699	9.20066	9.1009
"ENSMUSG00000002006"	5.15234	5.25564	5.39864	5.26686	5.25926	5.18114
"ENSMUSG00000002007"	7.13005666666667	7.0254	7.17766333333333	6.81896333333333	6.83604333333333	6.75385
"ENSMUSG00000002010"	13.157175	13.05298	13.08725	11.187515	11.229515	11.19019
"ENSMUSG00000002012"	5.05027	5.03149	5.02856	5.18522	5.03149	5.17272
"ENSMUSG00000002014"	9.02742666666667	9.03882	9.17317666666667	8.99662	8.96203	8.96370666666667
"ENSMUSG00000002015"	11.01506	10.81498	10.964405	11.154255	11.308655	11.155605
"ENSMUSG00000002017"	8.67398	8.55844	8.66634	8.70678	8.67913	8.72227
"ENSMUSG00000002020"	9.37307	9.15818	9.16114	6.84824	7.18815	7.07715
"ENSMUSG00000002028"	7.27822	7.16151666666667	7.23183333333333	7.53312	7.47580333333333	7.49106666666667
"ENSMUSG00000002031"	8.29664	7.88285	8.15068	8.68926	8.74226	8.89087
"ENSMUSG00000002032"	5.94611	5.595005	5.708895	5.16189	5.20019	5.25968
"ENSMUSG00000002033"	4.47843	4.57147	4.63469	4.41772	4.4452	4.46525
"ENSMUSG00000002043"	9.18936	9.14767	9.22469	8.29173	8.23467	8.34401
"ENSMUSG00000002052"	7.37997	7.24412	7.38551	7.93544	8.07671	8.06633
"ENSMUSG00000002055"	4.87864666666667	4.76079	4.84231	4.56693	4.74958333333333	4.56907666666667
"ENSMUSG00000002057"	4.837305	5.0581	4.974725	4.68139	4.70411	4.631955
"ENSMUSG00000002058"	7.39684	7.42192	7.45538	8.49224	8.43732	8.58214
"ENSMUSG00000002059"	10.835905	10.65575	10.727945	10.975205	11.081495	10.99659
"ENSMUSG00000002064"	9.3806	9.24334	9.4493	9.34929	9.51255	9.4634
"ENSMUSG00000002068"	6.091665	6.03748	6.073315	5.87186	5.805015	5.90813
"ENSMUSG00000002076"	5.78384	5.929175	5.808035	5.742905	5.697915	5.620095
"ENSMUSG00000002083"	7.62414	7.64601	7.75925	7.67044	7.74535	7.63398
"ENSMUSG00000002100"	6.98991	6.9674	6.85098	6.90776	6.70629	6.89187
"ENSMUSG00000002102"	9.59372	9.40991	9.50958	9.45376	9.62255	9.49826
"ENSMUSG00000002103"	7.92445666666667	7.7621	7.86157	8.07482666666667	8.20195333333333	8.06185333333333
"ENSMUSG00000002104"	4.79846	4.79372	4.93287	4.78617	4.74144	4.62695
"ENSMUSG00000002105"	8.08425	7.86625	7.98204	8.1372	8.10776	8.12158
"ENSMUSG00000002107"	7.72541285714286	7.69696	7.71774142857143	8.22763428571429	8.29505714285714	8.24901571428572
"ENSMUSG00000002108"	8.00702	8.1046	8.13798	8.26155	8.40886	8.27803
"ENSMUSG00000002109"	7.177425	7.039125	7.11089	7.2779	7.293995	7.460035
"ENSMUSG00000002111"	6.41142	6.44398	6.24512	7.27499	7.59855	7.28782
"ENSMUSG00000002129"	6.93483666666667	6.98611666666667	6.95641333333333	6.95601	6.88793	6.94324333333333
"ENSMUSG00000002147"	8.93998	8.8051	8.997065	9.60173	9.61418	9.56054
"ENSMUSG00000002190"	4.64692	4.67948333333333	4.67090666666667	4.34665	4.40437666666667	4.45752
"ENSMUSG00000002204"	5.869075	5.88706	6.065005	6.177305	6.304	6.21887
"ENSMUSG00000002205"	9.10969	9.1239	8.92911	8.60943	8.79788	8.78238
"ENSMUSG00000002210"	8.19851	8.29697	8.18468	7.92393	7.9238	7.89878
"ENSMUSG00000002221"	6.11191333333333	6.19427	6.18775	6.04750333333333	5.99207666666667	5.95620666666667
"ENSMUSG00000002222"	8.328485	8.00399	8.364095	8.15174	7.969865	7.943845
"ENSMUSG00000002227"	7.279775	7.42324	7.28499	7.264525	7.30061	7.262995
"ENSMUSG00000002228"	5.20965	5.19627	5.42073	5.0132	5.07497	5.13466
"ENSMUSG00000002233"	8.079375	7.95892	8.063995	9.075965	9.13927	9.120215
"ENSMUSG00000002240"	6.32369	6.28245	6.28083	6.29555	6.24298	6.11158
"ENSMUSG00000002249"	6.56578	6.73933	6.7288	6.91977	6.52427	6.66853
"ENSMUSG00000002250"	6.58342	6.49214	6.712275	6.576125	6.63028	6.63421
"ENSMUSG00000002257"	6.09087	6.31949	6.29681	6.21804	6.07115	6.19979
"ENSMUSG00000002265"	8.22747666666667	8.03654333333333	8.1471	8.96582333333333	8.93313333333333	8.96041666666667
"ENSMUSG00000002266"	4.33107	4.313865	4.21287	4.116915	4.13558	4.09332
"ENSMUSG00000002274"	6.42507	6.453235	6.404755	6.637745	6.44603	6.71162
"ENSMUSG00000002279"	8.65382	8.39121	8.62101	7.55794	7.56784	7.5836
"ENSMUSG00000002280"	9.42571	9.37953	9.39711	8.37902	8.46584	8.5276
"ENSMUSG00000002289"	7.71894	7.711045	7.76641	8.128725	8.06311	8.10287
"ENSMUSG00000002297"	4.385055	4.52303	4.38999	4.57974	4.71716	4.603335
"ENSMUSG00000002307"	8.3263	8.3752	8.03532	8.78892	9.02682	8.99407
"ENSMUSG00000002308"	7.26691	7.40998	7.392815	7.405955	7.30407	7.418095
"ENSMUSG00000002319"	8.68868666666667	8.53512333333333	8.73146333333333	9.31827333333333	9.34573666666667	9.21532333333333
"ENSMUSG00000002320"	7.32983	7.37948	7.361155	7.450535	7.5594	7.370615
"ENSMUSG00000002324"	5.38268	5.64136	5.60614	5.33998	5.57867	5.63299
"ENSMUSG00000002325"	6.89627	6.76385	6.90782	7.17737	7.12727	7.32233
"ENSMUSG00000002326"	7.95948	8.04613	8.03191	7.5295	7.76921	7.51498
"ENSMUSG00000002329"	7.6539	7.49614	7.6755	7.690385	7.65233	7.53023
"ENSMUSG00000002332"	9.13816	8.94785	9.28479	8.15107	8.1489	8.2307
"ENSMUSG00000002341"	6.252955	6.38328	6.172125	6.000055	6.02657	5.749155
"ENSMUSG00000002342"	7.11851666666667	7.17851	7.13743666666667	6.94861333333333	7.05307666666667	7.06261333333333
"ENSMUSG00000002343"	5.561535	5.628025	5.72589	5.498555	5.4991	5.472305
"ENSMUSG00000002345"	7.488845	7.441275	7.443215	7.24977	7.179105	7.10642
"ENSMUSG00000002346"	8.718645	8.55313	8.67923	6.975225	7.16688	7.125965
"ENSMUSG00000002365"	9.22665	8.81178	9.01288	8.76552	8.87819	8.66202
"ENSMUSG00000002372"	8.22426	8.18214	8.2904	8.43229	8.41151	8.43352
"ENSMUSG00000002379"	8.61819	8.490465	8.708455	7.975965	7.95171	7.93737
"ENSMUSG00000002384"	5.95336	6.063805	5.940585	5.77829	5.764185	5.702575
"ENSMUSG00000002393"	8.25089	8.247045	8.34328	7.42247	7.53258	7.633815
"ENSMUSG00000002395"	9.56532666666667	9.54159	9.61211666666667	9.1984	9.33374666666667	9.26522333333333
"ENSMUSG00000002396"	6.16595	6.24849	6.19328	5.47231	5.55248	5.61174
"ENSMUSG00000002409"	9.01617	9.08529	9.15499	8.75005	8.5861	8.6891
"ENSMUSG00000002413"	6.280515	6.124515	6.101285	6.46431	6.36558	6.2920875
"ENSMUSG00000002416"	9.3632625	9.327175	9.371595	8.5022725	8.4726025	8.4864725
"ENSMUSG00000002428"	5.15227	5.08119	5.11521666666667	5.57994666666667	5.49999333333333	5.55906333333333
"ENSMUSG00000002455"	7.29048666666667	7.38226	7.22462333333333	7.54675666666667	7.68472666666667	7.64605
"ENSMUSG00000002458"	6.4031	6.30789	6.405645	7.560575	7.46594	7.605075
"ENSMUSG00000002459"	5.50722666666667	5.64368	5.51968333333333	5.29755	5.41651333333333	5.29025
"ENSMUSG00000002475"	4.32838	4.40353	4.37213	5.40449	5.72863	5.85299
"ENSMUSG00000002477"	6.9473	6.89571	7.07756	7.0506	7.24541	6.94831
"ENSMUSG00000002486"	7.23237	7.09649	7.18846	7.33124	7.1599	7.35002
"ENSMUSG00000002489"	5.23833	5.31013666666667	5.2224	5.15911333333333	5.15670333333333	5.19495
"ENSMUSG00000002496"	9.76905	9.47351	9.70118	9.44791	9.44488	9.47198
"ENSMUSG00000002500"	5.60128	5.57867	5.89294	5.18737	5.27113	5.27832
"ENSMUSG00000002504"	8.46612	8.403365	8.51313	8.59936	8.72509666666667	8.697635
"ENSMUSG00000002524"	9.2381	9.11583	9.11686	9.33917	9.52521	9.55632
"ENSMUSG00000002546"	9.26034	9.23565	9.30063	9.1211	9.15973	9.13477
"ENSMUSG00000002550"	11.72755	11.63641	11.70793	10.52765	10.72951	10.67641
"ENSMUSG00000002565"	5.92335	5.77752	6.05473	5.47266	5.63031	5.49226
"ENSMUSG00000002578"	6.07408	5.96742333333333	6.02298333333333	5.93379	5.9666	5.90783
"ENSMUSG00000002580"	10.08735	9.96779	10.11236	9.64234	9.74032	9.73612
"ENSMUSG00000002588"	9.15812	8.88683	8.95858	7.64499	7.43619	7.59279
"ENSMUSG00000002602"	7.68873	7.25489	7.58255	10.25263	10.07919	9.99575
"ENSMUSG00000002603"	6.73229666666667	6.66899333333333	6.86084666666667	7.00908666666667	7.11048333333333	7.07055333333333
"ENSMUSG00000002608"	7.59493	7.541645	7.67281	7.51871	7.454685	7.34294
"ENSMUSG00000002617"	4.229	4.29657	4.13963	4.23204	4.32829	4.20793
"ENSMUSG00000002625"	7.54534	7.345	7.67761	7.87181	8.24729	7.9544
"ENSMUSG00000002633"	7.03022	7.30701	7.14295	6.894555	6.647805	6.85837
"ENSMUSG00000002635"	6.74747	6.706485	6.65149	6.216285	6.46363	6.51044
"ENSMUSG00000002658"	7.21308	7.16142	7.14662	7.254835	7.3561	7.126815
"ENSMUSG00000002660"	10.116905	10.062255	10.148545	9.07846	9.213005	9.13626
"ENSMUSG00000002661"	8.95245	8.82052	8.88617	7.06144	7.17518	6.98029
"ENSMUSG00000002664"	6.27159	6.386	6.23499	6.37595	6.4226	6.36582
"ENSMUSG00000002668"	6.409	6.46331	6.45265	6.71125	6.79528	6.90714
"ENSMUSG00000002679"	6.34417	6.41614	6.33205	6.24594	6.24589	6.25801
"ENSMUSG00000002688"	8.26302	8.32896	8.01256	9.331965	9.365195	9.41458
"ENSMUSG00000002699"	5.9582	6.00420666666667	5.94870333333333	6.17563333333333	6.18605333333333	6.15125
"ENSMUSG00000002718"	8.49882	8.5353	8.4837	8.96886	9.00266	9.09635
"ENSMUSG00000002728"	10.65604	10.48585	10.71114	9.60182	9.79864	9.80412
"ENSMUSG00000002731"	8.24558	7.9826	8.09175	8.01377	8.02822	7.95664
"ENSMUSG00000002732"	8.88946	8.68518	8.93148	9.13926	9.09909	9.13556
"ENSMUSG00000002733"	7.048175	6.70715	7.00007	7.94189	7.78151	7.91329
"ENSMUSG00000002741"	8.92802	8.63552	8.883195	8.683795	8.769485	8.577795
"ENSMUSG00000002748"	7.6153125	7.4986625	7.6675175	7.42859	7.4669625	7.46479
"ENSMUSG00000002763"	9.83929	9.5589725	9.81105	8.675485	8.837895	8.7880325
"ENSMUSG00000002767"	10.54462	10.41675	10.54567	9.61258	9.53979	9.48256
"ENSMUSG00000002768"	8.994265	9.118695	9.127095	8.52527	8.50097	8.553165
"ENSMUSG00000002769"	6.78463	6.82257	6.74687	6.13196	6.0479	6.25801
"ENSMUSG00000002771"	7.105635	7.20152	7.275925	6.9616	7.028755	6.83408
"ENSMUSG00000002778"	10.15292	10.10923	10.25591	10.508	10.5696	10.49952
"ENSMUSG00000002781"	9.121415	8.88109	9.3954	7.824735	7.76465	7.572265
"ENSMUSG00000002797"	5.50022333333333	5.53953333333333	5.66619333333333	5.49623	5.49821333333333	5.52454333333333
"ENSMUSG00000002799"	6.82754	6.68637	6.8258	6.45043	6.46478	6.46445
"ENSMUSG00000002803"	7.88936	7.67989	7.66291	6.83959	6.98121	6.88507
"ENSMUSG00000002804"	7.69136	7.46536	7.63349	6.81823	6.67497	6.61657
"ENSMUSG00000002808"	5.574735	5.47825	5.65318	5.730175	5.689585	5.602005
"ENSMUSG00000002812"	9.38359	9.01579	9.298635	9.26511	9.294735	9.15061
"ENSMUSG00000002814"	6.0968	6.11121	5.90012	6.07583	6.15493	6.18922
"ENSMUSG00000002820"	6.67602	6.73384	6.637545	6.122365	6.091365	6.18302
"ENSMUSG00000002825"	7.97469	8.04944	8.08365	7.51805	7.87955	7.66924
"ENSMUSG00000002831"	12.11593	12.09177	12.08969	13.99654	14.00565	13.93245
"ENSMUSG00000002833"	6.78458	6.71236	6.85093	6.29485	6.56844	6.36854
"ENSMUSG00000002844"	8.73185	8.90623	8.71055	8.93415	9.1001	8.99874
"ENSMUSG00000002845"	7.31187	7.19625	7.20271	7.49216	7.513205	7.509965
"ENSMUSG00000002846"	7.71356	7.83747	7.89503	6.94556	6.96145	7.10406
"ENSMUSG00000002847"	7.42179	6.93924	7.38967	9.42745	9.72462	9.47146
"ENSMUSG00000002870"	6.081405	6.100095	6.12845	6.375405	6.28471	6.16798
"ENSMUSG00000002871"	8.32165	8.16836	8.07688	8.51769	8.52753	8.62997
"ENSMUSG00000002881"	8.14124	7.81063333333333	7.97501	8.00225	8.04547	7.96447666666667
"ENSMUSG00000002885"	8.81551	8.54165	8.94637	9.85846	9.92445	9.957
"ENSMUSG00000002897"	6.04535	6.243305	6.07517	6.51494	6.600595	6.44004
"ENSMUSG00000002900"	7.18345	7.0264625	7.1705175	7.42674	7.62351	7.562195
"ENSMUSG00000002908"	6.09948	5.969015	6.186585	5.83989	5.725175	5.736465
"ENSMUSG00000002910"	5.10614	4.95076	5.25283	5.56116	5.86019	5.50875
"ENSMUSG00000002930"	4.05037	3.98425	4.15649	4.15482	4.14188	4.04072
"ENSMUSG00000002944"	11.6656633333333	11.5604	11.7269933333333	12.51757	12.6310766666667	12.5708066666667
"ENSMUSG00000002948"	7.09093	7.02410833333333	7.09440333333333	6.993845	7.04149833333333	6.95216333333333
"ENSMUSG00000002949"	10.708725	10.661115	10.71579	9.04088	9.05884	9.17335
"ENSMUSG00000002957"	7.210632	7.24998	7.222824	8.062236	7.938638	8.076796
"ENSMUSG00000002963"	7.21638	7.19003	6.98615	6.90282	7.11398	7.24867
"ENSMUSG00000002968"	8.71857	8.44736	8.7196	8.74506	8.69093	8.5758
"ENSMUSG00000002980"	8.06969	7.97194	8.0798	8.74213	8.82895	8.97604
"ENSMUSG00000002981"	8.05839	7.99485	7.975935	7.89401	7.850925	7.78942
"ENSMUSG00000002983"	7.21344	7.01598	7.25137	7.3941	7.37421	7.41467
"ENSMUSG00000002984"	9.27237	9.23258	9.35157	8.3513	8.24652	8.33885
"ENSMUSG00000002985"	11.97426	11.63538	12.01824	13.18658	13.40237	13.2194
"ENSMUSG00000002992"	5.56545	5.68549	5.6863	5.6753	5.72353	5.71547
"ENSMUSG00000002996"	8.4246	8.12001666666667	8.36646	8.52934333333333	8.48544666666667	8.42618
"ENSMUSG00000002997"	12.1917066666667	11.92004	12.1762166666667	11.3628333333333	11.4916	11.381
"ENSMUSG00000003031"	6.773605	6.809105	6.748225	6.92821	7.02693	7.237375
"ENSMUSG00000003032"	8.081205	8.31157	8.24789	9.36738	9.284965	9.41378
"ENSMUSG00000003033"	9.929615	9.86621	9.915075	9.670005	9.69667	9.715595
"ENSMUSG00000003037"	8.141625	8.17324	8.19557	8.21741	8.03731	8.08596
"ENSMUSG00000003038"	8.33217	8.44576	8.63525	10.43337	10.70749	10.82638
"ENSMUSG00000003039"	8.81448	8.716315	8.762325	9.07629	9.15295	9.062825
"ENSMUSG00000003051"	7.5455	7.70519	7.57929	7.11636	7.44797	7.46101
"ENSMUSG00000003053"	5.79936	5.72265	5.73363	5.76011	5.53831	5.65692
"ENSMUSG00000003062"	8.0955	8.08705	8.32167	9.02295	9.0039	8.8337
"ENSMUSG00000003068"	8.87103	8.55637	8.80899	8.36365	8.56064	8.45418
"ENSMUSG00000003070"	5.46948	5.456065	5.58512	5.491715	5.4333	5.531055
"ENSMUSG00000003072"	13.19453	13.071205	13.222285	11.688385	11.81923	11.78177
"ENSMUSG00000003099"	9.31518666666667	9.21903333333333	9.26108333333333	8.68678	8.90369	8.90348
"ENSMUSG00000003119"	6.08443	5.966616	6.148888	6.183304	6.024476	6.020378
"ENSMUSG00000003123"	8.51695	8.40734	8.49925	8.504805	8.648765	8.525425
"ENSMUSG00000003131"	7.615244	7.524302	7.743928	8.089996	8.040986	8.013894
"ENSMUSG00000003134"	6.667165	6.6191	6.565805	6.25227	6.180715	6.221925
"ENSMUSG00000003135"	6.19348666666667	6.20366	6.17891333333333	6.35672666666667	6.36236666666667	6.30837666666667
"ENSMUSG00000003153"	5.6858675	5.7181525	5.555045	6.8798425	6.8530025	6.8221325
"ENSMUSG00000003154"	7.285325	7.331165	7.34646	7.656325	7.57643	7.37235
"ENSMUSG00000003161"	7.19835666666667	7.04403	7.17154333333333	7.53685	7.65906	7.46331
"ENSMUSG00000003166"	7.82392	7.67219333333333	7.78169333333333	8.01861666666667	8.06341333333333	8.02697
"ENSMUSG00000003184"	7.42832333333333	7.45910333333333	7.54441	7.48454666666667	7.61243	7.55387333333333
"ENSMUSG00000003190"	7.72927	7.60055	7.80352	7.83034	7.88353	7.84396
"ENSMUSG00000003198"	6.62086	6.83519	6.82919	6.37553	6.56989	6.5877
"ENSMUSG00000003199"	10.00755	10.04645	9.91703	9.51123	9.59239	9.60922
"ENSMUSG00000003200"	8.01252	7.5788	7.87549	8.4129	8.48971	8.76669
"ENSMUSG00000003206"	5.5178	5.3884	5.55733	6.04578	5.79026	5.86196
"ENSMUSG00000003208"	7.20813	7.39719	7.23256	7.24951	7.19968	7.08819
"ENSMUSG00000003226"	7.23013	7.16541	7.23245	7.72158	7.80242	7.84064
"ENSMUSG00000003227"	6.9084	6.68643	6.78384	6.33166	6.37601	6.1573
"ENSMUSG00000003228"	8.54907	8.47877	8.40495	8.11322	7.92826	8.15533
"ENSMUSG00000003233"	5.52845	5.4062	5.63322	5.50598	5.3803	5.17968
"ENSMUSG00000003234"	6.59739666666667	6.67289333333333	6.61893666666667	6.45588	6.51071333333333	6.62412
"ENSMUSG00000003235"	8.36545	8.40755	8.39232	8.2028	8.20855	8.21101
"ENSMUSG00000003269"	8.18841	8.12016	8.2824	8.04199	8.17113	8.1879
"ENSMUSG00000003271"	5.37022	5.50298	5.47872	5.39859	5.32118	5.36101
"ENSMUSG00000003273"	8.08805	7.94779	8.32357	7.16727	7.10018	7.10427
"ENSMUSG00000003279"	5.27637	5.26966	5.26367	5.033665	5.09854166666667	5.05380333333333
"ENSMUSG00000003282"	4.837975	5.232555	5.046005	4.775075	4.654925	4.635195
"ENSMUSG00000003283"	5.93865	6.31093	6.10971	6.23825	6.0479	6.32587
"ENSMUSG00000003299"	10.93981	10.81738	10.96095	9.60529	9.56989	9.64233
"ENSMUSG00000003308"	8.56782	8.143235	8.519915	8.371085	8.505895	8.195835
"ENSMUSG00000003309"	6.36648	6.53413	6.34935	6.44505	6.324	6.44232
"ENSMUSG00000003316"	9.1729975	8.967165	9.1282325	9.9286175	10.036645	9.9502475
"ENSMUSG00000003341"	8.67901	8.62523	8.80439	8.18298	8.26819	8.29763
"ENSMUSG00000003344"	8.87707	8.7001	8.93672	8.98027	8.98455	9.06085
"ENSMUSG00000003345"	8.43196	8.47045	8.46772	8.27285	8.60326	8.49513
"ENSMUSG00000003346"	9.375765	9.151735	9.36966	9.23887	9.318375	9.24918
"ENSMUSG00000003348"	6.83933	6.94552	6.69882	7.39973	7.2909	7.3894
"ENSMUSG00000003352"	6.32196	6.33205	6.04793	6.73071	6.65619	6.54822
"ENSMUSG00000003354"	4.80566	5.04126	4.96432	4.80201	4.84503	4.61032
"ENSMUSG00000003355"	4.96428	5.18863	5.15149	4.97193	4.93683	5.00908
"ENSMUSG00000003360"	5.21388	5.34847	5.39888	5.22532	5.20961	5.19551
"ENSMUSG00000003363"	8.81399	8.78618	8.868	8.99182	9.18997	9.21291
"ENSMUSG00000003378"	7.6756	7.72117	7.79217	7.41069	7.18059	7.18064
"ENSMUSG00000003379"	6.34052	6.29708	6.26502	6.40323	6.44869	6.45529
"ENSMUSG00000003380"	10.95824	10.9884	11.12129	11.36687	11.34556	11.39267
"ENSMUSG00000003382"	7.46836	7.4597175	7.3937075	7.8445425	7.7869225	7.7730425
"ENSMUSG00000003402"	9.16193	8.99859	9.11032	9.18173	9.30576	9.12145
"ENSMUSG00000003410"	5.84414333333333	5.96791666666667	5.92140666666667	5.77079666666667	5.72614666666667	5.86016666666667
"ENSMUSG00000003411"	6.50721	6.18867	6.53059	6.34785	6.23822	6.15079
"ENSMUSG00000003418"	6.42792666666667	6.46795333333333	6.52308666666667	6.35783333333333	6.18214666666667	6.34004666666667
"ENSMUSG00000003420"	10.91423	10.71382	10.89124	11.12659	11.35902	11.27139
"ENSMUSG00000003421"	7.605985	7.459795	7.62383	7.784405	7.98216	7.79323
"ENSMUSG00000003423"	8.289295	8.174135	8.19922	7.765415	7.872575	7.87061
"ENSMUSG00000003429"	12.23935	12.11694	12.29636	12.58629	12.71483	12.63651
"ENSMUSG00000003435"	9.53445	9.39651	9.42092	10.1879	10.21819	10.27485
"ENSMUSG00000003436"	5.18569	5.23407	5.31962	5.06542	5.14843	5.05362
"ENSMUSG00000003437"	6.66166	6.62167	6.55631	6.63049	6.94862	6.64494
"ENSMUSG00000003438"	9.22624	9.02393	9.15794	8.01528	8.12256	8.2609
"ENSMUSG00000003444"	6.29814333333333	6.39532333333333	6.31828333333333	6.30592	6.13376666666667	6.04416666666667
"ENSMUSG00000003452"	4.403468	4.27192	4.270142	4.445788	4.455888	4.49285
"ENSMUSG00000003458"	8.65558	8.63953	8.63109	9.58245	9.54188	9.62561
"ENSMUSG00000003464"	9.47566333333333	9.22961333333333	9.32647	9.22591666666667	9.18863	9.2331
"ENSMUSG00000003469"	4.49643	4.33869	4.57561	4.35378	4.41845	4.25888
"ENSMUSG00000003476"	5.11384	5.038595	5.018945	4.841495	4.851045	4.87774
"ENSMUSG00000003477"	7.68581	7.7363	7.27237	9.89573	10.34916	10.34173
"ENSMUSG00000003484"	5.34156	5.30195	5.622625	5.607305	5.780025	5.52959
"ENSMUSG00000003500"	11.37361	10.99974	11.25405	9.34423	9.18769	9.29295
"ENSMUSG00000003505"	4.10398	4.30096	4.13894	4.06568	4.40148	4.41355
"ENSMUSG00000003518"	8.30317666666667	8.37593666666667	8.27937333333333	8.5233	8.56085333333333	8.50748333333333
"ENSMUSG00000003526"	8.9945	8.93272	8.9736	9.85948	9.96798	10.02704
"ENSMUSG00000003527"	6.988205	7.015135	6.651195	6.652125	6.60434	6.62433
