"sWAT_patient 5_hM3"	"sWAT (cold acclimation)_patient 5_hM3"	"sWAT_patient 2_hM3"	"sWAT_patient 6_hM3"	"sWAT (cold acclimation)_patient 2_hM3"	"sWAT (cold acclimation)_patient 6_hM3"	"sWAT_patient 3_hM3"	"sWAT_patient 7_hM3"	"sWAT (cold acclimation)_patient 3_hM3"	"sWAT (cold acclimation)_patient 7_hM3"	"sWAT_patient 4_hM3"	"sWAT_patient 8_hM3"	"sWAT (cold acclimation)_patient 4_hM3"	"sWAT (cold acclimation)_patient 8_hM3"
"ENSG00000006715"	8.56099	8.12937	8.46773	7.76616	8.40012	8.40661	7.8262	8.33558	7.86353	8.37391	7.86802	8.50289	8.50766	8.53405
"ENSG00000006740"	4.41256	4.38919	4.16371	4.36715	4.92652	4.5585	4.41135	4.82296	4.3362	4.52164	4.3807	4.18427	4.57544	4.31015
"ENSG00000006744"	5.831935	5.6697	5.667995	5.702675	5.660115	5.694615	5.604995	5.764175	5.69775	5.66984	5.56368	5.67896	5.744715	5.64727
"ENSG00000006747"	6.57217	6.23359	6.27703	6.16168	6.17755	6.38035	5.61781	5.85293	5.59359	6.65734	5.82918	6.50205	6.29682	6.01101
"ENSG00000006756"	5.88337	5.77573	5.78449	5.68868	5.85583	6.07034	5.88231	5.80391	5.65187	5.81847	5.71359	5.88233	5.7794	5.83685
"ENSG00000006757"	6.76201	6.53053	6.48054	6.22578	6.61252	6.26725	6.08866	6.76751	6.46595	6.57648	6.24291	6.62209	6.47164	6.6127
"ENSG00000006788"	2.86272	2.78768	2.69166	2.56717	2.64652	2.80816	2.62282	2.66575	2.53733	2.93207	2.76185	2.9382	2.96062	2.73875
"ENSG00000006831"	8.66058	8.15007	8.29175	7.84513	8.36588	8.07484	7.9053	8.86541	7.59197	8.53787	8.26115	8.22349	7.97437	8.24156
"ENSG00000006837"	3.62318	3.87042	3.46816	3.22386	3.72583	3.73309	3.36046	3.72629	3.69191	3.80757	3.8039	3.86534	4.01973	3.93837
"ENSG00000007001"	3.26619	3.00967	3.17649	2.92492	2.97482	3.12489	3.27219	3.28697	3.27128	2.94286	3.18955	3.06098	3.11207	3.016
"ENSG00000007038"	3.88643	4.03822	4.04605	3.62376	3.7348	3.89547	3.63332	3.69209	4.20143	3.75034	3.75318	3.88568	3.63223	3.65556
"ENSG00000007047"	5.99392	5.99412	6.08454	6.13268	5.93215	5.85021	6.32313	5.73817	5.95752	5.80087	6.22632	5.75019	5.88877	5.58661
"ENSG00000007062"	2.40749	2.45916	2.25144	2.16757	2.29215	2.28888	2.10313	2.30828	2.27794	2.30866	2.17716	2.25267	2.11139	3.30551
"ENSG00000007080"	6.59295	6.99811	6.34048	6.45675	6.61098	6.38772	6.62747	6.496	6.87241	6.6822	6.98019	6.44812	6.61221	6.26513
"ENSG00000007129"	4.00436	4.11798	4.11707	4.27582	4.19468	4.20393	4.26025	4.27477	4.44993	4.39875	3.84962	4.07434	4.11329	3.9289
"ENSG00000007168"	7.50948	6.910695	7.24277	6.83463	7.25771	7.481765	6.91443	7.360205	6.794915	7.36954	7.202525	7.46803	7.379245	7.390235
"ENSG00000007171"	3.35686	3.09426	3.5379	3.29572	3.12927	3.36444	3.18925	3.61186	3.22489	3.32121	3.35529	3.26272	3.42226	3.35657
"ENSG00000007174"	3.44653	3.52135	3.29598	3.45644	3.28075	3.38209	3.56904	3.47994	3.25982	3.23318	3.33288	3.61053	3.18688	3.44477
"ENSG00000007202"	8.33287	8.35837	8.31208	7.91263	8.32091	8.16497	8.33217	8.32872	8.36847	8.1912	7.93212	8.30058	8.14287	8.26539
"ENSG00000007216"	3.44596	3.43114	3.36626	3.70948	3.37309	3.27489	3.60925	3.30143	3.55894	3.1682	3.38217	3.56605	3.33365	4.08356
"ENSG00000007237"	6.27417	7.05839	6.79526	6.55862	6.36203	6.61305	6.82064	6.27262	7.03341	6.48156	6.51964	6.76353	6.7006	6.78755
"ENSG00000007255"	5.40612	5.50397	5.2541	5.40445	5.73022	5.35898	5.66604	5.42106	5.57169	5.34063	5.41098	5.21158	5.3115	5.35878
"ENSG00000007264"	4.36205	5.9453	4.42816	4.82017	4.47777	4.44145	4.94827	4.44731	5.23463	4.32013	4.8657	4.81469	4.47986	4.47539
"ENSG00000007306"	2.46041	2.58879	2.42752	3.16665	2.52512	2.92882	2.9442	2.80363	2.8392	2.7034	2.76632	2.65708	2.34681	2.25031
"ENSG00000007312"	4.86355	4.82331	5.2779	5.43484	5.26464	4.94098	5.07511	4.67882	5.16657	4.60228	5.17263	4.53504	4.5887	4.49684
"ENSG00000007314"	6.98507	6.48063	6.48319	7.01348	6.52054	7.1255	6.55934	6.31658	6.46243	6.92157	6.69924	6.65017	6.86391	6.44164
"ENSG00000007341"	5.47941	5.5313	5.18611	5.53284	5.35117	5.46437	5.16887	5.81874	5.01666	5.60032	5.43167	5.44038	5.44889	5.82405
"ENSG00000007350"	3.22078	3.38858	3.3623	3.1155	3.16546	3.24229	3.42183	2.99584	3.38004	3.20303	3.34473	3.11096	2.84659	3.01533
"ENSG00000007372"	2.94817	2.72644	2.349	2.68232	2.21099	2.41684	2.50508	2.64693	2.69659	2.5193	2.6066	2.6667	2.54455	2.31524
"ENSG00000007376"	4.91815	5.03318	4.99941	4.90459	4.68276	4.32659	4.92532	4.67462	4.91321	4.86956	5.20606	4.78118	4.83367	4.80312
"ENSG00000007384"	5.88474	5.87776	5.95769	6.11478	5.67872	6.07478	6.34672	5.82894	6.04955	5.90519	5.91099	5.83501	5.85447	5.98198
"ENSG00000007392"	7.18939	6.67662	6.78413	6.87651	6.99941	7.17018	6.88376	6.95347	6.76977	7.17678	6.75339	6.95047	7.08423	6.9732
"ENSG00000007402"	3.95365	3.85651	4.114	3.9039	3.85705	4.00717	4.3424	3.91878	4.44445	3.9045	4.37766	4.09811	4.16192	3.80981
"ENSG00000007516"	4.29355	4.23412	4.09125	4.08638	4.2467	4.05052	4.37574	4.05183	4.37574	3.77721	4.15712	3.96403	3.93604	4.0804
"ENSG00000007520"	6.91169	7.00319	7.0134	6.80738	7.06122	6.79151	6.57488	7.05162	7.12205	7.08742	7.10396	6.98446	6.8593	6.69714
"ENSG00000007541"	4.637445	4.556225	4.535715	4.649015	4.46699	4.38527	4.898765	4.48224	4.755495	4.61514	4.73121	4.58459	4.36819	4.308235
"ENSG00000007545"	4.91854	4.74361	4.86837	4.93025	4.86067	4.94513	4.85654	4.68418	4.93375	4.84573	4.85635	4.87898	4.77079	4.67608
"ENSG00000007866"	6.30493	6.18118	6.05374	6.24691	6.07734	6.10847	6.30748	6.15593	6.35073	6.09219	6.07783	6.08254	5.7422	6.24249
"ENSG00000007908"	3.96682	4.00351	3.40566	3.36895	3.17775	3.45078	3.64052	3.50339	3.80043	2.87407	3.30385	3.77333	3.65892	3.70768
"ENSG00000007923"	7.665	7.61325	7.48224	7.06762	7.62263	7.47657	7.66535	7.71783	7.78443	7.77754	7.45309	7.64828	7.58856	7.64469
"ENSG00000007933"	6.8481	6.73314	8.02581	6.59914	8.53312	6.67707	7.31186	8.29968	7.36007	8.16381	8.68744	7.331	8.86333	7.84739
"ENSG00000007944"	7.40039	5.92156	7.49227	6.76788	7.45045	7.20671	7.09924	7.88107	6.77885	7.52077	6.88222	7.91475	7.13858	7.77568
"ENSG00000007952"	2.87861	2.98386	2.68901	3.00878	2.80227	2.69792	2.81876	2.68154	2.76966	2.7331	2.69375	2.7058	2.85476	2.622
"ENSG00000007968"	3.33812	3.75243	3.58829	3.64056	3.71683	3.22005	4.19271	3.37078	3.94011	3.46463	3.07604	3.30453	3.42668	3.03705
"ENSG00000008018"	8.56726	8.53901	8.12962	8.48249	8.44029	8.60388	8.27275	8.43234	8.12922	8.62305	8.37967	8.50314	8.59173	8.58
"ENSG00000008056"	3.66687	3.76579	3.74431	3.91812	3.49775	3.64376	3.75512	3.66617	3.63257	3.61266	3.99055	3.47528	3.45161	3.41096
"ENSG00000008083"	7.36432	7.81085	7.4355	7.38985	7.33873	7.23185	7.56107	7.22648	7.77855	7.17588	7.40745	7.54642	7.52077	7.48242
"ENSG00000008086"	6.1021	6.06584	6.00804	6.26815	6.16956	6.14273	6.36431	6.1286	6.26263	6.07808	6.23084	6.14181	6.3273	6.0656
"ENSG00000008118"	2.84341	2.87484	3.017	2.83983	2.82623	2.86025	3.0233	2.59351	2.73629	2.64254	3.05407	2.84012	2.92133	2.68444
"ENSG00000008128"	7.53608	7.60023	7.400925	7.45924	7.414205	7.173045	7.39422	7.531295	7.220635	7.701315	7.66706	7.042825	7.75758	7.60726
"ENSG00000008130"	6.5231	6.75493	6.76934	6.67554	6.45375	6.51802	6.41788	6.26507	7.01826	6.43545	6.26758	6.32707	6.28766	6.45657
"ENSG00000008196"	3.2529	3.28545	3.4081	3.30799	3.17508	3.08518	3.43935	3.15455	3.46805	3.44245	3.50212	3.08208	3.5172	4.80663
"ENSG00000008197"	2.45122	2.30167	2.31426	2.35955	2.34232	2.15887	2.34281	2.39718	2.55392	2.27023	2.35834	2.38143	2.19138	2.33625
"ENSG00000008226"	4.44481	4.15414	4.79034	4.76769	5.38205	4.85673	4.31983	4.78227	4.47028	4.91361	4.58345	4.51309	4.12097	4.7537
"ENSG00000008256"	7.50717	7.07074	7.1375	7.15637	7.21859	7.38058	7.11147	7.17318	7.04314	7.30022	7.13015	7.2257	7.1125	7.25118
"ENSG00000008277"	6.26973	5.77483	6.1793	6.28329	6.66965	6.55849	6.04218	6.76656	5.93317	6.76702	6.59352	6.68927	6.94466	6.77062
"ENSG00000008282"	7.77224	7.51717	7.89875	7.73349	7.90484	8.21189	7.52731	8.05531	7.32903	7.90744	7.57777	8.11017	8.11804	8.14825
"ENSG00000008283"	5.49035	5.66802	5.84286	5.07502	5.60083	5.20716	5.37452	5.78737	5.65523	5.7035	5.20943	5.69487	5.4563	5.44373
"ENSG00000008294"	8.72026	8.7435	8.77456	8.62799	8.72834	9.05525	8.72003	8.58806	8.5897	8.77513	8.60063	8.75291	8.84594	8.77466
"ENSG00000008300"	3.70884	3.5688	3.8317	3.83434	3.65962	3.74971	3.89601	3.74791	4.01124	3.52359	4.10962	3.79782	3.89865	3.81908
"ENSG00000008311"	7.57242	6.68099	6.93664	7.15278	7.21585	7.82169	6.88275	7.36117	6.70529	7.49773	7.19756	7.27101	7.62659	7.68073
"ENSG00000008323"	5.94643	5.76997	5.64022	6.26163	5.65051	5.6354	6.30407	5.67827	6.25267	6.1596	5.77119	5.83856	5.45648	5.58308
"ENSG00000008324"	5.10193	5.09618	5.07828	5.22915	5.08324	5.41028	5.0249	5.08134	4.91394	5.1461	5.1584	4.85267	5.22641	5.26387
"ENSG00000008382"	5.10553	4.81022	4.97895	4.84428	4.94255	5.10098	4.76479	4.81414	4.84416	5.03012	4.80458	4.80788	4.94682	5.02544
"ENSG00000008394"	10.33792	10.3831	10.36797	10.4774	10.47628	10.26996	10.32919	10.60819	10.37903	10.45788	10.55036	10.25263	10.38806	10.44995
"ENSG00000008405"	5.20746	5.02242	4.99311	5.365115	5.01936	5.121405	5.11315	4.981615	4.902395	5.11226	5.114205	4.85251	5.41556	5.27631
"ENSG00000008438"	4.45655	4.5073	4.54739	4.45503	3.91683	4.24069	4.77342	4.20124	4.19317	4.08557	4.73392	4.30362	4.17057	3.86603
"ENSG00000008441"	8.77765	8.45331	8.50474	9.26559	8.58934	8.52397	9.1632	8.75799	9.01989	8.59039	8.8352	8.55971	8.4284	8.61542
"ENSG00000008513"	6.97876	7.25476	7.14386	6.6798	7.02204	7.21734	6.60942	6.98779	6.99169	7.04432	6.5978	7.16418	7.06236	7.00483
"ENSG00000008516"	4.99496	5.09671	5.89858	5.87868	5.00516	4.71752	6.3416	4.83993	5.61531	5.11531	5.59373	4.43724	4.75204	4.65813
"ENSG00000008517"	6.26699	6.43496	6.18125	6.24753	6.09727	5.75031	6.21575	6.18316	6.32189	5.94759	6.11564	6.32647	5.63605	6.29012
"ENSG00000008710"	8.863928	9.060824	8.81082	9.231854	8.970062	8.850018	9.286666	8.661766	9.20216	8.72529	9.098992	8.57548	8.685106	8.716416
"ENSG00000008735"	3.83873	3.60428	3.67967	3.97056	3.58252	3.44005	3.62237	3.61238	3.32142	3.48325	3.77578	3.64096	3.62486	3.51992
"ENSG00000008838"	7.38017	7.69191	7.40627	7.40991	7.55565	7.47555	7.53601	7.58836	7.66395	7.5938	7.49253	7.39441	7.53033	7.55504
"ENSG00000008853"	5.53128	5.67589	5.40916	5.73818	5.66645	5.49227	5.83313	5.34755	5.74109	5.77091	5.63587	5.46506	5.28446	5.68135
"ENSG00000008869"	7.41885	7.02283	7.48894	6.9441	7.488	7.49223	7.21423	7.51016	7.13194	7.57605	7.20874	7.51321	7.61128	7.55966
"ENSG00000008952"	9.28005	8.79867	8.97683	8.98575	9.01033	9.07076	8.69662	9.05815	8.56479	9.09626	8.79607	8.97866	8.98377	9.10982
"ENSG00000008988"	8.615095	8.65913	8.23221	8.476715	8.66019	8.56897	8.272265	8.55704	7.9874	8.74515	8.48021	8.60041	8.83759	8.70135
"ENSG00000009307"	11.96417	11.46236	11.78334	11.39299	11.77214	11.8337	11.59192	11.72676	11.45651	11.85908	11.34306	11.85635	11.7885	11.90777
"ENSG00000009335"	7.61916	7.53443	7.50502	7.30188	7.5477	7.5398	7.51256	7.64058	7.17793	7.55271	7.45003	7.58518	7.52963	7.73296
"ENSG00000009413"	8.74057	8.54482	8.72504	8.76633	8.78609	9.02628	8.69458	8.66679	8.56777	8.93133	8.66455	8.97924	8.9976	9.06661
"ENSG00000009694"	6.44318	5.48026	6.09476	5.79357	6.44913	5.95605	6.1662	6.01382	6.18041	6.23189	5.89124	6.14357	6.28252	6.23673
"ENSG00000009709"	2.88614	2.93896	2.73654	2.57107	2.79739	2.93869	2.80946	2.95212	2.98394	2.90543	2.9053	2.96353	2.6995	2.66051
"ENSG00000009724"	3.47745	3.18763	3.12766	3.36983	3.01128	3.13425	3.37696	3.46067	3.32524	3.10414	3.77177	3.49389	3.17636	3.43862
"ENSG00000009765"	2.66108	2.3547	2.71727	2.5714	2.43062	2.49813	2.47648	2.39645	2.49933	2.40823	2.4444	2.43734	2.3222	2.24634
"ENSG00000009780"	7.69595	7.13291	7.37077	7.51136	7.38385	7.56609	7.30024	7.51341	7.21487	7.46231	6.96658	7.31971	7.30154	7.69808
"ENSG00000009790"	5.37106	5.4212	6.0155	5.9538	5.57486	4.9554	5.36811	4.92915	5.5588	5.74663	5.72029	5.62903	5.75882	5.5146
"ENSG00000009830"	6.01487	5.91392	5.88707	5.64499	5.8946	6.05292	6.09236	5.91294	6.18394	5.88158	5.62941	5.82109	5.86961	5.84442
"ENSG00000009844"	7.17767	7.49512	7.36044	7.40504	7.29078	7.44954	7.30895	7.44443	7.37063	7.41603	7.34381	7.40492	7.58824	7.49376
"ENSG00000009950"	8.38271	7.94547	8.33487	9.0974	8.63165	8.48592	9.64581	8.92998	9.70021	8.77597	8.96421	8.3209	8.2587	8.29727
"ENSG00000009954"	8.33748	8.13137	8.27284	8.14484	8.22048	8.24928	8.252	8.42069	7.91799	8.42001	8.15103	8.3429	8.28361	8.27625
"ENSG00000010017"	8.11732	8.23272	8.01572	8.67637	8.1002	8.15768	8.412	8.16466	8.21581	8.30411	8.51154	7.94858	8.07902	8.14323
"ENSG00000010030"	3.0645	3.4623	3.57072	3.21765	3.30735	2.90751	3.11943	3.00803	3.11051	3.22878	3.6043	3.4647	3.11159	3.00855
"ENSG00000010072"	6.46856	6.16707	6.10715	5.93777	5.98732	6.40039	5.98615	6.51408	5.94483	6.37661	5.88183	6.25728	6.5785	6.51295
"ENSG00000010165"	6.30699	6.05527	6.06109	5.75465	6.25007	6.29678	5.7222	6.34936	5.81449	6.25268	5.13257	6.47838	6.35086	6.19037
"ENSG00000010219"	4.15388	4.53162	4.49176	4.45001	4.50287	4.39592	4.5893	4.80871	4.80181	4.42416	4.44528	5.06714	4.78074	4.54541
"ENSG00000010244"	9.12026	9.08286	9.1823	9.29032	9.18228	9.19677	9.2678	9.222	9.22882	9.09648	9.46308	9.10763	9.10984	9.22826
"ENSG00000010256"	6.88474	7.27091	6.86153	6.98276	6.78376	6.541	7.16857	6.87486	7.07616	6.95897	7.12033	6.67273	6.58604	6.79836
"ENSG00000010270"	6.73413	6.9669	6.68735	6.67844	6.75711	6.8061	6.67055	6.70798	6.29136	6.71928	6.57845	6.75763	6.93883	7.03185
"ENSG00000010278"	8.61255	9.83716	8.78438	8.71703	8.79204	9.35952	9.35211	9.02617	9.72441	8.68595	8.96276	9.4356	9.46251	9.2795
"ENSG00000010282"	3.24309	2.97839	3.49185	3.71626	3.33631	3.12232	2.91464	3.07694	3.05547	2.9725	3.08038	3.21791	2.74606	3.07553
"ENSG00000010292"	6.50127	6.59053	6.60954	5.61693	6.57204	6.44218	6.35897	6.48346	6.48911	6.55164	5.93235	6.53095	6.44609	6.39879
"ENSG00000010295"	5.73248	5.56708	5.71453	5.71911	5.66746	5.75525	5.82303	5.49877	5.73482	5.75834	5.82368	5.74822	5.67612	5.46794
"ENSG00000010310"	5.39018	4.97929	5.47015	5.24402	5.29954	5.41556	5.24273	4.49782	5.11275	5.25204	5.49072	5.16555	5.51994	5.29211
"ENSG00000010318"	5.31196	4.96642	5.20374	5.30139	5.38711	5.32269	5.22445	5.13583	5.21445	5.55364	5.13782	5.22806	5.23564	5.50988
"ENSG00000010319"	8.2451	8.28597	8.58463	7.89846	8.53275	8.39599	8.29889	8.13775	8.37378	8.6096	8.08959	8.012	8.25408	7.78234
"ENSG00000010322"	7.34552	7.17677	7.39198	7.36485	7.40605	7.37651	7.49533	7.18408	7.40011	7.35722	7.07536	7.07542	7.20288	7.08361
"ENSG00000010327"	6.88939	7.86312	7.62244	7.12282	7.18087	6.86912	6.90262	6.7983	7.30659	6.87854	6.81572	7.57235	6.72441	6.77461
"ENSG00000010361"	6.1664	5.61546	6.26789	6.11374	6.12531	6.03274	6.47499	6.03281	6.24527	6.1981	5.95951	6.06531	5.7408	6.04633
"ENSG00000010379"	3.10154	3.23636	3.00669	3.2739	2.87515	2.95121	3.38015	2.80508	2.7667	2.61836	2.80136	2.62757	2.66777	2.91964
"ENSG00000010404"	8.22125	8.280585	8.202205	8.255095	8.35771	8.31583	8.495815	8.03628	8.399295	8.30548	8.326105	8.08061	8.18055	8.231345
"ENSG00000010438"	3.67475	3.396895	3.6318	3.644415	3.550845	3.659145	4.125155	3.75221	4.05538	3.609855	3.919275	3.832955	3.70638	3.618185
"ENSG00000010539"	5.16598	4.68166	5.04424	4.79445	4.82967	4.94538	4.57309	5.08541	4.42454	4.90513	4.89955	5.04266	5.03122	4.81843
"ENSG00000010610"	6.60379	7.34427	7.70788	6.96266	7.24549	7.0798	7.02351	6.94893	7.50238	7.01338	6.45513	7.50555	6.9827	6.896
"ENSG00000010626"	5.00648	5.03584	5.36907	4.89481	5.13773	5.1419	5.03326	5.1821	5.07825	5.07273	4.42339	5.06432	5.0962	5.36591
"ENSG00000010671"	4.83047	6.13311	5.84646	4.82033	5.39772	5.179	5.25442	4.98242	5.77077	5.36642	5.03624	5.68805	5.07695	5.0248
"ENSG00000010704"	5.20887	4.98679	5.40123	4.07374	5.44666	5.37454	4.81871	5.29996	4.91282	5.25318	4.66596	5.64077	5.52132	5.38061
"ENSG00000010803"	8.26841	8.20934	8.09668	8.45519	8.17959	8.19986	8.51188	7.99345	8.42611	8.17088	8.139	8.04313	8.17396	8.21024
"ENSG00000010810"	8.37629	8.30533	8.45274	8.34107	8.3262	8.77403	8.33429	8.36296	8.37518	8.54059	8.15362	8.2367	8.36693	8.268
"ENSG00000010818"	7.9509	7.5454	7.92832	8.26679	7.88694	8.01585	8.02642	7.88943	7.68373	8.14613	8.02533	7.87775	7.83492	8.15024
"ENSG00000010932"	5.58151	5.89935	5.55531	5.97498	6.1395	6.32839	6.21989	5.82826	6.03394	5.80513	6.10946	4.84612	6.17282	5.67186
"ENSG00000011007"	7.00934	6.88577	6.7405	6.47712	6.72925	7.10235	6.50434	6.80927	6.25619	6.84551	6.31784	6.99148	6.81843	6.98976
"ENSG00000011009"	6.12248333333333	6.49654	6.00888	6.24764333333333	6.2086	6.21260666666667	6.72079666666667	5.91574333333333	6.60332333333333	6.08038666666667	6.22902	5.89312333333333	5.94778333333333	6.05128666666667
"ENSG00000011021"	7.91205	7.63532	7.93091	7.68918	7.87108	7.89385	7.5783	7.87929	7.85912	8.10222	6.98697	7.75256	7.50264	7.79182
"ENSG00000011028"	6.35031	6.20709	6.19294	5.94707	6.44986	6.2081	6.54279	5.98342	6.68156	6.14556	6.32424	6.00616	5.67128	5.80417
"ENSG00000011052"	8.49667	9.11055	8.795092	8.466302	8.479504	8.202256	8.386336	8.733996	8.577068	8.675028	8.39929	8.720548	8.757076	8.417194
"ENSG00000011083"	2.91598	2.94435	3.18145	2.71952	2.95866	2.6387	3.09621	2.81012	2.91282	2.73586	2.91886	2.86463	2.95419	2.63085
"ENSG00000011105"	6.70288	5.9327	6.50577	6.08447	6.39877	6.66128	6.4829	6.44062	6.28139	6.44783	6.37521	6.13515	6.36939	6.29142
"ENSG00000011114"	7.29735	7.07188	6.89732	7.16966	7.11727	7.09449	7.16015	7.11348	7.07808	6.93393	7.07627	7.2212	7.07295	7.18889
"ENSG00000011132"	4.53224	4.80539	4.14813	4.42328	4.13101	4.10718	4.66236	4.14665	4.27187	4.45842	4.97717	3.98502	4.13465	3.91079
"ENSG00000011143"	4.65086	4.56527	4.79264	4.24892	4.85825	4.59587	4.87224	4.89248	4.66604	4.86859	4.22586	4.80366	5.13254	4.71263
"ENSG00000011198"	8.65476	8.84267	8.47764	8.73136	8.09671	8.92778	8.67174	8.5112	8.55837	8.68375	8.35665	8.41454	8.27283	8.71287
"ENSG00000011201"	6.84966	5.79091	5.94811	6.45791	6.39147	6.0111	6.21792	6.67089	6.84314	5.90405	6.91973	6.46215	6.81556	6.26317
"ENSG00000011243"	6.86092	6.60398	6.91516	6.56545	6.78497	6.82828	6.54332	6.72382	6.87563	6.99301	6.58665	6.80803	6.79516	6.72506
"ENSG00000011258"	7.10445	6.70122	7.05116	6.90772	6.88311	7.14501	6.93151	6.86405	6.4977	7.04617	7.20985	7.19978	7.13394	6.94659
"ENSG00000011260"	5.7666	6.04615	5.95423	5.49873	5.78093	5.93266	5.76034	5.70707	5.669	5.81695	5.77995	5.95388	6.21574	5.99441
"ENSG00000011275"	6.79689	6.59579	6.60358	6.59272	6.85176	6.74725	6.6782	6.74846	6.4664	6.70174	6.64086	6.79344	6.64932	6.93666
"ENSG00000011295"	7.73801	7.59917	7.5393	7.41995	7.6516	7.88667	7.32595	7.91631	7.24659	7.86799	7.53236	7.76393	7.86365	8.048
"ENSG00000011304"	9.0061	9.19723	8.76706	8.92878	8.9338	8.88049	9.17972	8.92864	9.18899	8.99647	8.88454	8.97949	8.79069	9.00916
"ENSG00000011332"	3.2147	3.3151	3.13646	3.04074	3.19807	3.05394	3.16351	3.05927	3.27372	2.83831	3.39936	3.10815	3.05766	3.07112
"ENSG00000011347"	5.29438	5.07835	5.02426	5.142	5.20934	5.28209	5.5644	5.259	5.23383	5.07883	5.11522	4.82289	5.17537	4.75332
"ENSG00000011376"	6.35807	5.95495	6.17931	5.44375	6.40576	6.34943	5.93468	6.44077	5.82357	6.19521	5.54026	6.45159	6.40134	6.24137
"ENSG00000011405"	9.32972	9.22704	9.26343	9.33411	9.20782	9.47278	9.16912	9.41895	9.05572	9.30683	9.26448	9.16889	9.31778	9.38931
"ENSG00000011422"	5.13758	6.94972	5.94067	5.59103	5.38211	5.19323	6.17398	5.49648	6.51881	5.68612	5.36422	6.081	5.75494	5.41488
"ENSG00000011426"	3.5287	6.57303	3.85428	4.05023	3.22216	3.82054	5.2785	4.38929	5.76766	3.68445	3.48753	4.27295	4.34362	3.72289
"ENSG00000011451"	5.64759	5.72467	5.48101	6.05164	5.46053	5.19823	5.98276	5.46614	6.03711	5.52658	5.88676	5.53362	5.23615	5.16444
"ENSG00000011454"	7.37117	6.724755	7.126545	7.165	7.15678	7.35426	7.057165	7.21217	6.748975	7.00716	6.75404	7.358845	7.160185	7.51476
"ENSG00000011465"	11.65132	11.45418	11.48448	11.7837	11.73244	11.72261	11.7189	11.73006	11.71927	11.65299	11.70115	11.50175	11.66737	11.54773
"ENSG00000011478"	4.95819	5.1915	4.86144	5.2462	4.94012	4.87734	5.45682	4.97356	5.30097	4.9303	4.95501	4.95483	4.86141	4.74792
"ENSG00000011485"	6.02607	6.0372	5.6928	6.09817	5.85191	5.94957	6.26471	5.91982	6.10344	5.93977	6.33129	5.86645	5.88699	5.88022
"ENSG00000011523"	7.18444	6.9548	7.04025	6.78093	7.10373	7.10034	7.08696	6.85913	6.97978	6.9893	6.65264	6.88132	6.98334	6.99724
"ENSG00000011566"	8.86165	8.70246	8.59425	8.66305	8.78877	8.6517	8.90682	8.55807	8.43358	9.04207	8.92908	8.5063	8.78341	8.8049
"ENSG00000011590"	3.60668	3.76583	3.34893	3.8901	3.47489	3.60966	4.08289	3.5199	3.95799	3.74136	3.80476	3.25447	3.68178	3.47096
"ENSG00000011600"	9.26541	11.11987	10.32877	10.45729	9.97878	9.68365	10.52729	9.50124	10.8516	9.8487	10.16111	10.24502	9.6529	9.27463
"ENSG00000011638"	6.7908	5.84462	6.41587	6.06159	6.7628	6.66256	6.16968	6.94051	6.2107	7.04613	6.01049	6.66596	6.74744	6.68156
"ENSG00000011677"	2.38736	2.3915	2.26064	2.84457	2.35278	2.70419	2.59245	2.31853	2.46699	2.39725	2.62329	2.52315	2.33349	2.55461
"ENSG00000012048"	5.49934	5.57277	5.42871	5.25099	5.33004	5.44011	5.46802	5.45802	5.54962	5.54455	5.03976	5.35842	5.40352	5.60738
"ENSG00000012061"	6.44968	6.84637	6.56329	6.55574	6.48906	6.10517	6.63799	6.31093	6.94738	6.61379	6.59772	6.50383	6.42495	6.6361
"ENSG00000012124"	4.54809	6.13131	6.29938	6.37841	5.93385	5.65372	5.61887	5.0095	6.81967	5.48868	5.21399	5.12372	5.01029	4.94762
"ENSG00000012171"	6.11541	5.84108	5.61224	5.96248	6.17416	5.98106	6.05809	5.98495	5.60382	6.55645	5.87736	6.29144	5.77556	5.94023
"ENSG00000012174"	6.271595	5.93745	6.30823	6.082335	6.27345	6.34009	6.26803	6.557685	6.031125	6.39977	6.136345	6.4277	6.454915	6.41622
"ENSG00000012211"	6.03429	6.36531	5.92349	6.54031	5.91608	6.04146	6.25067	6.00872	6.48395	6.06406	6.03731	6.14358	5.50087	6.06198
"ENSG00000012223"	6.57091	4.97295	4.61936	4.61056	4.62038	4.95504	4.83957	6.2788	4.58554	5.34942	4.86138	4.91423	5.23579	4.71353
"ENSG00000012232"	6.0253	5.77066	5.88347	5.59258	5.97042	5.93326	5.96857	5.98408	5.9473	6.03238	5.67039	6.09488	5.84837	5.99899
"ENSG00000012504"	2.31173	2.16181	2.23666	2.07031	2.19751	2.00944	2.09478	2.26372	2.09421	2.30122	2.4503	2.16518	2.06051	2.22478
"ENSG00000012660"	11.66284	10.78249	11.24733	10.81109	11.59362	11.1723	11.3739	11.90125	11.41821	11.44168	11.0959	11.60576	11.38118	11.59628
"ENSG00000012779"	5.92447	6.52693	7.65784	6.95381	6.65908	5.64801	6.79739	6.2354	7.1891	6.79954	6.85443	6.73746	6.48886	6.33183
"ENSG00000012817"	7.59586	7.12319	7.3441	6.99785	7.55542	7.61321	7.16456	7.56368	7.34991	7.4366	7.13935	7.50149	7.53747	7.48036
"ENSG00000012822"	9.76788	9.18625	9.6249	9.15199	9.5872	9.79162	9.35038	9.66055	9.65905	9.81152	9.00774	9.45087	9.53875	9.57638
