"eWAT_M04(r1)"	"eWAT_M04(r2)"	"eWAT_M04(r3)"	"BAT_M04(r1)"	"BAT_M04(r2)"	"BAT_M04(r3)"
"ENSMUSG00000001773"	8.24488	8.21593	8.28693	4.33993	4.10654	4.36492
"ENSMUSG00000001774"	6.94526	6.98075	7.01335	7.20558	7.29497	7.48143
"ENSMUSG00000001783"	10.71496	10.6997	10.75284	9.20571	8.97977	9.0374
"ENSMUSG00000001785"	6.78576	6.62006	6.59102	6.20516	6.47189	6.33012
"ENSMUSG00000001786"	7.53045	7.44683	7.51451	7.22655	7.28077	7.09472
"ENSMUSG00000001794"	10.79756	10.95613	11.12364	11.45633	11.28896	11.41242
"ENSMUSG00000001802"	6.22206	5.95503	6.13641	7.05405	7.25416	7.08729
"ENSMUSG00000001804"	2.93753	2.99349	3.21198	3.70989	3.78531	3.68882
"ENSMUSG00000001815"	5.82107	5.89297	5.52035	6.20964	6.16084	6.21643
"ENSMUSG00000001819"	4.07887	4.13566	3.85289	4.31992	4.28626	4.23804
"ENSMUSG00000001823"	3.75557	4.18133	3.78042	4.34525	4.005	4.31751
"ENSMUSG00000001827"	6.29192	6.55849	6.81635	5.28551	4.68361	4.97404
"ENSMUSG00000001829"	9.38568	9.199975	9.24186	9.41665333333333	9.544045	9.35621
"ENSMUSG00000001833"	8.3417	8.27428	8.35166	8.27037	8.53643	8.18272
"ENSMUSG00000001844"	8.65428	8.58172	8.58173	8.66008	8.61312	8.4015
"ENSMUSG00000001847"	10.0029	10.10555	9.93633	10.03365	9.75564	9.8013
"ENSMUSG00000001855"	6.9295	6.89782	7.25673	6.82712	6.47864	6.83896
"ENSMUSG00000001864"	5.43308	5.52913	5.3038	5.53217	5.94708	5.70106
"ENSMUSG00000001865"	4.3859	4.08612	4.17378	4.27708	4.63737	4.73299
"ENSMUSG00000001870"	6.82307	6.91941	7.17276	5.97304	6.14871	6.21416
"ENSMUSG00000001891"	7.35723	7.27134	7.3519	8.3969	8.70995	8.51366
"ENSMUSG00000001901"	4.28483	4.47505	4.23092	4.60305	4.71978	4.89506
"ENSMUSG00000001909"	8.12565	7.88874	8.09599	7.70956	7.60921	7.50523
"ENSMUSG00000001910"	7.784495	7.835125	7.905695	7.717425	7.65877	7.64834
"ENSMUSG00000001911"	9.52957	9.58982	9.82481	9.62123	9.4192	9.79371
"ENSMUSG00000001918"	11.54802	11.60062	11.57707	10.98726	10.57346	10.92752
"ENSMUSG00000001924"	10.64462	10.83265	10.92389	10.79735	10.37955	10.64456
"ENSMUSG00000001930"	7.0868	7.15702	6.5637	6.41809	6.48474	6.5814
"ENSMUSG00000001942"	7.70018	7.55283	7.64021	7.79439	7.82563	7.84648
"ENSMUSG00000001943"	6.14309	5.93043	5.74015	6.47342	6.37887	6.19187
"ENSMUSG00000001946"	7.64774	7.66271	7.65105	8.08846	7.82145	7.77489
"ENSMUSG00000001948"	6.96874	6.51404	6.81908	6.41685	6.51995	6.28274
"ENSMUSG00000001962"	7.22694	7.26513	7.11628	7.08877	6.81057	7.04908
"ENSMUSG00000001964"	7.71299	7.79881	7.54041	7.04737	7.12205	7.29499
"ENSMUSG00000001983"	6.9636	6.81798	7.07666	9.48813	9.34946	9.30667
"ENSMUSG00000001985"	3.75797	3.9247	4.01819	4.34101	4.24075	4.25381
"ENSMUSG00000001986"	5.5066	5.76802	5.56507	3.32203	3.73046	3.5105
"ENSMUSG00000001988"	4.80305	4.91134	4.76276	5.1373	5.34177	5.49648
"ENSMUSG00000001995"	6.35326	6.15793	6.62165	6.22743	6.64595	6.73854
"ENSMUSG00000001998"	5.52951	5.34332	5.59051	5.48017	5.17129	5.1589
"ENSMUSG00000001999"	7.88923	7.89644	7.93032	8.95107	8.75773	8.54816
"ENSMUSG00000002006"	4.5482	4.32286	4.24394	4.19865	4.32062	4.41566
"ENSMUSG00000002007"	4.3908	4.43464	4.40131	4.78504	4.66555	4.7047
"ENSMUSG00000002010"	10.14152	10.16026	10.01862	12.72387	12.55657	12.65201
"ENSMUSG00000002012"	5.04445	5.26904	5.21207	4.98159	5.10273	5.01319
"ENSMUSG00000002014"	9.91653	9.77776	9.70581	9.01209	9.21397	8.98364
"ENSMUSG00000002015"	9.7942	9.73609	9.70868	10.43149	10.36324	10.32724
"ENSMUSG00000002017"	7.6918	7.86006	7.84922	7.94181	7.74726	7.74718
"ENSMUSG00000002020"	6.69099	7.04672	6.83624	7.48547	7.31092	7.01567
"ENSMUSG00000002028"	6.42315	6.71692	6.71056	6.5835	6.40832	6.545985
"ENSMUSG00000002031"	8.18975	8.16158	8.26965	7.71238	7.57765	7.70639
"ENSMUSG00000002032"	5.4491	5.27415	5.31061	5.94069	5.76047	5.82376
"ENSMUSG00000002033"	4.19643	4.43022	4.22365	4.15931	4.52007	5.05931
"ENSMUSG00000002043"	7.83914	7.50516	7.20681	7.46299	7.67248	7.59344
"ENSMUSG00000002052"	8.40411	8.69853	8.71717	8.39444	8.12643	8.24549
"ENSMUSG00000002055"	4.25807	4.37376	4.09749	4.33579	3.80264	4.00326
"ENSMUSG00000002057"	4.42085	4.33495	4.45841	4.75183	4.793	4.80409
"ENSMUSG00000002058"	7.89922	8.12849	8.20787	6.92776	6.54593	6.82087
"ENSMUSG00000002059"	8.0979	8.00996	7.9607	8.94965	8.86423	8.68823
"ENSMUSG00000002064"	8.49132	8.42876	8.21883	7.76173	7.90025	7.72874
"ENSMUSG00000002068"	5.64801	5.59037	5.55416	5.38962	5.4909	5.61982
"ENSMUSG00000002076"	5.02901	5.10355	4.91617	4.26541	4.72399	4.76235
"ENSMUSG00000002083"	5.81718	5.82892	5.79986	6.18151	6.33068	6.33209
"ENSMUSG00000002100"	5.10086	5.12822	5.14824	5.60844	5.58618	5.57026
"ENSMUSG00000002102"	8.97622	8.81573	8.8247	8.98503	8.91539	8.95952
"ENSMUSG00000002103"	8.05299	7.99088	7.98776	8.39044	8.30392	8.12879
"ENSMUSG00000002104"	4.31989	4.26074	4.05458	4.73779	4.73235	5.09145
"ENSMUSG00000002105"	7.86292	7.83046	7.83161	7.80856	7.93922	7.84356
"ENSMUSG00000002107"	8.64319	8.65295666666667	8.64138666666667	8.98187	8.79232333333333	8.74099666666667
"ENSMUSG00000002108"	7.63872	7.60029	7.54564	9.23176	9.37459	8.94366
"ENSMUSG00000002109"	6.09848	6.39738	6.41967	5.94913	5.59775	5.52142
"ENSMUSG00000002111"	4.94603	5.21687	5.64486	4.80339	4.65934	4.74139
"ENSMUSG00000002129"	7.01713	7.11424	7.20362	7.11314	6.78392	7.02026
"ENSMUSG00000002147"	8.27467	8.12817	8.40673	8.04753	7.90375	7.95163
"ENSMUSG00000002190"	4.14647	3.76231	4.39258	4.00104	3.79389	3.71506
"ENSMUSG00000002204"	6.07317	6.47576	6.19139	4.50875	4.8485	4.82886
"ENSMUSG00000002205"	6.9096	6.90136	6.82522	6.94651	6.95268	6.96403
"ENSMUSG00000002210"	6.91963	6.70097	6.81339	6.64278	6.56762	6.61486
"ENSMUSG00000002221"	6.76815	6.86849	6.91125	7.02273	6.82187	6.86393
"ENSMUSG00000002222"	8.13873	8.15214	8.26885	8.49775	8.40249	8.58418
"ENSMUSG00000002227"	7.24391	7.32116	7.61234	6.47426	6.44685	6.6691
"ENSMUSG00000002228"	5.05516	5.20847	5.02014	4.8141	5.28199	5.37372
"ENSMUSG00000002233"	8.39294	8.17962	8.26283	7.91824	7.92519	7.91983
"ENSMUSG00000002240"	3.881	3.92338	3.98916	3.87918	4.01464	4.04624
"ENSMUSG00000002249"	6.70086	6.88358	6.68909	6.35666	6.44465	6.21984
"ENSMUSG00000002250"	7.06821	7.18134	7.20311	7.27495	7.24171	7.24514
"ENSMUSG00000002257"	5.78486	5.76722	5.74044	4.75928	5.00236	5.41151
"ENSMUSG00000002265"	6.68755	7.3494	7.0399	7.3898	7.19112	7.20265
"ENSMUSG00000002266"	3.67361	3.98389	4.15318	3.96726	4.02602	4.26401
"ENSMUSG00000002274"	5.69784	5.71063	5.50908	6.0527	5.79187	5.92893
"ENSMUSG00000002279"	7.66314	7.5587	7.66254	9.11347	8.79308	8.97744
"ENSMUSG00000002280"	6.09859	5.8426	5.90586	7.38451	7.345	7.17449
"ENSMUSG00000002289"	8.21574	7.96668	7.48588	9.32711	8.97859	8.47776
"ENSMUSG00000002297"	5.44375	5.16727	5.20295	4.72247	4.84349	4.61158
"ENSMUSG00000002307"	6.63808	6.56827	6.55532	6.55532	6.45758	6.58155
"ENSMUSG00000002308"	6.99444	6.9526	6.78473	6.67327	6.71436	6.5803
"ENSMUSG00000002319"	8.17717	8.43292	8.43186	7.89176	7.76963	8.01804
"ENSMUSG00000002320"	8.2187	8.34838	8.3318	7.80261	7.49311	7.55877
"ENSMUSG00000002324"	6.95737	5.07104	6.05033	4.65871	4.54731	4.49328
"ENSMUSG00000002325"	7.29016	7.27005	7.44489	6.58067	6.32009	6.50319
"ENSMUSG00000002326"	6.79102	6.93617	6.66856	7.26617	7.08251	6.97957
"ENSMUSG00000002329"	7.0726	6.85204	6.89231	6.87953	6.66886	6.4475
"ENSMUSG00000002332"	7.387849375	7.32829625	7.362710625	7.867698125	7.6342775	7.6980025
"ENSMUSG00000002341"	4.62964	4.8576	4.53162	5.50961	5.13467	5.60794
"ENSMUSG00000002342"	6.98275	6.9938	6.96751	6.99701	6.87645	7.01252
"ENSMUSG00000002343"	5.52109	5.84494	5.6049	6.53038	6.53627	6.40624
"ENSMUSG00000002345"	5.87532	5.73245	5.87719	6.36865	6.33595	6.47655
"ENSMUSG00000002346"	6.42646	6.28534	6.45329	9.14922	8.7475	8.79748
"ENSMUSG00000002365"	8.09817	8.03559	8.19211	8.74322	8.57272	8.51886
"ENSMUSG00000002372"	7.87784	7.93231	8.04344	7.97003	7.79476	7.91635
"ENSMUSG00000002379"	8.516655	8.509195	8.398925	9.84072	9.770795	9.723805
"ENSMUSG00000002384"	4.05482	4.03259	3.98815	4.21891	4.24133	4.78964
"ENSMUSG00000002393"	7.48956	7.47939	7.31798	7.58233	7.47546	7.48804
"ENSMUSG00000002395"	9.25943	9.11805	9.02326	8.93644	9.19522	8.78364
"ENSMUSG00000002396"	5.82967	5.72834	5.61891	6.7419	6.59425	6.26476
"ENSMUSG00000002409"	7.62095	7.43963	7.48206	8.37138	8.15176	8.5143
"ENSMUSG00000002413"	8.03867	8.27466	8.20106	7.65571	7.59924	7.46499
"ENSMUSG00000002416"	6.58078	6.18717	6.16001	8.37254	8.59498	8.21902
"ENSMUSG00000002428"	6.86213	6.94451	6.99143	5.91992	5.59409	5.93117
"ENSMUSG00000002455"	8.56087	8.71091	8.66525	8.16619	8.06138	8.13946
"ENSMUSG00000002458"	6.40151	6.36547	6.43455	6.46305	6.2944	6.32585
"ENSMUSG00000002459"	2.72986	2.861	2.72019	3.0632	3.06624	3.17373
"ENSMUSG00000002475"	6.60689	6.9024	6.85238	5.60699	5.86324	5.6921
"ENSMUSG00000002477"	8.01307	8.11208	8.01068	8.04419	8.16646	7.9513
"ENSMUSG00000002486"	5.47709	5.70059	5.58788	5.44726	5.38875	5.76546
"ENSMUSG00000002489"	6.14905	6.0743	6.14318	6.01827	6.04916	6.17938
"ENSMUSG00000002496"	8.26931	8.26483	8.68085	8.81486	8.45912	8.95365
"ENSMUSG00000002500"	6.39618	6.10289	6.03506	5.0324	6.02532	6.88099
"ENSMUSG00000002504"	7.17513	6.91549	7.39565	8.20745	8.30278	8.23109
"ENSMUSG00000002524"	9.37319	9.28875	9.43595	9.30938	9.1919	9.22315
"ENSMUSG00000002546"	7.641	7.73012	7.59828	7.8683	7.67148	7.93126
"ENSMUSG00000002550"	8.53562	8.36195	8.12103	10.75888	10.47905	10.44782
"ENSMUSG00000002565"	4.79838	5.02459	4.94499	4.61699	4.41969	4.3099
"ENSMUSG00000002578"	4.71319	4.89173	4.50513	4.66883	4.45051	4.59838
"ENSMUSG00000002580"	8.79003	8.6331	8.28187	8.09981	8.14157	7.92952
"ENSMUSG00000002588"	4.74423	4.18719	4.15868	7.63074	8.46449	8.02327
"ENSMUSG00000002602"	7.98748	8.07747	8.35295	6.99574	7.38432	7.32216
"ENSMUSG00000002603"	8.56737	8.45177	8.75917	7.47098	7.41963	7.55845
"ENSMUSG00000002608"	7.01348	6.94975	7.04859	7.31465	6.92458	7.13701
"ENSMUSG00000002617"	5.7921	5.30148	5.97046	5.77556	5.58218	5.40457
"ENSMUSG00000002625"	6.97837	7.27667	7.34625	6.61279	6.78133	6.43685
"ENSMUSG00000002633"	5.85076	6.0625	5.72714	5.65933	5.46418	5.49706
"ENSMUSG00000002635"	7.13631	6.94785	6.7803	7.39285	7.60053	7.23624
"ENSMUSG00000002658"	8.09411	8.11742	8.05345	7.4435	7.23805	7.32324
"ENSMUSG00000002660"	8.05993	8.03689	7.91218	9.27492	9.30135	9.21909
"ENSMUSG00000002661"	5.71119	5.77103	5.52609	7.06108	7.18508	6.7104
"ENSMUSG00000002664"	5.00962	4.91679	4.87873	5.17671	5.04978	5.73072
"ENSMUSG00000002668"	4.82866	5.09616	5.17704	5.26277	4.88594	5.2142
"ENSMUSG00000002679"	7.17062	6.89339	6.84346	6.41185	6.92766	6.50663
"ENSMUSG00000002688"	7.28928	7.2249	7.25375	7.30328	7.42472	7.22928
"ENSMUSG00000002699"	5.22354	5.24804	5.35154	4.95814	5.10809	5.41623
"ENSMUSG00000002718"	9.15644	9.17545	9.23655	8.73866	8.66329	8.66124
"ENSMUSG00000002728"	7.988755	7.83905	7.92783	9.37365	9.690655	9.26479
"ENSMUSG00000002731"	6.60067	6.57236	6.23919	6.5279	6.67673	6.25353
"ENSMUSG00000002732"	7.34671	7.29373	7.4965	7.83672	8.19868	7.63459
"ENSMUSG00000002733"	11.4041	11.32319	11.33079	8.72598	8.88639	8.79832
"ENSMUSG00000002741"	8.28446	8.20247	8.20518	8.32749	8.34009	8.26719
"ENSMUSG00000002748"	8.49068	8.53114	8.63242	8.75701	8.59348	8.69489
"ENSMUSG00000002763"	7.4434	7.40183	7.31012	9.40337	8.96605	9.34283
"ENSMUSG00000002767"	8.31032	8.40972	8.13313	9.6855	9.58184	9.56664
"ENSMUSG00000002768"	8.48302	8.32455	8.33207	9.16511	9.24562	8.9201
"ENSMUSG00000002769"	5.49059	5.28965	4.91086	5.66803	5.84854	5.60416
"ENSMUSG00000002771"	4.77065	4.93765	4.7152	4.74398	4.63343	5.06215
"ENSMUSG00000002778"	8.58509	8.5739	8.63086	8.33915	8.1584	8.19307
"ENSMUSG00000002781"	7.19961	7.13903	7.06503	10.15187	9.85431	10.00991
"ENSMUSG00000002791"	5.36593	5.44567	5.48677	5.59487	5.26216	5.44561
"ENSMUSG00000002797"	5.95429	6.38839	5.66278	4.86674	5.05719	4.68758
"ENSMUSG00000002799"	6.6719	6.86717	6.68012	6.04186	6.31099	6.53177
"ENSMUSG00000002803"	6.91026	6.69219	6.8406	7.45682	7.3087	7.28901
"ENSMUSG00000002804"	7.15306	7.03235	6.78395	7.21338	7.1207	6.81939
"ENSMUSG00000002808"	5.89081	6.02794	5.6933	5.95734	6.15506	6.72433
"ENSMUSG00000002812"	8.86834	8.94039	9.03854	9.52384	9.01695	9.20249
"ENSMUSG00000002814"	6.45867	6.28588	6.56	6.11357	5.9702	6.10911
"ENSMUSG00000002820"	6.89187	6.8572	6.67487	8.20309	8.43659	8.25994
"ENSMUSG00000002825"	5.90225	5.83489	5.91173	6.07186	6.2221	5.94972
"ENSMUSG00000002831"	10.06981	10.12252	9.80828	9.20424	8.97263	9.13749
"ENSMUSG00000002833"	7.15785	7.27878	7.23135	7.12774	7.01738	6.94608
"ENSMUSG00000002835"	5.90866	5.807	5.9546	5.61441	5.36259	5.65591
"ENSMUSG00000002844"	6.94162	6.98953	6.94713	7.07851	6.99319	6.8623
"ENSMUSG00000002845"	9.26317	9.27097	9.33917	7.95266	7.64451	7.84342
"ENSMUSG00000002846"	7.61937	7.44731	7.19451	8.7047	8.5687	8.52631
"ENSMUSG00000002847"	6.78303	6.85718	6.72806	6.60737	6.75667	6.39663
"ENSMUSG00000002870"	6.89639	6.92071	7.1174	6.05595	5.61941	6.11548
"ENSMUSG00000002871"	7.87458	7.84671	7.7993	7.29012	7.10028	7.25065
"ENSMUSG00000002881"	7.8004	7.67752	7.57476	8.35925	8.46797	8.20248
"ENSMUSG00000002885"	9.26311	9.4	9.50394	8.26681	8.25542	8.24911
"ENSMUSG00000002897"	6.38046	6.26952	6.24965	5.33025	5.41077	5.85755
"ENSMUSG00000002900"	8.79776	8.98797	9.1337	8.7947	8.64427	8.60369
"ENSMUSG00000002908"	4.79881	5.32928	5.10789	6.59491	6.37011	6.20663
"ENSMUSG00000002910"	7.14711	7.30247	7.19806	5.93428	5.70655	5.97232
"ENSMUSG00000002930"	2.35085	2.47777	2.36203	2.54564	2.83539	2.50184
"ENSMUSG00000002944"	12.04112	12.08985	11.98838	12.59923	12.62797	12.44576
"ENSMUSG00000002948"	7.38072	7.4043	7.48459	7.47302	7.23857	7.35268
"ENSMUSG00000002949"	7.02236	7.07051	7.060935	7.63461	7.286305	7.59793
"ENSMUSG00000002957"	8.65967	8.74182	8.76907	8.66732	8.4203	8.42988
"ENSMUSG00000002963"	6.89683	6.79323	6.87836	7.06439	6.89006	7.03428
"ENSMUSG00000002968"	8.19317	8.08976	8.01457	8.22711	8.05355	8.18941
"ENSMUSG00000002980"	8.26723	8.2639	8.38867	7.40005	7.36516	7.5591
"ENSMUSG00000002981"	9.87224	9.94436	9.87277	10.44117	10.30498	10.41761
"ENSMUSG00000002983"	6.26259	6.4714	6.41643	6.63386	6.69071	6.50397
"ENSMUSG00000002984"	8.3322	8.10996	8.04461	9.48732	9.29623	9.32722
"ENSMUSG00000002985"	12.90477	12.89314	12.93652	12.49434	12.35177	12.2955
"ENSMUSG00000002992"	4.87405	5.11164	4.99409	4.56706	4.47375	4.42226
"ENSMUSG00000002996"	9.01498	8.98201	8.86891	9.05875	9.10212	9.08731
"ENSMUSG00000002997"	10.43992	10.36205	10.23657	12.42607	12.3905	12.36726
"ENSMUSG00000003031"	7.121775	7.105665	7.10583	6.9268	6.8943	6.69202
"ENSMUSG00000003032"	6.94445	6.68988	6.50699	6.76504	7.05703	6.86832
"ENSMUSG00000003033"	7.64119	7.61169	7.69418	8.89588	8.82119	8.75333
"ENSMUSG00000003037"	8.77444	8.61519	8.75319	8.4456	8.57417	8.34032
"ENSMUSG00000003038"	10.35016	10.2763525	10.4255025	8.48287	8.6569075	8.6888525
"ENSMUSG00000003039"	8.02696	7.81597	7.72385	7.84897	8.25545	8.16526
"ENSMUSG00000003051"	8.20908	8.34789	8.76743	4.70292	4.15141	4.56063
"ENSMUSG00000003053"	3.06146	2.93482	2.49962	3.08209	3.47258	3.11468
"ENSMUSG00000003062"	6.35714	6.06637	6.53281	5.67124	5.25651	5.25615
"ENSMUSG00000003068"	8.95048	8.80711	8.7799	9.97418	9.82881	9.87362
"ENSMUSG00000003070"	5.71619	5.70092	5.54336	5.97789	5.59985	6.18939
"ENSMUSG00000003072"	10.58888	10.56845	10.59365	12.69144	12.49367	12.58977
"ENSMUSG00000003099"	8.72308	8.80635	8.73232	9.5872	9.33926	9.35529
"ENSMUSG00000003119"	6.76021	6.95535	6.928095	6.86783	6.7981	6.549325
"ENSMUSG00000003123"	11.00055	10.99487	10.90475	11.66335	11.3901	11.6571
"ENSMUSG00000003131"	8.50616	8.46016	8.54025	7.86472	8.11055	7.94507
"ENSMUSG00000003134"	9.09825	9.36981	9.26829	6.46754	6.17778	6.22803
"ENSMUSG00000003135"	7.71059	7.66389	7.80335	7.47157	7.08296	7.36704
"ENSMUSG00000003153"	8.18904	7.82038	7.797	5.40928	5.89414	5.2194
"ENSMUSG00000003154"	7.34956	7.30883	7.57835	7.01338	6.93439	7.17702
"ENSMUSG00000003161"	8.97698	8.98374	8.87265	9.01306	9.08091	8.85459
"ENSMUSG00000003166"	8.5164	8.49457	8.61932	8.56378	8.26627	8.45137
"ENSMUSG00000003184"	7.27786	7.18962	7.17953	7.16202	7.2314	7.2754
"ENSMUSG00000003190"	6.44348	6.33881	6.41636	6.66527	6.63476	6.62108
"ENSMUSG00000003198"	4.5909	4.48831	4.33213	4.59075	4.33647	4.57282
"ENSMUSG00000003199"	8.02982	7.88035	7.80685	8.69476	8.67005	8.60693
"ENSMUSG00000003200"	7.7884	7.87697	7.73605	7.46	7.23896	7.42696
"ENSMUSG00000003206"	4.83557	4.94711	4.83532	5.29558	4.84092	4.96492
"ENSMUSG00000003208"	6.20873	6.06627	5.92523	6.05583	5.98747	6.13833
"ENSMUSG00000003226"	8.787	8.84332	8.91824	8.65152	8.67931	8.48894
"ENSMUSG00000003227"	5.17953	5.28238	5.11695	4.68111	4.74267	5.04586
"ENSMUSG00000003228"	7.49108	7.4164	7.57395	7.76183	7.71157	7.5528
"ENSMUSG00000003233"	7.08104	7.12312	7.23979	7.63719	7.291	7.56429
"ENSMUSG00000003234"	7.82656	7.74666	7.7452	7.54488	7.4339	7.57546
"ENSMUSG00000003235"	8.02621	7.93508	7.97162	8.2829	8.15259	8.09529
"ENSMUSG00000003269"	7.3192	7.14223	7.28267	7.30457	7.19581	7.18002
"ENSMUSG00000003271"	6.68465	6.70785	6.99717	5.34699	4.88823	4.7923
"ENSMUSG00000003273"	6.38859	6.15233	6.17467	7.51976	7.39914	7.29091
"ENSMUSG00000003279"	5.771445	5.99161	5.81271	6.008175	5.838465	6.16842
"ENSMUSG00000003282"	4.9396	4.9473	4.60263	5.25712	4.96544	5.05818
"ENSMUSG00000003283"	5.55548	5.86877	5.70628	5.29933	5.64661	5.06254
"ENSMUSG00000003299"	7.89488	7.65502	7.59681	9.71605	9.52977	9.50674
"ENSMUSG00000003308"	7.52858	7.56682	7.63392	8.00253	7.88532	7.78243
"ENSMUSG00000003309"	8.43048	8.39661	8.23545	4.92426	4.49809	4.76989
"ENSMUSG00000003316"	8.58646	8.96794	9.07219	8.1761	8.05008	8.10911
"ENSMUSG00000003341"	5.38334	5.10012	5.3304	4.37553	4.20442	4.87463
"ENSMUSG00000003344"	7.98662	7.89912	7.82863	7.83651	7.78444	7.71632
"ENSMUSG00000003345"	9.5013	9.30404	9.29807	9.18668	9.05122	9.00101
"ENSMUSG00000003346"	7.30897375	7.2046975	7.00988875	7.77213	7.8418	7.576895
"ENSMUSG00000003348"	7.18786	7.20972	7.2001	6.37618	6.37418	6.20639
"ENSMUSG00000003352"	6.2231	5.95964	6.13485	5.43995	5.92259	5.4453
"ENSMUSG00000003354"	4.26762	4.50123	4.52723	4.24193	4.08224	4.47629
"ENSMUSG00000003355"	6.53583	6.72521	6.56679	4.96715	4.69182	4.73779
"ENSMUSG00000003360"	7.37402	7.47072	7.46717	7.5043	7.2771	7.37026
"ENSMUSG00000003363"	8.41224	8.60882	8.59438	7.61417	7.25651	7.4854
"ENSMUSG00000003378"	5.52782	5.53118	5.59736	6.0404	5.9229	5.92938
"ENSMUSG00000003379"	3.54446	3.14577	3.3216	2.97737	3.22713	3.11992
"ENSMUSG00000003380"	8.97522	8.90585	8.8	8.87034	8.86126	8.8816
"ENSMUSG00000003382"	7.58739	7.58486	7.62222	7.69586	7.42451	7.7068
"ENSMUSG00000003402"	8.96903	9.15741	9.06449	8.72346	8.41557	8.54328
"ENSMUSG00000003410"	4.19361	4.20337	4.17293	4.63101	4.33121	5.07909
"ENSMUSG00000003411"	3.57225	3.33115	3.57127	3.8502	3.644	3.57003
"ENSMUSG00000003418"	8.59884	8.44853	8.51495	5.45647	4.80783	4.90175
"ENSMUSG00000003420"	9.67875	9.63618	9.71574	10.74673	10.65978	10.72456
"ENSMUSG00000003421"	7.1664	7.18177	7.26275	7.2271	7.08586	7.17385
"ENSMUSG00000003423"	7.1058	6.84114	7.05812	7.59504	7.55985	7.53312
"ENSMUSG00000003429"	10.840095	10.68429	10.66466	10.766155	10.864805	10.699885
"ENSMUSG00000003435"	8.59098	8.73509	8.64547	8.00114	7.8863	8.04776
"ENSMUSG00000003436"	3.85132	3.89426	3.75007	4.53502	4.26394	3.94572
"ENSMUSG00000003437"	8.78253	8.93531	8.85875	8.24533	8.18905	8.24375
"ENSMUSG00000003438"	8.21108	8.20919	8.22057	9.76226	9.62903	9.65315
"ENSMUSG00000003444"	5.66625	5.62164	5.96668	6.31312	6.34971	6.24139
"ENSMUSG00000003452"	5.80288	5.94127	5.87664	4.15835	4.42201	4.21513
"ENSMUSG00000003458"	8.03747333333333	8.06001666666667	8.00789333333333	7.63558666666667	7.2319	7.32049
"ENSMUSG00000003464"	8.97991	8.97232	8.92865	10.09778	9.94119	10.00326
"ENSMUSG00000003469"	5.15709	5.5834	4.77424	5.3192	4.52364	4.47799
"ENSMUSG00000003476"	4.17839	4.29399	4.31031	4.80134	4.97163	5.24383
"ENSMUSG00000003477"	10.10631	9.91958	9.49429	7.43692	8.04993	6.82704
"ENSMUSG00000003484"	4.40506	4.27986	4.19047	4.48926	4.47558	4.08292
"ENSMUSG00000003500"	6.36568	6.43184	6.55306	9.76284	8.82404	9.56055
"ENSMUSG00000003505"	2.79196	2.76406	2.63939	2.81074	3.36606	3.31182
"ENSMUSG00000003518"	7.93339	7.46745	7.60908	8.29196	8.74825	8.16766
"ENSMUSG00000003526"	8.32625	8.23298	8.03492	8.12945	8.05514	7.71342
"ENSMUSG00000003527"	7.45861	7.35128	7.24673	7.44584	7.56042	7.2763
"ENSMUSG00000003528"	10.54049	10.58864	10.59607	11.94002	11.77363	11.74977
"ENSMUSG00000003531"	8.02353	7.76329	7.81629	8.64629	8.84966	8.74027
"ENSMUSG00000003534"	8.02404	8.08975	8.22075	6.60226	6.3687	6.76365
"ENSMUSG00000003541"	6.06435	6.04933	6.00157	6.60799	6.44865	6.44133
"ENSMUSG00000003545"	4.97913	4.79381	5.25626	5.13779	4.73069	5.24238
"ENSMUSG00000003546"	6.88825	6.77035	6.97216	7.31334	6.83562	7.08555
"ENSMUSG00000003549"	7.08904	7.07744	6.94885	7.49934	7.29554	7.42901
"ENSMUSG00000003555"	7.16546	5.58955	5.48354	3.97599	4.21805	3.93782
"ENSMUSG00000003559"	6.63032	6.53558	6.7737	6.38794	6.63669	6.57046
"ENSMUSG00000003573"	7.66556	7.59012	7.60221	6.6152	7.12056	6.78588
"ENSMUSG00000003575"	6.41166	6.46782	6.48343	5.97023	5.62222	5.95325
"ENSMUSG00000003581"	6.33956	6.47242	6.40034	6.68594	6.77367	6.53646
"ENSMUSG00000003585"	6.71693	6.9718	6.80083	5.14171	6.07176	5.31162
"ENSMUSG00000003604"	6.49317	6.40828	6.59113	7.37208	7.43118	7.14537
"ENSMUSG00000003617"	9.75169	9.85569	9.97614	7.52103	7.30149	7.11065
"ENSMUSG00000003623"	8.89348	8.79578	8.81684	9.0124	9.19356	8.70655
"ENSMUSG00000003644"	6.72827	6.8149	6.9432	6.3409	6.40127	6.46989
"ENSMUSG00000003657"	3.30593	3.09732	2.97587	3.51562	3.64388	3.32196
"ENSMUSG00000003660"	8.2861	8.51344	8.53865	8.53651	8.27321	8.39235
"ENSMUSG00000003662"	8.23121	8.2097	8.08539	8.55445	8.61667	8.50839
"ENSMUSG00000003665"	3.98069	4.30088	4.21896	4.53923	4.39838	4.71769
"ENSMUSG00000003680"	7.47425	7.39378	7.46929	7.51394	7.50139	7.45209
"ENSMUSG00000003721"	8.00508	7.92519	7.86427	8.14416	8.24001	8.10141
"ENSMUSG00000003731"	8.2382	8.30374	8.23275	8.80626	8.65174	8.70109
"ENSMUSG00000003746"	11.46332	11.66957	11.49594	6.50927	6.81508	6.76066
"ENSMUSG00000003752"	6.24301	6.1402	6.07534	6.29648	6.36205	5.92992
